player,player_id,position,team_name,player_game_count,avg_depth_of_target,avoided_tackles,caught_percent,contested_catch_rate,contested_receptions,contested_targets,declined_penalties,drop_rate,drops,first_downs,franchise_id,fumbles,grades_hands_drop,grades_hands_fumble,grades_offense,grades_pass_block,grades_pass_route,inline_rate,inline_snaps,interceptions,longest,pass_block_rate,pass_blocks,pass_plays,penalties,receptions,route_rate,routes,slot_rate,slot_snaps,targeted_qb_rating,targets,touchdowns,wide_rate,wide_snaps,yards,yards_after_catch,yards_after_catch_per_reception,yards_per_reception,yprr
Jordy Nelson,4350,WR,GB,6,12.0,6,64.2,,0,0,0,8.5,4,32,12,0,53.5,78.5,87.0,,86.1,0.4,1,1,80,0.0,0,227,0,43,93.4,212,18.5,42,113.5,67,5,81.1,184,632,216,5.0,14.7,2.98
Julio Jones,6158,WR,ATL,6,13.4,5,66.7,,0,0,0,8.3,4,31,2,2,68.3,23.7,77.1,,74.8,0.0,0,1,40,0.0,0,261,2,44,94.6,247,14.2,37,105.6,66,3,85.8,224,620,175,4.0,14.1,2.51
Antonio Brown,5718,WR,PIT,6,11.7,6,68.3,,0,0,0,6.8,3,30,25,0,67.6,82.9,85.7,,85.1,0.0,0,1,41,0.0,0,249,2,41,94.4,235,12.0,30,123.5,60,5,85.5,213,629,204,5.0,15.3,2.68
Vincent Jackson,2278,WR,TB,6,15.3,5,42.4,,0,0,0,16.7,5,19,30,0,33.8,75.5,69.8,,68.8,0.0,0,2,34,0.0,0,243,1,25,92.2,224,31.3,76,58.9,59,2,68.7,167,344,72,2.9,13.8,1.54
T.Y. Hilton,7092,WR,IND,6,13.5,1,69.0,,0,0,0,4.8,2,31,14,1,74.6,30.7,84.3,,83.2,0.0,0,1,49,0.0,0,236,0,40,95.8,226,35.6,84,101.6,58,1,64.4,152,605,137,3.4,15.1,2.68
Jeremy Maclin,4942,WR,PHI,6,17.6,1,46.6,,0,0,0,0.0,0,20,24,0,87.3,76.3,73.0,,71.6,0.0,0,4,68,0.0,0,256,0,27,92.2,236,25.8,66,67.1,58,4,72.3,185,445,178,6.6,16.5,1.89
Dez Bryant,5549,WR,DAL,6,12.5,4,64.3,,0,0,0,5.3,2,21,9,0,71.4,77.4,76.6,,76.6,0.0,0,4,68,0.0,0,197,1,36,94.4,186,16.8,33,82.4,56,4,83.2,164,439,120,3.3,12.2,2.36
Steve Smith,837,WR,BLT,6,12.1,13,64.8,,0,0,1,5.4,2,22,3,1,70.8,28.4,78.4,,77.5,0.0,0,0,80,0.0,0,204,1,35,94.1,192,11.3,23,125.2,54,4,88.7,181,576,221,6.3,16.5,3.0
Demaryius Thomas,5547,WR,DEN,5,9.5,5,57.4,,0,0,0,8.8,3,20,10,0,61.2,77.1,80.7,,81.1,0.0,0,0,86,0.0,0,199,1,31,94.0,187,20.6,41,112.5,54,4,79.4,158,491,258,8.3,15.8,2.63
Julian Edelman,5156,WR,NE,6,9.4,3,74.1,,0,0,0,4.8,2,19,19,1,74.4,49.1,69.3,71.6,70.4,0.8,2,1,44,0.4,1,242,1,40,90.9,220,34.7,84,93.8,54,1,64.5,156,408,138,3.5,10.2,1.85
Kelvin Benjamin,8663,WR,CAR,6,13.9,3,58.5,,0,0,0,11.4,4,22,5,1,43.4,28.0,68.4,,68.0,0.0,0,1,35,0.0,0,241,5,31,92.5,223,14.9,36,100.8,53,4,85.1,205,416,53,1.7,13.4,1.87
Reggie Wayne,800,WR,IND,6,11.0,1,66.7,,0,0,0,5.6,2,26,14,0,70.5,77.1,73.2,,73.9,0.0,0,1,28,0.0,0,268,2,34,95.1,255,64.6,173,90.2,51,1,35.4,95,419,99,2.9,12.3,1.64
Matt Forte,4358,HB,CHI,6,0.2,13,90.2,,0,0,0,4.2,2,14,6,0,78.1,70.7,61.1,77.2,78.6,0.0,0,0,56,19.6,51,260,1,46,74.2,193,4.2,11,103.9,51,1,2.7,7,376,391,8.5,8.2,1.95
Golden Tate,5585,WR,DET,6,7.9,10,76.0,,0,0,0,7.3,3,21,11,1,65.8,30.0,73.5,,73.8,1.7,4,0,55,0.0,0,236,0,38,94.1,222,63.6,150,113.3,50,1,34.7,82,495,252,6.6,13.0,2.23
Greg Olsen,3647,TE,CAR,6,7.9,1,66.0,,0,0,0,5.7,2,25,5,0,70.8,77.2,82.2,76.1,82.5,29.6,75,0,37,14.6,37,253,2,33,78.7,199,47.0,119,122.8,50,5,13.8,35,388,173,5.2,11.8,1.95
Martellus Bennett,4375,TE,CHI,6,6.9,11,75.0,,0,0,0,2.7,1,20,6,0,64.6,77.8,85.5,62.4,82.8,37.7,97,2,27,13.6,35,257,0,36,80.2,206,41.2,106,106.6,48,4,15.2,39,364,170,4.7,10.1,1.77
