player,player_id,position,team_name,player_game_count,declined_penalties,franchise_id,gap_grades_run_block,gap_run_block_percent,gap_snap_counts_run_block,gap_snap_counts_run_block_percent,gap_snap_counts_run_play,grades_run_block,penalties,run_block_percent,snap_counts_run_block,snap_counts_run_play,zone_grades_run_block,zone_run_block_percent,zone_snap_counts_run_block,zone_snap_counts_run_block_percent,zone_snap_counts_run_play
Derek Newton,6366,T,HST,15,0,13,77.5,100.0,108,22.1,108,83.0,1,100.0,488,488,81.1,100.0,326,66.8,326
Travis Frederick,7812,C,DAL,15,0,9,79.2,100.0,198,40.9,198,82.8,4,100.0,484,484,75.8,100.0,252,52.1,252
Tyron Smith,6161,T,DAL,15,1,9,82.1,100.0,198,40.9,198,77.1,2,100.0,484,484,67.9,100.0,252,52.1,252
Chris Myers,2417,C,HST,15,2,13,86.9,100.0,108,22.4,108,74.2,2,100.0,482,482,69.3,100.0,322,66.8,322
Duane Brown,4340,T,HST,15,0,13,63.5,100.0,108,22.4,108,69.9,1,100.0,482,482,70.7,100.0,322,66.8,322
Zack Martin,8651,G,DAL,15,0,9,70.2,100.0,198,41.3,198,77.2,1,100.0,479,479,75.6,100.0,247,51.6,247
Jason Witten,1384,TE,DAL,15,0,9,84.7,100.0,198,41.6,198,77.9,2,100.0,476,476,62.5,100.0,247,51.9,247
Ben Jones,7099,G,HST,15,0,13,71.3,100.0,101,21.9,101,65.2,2,100.0,461,461,62.0,100.0,308,66.8,308
Ron Leary,7338,G,DAL,14,0,9,82.0,100.0,186,40.6,186,79.3,2,100.0,458,458,72.2,100.0,239,52.2,239
Russell Bodine,8746,C,CIN,15,0,7,65.9,100.0,199,43.9,199,64.6,1,100.0,453,453,57.2,100.0,205,45.3,205
Clint Boling,6253,G,CIN,15,0,7,66.6,100.0,199,43.9,199,69.5,1,100.0,453,453,68.1,100.0,205,45.3,205
Justin Britt,8699,T,SEA,15,0,29,73.0,100.0,30,6.6,30,83.8,3,100.0,452,452,84.1,100.0,375,83.0,375
J.R. Sweezy,7209,G,SEA,15,0,29,57.5,100.0,29,6.4,29,81.0,1,100.0,450,450,79.4,100.0,374,83.1,374
DeAndre Hopkins,7808,WR,HST,15,0,13,77.0,100.0,104,23.2,104,69.5,0,100.0,449,449,59.5,100.0,304,67.7,304
D'Brickashaw Ferguson,2949,T,NYJ,15,0,22,66.1,100.0,116,26.3,116,59.4,0,100.0,441,441,57.9,100.0,279,63.3,279
Breno Giacomini,4464,T,NYJ,15,0,22,61.5,100.0,116,26.3,116,68.7,1,100.0,441,441,71.3,100.0,279,63.3,279
Joel Bitonio,8670,G,CLV,15,0,8,61.4,100.0,55,12.5,55,73.8,1,100.0,440,440,75.5,100.0,354,80.5,354
Mitchell Schwartz,7041,T,CLV,15,0,8,65.4,100.0,55,12.5,55,68.2,0,100.0,440,440,68.2,100.0,354,80.5,354
John Greco,4379,G,CLV,15,0,8,70.2,100.0,55,12.5,55,77.5,1,100.0,440,440,77.1,100.0,354,80.5,354
Joe Thomas,3619,T,CLV,15,1,8,74.8,100.0,55,12.5,55,86.9,1,100.0,440,440,83.4,100.0,354,80.5,354
Willie Colon,3076,G,NYJ,15,0,22,67.5,100.0,116,26.4,116,60.9,4,100.0,439,439,58.3,100.0,278,63.3,278
Brandon Brooks,7078,G,HST,14,0,13,65.1,100.0,96,22.2,96,79.7,2,100.0,433,433,84.4,100.0,288,66.5,288
