player,player_id,position,team_name,player_game_count,base_targets,declined_penalties,franchise_id,penalties,screen_avg_depth_of_target,screen_avoided_tackles,screen_caught_percent,screen_contested_catch_rate,screen_contested_receptions,screen_contested_targets,screen_drop_rate,screen_drops,screen_first_downs,screen_fumbles,screen_grades_hands_drop,screen_grades_pass_route,screen_interceptions,screen_longest,screen_pass_block_rate,screen_pass_blocks,screen_pass_plays,screen_receptions,screen_route_rate,screen_routes,screen_targeted_qb_rating,screen_targets,screen_targets_percent,screen_touchdowns,screen_yards,screen_yards_after_catch,screen_yards_after_catch_per_reception,screen_yards_per_reception,screen_yprr,slot_avg_depth_of_target,slot_avoided_tackles,slot_caught_percent,slot_contested_catch_rate,slot_contested_receptions,slot_contested_targets,slot_drop_rate,slot_drops,slot_first_downs,slot_fumbles,slot_grades_hands_drop,slot_grades_pass_route,slot_interceptions,slot_longest,slot_pass_block_rate,slot_pass_blocks,slot_pass_plays,slot_receptions,slot_route_rate,slot_routes,slot_targeted_qb_rating,slot_targets,slot_targets_percent,slot_touchdowns,slot_yards,slot_yards_after_catch,slot_yards_after_catch_per_reception,slot_yards_per_reception,slot_yprr
Antonio Brown,5718,WR,PIT,17,192,0,25,0,-2.0,4,85.7,,0,0,10.0,2,4,1,48.5,49.8,0,41,0.0,0,73,18,97.3,71,95.8,21,10.9,0,147,182,10.1,8.2,2.07,7.7,3,75.0,,0,0,3.6,1,18,1,91.3,91.4,0,44,0.0,0,131,27,95.4,125,125.8,36,18.8,2,369,150,5.6,13.7,2.95
Demaryius Thomas,5547,WR,DEN,17,189,0,10,0,0.3,2,74.1,,0,0,16.7,4,6,0,27.1,74.6,0,26,0.0,0,75,20,94.7,71,89.9,27,14.3,0,169,166,8.3,8.5,2.38,10.4,2,61.1,,0,0,4.3,1,14,0,54.7,88.1,2,32,0.0,0,128,22,96.1,123,99.4,36,19.0,5,259,104,4.7,11.8,2.11
Julian Edelman,5156,WR,NE,17,159,0,19,0,-2.8,5,93.8,,0,0,6.3,1,4,2,75.2,65.9,0,17,0.0,0,60,15,96.7,58,91.9,16,10.1,0,97,139,9.3,6.5,1.67,7.1,4,71.2,,0,0,10.3,6,27,0,44.4,77.6,1,21,0.0,0,288,52,93.1,268,87.0,73,45.9,1,468,189,3.6,9.0,1.75
Jordy Nelson,4350,WR,GB,18,159,0,12,0,0.0,0,90.9,,0,0,0.0,0,1,0,91.8,57.6,0,10,0.0,0,38,10,97.4,37,84.5,11,6.9,0,47,48,4.8,4.7,1.27,8.4,7,68.6,,0,0,7.7,2,16,0,38.6,83.3,0,24,0.0,0,158,24,94.9,150,99.8,35,22.0,1,261,86,3.6,10.9,1.74
Kelvin Benjamin,8663,WR,CAR,18,158,0,5,0,-3.0,1,100.0,,0,0,0.0,0,1,0,84.5,47.7,0,6,0.0,0,52,2,100.0,52,85.4,2,1.3,0,9,15,7.5,4.5,0.17,15.1,3,31.3,,0,0,37.5,3,3,1,35.9,76.7,0,18,0.0,0,77,5,97.4,75,40.6,16,10.1,0,46,13,2.6,9.2,0.61
Julio Jones,6158,WR,ATL,15,156,0,2,0,-1.1,4,78.9,,0,0,11.8,2,4,1,36.2,61.4,0,22,0.0,0,54,15,96.3,52,97.1,19,12.2,0,139,154,10.3,9.3,2.67,11.2,2,61.9,,0,0,7.1,1,11,0,59.0,90.3,1,27,0.0,0,79,13,96.2,76,85.6,21,13.5,1,181,74,5.7,13.9,2.38
Emmanuel Sanders,5606,WR,DEN,17,155,0,10,0,-0.8,1,89.5,,0,0,5.6,1,4,0,86.6,70.1,0,13,0.0,0,71,17,94.4,67,104.4,19,12.3,1,92,106,6.2,5.4,1.37,8.9,5,85.4,,0,0,4.7,2,24,0,90.6,88.2,0,42,0.0,0,243,41,93.4,227,124.9,48,31.0,2,511,150,3.7,12.5,2.25
Rob Gronkowski,5567,TE,NE,18,152,0,19,0,-4.3,1,100.0,,0,0,0.0,0,1,0,88.7,65.2,0,10,42.3,22,52,3,55.8,29,79.2,3,2.0,0,8,21,7.0,2.7,0.28,11.0,11,56.9,,0,0,15.4,6,26,0,53.8,92.4,2,46,5.6,16,285,33,89.1,254,97.1,58,38.2,4,543,231,7.0,16.5,2.14
T.Y. Hilton,7092,WR,IND,18,149,0,14,0,-0.7,1,71.4,,0,0,0.0,0,0,0,90.6,50.5,0,8,0.0,0,47,5,95.7,45,74.1,7,4.7,0,18,19,3.8,3.6,0.4,11.9,1,61.0,,0,0,12.2,5,29,1,32.4,79.8,3,46,0.0,0,280,36,92.9,260,80.8,59,39.6,2,534,146,4.1,14.8,2.05
Golden Tate,5585,WR,DET,17,145,0,11,0,-2.6,7,95.7,,0,0,0.0,0,10,0,93.4,85.3,0,24,0.0,0,76,22,94.7,72,108.0,23,15.9,1,148,204,9.3,6.7,2.06,8.8,13,72.5,,0,0,5.7,3,33,0,79.8,79.7,2,73,0.0,0,414,50,94.4,391,109.6,69,47.6,3,741,407,8.1,14.8,1.9
Randall Cobb,6216,WR,GB,18,145,0,12,0,-0.9,3,100.0,,0,0,0.0,0,3,0,91.6,74.3,0,18,0.0,0,40,9,97.5,39,97.2,9,6.2,0,66,74,8.2,7.3,1.69,9.9,15,70.7,,0,0,8.4,8,66,0,52.3,88.7,2,70,0.0,0,602,87,93.4,562,130.6,123,84.8,13,1214,535,6.1,14.0,2.16
