player,player_id,position,team_name,player_game_count,assists,batted_passes,catch_rate,declined_penalties,forced_fumbles,franchise_id,grades_coverage_defense,grades_defense,grades_defense_penalty,grades_pass_rush_defense,grades_run_defense,grades_tackle,hits,hurries,interceptions,longest,missed_tackle_rate,missed_tackles,pass_break_ups,penalties,qb_rating_against,receptions,sacks,snap_counts_box,snap_counts_corner,snap_counts_coverage,snap_counts_defense,snap_counts_dl,snap_counts_dl_a_gap,snap_counts_dl_b_gap,snap_counts_dl_outside_t,snap_counts_dl_over_t,snap_counts_fs,snap_counts_offball,snap_counts_pass_rush,snap_counts_run_defense,snap_counts_slot,stops,tackles,targets,total_pressures,touchdowns,yards,yards_after_catch,yards_per_reception
Charles Woodson,330,S,OAK,14,24,0,74.4,0,0,23,60.5,64.0,89.6,82.1,64.6,67.9,0,0,3,48,13.6,16,4,0,100.5,29,1,234,14,516,966,0,0,0,0,0,595,966,12,438,123,31,78,39,1,3,401,267,13.8
John Abraham,591,ED,ARZ,1,0,0,,0,0,1,60.4,54.7,70.5,47.9,66.7,69.9,0,0,0,,0.0,0,0,0,0.0,0,0,27,0,3,37,10,0,0,10,0,0,27,20,14,0,1,1,0,0,0,0,0,
Justin Smith,776,DI,SF,14,12,1,,0,2,28,67.0,77.0,72.9,58.6,85.8,68.8,9,19,0,,8.1,3,0,1,0.0,0,5,30,0,2,621,591,0,10,87,494,0,30,388,231,0,20,22,0,33,0,0,0,
Ryan Pickett,799,DI,HST,11,1,2,,0,0,13,,55.1,82.4,49.1,59.2,75.8,0,1,0,,12.5,2,0,0,0.0,0,0,0,0,0,268,268,71,22,9,166,0,0,126,142,0,13,13,0,1,0,0,0,
Julius Peppers,1010,ED,GB,14,8,3,50.0,1,2,12,83.7,75.6,74.2,74.1,57.3,34.0,9,25,2,7,24.4,10,1,3,16.7,2,6,43,0,38,748,702,0,0,644,58,0,46,419,291,3,22,23,4,40,0,12,11,6.0
Dwight Freeney,1019,ED,SD,14,2,0,100.0,0,0,27,61.3,58.9,49.5,68.0,43.3,23.0,8,35,0,35,64.3,9,0,3,118.8,1,2,14,0,14,528,513,2,2,323,186,0,15,365,149,1,5,3,1,45,0,35,30,35.0
Larry Foote,1126,LB,ARZ,14,15,0,82.1,0,0,1,47.0,49.2,39.9,49.7,61.5,40.9,3,11,1,33,19.1,18,1,3,107.0,46,2,892,6,429,928,22,0,0,22,0,8,906,184,315,0,36,61,56,16,2,482,356,10.5
Brett Keisel,1204,DI,PIT,12,5,4,,1,0,25,72.5,59.9,66.0,56.0,62.0,66.6,6,13,1,,10.5,2,0,1,0.0,0,1,24,0,6,442,417,3,3,57,354,0,25,289,147,1,9,12,0,20,0,0,0,
Ryan Clark,1229,S,WAS,14,18,0,65.0,0,0,32,53.7,47.2,32.1,35.6,42.8,44.5,0,3,1,13,20.0,20,1,2,72.7,13,1,145,2,499,864,0,0,0,0,0,687,864,21,344,30,19,62,20,4,1,99,63,7.6
James Harrison,1251,ED,PIT,9,2,0,100.0,0,0,25,55.5,71.6,59.8,75.3,66.1,71.3,13,8,0,13,8.7,2,0,2,135.4,4,4,11,1,43,308,278,0,0,278,0,0,30,150,115,18,18,19,4,25,1,28,20,7.0
