team_name,franchise_id,player_game_count,attempts,hits_allowed,hurries_allowed,pass_snaps,pbe,pressures_allowed,sacks_allowed
CLV,8,4,141,2,11,141,94.0,15,2
CIN,7,4,122,3,12,122,93.0,16,1
NYG,21,5,178,3,22,178,90.7,29,4
DEN,10,4,160,8,19,160,90.3,29,2
BLT,3,5,198,4,23,198,90.2,33,6
DAL,9,5,171,3,24,171,89.2,32,5
GB,12,5,168,3,22,168,89.0,31,6
IND,14,5,239,19,27,239,88.7,50,4
PIT,25,5,193,1,21,193,88.6,33,11
ARZ,1,4,149,8,19,149,88.3,31,4
OAK,23,4,160,10,22,160,88.1,35,3
CHI,6,5,212,4,31,212,88.0,43,8
WAS,32,5,201,10,27,201,87.8,43,6
SEA,29,4,138,4,26,138,87.7,32,2
MIA,17,4,168,7,24,168,87.2,37,6
NYJ,22,5,191,11,36,191,86.6,49,2
ATL,2,5,213,12,44,213,85.9,58,2
PHI,24,5,215,13,42,215,85.8,58,3
TEN,31,5,193,4,37,193,85.8,48,7
NO,20,5,224,13,47,224,85.7,62,2
JAX,15,5,201,11,21,201,85.6,45,13
DET,11,5,205,8,33,205,84.6,52,11
TB,30,5,178,10,33,178,84.6,49,6
KC,16,5,186,10,34,186,84.4,51,7
CAR,5,5,197,10,28,197,84.3,50,12
HST,13,5,154,12,33,154,84.1,47,2
BUF,4,5,191,21,32,191,83.5,58,5
SL,26,4,170,12,36,170,82.9,53,5
MIN,18,5,192,13,37,192,82.8,58,8
SF,28,5,181,5,38,181,82.6,53,10
NE,19,5,192,11,43,192,81.2,63,9
SD,27,5,182,12,50,182,79.1,69,7
