player,player_id,position,team_name,player_game_count,comp_pct_diff,declined_penalties,dropbacks,franchise_id,no_screen_accuracy_percent,no_screen_aimed_passes,no_screen_attempts,no_screen_avg_depth_of_target,no_screen_avg_time_to_throw,no_screen_bats,no_screen_big_time_throws,no_screen_btt_rate,no_screen_completion_percent,no_screen_completions,no_screen_def_gen_pressures,no_screen_drop_rate,no_screen_dropbacks,no_screen_dropbacks_percent,no_screen_drops,no_screen_first_downs,no_screen_grades_hands_drop,no_screen_grades_hands_fumble,no_screen_grades_offense,no_screen_grades_offense_penalty,no_screen_grades_pass,no_screen_grades_pass_route,no_screen_grades_run,no_screen_hit_as_threw,no_screen_interceptions,no_screen_passing_snaps,no_screen_pressure_to_sack_rate,no_screen_qb_rating,no_screen_sack_percent,no_screen_sacks,no_screen_scrambles,no_screen_spikes,no_screen_thrown_aways,no_screen_touchdowns,no_screen_turnover_worthy_plays,no_screen_twp_rate,no_screen_yards,no_screen_ypa,npa_accuracy_percent,npa_aimed_passes,npa_attempts,npa_avg_depth_of_target,npa_avg_time_to_throw,npa_bats,npa_big_time_throws,npa_btt_rate,npa_completion_percent,npa_completions,npa_def_gen_pressures,npa_drop_rate,npa_dropbacks,npa_dropbacks_percent,npa_drops,npa_first_downs,npa_grades_hands_drop,npa_grades_hands_fumble,npa_grades_offense,npa_grades_offense_penalty,npa_grades_pass,npa_grades_pass_route,npa_grades_run,npa_hit_as_threw,npa_interceptions,npa_passing_snaps,npa_pressure_to_sack_rate,npa_qb_rating,npa_sack_percent,npa_sacks,npa_scrambles,npa_spikes,npa_thrown_aways,npa_touchdowns,npa_turnover_worthy_plays,npa_twp_rate,npa_yards,npa_ypa,pa_accuracy_percent,pa_aimed_passes,pa_attempts,pa_avg_depth_of_target,pa_avg_time_to_throw,pa_bats,pa_big_time_throws,pa_btt_rate,pa_completion_percent,pa_completions,pa_def_gen_pressures,pa_drop_rate,pa_dropbacks,pa_dropbacks_percent,pa_drops,pa_first_downs,pa_grades_hands_drop,pa_grades_hands_fumble,pa_grades_offense,pa_grades_offense_penalty,pa_grades_pass,pa_grades_pass_route,pa_grades_run,pa_hit_as_threw,pa_interceptions,pa_passing_snaps,pa_pressure_to_sack_rate,pa_qb_rating,pa_sack_percent,pa_sacks,pa_scrambles,pa_spikes,pa_thrown_aways,pa_touchdowns,pa_turnover_worthy_plays,pa_twp_rate,pa_yards,pa_ypa,penalties,screen_accuracy_percent,screen_aimed_passes,screen_attempts,screen_avg_depth_of_target,screen_avg_time_to_throw,screen_bats,screen_big_time_throws,screen_btt_rate,screen_completion_percent,screen_completions,screen_def_gen_pressures,screen_drop_rate,screen_dropbacks,screen_dropbacks_percent,screen_drops,screen_first_downs,screen_grades_hands_drop,screen_grades_hands_fumble,screen_grades_offense,screen_grades_offense_penalty,screen_grades_pass,screen_grades_pass_route,screen_grades_run,screen_hit_as_threw,screen_interceptions,screen_passing_snaps,screen_pressure_to_sack_rate,screen_qb_rating,screen_sack_percent,screen_sacks,screen_scrambles,screen_spikes,screen_thrown_aways,screen_touchdowns,screen_turnover_worthy_plays,screen_twp_rate,screen_yards,screen_ypa,ypa_diff
Andrew Luck,7007,QB,IND,5,-13.63,0,235,14,74.9,191,198,9.3,2.86,2,6,2.9,66.2,131,60,8.4,217,92.3,12,95,,90.2,80.1,85.6,77.7,,68.6,1,6,225,10.0,99.9,2.8,6,13,0,4,14,8,3.6,1506,7.6,77.0,174,179,7.6,2.59,2,5,2.7,70.4,126,47,6.0,195,83.0,8,84,,90.0,81.5,85.3,78.1,,74.6,1,6,202,12.8,97.7,3.1,6,10,0,2,11,5,2.5,1309,7.3,73.5,34,37,11.5,3.59,0,1,2.6,56.8,21,13,16.0,40,17.0,4,16,,79.3,66.0,77.3,68.2,,50.1,0,0,42,0.0,111.2,0.0,0,3,0,3,3,3,7.1,309,8.4,0,94.1,17,18,-2.9,1.62,0,0,0.0,88.9,16,0,0.0,18,7.7,0,5,,74.8,68.2,74.5,67.5,,,0,0,19,,92.6,0.0,0,0,0,1,0,0,0.0,112,6.2,1.04
Drew Brees,802,QB,NO,5,5.91,0,225,20,76.5,179,193,9.0,2.72,5,11,5.4,65.3,126,69,8.0,200,88.9,11,80,,73.6,77.0,55.5,77.1,,46.0,4,6,214,5.8,90.3,2.0,4,3,1,4,9,15,7.0,1447,7.5,77.6,170,180,7.3,2.45,4,8,4.2,67.8,122,56,7.6,186,82.7,10,70,,71.9,71.9,54.0,72.0,,47.1,4,6,197,7.1,88.5,2.2,4,2,1,1,8,15,7.6,1252,7.0,85.3,34,38,7.7,3.22,1,3,7.3,73.7,28,13,3.4,39,17.3,1,14,,79.3,88.3,77.3,87.1,,58.3,0,0,42,0.0,107.6,0.0,0,1,0,3,1,0,0.0,322,8.5,0,96.0,25,25,-4.2,1.5,0,0,0.0,96.0,24,0,0.0,25,11.1,0,4,,76.3,70.1,75.5,69.2,,,0,0,25,,87.8,0.0,0,0,0,0,0,0,0.0,127,5.1,1.51
Nick Foles,7089,QB,PHI,5,-4.86,0,216,24,62.2,164,176,13.0,2.9,0,10,5.2,55.7,98,70,3.9,186,86.1,4,59,,38.4,61.7,85.2,62.7,,44.4,5,5,204,7.1,79.4,2.7,5,5,1,6,8,13,6.4,1164,6.6,67.5,126,135,9.0,2.7,0,7,4.7,60.7,82,47,3.5,147,68.1,3,47,,29.5,60.0,84.7,61.4,,44.4,2,4,162,10.6,77.4,3.4,5,5,1,6,4,11,6.8,881,6.5,64.1,64,68,13.9,2.84,0,3,4.2,55.9,38,24,7.3,69,31.9,3,21,,82.8,64.8,79.4,64.2,,,3,1,73,4.2,92.7,1.4,1,0,0,1,4,2,2.7,499,7.3,0,92.3,26,27,-4.2,1.78,0,0,0.0,81.5,22,1,8.3,30,13.9,2,9,,77.6,62.1,76.3,61.8,,,0,0,31,100.0,100.0,3.3,1,0,0,1,0,0,0.0,216,8.0,0.81
Matt Ryan,4317,QB,ATL,5,6.27,0,212,2,73.1,167,180,9.9,2.77,2,7,3.7,62.8,113,74,7.4,195,92.0,9,78,,90.0,79.4,85.0,77.7,,62.5,3,6,206,8.1,91.7,3.1,6,9,3,5,10,4,1.9,1411,7.8,75.2,149,159,8.0,2.59,1,5,3.0,64.8,103,55,8.0,169,79.7,9,61,,89.2,78.6,84.6,77.4,,57.1,3,4,179,7.3,92.3,2.4,4,6,3,3,7,3,1.7,1223,7.7,77.1,35,38,12.0,3.06,1,2,4.9,71.1,27,19,0.0,43,20.3,0,20,,79.9,73.5,77.7,70.9,,67.7,0,2,46,10.5,113.5,4.7,2,3,0,2,4,1,2.2,356,9.4,0,100.0,17,17,-2.6,1.72,0,0,0.0,100.0,17,0,0.0,17,8.0,0,3,,74.8,69.2,74.5,68.4,,,0,0,19,,127.5,0.0,0,0,0,0,1,0,0.0,168,9.9,1.68
Jay Cutler,2956,QB,CHI,5,1.98,0,211,6,71.3,164,168,8.4,2.56,1,7,3.8,66.1,111,53,5.1,188,89.1,6,61,,39.2,63.2,85.0,59.8,,76.1,2,6,204,22.6,88.7,6.4,12,7,0,1,10,11,5.4,1074,6.4,75.0,152,158,7.0,2.44,1,7,4.1,67.7,107,48,6.1,177,83.9,7,58,,36.3,66.1,84.8,62.4,,76.1,2,5,191,22.9,94.7,6.2,11,7,0,3,10,9,4.7,1073,6.8,71.9,32,33,7.7,2.76,1,0,0.0,69.7,23,5,0.0,34,16.1,0,13,,78.4,53.9,76.8,54.2,,,0,1,36,20.0,95.8,2.9,1,0,0,0,2,2,5.6,222,6.7,0,100.0,20,23,-3.0,1.94,1,0,0.0,82.6,19,0,5.0,23,10.9,1,10,,75.9,66.0,75.2,65.4,,,0,0,23,,135.7,0.0,0,0,0,2,2,0,0.0,221,9.6,-0.06
Matthew Stafford,4924,QB,DET,5,-6.0,0,205,11,73.8,149,164,9.8,2.77,3,9,5.2,61.0,100,63,9.1,190,92.7,10,62,,45.0,71.3,55.5,71.7,,55.0,1,4,200,27.0,87.6,8.9,17,8,0,11,6,5,2.5,1287,7.8,76.5,132,143,8.2,2.63,2,7,4.7,64.3,92,50,8.9,161,78.5,9,53,,37.5,73.6,52.2,74.6,,52.7,1,3,166,24.0,92.3,7.5,12,6,0,8,5,3,1.8,1157,8.1,74.2,31,36,10.6,2.92,1,2,4.8,58.3,21,14,8.7,44,21.5,2,14,,80.4,60.3,78.0,59.4,,63.5,0,1,50,35.7,76.2,11.4,5,2,0,4,1,2,4.0,240,6.7,0,100.0,14,15,-2.9,1.7,0,0,0.0,86.7,13,1,7.1,15,7.3,1,5,,73.9,64.3,73.9,63.9,,,0,0,16,0.0,97.2,0.0,0,0,0,1,0,0,0.0,110,7.3,-1.42
Joe Flacco,4332,QB,BLT,5,-4.34,0,201,3,74.5,161,175,9.6,2.59,4,10,5.4,60.0,105,55,12.5,185,92.0,15,58,,73.2,67.2,85.2,67.2,,51.6,1,3,196,12.7,86.8,3.8,7,3,3,6,7,9,4.6,1197,6.8,78.7,150,162,8.4,2.42,4,10,5.9,63.0,102,44,13.6,168,83.6,16,51,,71.0,70.5,85.0,70.6,,49.3,1,3,176,11.4,86.1,3.0,5,1,3,4,5,8,4.5,1126,7.0,65.4,26,29,8.4,3.17,1,0,0.0,58.6,17,12,0.0,33,16.4,0,10,,78.4,53.6,76.8,53.1,,62.0,0,0,36,16.7,97.9,6.1,2,2,0,2,2,1,2.8,167,5.8,0,100.0,15,16,-4.1,2.03,1,0,0.0,87.5,14,1,6.7,16,8.0,1,3,,73.9,67.1,73.9,66.4,,,0,0,16,0.0,91.7,0.0,0,0,0,0,0,0,0.0,96,6.0,-1.19
Ben Roethlisberger,1732,QB,PIT,5,3.12,0,197,25,76.1,138,148,9.6,2.52,2,8,5.0,66.9,99,43,5.7,165,83.8,6,61,,42.9,81.4,84.9,81.7,58.4,43.4,1,2,177,32.6,101.6,8.5,14,3,5,2,7,4,2.3,1196,8.1,78.2,133,142,7.0,2.27,2,7,4.7,68.3,97,37,6.7,162,82.2,7,51,,28.4,72.4,84.8,73.2,58.4,43.4,1,1,170,43.2,99.6,9.9,16,3,5,1,5,4,2.4,1082,7.6,84.8,33,35,10.0,2.83,0,1,2.5,71.4,25,9,10.7,35,17.8,3,16,,79.0,89.9,77.2,87.3,,,0,1,40,0.0,103.8,0.0,0,0,0,2,2,1,2.5,294,8.4,0,96.4,28,29,-2.4,1.6,0,0,0.0,79.3,23,3,14.8,32,16.2,4,6,,26.9,59.2,76.5,59.0,,,0,0,33,66.7,92.5,6.3,2,0,0,1,0,1,3.0,180,6.2,0.78
Alex Smith,2218,QB,KC,5,-4.72,0,186,16,77.7,121,136,8.7,2.85,6,5,3.4,59.6,81,58,13.8,163,87.6,13,64,,69.3,67.2,51.9,69.2,,49.0,2,4,174,22.4,80.9,8.0,13,14,0,7,5,7,4.0,952,7.0,79.4,97,106,6.6,2.76,3,4,3.4,65.1,69,44,10.4,129,69.4,8,50,,64.2,65.0,47.9,67.9,,45.9,1,2,139,27.3,98.1,9.3,12,11,0,5,7,6,4.3,702,6.6,80.9,47,53,7.3,2.59,3,1,1.9,60.4,32,16,15.8,57,30.6,6,24,,81.3,74.2,78.5,72.6,,63.5,1,2,58,6.3,77.9,1.8,1,3,0,2,2,1,1.7,364,6.9,0,91.3,23,23,-3.1,1.76,0,0,0.0,87.0,20,2,4.8,23,12.4,1,10,,75.9,75.6,75.2,74.3,,,0,0,23,0.0,126.9,0.0,0,0,0,0,4,0,0.0,114,5.0,0.25
Tom Brady,698,QB,NE,5,15.39,0,184,19,65.5,142,154,10.6,2.4,1,5,3.0,56.5,87,57,6.5,166,90.2,6,58,,52.2,64.1,85.2,63.2,,53.7,5,2,181,17.5,84.5,6.0,10,2,0,6,6,7,3.9,1025,6.7,65.2,115,126,8.9,2.25,1,2,1.5,56.3,71,42,5.3,132,71.7,4,36,,66.0,63.4,84.7,62.5,,53.7,4,2,143,9.5,77.1,3.0,4,2,0,6,5,5,3.5,649,5.2,77.8,45,46,9.3,2.48,0,3,5.9,71.7,33,17,5.7,52,28.3,2,23,,36.1,66.6,78.5,65.9,,,1,0,57,35.3,108.3,11.5,6,0,0,0,1,2,3.5,433,9.4,0,94.4,18,18,-3.7,1.48,0,0,0.0,94.4,17,2,0.0,18,9.8,0,1,,74.8,69.3,74.5,68.5,,,0,0,19,0.0,79.9,0.0,0,0,0,0,0,0,0.0,57,3.2,4.26
