player,player_id,position,team_name,player_game_count,comp_pct_diff,declined_penalties,dropbacks,franchise_id,no_screen_accuracy_percent,no_screen_aimed_passes,no_screen_attempts,no_screen_avg_depth_of_target,no_screen_avg_time_to_throw,no_screen_bats,no_screen_big_time_throws,no_screen_btt_rate,no_screen_completion_percent,no_screen_completions,no_screen_def_gen_pressures,no_screen_drop_rate,no_screen_dropbacks,no_screen_dropbacks_percent,no_screen_drops,no_screen_first_downs,no_screen_grades_hands_drop,no_screen_grades_hands_fumble,no_screen_grades_offense,no_screen_grades_offense_penalty,no_screen_grades_pass,no_screen_grades_pass_route,no_screen_grades_run,no_screen_hit_as_threw,no_screen_interceptions,no_screen_passing_snaps,no_screen_pressure_to_sack_rate,no_screen_qb_rating,no_screen_sack_percent,no_screen_sacks,no_screen_scrambles,no_screen_spikes,no_screen_thrown_aways,no_screen_touchdowns,no_screen_turnover_worthy_plays,no_screen_twp_rate,no_screen_yards,no_screen_ypa,npa_accuracy_percent,npa_aimed_passes,npa_attempts,npa_avg_depth_of_target,npa_avg_time_to_throw,npa_bats,npa_big_time_throws,npa_btt_rate,npa_completion_percent,npa_completions,npa_def_gen_pressures,npa_drop_rate,npa_dropbacks,npa_dropbacks_percent,npa_drops,npa_first_downs,npa_grades_hands_drop,npa_grades_hands_fumble,npa_grades_offense,npa_grades_offense_penalty,npa_grades_pass,npa_grades_pass_route,npa_grades_run,npa_hit_as_threw,npa_interceptions,npa_passing_snaps,npa_pressure_to_sack_rate,npa_qb_rating,npa_sack_percent,npa_sacks,npa_scrambles,npa_spikes,npa_thrown_aways,npa_touchdowns,npa_turnover_worthy_plays,npa_twp_rate,npa_yards,npa_ypa,pa_accuracy_percent,pa_aimed_passes,pa_attempts,pa_avg_depth_of_target,pa_avg_time_to_throw,pa_bats,pa_big_time_throws,pa_btt_rate,pa_completion_percent,pa_completions,pa_def_gen_pressures,pa_drop_rate,pa_dropbacks,pa_dropbacks_percent,pa_drops,pa_first_downs,pa_grades_hands_drop,pa_grades_hands_fumble,pa_grades_offense,pa_grades_offense_penalty,pa_grades_pass,pa_grades_pass_route,pa_grades_run,pa_hit_as_threw,pa_interceptions,pa_passing_snaps,pa_pressure_to_sack_rate,pa_qb_rating,pa_sack_percent,pa_sacks,pa_scrambles,pa_spikes,pa_thrown_aways,pa_touchdowns,pa_turnover_worthy_plays,pa_twp_rate,pa_yards,pa_ypa,penalties,screen_accuracy_percent,screen_aimed_passes,screen_attempts,screen_avg_depth_of_target,screen_avg_time_to_throw,screen_bats,screen_big_time_throws,screen_btt_rate,screen_completion_percent,screen_completions,screen_def_gen_pressures,screen_drop_rate,screen_dropbacks,screen_dropbacks_percent,screen_drops,screen_first_downs,screen_grades_hands_drop,screen_grades_hands_fumble,screen_grades_offense,screen_grades_offense_penalty,screen_grades_pass,screen_grades_pass_route,screen_grades_run,screen_hit_as_threw,screen_interceptions,screen_passing_snaps,screen_pressure_to_sack_rate,screen_qb_rating,screen_sack_percent,screen_sacks,screen_scrambles,screen_spikes,screen_thrown_aways,screen_touchdowns,screen_turnover_worthy_plays,screen_twp_rate,screen_yards,screen_ypa,ypa_diff
Philip Rivers,1725,QB,SD,5,9.77,0,182,27,78.4,139,150,10.1,2.8,1,10,6.3,67.3,101,64,7.3,167,91.8,8,68,,32.8,86.6,85.2,88.8,,39.2,2,2,177,12.5,114.4,4.8,8,8,0,8,11,2,1.1,1342,8.9,80.1,136,146,8.7,2.72,1,10,6.5,69.2,101,61,7.3,162,89.0,8,62,,31.4,83.8,85.2,86.2,,39.2,2,2,172,11.5,114.4,4.3,7,8,0,7,11,2,1.2,1237,8.5,83.3,18,19,9.6,2.57,0,0,0.0,78.9,15,3,0.0,20,11.0,0,8,,75.1,84.9,74.7,82.7,,,0,0,20,33.3,129.4,5.0,1,0,0,1,1,0,0.0,206,10.8,0,100.0,15,15,-3.8,1.61,0,0,0.0,100.0,15,0,0.0,15,8.2,0,2,,73.5,68.2,73.7,67.5,,,0,0,15,,116.9,0.0,0,0,0,0,1,0,0.0,101,6.7,2.37
Colin Kaepernick,6188,QB,SF,5,-18.33,0,180,28,75.6,127,140,9.6,3.14,1,8,5.3,62.9,88,67,8.3,170,94.4,8,62,,74.0,62.3,0.0,63.7,,60.7,1,4,185,19.4,91.3,7.6,13,17,0,11,7,7,3.8,1079,7.7,78.6,112,120,8.0,2.93,1,6,4.7,68.3,82,48,6.8,142,78.9,6,51,,70.8,58.7,0.0,61.3,,57.1,0,3,154,14.6,96.3,4.9,7,15,0,7,6,6,3.9,893,7.4,72.0,25,30,11.9,3.59,0,2,6.1,50.0,15,19,16.7,38,21.1,3,11,,79.2,73.1,77.3,68.5,,75.3,1,1,41,31.6,71.5,15.8,6,2,0,4,1,1,2.4,220,7.3,0,100.0,10,10,-3.4,1.9,0,0,0.0,90.0,9,0,10.0,10,5.6,1,0,,71.4,62.4,72.3,62.1,,,0,0,10,,80.8,0.0,0,0,0,0,0,0,0.0,34,3.4,-0.11
Eli Manning,1722,QB,NYG,5,16.45,0,178,21,73.5,151,156,9.5,2.37,3,4,2.4,64.1,100,38,9.9,165,92.7,11,61,,89.3,74.3,85.2,73.3,,52.9,0,5,177,18.4,94.6,4.2,7,2,0,2,11,6,3.4,1083,6.9,73.6,129,135,8.7,2.21,3,2,1.4,63.0,85,29,10.5,142,79.8,10,48,,88.1,72.2,84.9,70.7,,58.1,0,4,152,20.7,93.0,4.2,6,1,0,3,9,4,2.6,926,6.9,82.4,34,34,8.5,2.7,0,2,5.4,79.4,27,9,3.6,36,20.2,1,16,,78.9,74.2,77.1,74.6,,55.9,0,1,39,11.1,104.4,2.8,1,1,0,0,2,2,5.1,248,7.3,0,100.0,12,13,-1.8,1.56,0,0,0.0,92.3,12,0,0.0,13,7.3,0,3,,73.2,66.5,73.5,65.9,,,0,0,14,,95.8,0.0,0,0,0,1,0,0,0.0,91,7.0,0.43
Tony Romo,1693,QB,DAL,5,8.09,0,171,9,74.5,145,149,9.8,2.7,1,4,2.5,69.8,104,43,3.7,161,94.2,4,66,,69.8,70.0,0.0,71.5,,50.9,1,5,171,20.9,100.1,5.6,9,3,0,2,9,8,4.7,1206,8.1,75.2,129,134,8.8,2.58,1,4,2.8,67.9,91,37,6.2,143,83.6,6,55,,67.5,69.3,0.0,71.0,,50.9,1,2,154,16.2,99.9,4.2,6,3,0,3,7,5,3.2,967,7.2,76.0,25,25,10.4,3.19,0,0,0.0,76.0,19,7,0.0,28,16.4,0,13,,77.2,66.8,76.0,66.1,,,0,3,29,42.9,101.3,10.7,3,0,0,0,2,3,10.3,293,11.7,0,88.9,9,10,-2.7,2.42,0,0,0.0,60.0,6,1,25.0,10,5.8,2,2,,72.4,61.4,72.9,61.2,,,0,0,12,0.0,74.6,0.0,0,0,0,1,0,0,0.0,54,5.4,4.5
Ryan Tannehill,7014,QB,MIA,4,-9.76,0,168,17,70.9,127,137,8.9,2.62,5,3,2.1,56.9,78,47,13.3,150,89.3,12,51,,68.1,79.5,84.3,79.7,,52.0,1,3,159,19.1,79.9,6.0,9,4,0,4,6,4,2.5,817,6.0,70.5,112,117,7.0,2.35,3,1,0.8,62.4,73,30,7.6,125,74.4,6,40,,87.6,70.9,84.0,71.1,,53.2,1,2,134,16.7,82.7,4.0,5,3,0,1,4,2,1.5,683,5.8,84.4,32,38,9.2,2.98,3,2,5.1,52.6,20,19,25.9,43,25.6,7,13,,29.0,90.4,77.5,89.8,,58.3,0,1,44,21.1,76.5,9.3,4,1,0,3,2,2,4.5,219,5.8,0,94.1,17,18,-3.2,1.66,1,0,0.0,83.3,15,2,6.3,18,10.7,1,2,,74.8,64.9,74.5,64.3,,,0,0,19,0.0,86.3,0.0,0,0,0,0,0,0,0.0,85,4.7,-0.08
Geno Smith,7820,QB,NYJ,5,12.87,0,167,22,65.5,113,127,10.1,3.27,2,3,2.2,52.8,67,65,9.5,145,86.8,7,45,,48.0,51.3,84.7,52.1,55.6,51.9,1,5,152,10.8,65.0,4.8,7,11,0,11,3,8,5.3,839,6.6,64.3,98,108,9.4,3.1,2,3,2.6,54.6,59,51,6.3,119,71.3,4,32,,41.2,38.3,84.2,41.1,60.0,40.1,1,5,125,11.8,66.6,5.0,6,5,0,7,4,9,7.2,673,6.2,85.7,35,40,5.1,3.05,1,0,0.0,67.5,27,16,10.0,48,28.7,3,17,,80.3,80.5,78.4,75.5,58.2,76.6,0,1,49,12.5,76.7,4.2,2,6,0,4,0,0,0.0,276,6.9,0,95.0,20,21,-2.2,1.9,1,0,0.0,90.5,19,2,0.0,22,13.2,0,4,,75.6,44.3,75.0,45.2,,,0,1,22,50.0,84.5,4.5,1,0,0,0,1,1,4.5,110,5.2,0.67
Aaron Rodgers,2241,QB,GB,5,10.2,0,163,12,76.1,134,140,9.2,2.79,1,10,6.6,65.7,92,44,9.8,156,95.7,10,64,,68.2,90.0,84.4,85.4,,87.9,1,1,169,27.3,115.9,7.7,12,4,0,4,12,4,2.4,1125,8.0,73.4,94,98,8.6,2.78,0,6,5.6,63.3,62,32,10.1,112,68.7,7,43,,86.5,85.8,83.7,80.7,,87.9,1,0,123,31.3,112.8,8.9,10,4,0,3,9,3,2.4,645,6.6,84.8,46,49,9.0,2.64,1,4,7.7,73.5,36,12,7.7,51,31.3,3,22,,33.5,84.0,78.3,82.0,,,0,1,54,16.7,118.6,3.9,2,0,0,2,3,1,1.9,510,10.4,0,100.0,6,7,-1.3,1.64,0,0,0.0,85.7,6,0,0.0,7,4.3,0,1,,70.3,58.4,71.5,58.4,,,0,0,8,,84.5,0.0,0,0,0,1,0,0,0.0,30,4.3,3.83
Peyton Manning,327,QB,DEN,4,-4.62,0,161,10,69.9,133,137,10.5,2.27,2,11,7.6,65.0,89,34,4.3,140,87.0,4,57,,88.4,77.6,48.3,76.3,,64.6,0,2,149,8.8,113.0,2.1,3,0,1,1,11,5,3.4,1187,8.7,73.9,119,123,8.5,2.02,2,10,7.8,67.5,83,19,5.7,124,77.0,5,52,,87.5,80.6,45.9,79.2,,64.6,0,1,131,5.3,117.2,0.8,1,0,1,1,11,3,2.3,959,7.8,65.7,35,35,10.3,2.62,0,1,2.6,62.9,22,16,4.3,37,23.0,1,11,,79.2,59.0,77.3,58.9,,,0,2,41,12.5,79.9,5.4,2,0,0,0,1,3,7.3,334,9.5,0,85.7,21,21,-1.3,1.39,0,0,0.0,76.2,16,1,11.1,21,13.0,2,6,,75.9,60.1,75.2,59.9,,,0,1,23,0.0,82.6,0.0,0,0,0,0,1,1,4.3,106,5.0,1.74
Kirk Cousins,7102,QB,WAS,4,18.01,0,156,32,72.1,129,139,10.9,2.53,4,11,7.5,60.4,84,38,9.7,145,92.9,9,53,,67.4,69.0,48.2,70.2,,46.4,1,5,153,13.2,90.1,3.4,5,1,0,5,8,7,4.6,1115,8.0,69.0,113,121,9.6,2.33,5,7,5.5,57.9,70,34,10.3,126,80.8,8,39,,64.3,57.6,45.4,59.0,,47.4,1,5,133,14.7,77.9,4.0,5,0,0,2,6,7,5.3,823,6.8,96.2,26,29,11.2,3.06,0,4,12.9,75.9,22,5,12.0,30,19.2,3,16,,77.7,93.3,76.4,92.6,,58.3,0,0,32,0.0,140.4,0.0,0,1,0,3,2,0,0.0,394,13.6,0,100.0,10,11,-2.4,1.61,1,0,0.0,72.7,8,1,20.0,11,7.1,2,2,,72.4,64.0,72.9,63.6,,,0,0,12,0.0,101.3,0.0,0,0,0,0,0,0,0.0,102,9.3,6.79
Austin Davis,7305,QB,SL,4,-7.96,0,156,26,75.6,127,136,10.1,2.83,2,4,2.8,66.2,90,63,6.3,149,95.5,6,58,,73.3,72.5,84.1,71.2,,61.2,3,3,156,15.9,93.4,6.7,10,3,0,4,5,4,2.6,1081,7.9,77.9,104,109,9.7,2.68,1,3,2.6,69.7,76,46,6.2,120,76.9,5,49,,69.3,78.8,83.7,77.5,,61.2,2,2,126,17.4,101.8,6.7,8,3,0,2,4,3,2.4,969,8.9,73.3,30,34,9.0,3.12,1,1,2.9,61.8,21,17,4.5,36,23.1,1,12,,78.6,51.7,76.9,52.1,,,1,1,37,11.8,80.5,5.6,2,0,0,2,2,1,2.7,160,4.7,0,100.0,7,7,-1.1,1.67,0,0,0.0,100.0,7,0,0.0,7,4.5,0,3,,69.6,72.9,71.1,71.8,,,0,0,7,,134.8,0.0,0,0,0,0,1,0,0.0,48,6.9,-4.18
Ryan Fitzpatrick,2467,QB,HST,5,0.86,0,155,13,73.4,109,122,9.6,2.77,5,4,3.0,62.3,76,58,5.0,140,90.3,4,51,,59.6,70.9,0.0,70.9,,63.6,4,6,156,10.3,79.4,4.3,6,12,1,3,5,5,3.2,945,7.7,75.3,93,105,6.9,2.59,4,3,2.6,64.8,68,46,2.9,121,78.1,2,39,,54.7,57.5,0.0,56.6,,64.3,4,5,131,10.9,75.3,4.1,5,11,1,3,3,5,3.8,745,7.1,80.6,31,32,11.0,2.85,1,1,2.7,65.6,21,12,16.0,34,21.9,4,16,,79.2,93.0,77.3,92.3,,59.0,0,1,41,8.3,105.1,2.9,1,1,0,0,2,0,0.0,311,9.7,0,100.0,15,15,-4.3,1.51,0,0,0.0,86.7,13,0,13.3,15,9.7,2,4,,73.9,67.7,73.9,67.0,,,0,0,16,,97.5,0.0,0,0,0,0,0,0,0.0,111,7.4,2.62
Cam Newton,6153,QB,CAR,4,2.73,0,147,5,69.4,111,117,10.4,2.7,3,7,5.4,59.0,69,51,10.4,135,91.8,8,49,,66.5,78.1,83.8,80.0,,43.6,1,1,150,21.6,93.8,8.1,11,7,0,2,5,4,2.7,896,7.7,71.3,94,99,9.7,2.62,3,6,5.6,60.6,60,42,10.4,112,76.2,7,37,,61.6,79.8,83.3,81.4,,42.8,1,1,121,21.4,91.6,8.0,9,4,0,1,4,3,2.5,708,7.2,71.4,28,30,7.8,2.73,1,1,2.9,63.3,19,12,5.0,35,23.8,1,15,,79.2,64.2,77.3,65.3,,55.7,0,0,41,16.7,104.2,5.7,2,3,0,1,1,1,2.4,275,9.2,0,90.9,11,12,-2.9,1.98,1,0,0.0,83.3,10,3,0.0,12,8.2,0,3,,72.4,61.7,72.9,61.4,,,0,0,12,0.0,96.9,0.0,0,0,0,0,0,0,0.0,87,7.3,2.02
E.J. Manuel,7797,QB,BUF,4,27.35,0,147,4,64.8,108,117,9.0,2.82,1,5,4.1,53.8,63,50,10.0,133,90.5,7,36,,64.5,53.5,17.7,58.3,,39.4,0,3,138,12.0,74.1,4.5,6,10,1,7,4,7,5.1,741,6.3,63.2,95,102,8.2,2.72,1,4,3.7,52.0,53,44,11.7,115,78.2,7,30,,61.2,49.2,13.1,54.1,,39.8,0,3,120,9.1,72.3,3.5,4,9,1,5,4,7,5.8,638,6.3,85.2,27,29,5.4,2.82,0,1,3.3,79.3,23,9,0.0,32,21.8,0,10,,77.9,72.5,76.5,72.5,,58.3,0,0,33,22.2,107.8,6.3,2,1,0,2,1,0,0.0,206,7.1,0,92.9,14,14,-3.4,1.97,0,0,0.0,92.9,13,3,0.0,14,9.5,0,4,,73.5,63.2,73.7,62.8,,,0,0,15,0.0,121.1,0.0,0,0,0,0,1,0,0.0,103,7.4,0.85
