player,player_id,position,team_name,player_game_count,base_targets,declined_penalties,franchise_id,man_avg_depth_of_target,man_avoided_tackles,man_caught_percent,man_contested_catch_rate,man_contested_receptions,man_contested_targets,man_drop_rate,man_drops,man_first_downs,man_fumbles,man_grades_hands_drop,man_grades_pass_route,man_interceptions,man_longest,man_pass_block_rate,man_pass_blocks,man_pass_plays,man_receptions,man_route_rate,man_routes,man_targeted_qb_rating,man_targets,man_targets_percent,man_touchdowns,man_yards,man_yards_after_catch,man_yards_after_catch_per_reception,man_yards_per_reception,man_yprr,penalties,zone_avg_depth_of_target,zone_avoided_tackles,zone_caught_percent,zone_contested_catch_rate,zone_contested_receptions,zone_contested_targets,zone_drop_rate,zone_drops,zone_first_downs,zone_fumbles,zone_grades_hands_drop,zone_grades_pass_route,zone_interceptions,zone_longest,zone_pass_block_rate,zone_pass_blocks,zone_pass_plays,zone_receptions,zone_route_rate,zone_routes,zone_targeted_qb_rating,zone_targets,zone_targets_percent,zone_touchdowns,zone_yards,zone_yards_after_catch,zone_yards_after_catch_per_reception,zone_yards_per_reception,zone_yprr
Steve Smith,837,WR,BLT,1,15,0,3,,0,,,0,0,,0,0,0,,52.6,0,0,0.0,0,12,0,91.7,11,0.0,0,0.0,0,0,0,,,0.0,0,10.1,2,46.7,,0,0,22.2,2,3,0,31.8,66.6,0,80,0.0,0,41,7,100.0,41,96.0,15,100.0,1,118,56,8.0,16.9,2.88
Jordy Nelson,4350,WR,GB,1,14,0,12,12.0,0,75.0,,0,0,0.0,0,1,0,70.5,65.9,0,16,0.0,0,10,3,100.0,10,84.4,4,28.6,0,19,12,4.0,6.3,1.9,0,11.5,0,62.5,,0,0,16.7,1,4,0,46.3,70.0,1,15,0.0,0,25,5,88.0,22,44.8,8,57.1,0,58,8,1.6,11.6,2.64
Reggie Wayne,800,WR,IND,1,13,0,14,10.5,0,50.0,,0,0,25.0,1,2,0,36.8,61.6,0,20,0.0,0,16,3,87.5,14,69.4,6,46.2,0,37,16,5.3,12.3,2.64,0,11.5,0,83.3,,0,0,0.0,0,3,0,73.4,66.2,0,22,0.0,0,35,5,97.1,34,110.4,6,46.2,0,63,6,1.2,12.6,1.85
Dennis Pitta,5638,TE,BLT,1,13,0,3,12.5,0,100.0,,0,0,0.0,0,1,0,70.6,63.6,0,23,13.3,2,15,2,80.0,12,118.8,2,15.4,0,29,4,2.0,14.5,2.42,0,5.3,1,72.7,,0,0,11.1,1,3,0,54.5,63.5,0,10,8.2,4,49,8,91.8,45,83.1,11,84.6,0,54,30,3.8,6.8,1.2
Donnie Avery,4347,WR,KC,1,12,0,16,4.0,0,0.0,,0,0,,0,0,0,,55.0,0,0,0.0,0,9,0,100.0,9,39.6,1,8.3,0,0,0,,,0.0,0,18.1,0,63.6,,0,0,0.0,0,4,0,75.6,71.0,3,25,0.0,0,33,7,97.0,32,47.3,11,91.7,0,84,9,1.3,12.0,2.63
Pierre Garcon,4519,WR,WAS,1,12,0,32,18.4,0,60.0,,0,0,0.0,0,1,0,70.5,66.3,0,11,0.0,0,11,3,90.9,10,73.8,5,41.7,0,26,8,2.7,8.7,2.6,0,2.9,2,100.0,,0,0,0.0,0,2,0,75.6,70.2,0,15,0.0,0,30,7,96.7,29,97.0,7,58.3,0,51,31,4.4,7.3,1.76
Brandon Marshall,3064,WR,CHI,1,12,0,6,11.0,0,50.0,,0,0,0.0,0,2,0,70.5,64.6,0,15,4.5,1,22,3,86.4,19,61.1,6,50.0,0,25,12,4.0,8.3,1.32,0,5.2,0,80.0,,0,0,0.0,0,1,1,72.1,49.4,0,14,0.0,0,30,4,93.3,28,95.8,5,41.7,0,35,10,2.5,8.8,1.25
Mike Wallace,5007,WR,MIA,1,11,0,17,9.5,0,50.0,,0,0,0.0,0,1,0,64.7,67.2,0,17,0.0,0,7,1,85.7,6,79.2,2,18.2,0,17,15,15.0,17.0,2.83,0,14.7,1,66.7,,0,0,0.0,0,3,1,49.2,55.3,1,22,0.0,0,19,6,94.7,18,84.7,9,81.8,1,64,21,3.5,10.7,3.56
Demaryius Thomas,5547,WR,DEN,1,11,0,10,6.2,0,40.0,,0,0,0.0,0,1,0,68.3,62.8,0,26,0.0,0,13,2,84.6,11,61.3,5,45.5,0,31,26,13.0,15.5,2.82,0,8.3,0,33.3,,0,0,50.0,2,1,0,27.3,46.2,0,10,0.0,0,21,2,95.2,20,42.4,6,54.5,0,17,11,5.5,8.5,0.85
Greg Olsen,3647,TE,CAR,1,11,0,5,9.6,0,80.0,,0,0,0.0,0,4,0,72.1,93.1,0,22,16.7,2,12,4,83.3,10,110.8,5,45.5,0,53,15,3.8,13.3,5.3,0,8.4,0,60.0,,0,0,0.0,0,1,0,70.5,62.6,0,12,23.8,5,21,3,76.2,16,72.9,5,45.5,0,25,17,5.7,8.3,1.56
