player,player_id,position,team_name,player_game_count,block_percent,declined_penalties,franchise_id,grades_offense,grades_pass_block,grades_run_block,hits_allowed,hurries_allowed,non_spike_pass_block,non_spike_pass_block_percentage,pass_block_percent,pbe,penalties,pressures_allowed,sacks_allowed,snap_counts_block,snap_counts_ce,snap_counts_lg,snap_counts_lt,snap_counts_offense,snap_counts_pass_block,snap_counts_pass_play,snap_counts_rg,snap_counts_rt,snap_counts_run_block,snap_counts_te
Chris Chester,3001,G,WAS,3,100.0,0,32,69.2,89.3,63.7,0,1,128,100.0,100.0,99.6,2,1,0,232,1,0,0,232,136,136,231,0,96,0
Trent Williams,5529,T,WAS,3,100.0,0,32,76.5,84.7,70.9,3,2,128,100.0,100.0,98.0,3,5,0,231,0,0,230,231,136,136,0,0,95,1
Kory Lichtensteiger,4422,C,WAS,3,100.0,1,32,71.9,77.5,67.5,0,3,128,100.0,100.0,98.8,1,3,0,231,231,0,0,231,136,136,0,0,95,0
Tyler Polumbus,4581,T,WAS,3,100.0,0,32,62.5,62.6,58.6,0,7,128,100.0,100.0,94.1,0,11,4,230,0,0,1,230,136,136,0,229,94,0
Todd Herremans,2343,G,PHI,3,100.0,1,24,63.5,61.8,64.2,1,5,133,100.0,100.0,97.7,2,6,0,229,0,0,2,229,147,147,211,16,82,0
Nate Solder,6169,T,NE,3,100.0,1,19,56.1,50.7,63.1,4,4,121,100.0,100.0,95.0,3,10,2,228,0,0,228,228,133,133,0,0,95,0
Sebastian Vollmer,4981,T,NE,3,100.0,1,19,69.8,66.4,68.0,1,4,121,100.0,100.0,97.1,1,6,1,227,0,0,0,227,133,133,0,224,94,3
Samson Satele,3676,C,MIA,3,100.0,0,17,68.9,77.9,69.1,1,2,136,100.0,100.0,98.9,3,3,0,226,226,0,0,226,144,144,0,0,82,0
Jeremy Zuttah,4397,C,BLT,3,100.0,0,3,74.3,76.1,71.1,0,1,127,100.0,100.0,99.6,1,1,0,226,226,0,0,226,134,134,0,0,92,0
Ja'Wuan James,8654,T,MIA,3,100.0,0,17,72.2,73.1,69.9,2,6,136,100.0,100.0,96.3,3,9,1,226,0,0,2,226,144,144,0,223,82,0
Eugene Monroe,4931,T,BLT,3,100.0,1,3,66.3,83.1,53.5,1,6,127,100.0,100.0,97.2,3,7,0,226,0,0,226,226,134,134,0,0,92,0
Kelechi Osemele,7062,G,BLT,3,100.0,0,3,82.8,85.6,76.0,0,1,127,100.0,100.0,99.6,0,1,0,226,0,226,0,226,134,134,0,0,92,0
Branden Albert,4329,T,MIA,3,100.0,0,17,80.7,84.0,70.2,1,3,136,100.0,100.0,97.8,0,5,1,226,0,0,222,226,144,144,0,1,82,3
Marshal Yanda,3702,G,BLT,3,100.0,0,3,87.2,75.2,85.7,1,3,127,100.0,100.0,97.6,0,5,1,226,0,0,0,226,134,134,226,0,92,0
Daryn Colledge,2992,G,MIA,3,100.0,0,17,49.0,71.0,43.2,0,2,136,100.0,100.0,97.1,1,5,3,226,0,226,0,226,144,144,0,0,82,0
Rick Wagner,7950,T,BLT,3,100.0,0,3,79.4,78.5,74.4,0,5,127,100.0,100.0,97.2,0,6,1,226,0,0,0,226,134,134,0,226,92,0
Gosder Cherilus,4331,T,IND,3,100.0,0,14,67.5,72.7,65.1,1,7,145,100.0,100.0,96.6,2,9,1,225,0,0,0,225,149,149,0,217,76,8
Anthony Castonzo,6174,T,IND,3,100.0,0,14,77.1,90.4,59.7,0,4,145,100.0,100.0,98.6,1,4,0,225,0,0,212,225,149,149,0,0,76,13
Jack Mewhort,8694,G,IND,3,100.0,0,14,67.5,86.5,55.6,2,1,145,100.0,100.0,99.0,2,3,0,225,0,225,0,225,149,149,0,0,76,0
A.Q. Shipley,5150,C,IND,3,100.0,0,14,75.3,87.7,67.7,1,0,145,100.0,100.0,99.7,0,1,0,225,225,0,0,225,149,149,0,0,76,0
Marcus Cannon,6290,T,NE,3,100.0,0,19,57.7,48.6,59.6,4,3,120,100.0,100.0,95.4,2,9,2,220,0,220,0,220,132,132,0,0,88,0
D'Brickashaw Ferguson,2949,T,NYJ,3,100.0,0,22,62.3,72.7,50.6,3,6,120,100.0,100.0,96.2,0,9,0,218,0,0,214,218,124,124,0,0,94,4
Willie Colon,3076,G,NYJ,3,100.0,0,22,62.9,85.1,64.2,0,5,120,100.0,100.0,97.9,4,5,0,218,0,0,0,218,124,124,218,0,94,0
Breno Giacomini,4464,T,NYJ,3,100.0,0,22,70.1,71.2,68.4,2,5,120,100.0,100.0,97.1,1,7,0,218,0,0,0,218,124,124,0,218,94,0
Nick Mangold,2974,C,NYJ,3,100.0,0,22,80.1,87.2,77.4,0,0,120,100.0,100.0,100.0,1,0,0,218,218,0,0,218,124,124,0,0,94,0
Hugh Thornton,7867,G,IND,3,100.0,0,14,74.9,83.1,66.5,1,5,140,100.0,100.0,97.1,0,7,1,217,0,0,0,217,144,144,217,0,73,0
Ben Grubbs,3645,G,NO,3,100.0,0,20,67.7,73.7,62.0,0,9,121,100.0,100.0,96.3,1,9,0,217,0,217,0,217,129,129,0,0,88,0
Jahri Evans,3053,G,NO,3,100.0,0,20,74.5,63.6,74.3,2,5,121,100.0,100.0,96.3,0,8,1,217,0,0,0,217,129,129,217,0,88,0
Terron Armstead,7856,T,NO,3,100.0,0,20,74.6,75.0,75.4,2,4,121,100.0,100.0,97.5,3,6,0,217,0,0,217,217,129,129,0,0,88,0
Dan Connolly,2540,G,NE,3,100.0,0,19,60.6,62.3,58.2,1,5,120,100.0,100.0,97.5,0,6,0,217,180,0,0,217,132,132,37,0,85,0
Zach Strief,3155,T,NO,3,100.0,0,20,76.0,83.4,72.1,0,3,121,100.0,100.0,98.8,2,3,0,216,0,0,0,216,129,129,0,216,87,0
Riley Reiff,7029,T,DET,3,100.0,0,11,75.8,84.4,60.4,2,5,127,100.0,100.0,97.2,0,7,0,215,0,0,215,215,134,134,0,0,81,0
Dominic Raiola,820,C,DET,3,100.0,0,11,59.1,75.0,54.7,0,5,127,100.0,100.0,98.0,1,5,0,215,215,0,0,215,134,134,0,0,81,0
Larry Warford,7846,G,DET,3,100.0,0,11,67.3,83.9,56.0,1,3,127,100.0,100.0,98.4,0,4,0,215,0,0,0,215,134,134,215,0,81,0
Rob Sims,3073,G,DET,3,100.0,0,11,70.3,65.3,69.0,3,6,127,100.0,100.0,96.5,1,9,0,215,0,215,0,215,134,134,0,0,81,0
Rodney Hudson,6207,C,KC,3,100.0,1,16,66.8,87.5,57.1,0,2,124,100.0,100.0,99.2,1,2,0,214,214,0,0,214,134,134,0,0,80,0
Zach Fulton,8828,G,KC,3,100.0,0,16,63.4,56.6,63.2,0,7,124,100.0,100.0,96.4,2,8,1,214,0,0,0,214,134,134,214,0,80,0
Mike McGlynn,4423,G,KC,3,100.0,0,16,51.8,67.2,44.7,0,3,124,100.0,100.0,96.4,0,6,3,214,0,214,0,214,134,134,0,0,80,0
Brian Winters,7853,G,NYJ,3,100.0,1,22,62.5,46.1,65.9,2,3,118,100.0,100.0,97.0,1,6,1,214,0,214,0,214,122,122,0,0,92,0
Eric Fisher,7783,T,KC,3,100.0,0,16,60.4,62.9,53.4,7,4,123,100.0,100.0,95.5,0,11,0,213,0,0,213,213,133,133,0,0,80,0
Justin Blalock,3655,G,ATL,3,100.0,1,2,75.5,77.0,70.4,1,5,125,100.0,100.0,97.6,1,6,0,213,0,213,0,213,133,133,0,0,80,0
Jon Asamoah,5593,G,ATL,3,100.0,1,2,69.9,80.1,68.1,1,2,125,100.0,100.0,98.8,3,3,0,212,0,0,0,212,133,133,212,0,79,0
Johnnie Troutman,7651,G,SD,3,100.0,0,27,51.7,57.4,54.5,1,6,109,100.0,100.0,95.9,2,8,1,212,0,0,0,212,116,116,212,0,96,0
Chad Rinehart,4410,G,SD,3,100.0,0,27,59.5,60.0,57.5,2,9,109,100.0,100.0,95.0,0,11,0,212,0,212,0,212,116,116,0,0,96,0
D.J. Fluker,7792,T,SD,3,100.0,0,27,64.0,69.6,62.8,0,8,109,100.0,100.0,96.3,2,8,0,212,0,0,0,212,116,116,0,211,96,1
Bobby Massie,7112,T,ARZ,3,100.0,0,1,66.9,69.3,68.5,1,3,112,100.0,100.0,97.3,2,5,1,211,0,0,0,211,126,126,0,211,85,0
Jared Veldheer,5594,T,ARZ,3,100.0,0,1,71.6,83.8,63.0,1,5,112,100.0,100.0,97.3,2,6,0,211,0,0,211,211,126,126,0,0,85,0
Lyle Sendlein,4062,C,ARZ,3,100.0,0,1,62.4,74.4,56.2,0,2,112,100.0,100.0,99.1,1,2,0,211,211,0,0,211,126,126,0,0,85,0
Jason Peters,2148,T,PHI,3,100.0,1,24,77.8,82.8,70.1,1,3,124,100.0,100.0,97.6,1,5,1,211,0,0,206,211,137,137,0,0,74,5
Ron Leary,7338,G,DAL,3,100.0,0,9,65.9,66.7,65.6,0,4,97,100.0,100.0,96.9,1,5,1,210,0,210,0,210,109,109,0,0,101,0
Paul Fanaika,5137,G,ARZ,3,100.0,0,1,62.9,68.2,57.6,2,3,112,100.0,100.0,97.8,0,5,0,210,0,0,0,210,126,126,210,0,84,0
Zack Martin,8651,G,DAL,3,100.0,0,9,61.6,83.3,55.4,0,2,97,100.0,100.0,99.0,1,2,0,210,0,0,0,210,109,109,210,0,101,0
Tyron Smith,6161,T,DAL,3,100.0,0,9,76.9,88.7,74.1,0,2,97,100.0,100.0,97.9,2,3,1,210,0,0,210,210,109,109,0,0,101,0
Travis Frederick,7812,C,DAL,3,100.0,0,9,61.3,67.0,58.2,0,2,97,100.0,100.0,99.0,2,2,0,210,210,0,0,210,109,109,0,0,101,0
Doug Free,3738,T,DAL,3,100.0,0,9,71.0,60.0,74.0,1,3,97,100.0,100.0,94.8,0,7,3,210,0,0,0,210,109,109,0,210,101,0
Ted Larsen,5728,G,ARZ,3,100.0,2,1,57.3,67.1,61.9,1,1,111,100.0,100.0,98.2,4,3,1,209,0,208,0,209,125,125,1,0,84,0
Davin Joseph,2968,G,SL,3,100.0,0,26,59.7,38.2,73.1,5,5,114,100.0,100.0,94.7,1,11,1,207,0,0,0,207,121,121,207,0,86,0
Joe Barksdale,6244,T,SL,3,100.0,0,26,88.7,78.9,91.7,3,4,114,100.0,100.0,96.9,1,7,0,207,0,0,0,207,121,121,0,204,86,3
Jake Long,4315,T,SL,3,100.0,0,26,80.2,82.6,71.7,2,5,114,100.0,100.0,96.1,0,8,1,207,0,0,207,207,121,121,0,0,86,0
Weston Richburg,8678,G,NYG,3,100.0,0,21,55.5,61.0,55.6,1,1,106,100.0,100.0,98.1,1,3,1,206,0,206,0,206,114,114,0,0,92,0
J.D. Walton,5604,C,NYG,3,100.0,0,21,64.4,66.4,62.0,0,4,106,100.0,100.0,98.1,1,4,0,206,206,0,0,206,114,114,0,0,92,0
Scott Wells,1965,C,SL,3,99.5,0,26,55.5,44.4,70.3,0,5,114,100.0,100.0,96.9,1,6,1,206,207,0,0,207,121,121,0,0,85,0
Will Beatty,4983,T,NYG,3,100.0,0,21,80.3,82.9,72.5,2,2,106,100.0,100.0,98.1,0,4,0,206,0,0,206,206,114,114,0,0,92,0
Justin Pugh,7800,T,NYG,3,100.0,0,21,73.8,71.7,77.2,0,6,106,100.0,100.0,96.2,2,7,1,206,0,0,0,206,114,114,0,201,92,5
Joel Bitonio,8670,G,CLV,3,100.0,0,8,76.5,80.5,70.6,0,5,103,100.0,100.0,97.6,1,5,0,204,0,204,0,204,112,112,0,0,92,0
John Greco,4379,G,CLV,3,100.0,0,8,81.1,81.5,75.4,0,0,103,100.0,100.0,100.0,0,0,0,204,0,0,0,204,112,112,204,0,92,0
Joe Thomas,3619,T,CLV,3,100.0,0,8,83.0,89.7,76.0,0,1,103,100.0,100.0,98.5,2,2,1,204,0,0,204,204,112,112,0,0,92,0
John Jerry,5598,G,NYG,3,100.0,0,21,70.1,85.8,60.9,0,2,105,100.0,100.0,99.0,0,2,0,204,0,0,0,204,113,113,203,0,91,0
Alex Mack,4944,C,CLV,3,100.0,0,8,70.2,75.8,66.3,0,1,103,100.0,100.0,99.5,0,1,0,204,204,0,0,204,112,112,0,0,92,0
Mitchell Schwartz,7041,T,CLV,3,100.0,0,8,73.8,77.3,67.1,0,3,103,100.0,100.0,97.6,0,4,1,204,0,0,0,204,112,112,0,204,92,0
Marcus Gilbert,6215,T,PIT,3,100.0,1,25,75.3,67.5,81.3,0,3,106,100.0,100.0,94.8,2,7,4,203,0,0,0,203,119,119,0,203,84,0
King Dunlap,4544,T,SD,3,100.0,0,27,80.9,76.5,78.1,1,7,104,100.0,100.0,96.2,0,8,0,203,0,0,203,203,111,111,0,0,92,0
Kelvin Beachum,7229,T,PIT,3,100.0,0,25,71.1,83.6,63.2,0,3,106,100.0,100.0,97.6,2,4,1,203,0,0,203,203,119,119,0,0,84,0
David DeCastro,7640,G,PIT,3,100.0,0,25,62.8,87.1,57.1,0,1,106,100.0,100.0,99.5,3,1,0,203,0,0,0,203,119,119,203,0,84,0
Chance Warmack,7791,G,TEN,3,100.0,0,31,73.0,74.7,71.6,0,7,119,100.0,100.0,97.1,2,7,0,202,0,0,0,202,122,122,202,0,80,0
Michael Oher,4946,T,TEN,3,100.0,0,31,65.4,71.7,58.9,1,5,119,100.0,100.0,95.8,2,8,2,202,0,0,0,202,122,122,0,202,80,0
Andy Levitre,4974,G,TEN,3,100.0,1,31,62.5,58.1,65.3,0,4,119,100.0,100.0,96.6,3,6,2,202,0,202,0,202,122,122,0,0,80,0
Manuel Ramirez,3733,C,DEN,3,100.0,0,10,62.6,64.8,60.2,1,5,112,100.0,100.0,97.3,0,6,0,201,201,0,0,201,120,120,0,0,81,0
Louis Vasquez,5001,G,DEN,3,100.0,1,10,70.8,75.6,64.9,3,0,112,100.0,100.0,97.8,2,4,1,201,0,0,0,201,120,120,201,0,81,0
Ryan Clady,4326,T,DEN,3,100.0,0,10,63.3,66.3,55.8,2,4,112,100.0,100.0,97.3,0,6,0,201,0,0,201,201,120,120,0,0,81,0
Andrew Gardner,5105,T,PHI,3,100.0,0,24,58.1,51.5,68.8,4,7,116,100.0,100.0,94.4,2,12,1,201,0,5,18,201,129,129,0,175,72,3
Brian Schwenke,7889,C,TEN,3,100.0,0,31,72.6,68.0,75.3,0,3,119,100.0,100.0,98.7,1,3,0,201,201,0,0,201,122,122,0,0,79,0
Chris Clark,4623,T,DEN,3,100.0,1,10,62.0,76.8,58.2,1,2,112,100.0,100.0,98.7,4,3,0,201,0,0,0,201,120,120,0,201,81,0
Orlando Franklin,6198,G,DEN,3,100.0,0,10,72.8,77.8,70.3,1,1,112,100.0,100.0,99.1,1,2,0,201,0,201,0,201,120,120,0,0,81,0
Brandon Brooks,7078,G,HST,3,100.0,0,13,72.1,78.7,68.9,0,2,85,100.0,100.0,98.8,2,2,0,200,0,0,0,200,96,96,200,0,104,0
Kyle Long,7801,G,CHI,3,100.0,0,6,78.3,89.0,66.8,0,2,132,100.0,100.0,99.2,0,2,0,200,0,0,0,200,147,147,200,0,53,0
Jermon Bushrod,3741,T,CHI,3,100.0,0,6,74.9,77.5,69.8,2,5,132,100.0,100.0,96.6,1,8,1,200,0,0,200,200,147,147,0,0,53,0
Jordan Mills,7945,T,CHI,3,100.0,1,6,57.0,63.1,48.8,0,4,132,100.0,100.0,96.2,2,7,3,200,0,0,0,200,147,147,0,200,53,0
Derek Newton,6366,T,HST,3,100.0,0,13,76.6,55.2,84.5,1,3,85,100.0,100.0,97.6,1,4,0,200,0,0,2,200,96,96,0,198,104,0
Chris Myers,2417,C,HST,3,100.0,2,13,62.9,61.9,64.3,0,3,85,100.0,100.0,97.1,2,4,1,200,200,0,0,200,96,96,0,0,104,0
Byron Bell,6848,T,CAR,3,100.0,0,5,60.4,69.0,51.4,0,4,121,100.0,100.0,96.7,3,6,2,199,0,0,192,199,133,133,0,0,66,7
Duane Brown,4340,T,HST,3,100.0,0,13,62.7,70.6,54.4,3,4,84,100.0,100.0,95.8,1,7,0,199,0,0,198,199,95,95,0,0,104,1
Russell Bodine,8746,C,CIN,3,100.0,0,7,63.5,58.7,63.0,0,3,90,100.0,100.0,98.3,1,3,0,199,199,0,0,199,96,96,0,0,103,0
Clint Boling,6253,G,CIN,3,100.0,0,7,70.3,78.1,60.5,1,1,90,100.0,100.0,98.9,1,2,0,199,0,199,0,199,96,96,0,0,103,0
Ryan Kalil,3675,C,CAR,3,100.0,0,5,67.1,67.4,66.8,1,2,119,100.0,100.0,97.9,0,4,1,198,198,0,0,198,131,131,0,0,67,0
Ben Jones,7099,G,HST,3,100.0,0,13,62.4,45.1,64.9,1,5,84,100.0,100.0,95.2,0,7,1,197,0,197,0,197,95,95,0,0,102,0
Rich Ohrnberger,5047,C,SD,3,100.0,0,27,57.9,50.4,59.2,4,3,100,100.0,100.0,96.5,1,7,0,196,196,0,0,196,107,107,0,0,89,0
Maurkice Pouncey,5543,C,PIT,3,100.0,1,25,69.3,86.9,60.8,0,1,106,100.0,100.0,99.5,1,1,0,196,196,0,0,196,119,119,0,0,77,0
Rodger Saffold,5558,G,SL,3,100.0,0,26,72.9,80.6,69.4,0,3,106,100.0,100.0,97.6,1,4,1,196,0,196,0,196,113,113,0,0,83,0
Joe Hawley,5641,C,ATL,3,100.0,0,2,64.4,83.6,56.2,0,1,121,100.0,100.0,99.6,2,1,0,195,195,0,0,195,129,129,0,0,66,0
Shawn Lauvao,5616,G,WAS,3,100.0,1,32,61.2,61.5,62.2,3,2,105,100.0,100.0,97.6,2,5,0,195,0,195,0,195,113,113,0,0,82,0
Andre Smith,4929,T,CIN,3,100.0,0,7,73.5,78.9,66.4,0,1,89,100.0,100.0,99.4,0,1,0,195,0,0,4,195,95,95,0,190,100,0
Jordan Devey,8268,T,NE,3,100.0,0,19,52.1,39.4,58.7,0,8,95,100.0,100.0,94.7,2,9,1,191,0,0,0,191,105,105,191,0,86,0
Max Unger,4972,C,SEA,3,100.0,0,29,72.2,66.1,71.7,0,5,106,100.0,100.0,97.6,0,5,0,190,190,0,0,190,111,111,0,0,79,0
J.R. Sweezy,7209,G,SEA,3,100.0,0,29,59.3,54.1,62.4,2,4,106,100.0,100.0,97.2,1,6,0,190,0,0,0,190,111,111,190,0,79,0
James Carpenter,6177,G,SEA,3,100.0,0,29,72.8,79.0,66.7,0,3,106,100.0,100.0,98.6,0,3,0,190,0,190,0,190,111,111,0,0,79,0
Justin Britt,8699,T,SEA,3,100.0,0,29,68.0,62.6,72.3,0,6,106,100.0,100.0,96.2,2,7,1,190,0,0,0,190,111,111,0,190,79,0
Joe Staley,3644,T,SF,3,100.0,0,28,78.2,73.3,83.4,2,6,110,100.0,100.0,96.4,3,8,0,189,0,0,180,189,118,118,0,0,71,9
Daniel Kilgore,6315,C,SF,3,100.0,0,28,76.1,77.6,73.4,0,0,110,100.0,100.0,100.0,0,0,0,189,189,0,0,189,118,118,0,0,71,0
Mike Iupati,5542,G,SF,3,100.0,1,28,67.6,52.7,70.8,1,4,110,100.0,100.0,96.8,1,6,1,189,0,189,0,189,118,118,0,0,71,0
Jonathan Martin,7046,T,SF,3,100.0,0,28,59.6,72.4,52.8,1,4,110,100.0,100.0,95.9,2,7,2,189,0,0,3,189,118,118,0,186,71,0
Amini Silatolu,7044,G,CAR,3,100.0,0,5,54.5,80.1,46.0,0,2,114,100.0,100.0,97.4,1,4,2,188,0,188,0,188,126,126,0,0,62,0
Jonathan Goodwin,1146,C,NO,3,100.0,0,20,65.9,66.7,65.3,1,3,108,100.0,100.0,98.1,0,4,0,187,187,0,0,187,114,114,0,0,73,0
Cordy Glenn,7045,T,BUF,3,100.0,0,4,72.6,79.5,62.3,1,5,101,100.0,100.0,96.0,0,7,1,187,0,0,187,187,106,106,0,0,81,0
Josh Sitton,4449,G,GB,3,100.0,0,12,77.5,92.0,70.0,0,0,114,100.0,100.0,100.0,1,0,0,187,0,187,0,187,123,123,0,0,64,0
Seantrel Henderson,8871,T,BUF,3,100.0,0,4,54.8,57.3,49.5,3,2,101,100.0,100.0,95.5,1,7,2,187,0,0,0,187,106,106,0,187,81,0
T.J. Lang,5032,G,GB,3,100.0,0,12,64.9,73.5,57.6,0,3,114,100.0,100.0,96.9,1,5,2,187,0,0,0,187,123,123,187,0,64,0
Eric Wood,4951,C,BUF,3,100.0,0,4,72.6,82.6,69.7,0,2,101,100.0,100.0,99.0,0,2,0,187,187,0,0,187,106,106,0,0,81,0
Corey Linsley,8796,C,GB,3,100.0,1,12,64.3,70.6,60.0,0,4,114,100.0,100.0,98.2,1,4,0,187,187,0,0,187,123,123,0,0,64,0
David Bakhtiari,7891,T,GB,3,100.0,0,12,66.0,80.4,50.9,0,4,114,100.0,100.0,98.2,2,4,0,187,0,0,187,187,123,123,0,0,64,0
Erik Pears,2737,G,BUF,3,100.0,1,4,50.3,69.0,43.2,1,4,101,100.0,100.0,96.5,1,6,1,187,0,0,0,187,106,106,187,0,81,0
Russell Okung,5531,T,SEA,3,100.0,0,29,68.5,74.8,63.5,2,3,103,100.0,100.0,97.6,2,5,0,186,0,0,186,186,108,108,0,0,78,0
Andrew Whitworth,3000,T,CIN,3,100.0,1,7,85.3,85.2,79.5,1,2,88,100.0,100.0,98.3,1,3,0,185,0,0,177,185,94,94,0,0,91,6
Luke Joeckel,7784,T,JAX,3,100.0,1,15,60.9,69.6,51.2,3,3,122,100.0,100.0,96.7,1,7,1,185,0,0,185,185,130,130,0,0,55,0
Charlie Johnson,3144,G,MIN,3,100.0,0,18,59.4,59.4,57.3,2,4,106,100.0,100.0,96.2,0,7,1,185,0,185,0,185,112,112,0,0,73,0
Matt Kalil,7010,T,MIN,3,100.0,0,18,49.8,46.4,58.2,2,9,106,100.0,100.0,92.0,2,14,3,185,0,0,183,185,112,112,0,0,73,2
Zane Beadles,5570,G,JAX,3,100.0,0,15,58.9,80.6,45.3,1,0,122,100.0,100.0,98.8,0,2,1,185,0,185,0,185,130,130,0,0,55,0
Brandon Linder,8728,G,JAX,3,100.0,0,15,60.0,85.3,47.9,0,1,122,100.0,100.0,96.3,1,5,4,185,0,0,0,185,130,130,185,0,55,0
Phil Loadholt,4977,T,MIN,3,100.0,0,18,66.7,69.4,59.9,0,8,106,100.0,100.0,96.2,1,8,0,185,0,0,1,185,112,112,0,184,73,0
John Sullivan,4501,C,MIN,3,100.0,0,18,65.2,89.8,57.8,0,0,106,100.0,100.0,100.0,1,0,0,185,185,0,0,185,112,112,0,0,73,0
Lamar Holmes,7091,T,ATL,3,100.0,0,2,58.6,68.8,50.1,1,8,110,100.0,100.0,95.9,1,9,0,183,0,0,0,183,114,114,0,183,69,0
Jason Kelce,6343,C,PHI,3,100.0,1,24,75.4,80.8,73.8,0,1,107,100.0,100.0,99.5,3,1,0,183,183,0,0,183,116,116,0,0,67,0
Michael Roos,2258,T,TEN,3,100.0,0,31,75.7,79.3,78.4,0,5,109,100.0,100.0,97.7,3,5,0,181,0,0,181,181,111,111,0,0,70,0
Michael Ola,9032,T,CHI,3,100.0,0,6,67.6,78.6,62.5,1,3,118,100.0,100.0,97.5,1,5,1,179,0,179,0,179,131,131,0,0,48,0
Austin Howard,5847,G,OAK,3,100.0,0,23,68.7,70.8,64.0,3,1,112,100.0,100.0,98.2,0,4,0,178,0,0,0,178,119,119,178,0,59,0
Donald Penn,3459,T,OAK,3,100.0,0,23,76.2,82.9,67.9,0,6,112,100.0,100.0,97.3,1,6,0,178,0,0,178,178,119,119,0,0,59,0
Gabe Jackson,8716,G,OAK,3,100.0,1,23,61.2,82.1,51.3,1,4,112,100.0,100.0,97.8,2,5,0,178,0,178,0,178,119,119,0,0,59,0
Stefen Wisniewski,6200,C,OAK,3,100.0,0,23,71.4,74.1,68.6,0,3,112,100.0,100.0,97.8,1,4,1,178,178,0,0,178,119,119,0,0,59,0
Nate Chandler,7521,T,CAR,3,100.0,0,5,63.2,68.8,51.5,1,5,111,100.0,100.0,96.4,0,7,1,178,0,0,2,178,122,122,0,176,56,0
Brandon Fusco,6324,G,MIN,3,100.0,0,18,70.6,89.7,62.9,1,1,98,100.0,100.0,99.0,1,2,0,174,0,0,0,174,103,103,174,0,71,0
Ryan Harris,3686,T,KC,3,100.0,0,16,53.0,49.6,52.5,2,4,95,100.0,100.0,94.7,1,8,2,174,0,0,1,174,104,104,0,173,70,0
Patrick Omameh,8277,G,TB,3,100.0,0,30,56.2,75.6,49.6,0,5,102,100.0,100.0,96.6,1,6,1,174,0,0,0,174,111,111,174,0,63,0
Demar Dotson,5410,T,TB,3,100.0,1,30,65.8,72.5,64.2,0,3,102,100.0,100.0,96.6,3,5,2,174,0,0,0,174,111,111,0,174,63,0
Khalif Barnes,2269,T,OAK,3,100.0,0,23,65.7,70.3,61.4,3,3,110,100.0,100.0,97.3,1,6,0,174,0,0,0,174,117,117,0,172,57,2
Anthony Collins,4426,T,TB,3,100.0,0,30,67.4,60.0,69.3,3,4,102,100.0,100.0,96.6,1,7,0,174,0,0,174,174,111,111,0,0,63,0
Evan Smith,5390,C,TB,3,98.9,0,30,33.5,60.6,48.8,0,4,102,100.0,100.0,97.1,2,5,1,172,174,0,0,174,111,111,0,0,61,0
Brian De La Puente,4679,C,CHI,3,100.0,0,6,81.7,84.5,79.6,0,2,112,100.0,100.0,99.1,0,2,0,171,171,0,0,171,124,124,0,0,47,0
Gabe Carimi,6181,T,ATL,3,100.0,0,2,59.1,67.2,61.8,1,5,96,100.0,100.0,95.8,3,7,1,161,0,0,129,161,103,103,0,30,58,2
Dennis Kelly,7146,G,PHI,2,100.0,0,24,65.4,66.8,62.1,1,6,82,100.0,100.0,95.7,1,7,0,142,0,124,0,142,90,90,18,0,52,0
Alex Boone,5372,G,SF,3,100.0,0,28,65.3,64.6,62.4,0,4,87,100.0,100.0,96.6,0,5,1,135,0,0,0,135,91,91,131,0,44,4
Chris Williams,4328,G,BUF,3,100.0,1,4,46.6,54.3,45.8,1,3,60,100.0,100.0,96.7,1,4,0,132,0,132,0,132,62,62,0,0,70,0
Ramon Foster,5229,G,PIT,2,100.0,0,25,59.9,69.7,53.4,0,5,75,100.0,100.0,95.3,0,6,1,130,0,130,0,130,83,83,0,0,47,0
Jason Witten,1384,TE,DAL,3,54.8,0,9,74.9,58.2,78.9,1,0,14,14.4,12.8,96.4,2,1,0,115,0,0,0,210,14,109,0,0,101,155
Shelley Smith,5710,G,MIA,2,100.0,0,17,59.2,29.5,66.2,1,4,57,100.0,100.0,93.9,0,6,1,115,0,0,0,115,60,60,115,0,55,0
