player,player_id,position,team_name,player_game_count,base_targets,declined_penalties,franchise_id,penalties,screen_avg_depth_of_target,screen_avoided_tackles,screen_caught_percent,screen_contested_catch_rate,screen_contested_receptions,screen_contested_targets,screen_drop_rate,screen_drops,screen_first_downs,screen_fumbles,screen_grades_hands_drop,screen_grades_pass_route,screen_interceptions,screen_longest,screen_pass_block_rate,screen_pass_blocks,screen_pass_plays,screen_receptions,screen_route_rate,screen_routes,screen_targeted_qb_rating,screen_targets,screen_targets_percent,screen_touchdowns,screen_yards,screen_yards_after_catch,screen_yards_after_catch_per_reception,screen_yards_per_reception,screen_yprr,slot_avg_depth_of_target,slot_avoided_tackles,slot_caught_percent,slot_contested_catch_rate,slot_contested_receptions,slot_contested_targets,slot_drop_rate,slot_drops,slot_first_downs,slot_fumbles,slot_grades_hands_drop,slot_grades_pass_route,slot_interceptions,slot_longest,slot_pass_block_rate,slot_pass_blocks,slot_pass_plays,slot_receptions,slot_route_rate,slot_routes,slot_targeted_qb_rating,slot_targets,slot_targets_percent,slot_touchdowns,slot_yards,slot_yards_after_catch,slot_yards_after_catch_per_reception,slot_yards_per_reception,slot_yprr
Demaryius Thomas,5547,WR,DEN,11,121,0,10,0,0.1,2,85.0,,0,0,10.5,2,6,0,47.9,84.0,0,26,0.0,0,52,17,94.2,49,98.3,20,16.5,0,152,151,8.9,8.9,3.1,9.7,1,62.5,,0,0,6.3,1,9,0,66.8,89.9,1,32,0.0,0,83,15,95.2,79,101.9,24,19.8,4,147,66,4.4,9.8,1.86
Antonio Brown,5718,WR,PIT,11,120,0,25,0,-2.5,3,84.6,,0,0,15.4,2,2,1,28.6,38.2,0,41,0.0,0,45,11,97.8,44,96.5,13,10.8,0,93,122,11.1,8.5,2.11,6.2,2,77.8,,0,0,6.7,1,9,1,90.1,91.3,0,41,0.0,0,70,14,95.7,67,131.7,18,15.0,1,201,103,7.4,14.4,3.0
Julio Jones,6158,WR,ATL,11,113,0,2,0,-1.1,4,77.8,,0,0,12.5,2,4,1,31.7,64.1,0,22,0.0,0,44,14,95.5,42,98.8,18,15.9,0,139,153,10.9,9.9,3.31,13.2,0,61.5,,0,0,11.1,1,7,0,49.6,77.7,0,27,0.0,0,51,8,96.1,49,113.9,13,11.5,1,109,35,4.4,13.6,2.22
Jeremy Maclin,4942,WR,PHI,11,106,0,24,0,-2.7,1,86.7,,0,0,0.0,0,5,0,92.4,87.2,0,50,0.0,0,48,13,95.8,46,132.8,15,14.2,1,158,193,14.8,12.2,3.43,15.4,2,65.0,,0,0,0.0,0,11,0,91.3,81.8,0,68,0.0,0,99,13,97.0,96,147.9,20,18.9,5,273,108,8.3,21.0,2.84
Emmanuel Sanders,5606,WR,DEN,11,104,0,10,0,-1.2,0,81.8,,0,0,10.0,1,2,0,60.6,59.6,0,13,0.0,0,49,9,93.9,46,85.2,11,10.6,0,49,60,6.7,5.4,1.07,9.4,3,84.4,,0,0,6.9,2,16,0,85.4,84.9,0,42,0.0,0,163,27,94.5,154,133.3,32,30.8,2,352,107,4.0,13.0,2.29
Jordy Nelson,4350,WR,GB,11,103,0,12,0,0.0,0,88.9,,0,0,0.0,0,0,0,91.4,54.1,0,9,0.0,0,24,8,95.8,23,84.3,9,8.7,0,38,39,4.9,4.8,1.65,7.7,2,64.7,,0,0,0.0,0,6,0,46.5,79.7,0,17,0.0,0,73,11,91.8,67,83.9,17,16.5,0,114,50,4.5,10.4,1.7
Golden Tate,5585,WR,DET,11,101,0,11,0,-2.4,4,91.7,,0,0,0.0,0,6,0,92.1,87.0,0,24,0.0,0,43,11,93.0,40,99.7,12,11.9,0,95,121,11.0,8.6,2.38,10.1,7,64.0,,0,0,8.6,3,20,0,72.2,76.4,2,73,0.0,0,296,32,93.2,276,88.7,50,49.5,1,519,262,8.2,16.2,1.88
Dez Bryant,5549,WR,DAL,11,101,0,9,0,-3.5,0,50.0,,0,0,50.0,1,0,0,24.1,33.6,0,3,0.0,0,27,1,92.6,25,56.3,2,2.0,0,3,7,7.0,3.0,0.12,15.1,2,86.7,,0,0,0.0,0,11,0,60.9,87.3,0,44,0.0,0,63,13,93.7,59,141.0,15,14.9,1,224,68,5.2,17.2,3.8
Vincent Jackson,2278,WR,TB,11,100,0,30,0,,0,,,0,0,,0,0,0,,44.4,0,0,0.0,0,22,0,100.0,22,0.0,0,0.0,0,0,0,,,0.0,16.3,4,33.3,,0,0,12.5,1,5,0,51.0,69.7,1,32,0.0,0,116,7,94.8,110,29.7,21,21.0,0,99,26,3.7,14.1,0.9
Andre Johnson,1319,WR,HST,11,99,0,13,0,-3.3,3,100.0,,0,0,0.0,0,4,0,92.3,92.4,0,23,0.0,0,29,12,96.6,28,106.6,12,12.1,0,115,154,12.8,9.6,4.11,7.3,2,62.5,,0,0,0.0,0,5,1,77.1,69.9,0,25,0.0,0,64,10,95.3,61,80.7,16,16.2,0,102,51,5.1,10.2,1.67
