player,player_id,position,team_name,player_game_count,assists,batted_passes,catch_rate,declined_penalties,forced_fumbles,franchise_id,grades_coverage_defense,grades_defense,grades_defense_penalty,grades_pass_rush_defense,grades_run_defense,grades_tackle,hits,hurries,interceptions,longest,missed_tackle_rate,missed_tackles,pass_break_ups,penalties,qb_rating_against,receptions,sacks,snap_counts_box,snap_counts_corner,snap_counts_coverage,snap_counts_defense,snap_counts_dl,snap_counts_dl_a_gap,snap_counts_dl_b_gap,snap_counts_dl_outside_t,snap_counts_dl_over_t,snap_counts_fs,snap_counts_offball,snap_counts_pass_rush,snap_counts_run_defense,snap_counts_slot,stops,tackles,targets,total_pressures,touchdowns,yards,yards_after_catch,yards_per_reception
Charles Woodson,330,S,OAK,10,15,0,72.0,0,0,23,69.7,69.5,88.4,72.2,61.2,67.0,0,0,2,48,13.3,12,4,0,97.9,18,0,166,11,365,722,0,0,0,0,0,463,722,10,347,82,24,63,25,0,2,255,143,14.2
John Abraham,591,ED,ARZ,1,0,0,,0,0,1,60.4,54.7,70.5,47.9,66.7,69.9,0,0,0,,0.0,0,0,0,0.0,0,0,27,0,3,37,10,0,0,10,0,0,27,20,14,0,1,1,0,0,0,0,0,
Justin Smith,776,DI,SF,10,8,1,,0,1,28,67.1,76.8,67.9,54.3,90.6,79.0,7,14,0,,0.0,0,0,1,0.0,0,3,17,0,1,462,445,0,7,65,373,0,17,299,162,0,12,16,0,24,0,0,0,
Ryan Pickett,799,DI,HST,7,1,1,,0,0,13,,57.1,81.2,49.6,61.8,74.1,0,1,0,,18.2,2,0,0,0.0,0,0,0,0,0,187,187,48,11,9,119,0,0,92,95,0,8,8,0,1,0,0,0,
Julius Peppers,1010,ED,GB,10,7,2,33.3,1,2,12,82.4,81.1,66.5,82.0,56.5,40.3,7,20,2,5,25.0,7,1,3,2.8,1,6,27,0,25,516,487,0,0,446,41,0,29,285,206,2,14,14,3,33,0,5,8,5.0
Dwight Freeney,1019,ED,SD,10,1,0,,0,0,27,72.8,65.9,54.0,67.3,56.9,36.6,6,23,0,,42.9,3,0,2,0.0,0,2,9,0,10,405,395,0,2,227,166,0,10,272,123,1,5,3,0,31,0,0,0,
Larry Foote,1126,LB,ARZ,10,7,0,84.2,0,0,1,45.9,48.3,24.8,50.9,62.2,43.2,3,7,1,33,19.0,12,0,3,97.7,32,1,643,5,312,664,12,0,0,12,0,4,652,130,222,0,27,44,38,11,1,303,215,9.5
Brett Keisel,1204,DI,PIT,11,4,4,,1,0,25,65.0,57.3,64.4,56.3,58.6,63.7,6,11,1,,7.1,1,0,1,0.0,0,1,23,0,6,409,385,3,3,48,331,0,24,268,135,1,7,9,0,18,0,0,0,
Ryan Clark,1229,S,WAS,10,16,0,66.7,0,0,32,47.1,40.9,85.9,36.8,35.8,47.4,0,3,0,13,18.9,14,1,0,99.0,10,1,119,2,366,633,0,0,0,0,0,488,633,19,248,24,14,44,15,4,1,69,49,6.9
James Harrison,1251,ED,PIT,8,1,0,100.0,0,0,25,64.5,74.9,55.0,76.6,65.4,68.2,13,7,0,11,11.1,2,0,2,125.0,2,4,9,1,34,255,231,0,0,231,0,0,24,130,91,14,16,15,2,24,1,9,9,4.5
