player,player_id,position,team_name,player_game_count,base_targets,declined_penalties,franchise_id,penalties,screen_avg_depth_of_target,screen_avoided_tackles,screen_caught_percent,screen_contested_catch_rate,screen_contested_receptions,screen_contested_targets,screen_drop_rate,screen_drops,screen_first_downs,screen_fumbles,screen_grades_hands_drop,screen_grades_pass_route,screen_interceptions,screen_longest,screen_pass_block_rate,screen_pass_blocks,screen_pass_plays,screen_receptions,screen_route_rate,screen_routes,screen_targeted_qb_rating,screen_targets,screen_targets_percent,screen_touchdowns,screen_yards,screen_yards_after_catch,screen_yards_after_catch_per_reception,screen_yards_per_reception,screen_yprr,slot_avg_depth_of_target,slot_avoided_tackles,slot_caught_percent,slot_contested_catch_rate,slot_contested_receptions,slot_contested_targets,slot_drop_rate,slot_drops,slot_first_downs,slot_fumbles,slot_grades_hands_drop,slot_grades_pass_route,slot_interceptions,slot_longest,slot_pass_block_rate,slot_pass_blocks,slot_pass_plays,slot_receptions,slot_route_rate,slot_routes,slot_targeted_qb_rating,slot_targets,slot_targets_percent,slot_touchdowns,slot_yards,slot_yards_after_catch,slot_yards_after_catch_per_reception,slot_yards_per_reception,slot_yprr
Antonio Brown,5718,WR,PIT,8,84,0,25,0,-2.4,3,81.8,,0,0,18.2,2,2,0,27.5,50.6,0,41,0.0,0,37,9,97.3,36,99.6,11,13.1,0,87,109,12.1,9.7,2.42,8.4,2,91.7,,0,0,0.0,0,7,0,88.3,91.2,0,41,0.0,0,43,11,93.0,40,146.5,12,14.3,1,178,85,7.7,16.2,4.45
Julio Jones,6158,WR,ATL,8,81,0,2,0,-0.9,4,93.3,,0,0,6.7,1,4,1,71.9,75.6,0,22,0.0,0,33,14,93.9,31,105.3,15,18.5,0,139,153,10.9,9.9,4.48,13.9,0,58.3,,0,0,12.5,1,7,0,52.7,73.3,0,27,0.0,0,41,7,95.1,39,114.6,12,14.8,1,104,35,5.0,14.9,2.67
Dez Bryant,5549,WR,DAL,8,76,0,9,0,-3.5,0,50.0,,0,0,50.0,1,0,0,24.1,32.5,0,3,0.0,0,18,1,88.9,16,56.3,2,2.6,0,3,7,7.0,3.0,0.19,12.8,2,91.7,,0,0,0.0,0,9,0,66.7,80.1,0,44,0.0,0,45,11,95.6,43,118.8,12,15.8,0,199,66,6.0,18.1,4.63
Jordy Nelson,4350,WR,GB,8,76,0,12,0,-0.2,0,83.3,,0,0,0.0,0,0,0,90.6,55.1,0,9,0.0,0,15,5,93.3,14,79.9,6,7.9,0,19,21,4.2,3.8,1.36,7.2,2,61.5,,0,0,0.0,0,4,0,49.5,77.3,0,17,0.0,0,58,8,89.7,52,81.6,13,17.1,0,88,43,5.4,11.0,1.69
Demaryius Thomas,5547,WR,DEN,7,75,0,10,0,0.1,1,78.6,,0,0,15.4,2,3,0,29.1,72.4,0,26,0.0,0,32,11,93.8,30,95.5,14,18.7,0,97,95,8.6,8.8,3.23,10.5,0,52.9,,0,0,10.0,1,4,0,52.9,89.9,0,32,0.0,0,48,9,95.8,46,105.5,17,22.7,2,82,40,4.4,9.1,1.78
Golden Tate,5585,WR,DET,8,75,0,11,0,-2.2,3,88.9,,0,0,0.0,0,4,0,91.4,81.9,0,12,0.0,0,32,8,93.8,30,89.4,9,12.0,0,49,66,8.3,6.1,1.63,10.1,6,69.2,,0,0,10.0,3,17,0,62.3,78.7,1,73,0.0,0,215,27,94.4,203,104.5,39,52.0,1,439,235,8.7,16.3,2.16
T.Y. Hilton,7092,WR,IND,8,74,0,14,0,-0.8,0,75.0,,0,0,0.0,0,0,0,88.7,48.6,0,6,0.0,0,21,3,95.2,20,77.1,4,5.4,0,10,10,3.3,3.3,0.5,9.8,1,77.8,,0,0,4.5,1,17,1,72.4,85.3,1,46,0.0,0,136,21,91.9,125,109.3,27,36.5,1,296,74,3.5,14.1,2.37
Jeremy Maclin,4942,WR,PHI,7,74,0,24,0,-3.0,0,87.5,,0,0,0.0,0,4,0,91.4,81.4,0,50,0.0,0,29,7,93.1,27,158.3,8,10.8,1,111,132,18.9,15.9,4.11,15.3,1,60.0,,0,0,0.0,0,8,0,90.5,80.2,0,68,0.0,0,73,9,95.9,70,143.8,15,20.3,4,211,96,10.7,23.4,3.01
Andre Johnson,1319,WR,HST,8,69,0,13,0,-3.1,2,100.0,,0,0,0.0,0,4,0,92.0,92.7,0,23,0.0,0,22,10,95.5,21,113.3,10,14.5,0,112,143,14.3,11.2,5.33,8.1,1,61.5,,0,0,0.0,0,4,1,76.0,71.2,0,25,0.0,0,53,8,96.2,51,81.6,13,18.8,0,88,45,5.6,11.0,1.73
Sammy Watkins,8639,WR,BUF,8,66,0,4,0,,0,,,0,0,,0,0,0,,42.0,0,0,0.0,0,25,0,92.0,23,0.0,0,0.0,0,0,0,,,0.0,9.0,0,33.3,,0,0,0.0,0,1,0,75.3,77.6,0,6,0.0,0,17,1,100.0,17,42.4,3,4.5,0,6,4,4.0,6.0,0.35
