player,player_id,position,team_name,player_game_count,block_percent,declined_penalties,franchise_id,grades_offense,grades_pass_block,grades_run_block,hits_allowed,hurries_allowed,non_spike_pass_block,non_spike_pass_block_percentage,pass_block_percent,pbe,penalties,pressures_allowed,sacks_allowed,snap_counts_block,snap_counts_ce,snap_counts_lg,snap_counts_lt,snap_counts_offense,snap_counts_pass_block,snap_counts_pass_play,snap_counts_rg,snap_counts_rt,snap_counts_run_block,snap_counts_te
Anthony Castonzo,6174,T,IND,9,100.0,1,14,78.9,87.1,63.8,6,15,431,100.0,100.0,97.3,4,22,1,703,0,0,687,703,455,455,0,0,248,16
Gosder Cherilus,4331,T,IND,9,100.0,0,14,64.0,66.1,62.6,12,15,430,100.0,100.0,95.9,2,31,4,700,0,0,0,700,454,454,0,679,246,21
Kelvin Beachum,7229,T,PIT,9,100.0,0,25,74.7,89.1,58.9,1,6,364,100.0,100.0,97.4,4,13,6,645,0,0,645,645,390,390,0,0,255,0
David DeCastro,7640,G,PIT,9,100.0,0,25,73.3,80.0,67.9,2,10,364,100.0,100.0,97.8,3,14,2,645,0,0,0,645,390,390,645,0,255,0
Breno Giacomini,4464,T,NYJ,9,100.0,0,22,65.8,71.9,58.6,7,18,373,100.0,100.0,96.1,4,27,2,642,0,0,0,642,393,393,0,642,249,0
Nick Mangold,2974,C,NYJ,9,100.0,1,22,84.8,89.6,81.4,1,3,373,100.0,100.0,99.2,2,5,1,642,642,0,0,642,393,393,0,0,249,0
D'Brickashaw Ferguson,2949,T,NYJ,9,100.0,0,22,74.5,83.7,60.2,5,16,373,100.0,100.0,96.9,2,22,1,642,0,0,633,642,393,393,0,0,249,9
Maurkice Pouncey,5543,C,PIT,9,100.0,1,25,73.9,86.1,68.4,1,7,364,100.0,100.0,98.6,3,9,1,638,638,0,0,638,390,390,0,0,248,0
Willie Colon,3076,G,NYJ,9,100.0,0,22,62.8,79.0,61.6,2,15,367,100.0,100.0,97.4,8,18,1,636,0,0,0,636,387,387,636,0,249,0
Rick Wagner,7950,T,BLT,9,100.0,0,3,83.7,79.9,80.9,0,13,336,100.0,100.0,97.8,1,14,1,620,0,0,0,620,366,366,0,620,254,0
Tyron Smith,6161,T,DAL,9,100.0,1,9,77.1,86.6,68.4,4,9,306,100.0,100.0,97.2,6,15,2,619,0,0,619,619,324,324,0,0,295,0
Zack Martin,8651,G,DAL,9,100.0,0,9,83.1,89.7,75.4,1,5,306,100.0,100.0,99.0,2,6,0,619,0,0,0,619,324,324,619,0,295,0
Travis Frederick,7812,C,DAL,9,100.0,0,9,71.5,71.8,69.5,2,8,306,100.0,100.0,98.0,6,11,1,619,619,0,0,619,324,324,0,0,295,0
