team_name,franchise_id,player_game_count,attempts,hits_allowed,hurries_allowed,pass_snaps,pbe,pressures_allowed,sacks_allowed
CIN,7,3,90,2,8,90,94.4,10,0
CLV,8,3,103,0,10,103,93.2,12,2
BLT,3,4,157,3,18,157,92.0,23,2
DEN,10,3,112,8,12,112,90.2,21,1
IND,14,4,186,12,21,186,90.1,35,2
NYG,21,4,147,3,20,147,90.1,26,3
ARZ,1,3,112,5,14,112,89.7,21,2
GB,12,4,144,2,19,144,89.2,26,5
DAL,9,4,129,1,18,129,88.8,24,5
CHI,6,4,169,3,24,169,88.5,33,6
OAK,23,4,160,10,22,160,88.1,35,3
NYJ,22,4,156,9,27,156,87.8,37,1
WAS,32,4,163,8,20,163,87.7,34,6
ATL,2,4,168,6,34,168,87.5,41,1
SEA,29,3,106,4,21,106,87.3,26,1
PIT,25,4,153,1,18,153,87.3,29,10
MIA,17,4,168,7,24,168,87.2,37,6
DET,11,4,166,7,26,166,86.4,39,6
NO,20,4,167,8,35,167,85.9,45,2
TEN,31,4,154,4,30,154,85.7,39,5
PHI,24,4,177,11,34,177,85.6,48,3
MIN,18,4,139,6,26,139,85.6,36,4
HST,13,4,128,9,28,128,84.0,39,2
SF,28,4,147,5,28,147,84.0,40,7
TB,30,4,145,10,27,145,83.8,42,5
JAX,15,4,163,11,18,163,83.7,41,12
KC,16,4,154,9,28,154,83.4,44,7
CAR,5,4,158,9,24,158,83.2,43,10
SL,26,3,114,10,22,114,82.5,36,4
BUF,4,4,147,15,27,147,82.3,47,5
SD,27,4,150,10,42,150,80.0,56,4
NE,19,4,154,11,36,154,78.9,56,9
