player,player_id,position,team_name,player_game_count,assists,batted_passes,catch_rate,declined_penalties,forced_fumbles,franchise_id,grades_coverage_defense,grades_defense,grades_defense_penalty,grades_pass_rush_defense,grades_run_defense,grades_tackle,hits,hurries,interceptions,longest,missed_tackle_rate,missed_tackles,pass_break_ups,penalties,qb_rating_against,receptions,sacks,snap_counts_box,snap_counts_corner,snap_counts_coverage,snap_counts_defense,snap_counts_dl,snap_counts_dl_a_gap,snap_counts_dl_b_gap,snap_counts_dl_outside_t,snap_counts_dl_over_t,snap_counts_fs,snap_counts_offball,snap_counts_pass_rush,snap_counts_run_defense,snap_counts_slot,stops,tackles,targets,total_pressures,touchdowns,yards,yards_after_catch,yards_per_reception
Charles Woodson,330,S,OAK,2,2,0,33.3,0,0,23,73.6,82.5,81.1,66.6,76.1,70.3,0,0,1,9,14.3,3,0,0,2.8,1,0,20,0,60,145,0,0,0,0,0,119,145,1,84,6,3,16,3,0,0,9,4,9.0
John Abraham,591,ED,ARZ,1,0,0,,0,0,1,60.4,54.7,70.5,47.9,66.7,69.9,0,0,0,,0.0,0,0,0,0.0,0,0,27,0,3,37,10,0,0,10,0,0,27,20,14,0,1,1,0,0,0,0,0,
Justin Smith,776,DI,SF,2,3,1,,0,0,28,,71.0,20.6,63.4,77.9,74.2,1,4,0,,0.0,0,0,1,0.0,0,3,3,0,0,95,92,0,1,13,78,0,3,63,32,0,3,2,0,8,0,0,0,
Julius Peppers,1010,ED,GB,2,2,1,0.0,0,0,12,72.7,74.8,29.5,67.4,68.0,46.4,2,3,0,,22.2,2,1,1,39.6,0,0,11,0,2,106,95,0,0,90,5,0,11,53,51,0,2,5,1,5,0,0,0,
Dwight Freeney,1019,ED,SD,2,0,0,,0,0,27,60.0,78.0,81.6,77.2,60.0,69.2,1,8,0,,100.0,1,0,0,0.0,0,1,1,0,1,78,77,0,0,54,23,0,1,57,20,0,1,0,0,10,0,0,0,
Larry Foote,1126,LB,ARZ,2,4,0,72.7,0,0,1,55.0,64.4,0.0,53.6,83.0,45.4,0,1,1,9,16.7,3,0,1,72.5,8,0,130,0,56,134,4,0,0,4,0,0,130,28,50,0,6,11,11,1,1,46,33,5.8
Brett Keisel,1204,DI,PIT,2,0,0,,0,0,25,60.0,49.9,78.2,58.1,50.0,29.2,1,4,0,,33.3,1,0,0,0.0,0,0,6,0,0,91,85,0,2,7,76,0,6,50,41,0,1,2,0,5,0,0,0,
Ryan Clark,1229,S,WAS,2,1,0,33.3,0,0,32,67.0,55.3,79.8,77.2,29.6,27.9,0,0,0,11,38.5,5,1,0,45.1,1,1,24,1,61,107,0,0,0,0,0,72,107,3,43,10,5,7,3,1,0,11,16,11.0
Terence Newman,1321,CB,CIN,2,0,0,66.7,0,0,7,60.1,63.2,80.8,,79.6,63.2,0,0,0,20,12.5,2,1,1,84.0,14,0,9,143,119,156,0,0,0,0,0,3,156,0,37,1,5,14,21,0,0,133,22,9.5
Kevin Williams,1325,DI,SEA,2,0,1,,0,0,29,60.7,65.5,77.6,62.1,62.5,70.4,0,3,0,,0.0,0,0,0,0.0,0,0,0,0,2,51,51,1,36,1,13,0,0,29,20,0,1,3,0,3,0,0,0,
Terrell Suggs,1326,ED,BLT,2,1,0,,0,0,3,59.7,78.7,80.5,68.8,79.1,75.8,1,3,0,,0.0,0,0,0,0.0,0,0,5,0,5,96,91,0,0,90,1,0,5,59,32,0,4,5,0,4,0,0,0,
Troy Polamalu,1332,S,PIT,2,2,0,100.0,0,0,25,68.8,60.3,0.0,60.0,45.7,49.6,0,0,0,23,19.0,4,0,1,138.2,3,0,56,1,68,136,0,0,0,0,0,56,136,1,67,23,5,15,3,0,1,23,24,7.7
Calvin Pace,1334,ED,NYJ,2,1,0,75.0,0,0,22,59.6,62.4,17.7,57.4,76.6,47.3,0,3,0,11,14.3,1,0,2,85.4,3,1,48,0,36,111,58,0,0,35,23,0,53,44,31,5,4,5,4,4,0,20,28,6.7
Charles Tillman,1351,CB,CHI,2,0,0,77.8,0,0,6,68.6,67.4,80.4,68.5,46.5,83.2,1,0,0,22,0.0,0,1,0,97.2,7,0,14,81,51,97,0,0,0,0,0,0,97,1,45,2,4,10,9,1,0,66,9,9.4
Rashean Mathis,1355,CB,DET,2,1,0,57.1,0,0,11,70.0,66.3,81.5,59.3,43.0,57.7,0,0,0,24,14.3,1,1,1,115.5,4,0,5,119,81,125,0,0,0,0,0,0,125,1,43,1,1,5,7,0,1,44,5,11.0
Osi Umenyiora,1371,ED,ATL,2,1,0,,0,0,2,,45.8,77.3,47.7,54.0,70.6,0,1,0,,0.0,0,0,0,0.0,0,0,2,0,0,53,51,0,1,14,36,0,2,40,13,0,0,1,0,1,0,0,0,
