player,player_id,position,team_name,player_game_count,declined_penalties,franchise_id,gap_grades_run_block,gap_run_block_percent,gap_snap_counts_run_block,gap_snap_counts_run_block_percent,gap_snap_counts_run_play,grades_run_block,penalties,run_block_percent,snap_counts_run_block,snap_counts_run_play,zone_grades_run_block,zone_run_block_percent,zone_snap_counts_run_block,zone_snap_counts_run_block_percent,zone_snap_counts_run_play
Daryn Colledge,2992,G,MIA,1,0,17,67.1,100.0,5,12.8,5,53.6,0,100.0,39,39,50.0,100.0,32,82.1,32
Shelley Smith,5710,G,MIA,1,0,17,67.1,100.0,5,12.8,5,62.6,0,100.0,39,39,60.2,100.0,32,82.1,32
Ja'Wuan James,8654,T,MIA,1,0,17,52.9,100.0,5,12.8,5,66.9,1,100.0,39,39,70.4,100.0,32,82.1,32
Branden Albert,4329,T,MIA,1,0,17,68.6,100.0,5,12.8,5,79.3,0,100.0,39,39,78.8,100.0,32,82.1,32
Samson Satele,3676,C,MIA,1,0,17,66.5,100.0,5,12.8,5,78.0,0,100.0,39,39,77.6,100.0,32,82.1,32
Andy Levitre,4974,G,TEN,1,0,31,65.3,100.0,12,32.4,12,71.5,0,100.0,37,37,78.3,100.0,19,51.4,19
Michael Oher,4946,T,TEN,1,0,31,51.9,100.0,12,32.4,12,58.0,1,100.0,37,37,63.8,100.0,19,51.4,19
Chance Warmack,7791,G,TEN,1,0,31,64.3,100.0,12,32.4,12,59.7,1,100.0,37,37,59.9,100.0,19,51.4,19
Brian Schwenke,7889,C,TEN,1,0,31,68.4,100.0,11,30.6,11,73.4,0,100.0,36,36,71.9,100.0,19,52.8,19
Ryan Tannehill,7014,QB,MIA,1,0,17,60.0,100.0,5,13.9,5,60.0,0,92.3,36,39,60.0,96.9,31,86.1,32
Russell Okung,5531,T,SEA,1,0,29,,,0,0.0,0,59.2,0,100.0,35,35,59.1,100.0,29,82.9,29
Max Unger,4972,C,SEA,1,0,29,,,0,0.0,0,79.4,0,100.0,35,35,79.8,100.0,29,82.9,29
J.R. Sweezy,7209,G,SEA,1,0,29,,,0,0.0,0,56.6,0,100.0,35,35,56.1,100.0,29,82.9,29
Justin Britt,8699,T,SEA,1,0,29,,,0,0.0,0,80.7,1,100.0,35,35,81.9,100.0,29,82.9,29
