player,player_id,position,team_name,player_game_count,attempts,attempts_with_hangtime,average_hangtime,average_net_yards,average_yards_per_attempt,average_yards_per_return,blocks,declined_penalties,downeds,fair_catches,franchise_id,grades_punter,inside_twenties,long,out_of_bounds,penalties,percent_returned,return_yards,returns,snaps,total_hangtime,total_net_yards,touchbacks,yards
Shane Lechler,673,P,HST,11,54,54,4.27,38.57,46.46,12.4,0,0,7,14,13,66.9,20,71,3,0,42.6,286,23,55,230.75,2083,7,2509
Dave Zastudil,1113,P,ARZ,1,11,11,4.03,36.27,42.45,8.0,0,0,0,2,1,47.5,2,53,2,0,54.5,48,6,11,44.3,399,1,467
Mike Scifres,1458,P,SD,11,53,53,4.58,39.3,45.55,10.6,0,0,8,12,27,73.7,21,72,7,0,37.7,211,20,53,242.5,2083,6,2414
Ben Roethlisberger,1732,QB,PIT,1,0,0,0.0,0.0,0.0,,0,0,0,0,25,60.0,0,0,0,0,0.0,0,0,1,0.0,0,0,0
Andy Lee,1906,P,SF,11,50,50,4.49,40.56,47.1,10.7,0,0,2,16,28,75.1,21,71,3,0,46.0,247,23,51,224.52,2028,4,2355
Donnie Jones,1939,P,PHI,11,53,53,4.28,36.96,43.64,9.4,0,0,6,12,24,60.8,23,61,4,0,47.2,234,25,53,226.65,1959,6,2313
Dustin Colquitt,2316,P,KC,11,49,49,4.44,40.29,44.08,7.4,0,0,11,14,16,73.7,26,69,2,0,34.7,126,17,49,217.65,1974,3,2160
Michael Koenen,2682,P,TB,11,50,50,4.28,35.72,39.14,7.6,0,0,12,14,30,53.6,13,56,4,0,40.0,151,20,50,214.2,1786,1,1957
Sam Koch,3148,P,BLT,11,37,37,4.29,42.54,46.35,7.8,0,0,4,10,3,69.7,23,73,7,0,35.1,101,13,37,158.64,1574,2,1715
Jon Ryan,3493,P,SEA,11,40,40,4.58,38.6,45.13,16.5,0,0,5,15,29,82.3,20,66,4,0,27.5,181,11,41,183.31,1544,4,1805
Steve Weatherford,3552,P,NYG,11,56,56,4.1,38.18,45.2,10.9,0,0,9,12,21,62.7,17,71,3,0,48.2,293,27,56,229.4,2138,5,2531
Brandon Fields,3841,P,MIA,11,38,38,4.04,38.18,45.45,10.7,0,1,3,5,17,59.7,14,60,5,1,63.2,256,24,40,153.62,1451,1,1727
Brett Kern,4580,P,TEN,11,59,59,4.38,41.02,46.22,7.1,0,0,5,15,31,69.5,21,69,5,0,49.2,207,29,60,258.15,2420,5,2727
Kevin Huber,5066,P,CIN,11,50,50,4.34,44.18,47.24,4.9,0,0,12,12,7,66.7,23,69,4,0,38.0,93,19,50,217.07,2209,3,2362
Thomas Morstead,5088,P,NO,10,35,35,4.6,42.77,45.6,2.8,0,0,6,9,20,83.9,14,61,3,0,40.0,39,14,35,161.03,1497,3,1596
Pat McAfee,5146,P,IND,11,41,41,4.7,44.49,47.37,3.9,0,0,3,13,14,95.1,19,61,2,0,48.8,78,20,41,192.7,1824,2,1942
Britton Colquitt,5192,P,DEN,11,50,50,4.49,39.6,44.3,9.3,0,0,4,19,10,62.4,19,65,2,0,46.0,215,23,50,224.68,1980,1,2215
Tim Masthay,5510,P,GB,9,36,36,4.33,41.28,45.14,5.8,0,0,6,9,12,58.8,13,58,2,0,47.2,99,17,38,155.85,1486,2,1625
Matt Bosher,6344,P,ATL,11,49,49,4.71,40.12,44.76,9.8,0,0,1,23,2,78.2,16,66,4,0,34.7,167,17,49,230.64,1966,3,2193
Spencer Lanning,6566,P,CLV,11,58,58,4.33,38.88,44.02,6.8,0,0,4,18,8,56.2,17,63,3,0,44.8,178,26,59,251.24,2255,6,2553
Chris Jones,6798,P,DAL,11,39,39,4.51,40.67,46.33,11.3,0,0,3,10,9,69.8,15,62,5,0,41.0,181,16,40,175.83,1586,2,1807
Bryan Anger,7072,P,JAX,11,65,65,4.48,38.25,46.15,10.9,0,0,5,13,15,67.1,19,65,4,0,55.4,394,36,66,291.29,2486,6,3000
Brad Nortman,7192,P,CAR,11,54,54,4.5,38.11,45.48,14.2,0,0,11,15,5,64.2,18,65,2,0,38.9,298,21,54,242.75,2058,5,2456
Johnny Hekker,7252,P,SL,11,53,53,4.53,42.17,45.64,7.3,0,0,8,17,26,85.2,22,60,7,0,32.1,124,17,54,240.3,2235,3,2419
Drew Butler,7302,P,ARZ,10,50,50,4.49,37.62,41.92,9.1,0,0,5,22,1,56.9,19,61,2,0,34.0,155,17,52,224.34,1881,3,2096
Marquette King,7410,P,OAK,11,70,70,4.57,41.23,45.37,10.4,0,0,15,26,23,63.8,23,62,2,0,37.1,270,26,70,319.85,2886,1,3176
Ryan Quigley,7573,P,NYJ,11,57,57,4.53,42.37,47.12,9.4,0,0,5,20,22,73.7,18,69,9,0,28.1,151,16,58,258.17,2415,6,2686
Jeff Locke,7937,P,MIN,11,58,58,4.37,38.26,44.03,7.3,0,0,6,15,18,55.6,17,62,1,0,55.2,235,32,58,253.45,2219,5,2554
Sam Martin,7947,P,DET,11,51,51,4.63,40.27,45.78,7.7,0,0,7,14,11,88.5,23,63,2,0,51.0,201,26,51,235.98,2054,4,2335
Colton Schmidt,8104,P,BUF,11,59,59,4.47,39.34,43.93,6.8,0,0,7,18,4,66.9,24,61,3,0,42.4,171,25,59,263.97,2321,5,2592
Ryan Allen,8242,P,NE,11,45,45,4.3,40.42,46.44,8.6,0,0,6,10,19,58.0,15,67,4,0,44.4,171,20,46,193.5,1819,5,2090
Brad Wing,8256,P,PIT,11,45,45,4.39,38.71,43.67,8.6,0,0,6,15,25,56.9,15,70,2,0,42.2,163,19,45,197.49,1742,3,1965
Tress Way,8358,P,WAS,11,52,52,4.6,42.4,48.56,8.0,0,0,9,6,32,72.9,16,77,4,0,48.1,200,25,53,239.45,2205,6,2525
Pat O'Donnell,8826,P,CHI,10,45,45,4.44,37.38,43.73,11.2,0,0,3,12,6,68.5,13,63,7,0,48.9,246,22,46,199.76,1682,2,1968
