player,player_id,position,team_name,player_game_count,attempts,avoided_tackles,breakaway_attempts,breakaway_percent,breakaway_yards,declined_penalties,designed_yards,drops,elu_recv_mtf,elu_rush_mtf,elu_yco,elusive_rating,explosive,first_downs,franchise_id,fumbles,gap_attempts,grades_hands_fumble,grades_offense,grades_offense_penalty,grades_pass,grades_pass_block,grades_pass_route,grades_run,grades_run_block,longest,penalties,rec_yards,receptions,routes,run_plays,scramble_yards,scrambles,targets,total_touches,touchdowns,yards,yards_after_contact,yco_attempt,ypa,yprr,zone_attempts
DeMarco Murray,6223,HB,DAL,3,75,21,6,34.8,134,0,385,1,3,21,266,102.6,11,23,9,3,27,25.9,74.3,81.1,,84.2,34.9,78.6,60.0,44,0,62,8,56,80,0,0,9,83,3,385,266,3.55,5.1,1.11,45
Rashad Jennings,5174,HB,NYG,3,68,8,3,16.8,48,0,286,1,3,8,150,31.9,9,22,21,1,25,55.7,61.1,81.1,,66.5,39.4,64.1,60.0,18,0,95,8,43,69,0,0,9,76,2,286,150,2.21,4.2,2.21,41
LeSean McCoy,4976,HB,PHI,3,59,9,3,32.0,56,0,175,0,3,9,102,30.1,7,13,24,1,11,53.4,53.2,85.0,,76.2,65.3,49.3,60.0,21,0,64,10,76,64,0,0,11,69,1,175,102,1.73,3.0,0.84,46
Alfred Morris,7165,HB,WAS,3,59,7,4,30.8,78,0,253,0,0,7,144,29.0,5,12,32,1,2,48.7,57.9,78.0,,80.0,47.4,58.5,59.8,23,0,0,0,43,69,0,0,0,59,2,253,144,2.44,4.3,0.0,57
Knile Davis,7878,HB,KC,3,55,12,5,45.3,97,0,214,2,2,12,105,43.1,6,9,16,3,24,23.5,42.4,80.4,,29.1,28.9,50.9,60.0,25,0,29,7,53,59,0,0,10,62,3,214,105,1.91,3.9,0.55,31
Arian Foster,5398,HB,HST,2,55,13,2,23.2,56,0,241,0,0,13,131,52.5,4,10,13,1,11,50.4,58.7,80.6,,82.8,55.7,58.7,60.0,40,0,29,4,33,63,0,0,4,59,1,241,131,2.38,4.4,0.88,41
Giovani Bernard,7818,HB,CIN,3,55,9,1,8.6,16,0,185,1,1,9,111,30.1,4,13,7,0,23,84.3,67.0,81.1,,86.6,69.6,63.2,60.2,16,0,148,12,53,69,0,0,17,67,3,185,111,2.02,3.4,2.79,32
Le'Veon Bell,7829,HB,PIT,3,53,11,4,49.5,156,0,315,1,7,11,166,85.4,7,14,25,0,26,84.1,73.4,82.9,,60.8,62.4,76.4,60.0,81,0,146,13,83,58,0,0,15,66,1,315,166,3.13,5.9,1.76,23
Stevan Ridley,6225,HB,NE,3,52,4,1,9.1,16,0,176,0,1,4,95,16.6,2,9,19,0,30,83.5,64.4,76.2,,82.9,55.7,63.8,60.0,16,0,14,3,29,61,0,0,3,55,1,176,95,1.83,3.4,0.48,22
Marshawn Lynch,3628,HB,SEA,3,52,17,1,9.0,21,0,234,0,3,17,123,78.8,6,13,29,0,1,83.7,80.9,80.8,,57.0,75.5,78.8,60.1,21,0,81,8,55,58,0,0,10,60,3,234,123,2.37,4.5,1.47,51
Montee Ball,7839,HB,DEN,3,49,14,3,33.3,55,0,165,0,1,14,113,61.8,4,8,10,1,17,48.9,67.0,80.8,,69.3,59.6,65.0,81.3,23,0,51,7,73,61,0,0,7,56,1,165,113,2.31,3.4,0.7,30
Terrance West,8729,HB,CLV,3,47,8,3,32.4,66,0,204,0,1,8,128,48.1,4,10,8,0,6,82.8,64.6,0.0,,81.6,58.9,64.9,60.0,29,1,27,4,39,53,0,0,4,51,2,204,128,2.72,4.3,0.69,41
Andre Ellington,7968,HB,ARZ,3,46,0,5,43.1,90,0,209,2,1,0,100,4.0,6,7,1,1,20,46.6,53.4,80.9,,61.2,47.8,55.9,59.9,22,0,50,9,58,51,0,0,11,55,0,209,100,2.17,4.5,0.86,22
Matt Forte,4358,HB,CHI,3,42,3,0,0.0,0,0,136,1,5,3,76,23.7,2,10,6,0,26,83.0,55.3,82.3,,59.5,63.7,50.3,60.1,14,1,145,19,105,50,0,0,22,61,0,136,76,1.81,3.2,1.38,12
Zac Stacy,7942,HB,SL,3,42,6,1,8.8,16,0,181,1,1,6,106,36.8,3,8,26,1,15,41.0,61.1,77.1,,76.4,58.7,60.3,60.0,16,0,62,6,44,47,0,0,8,48,1,181,106,2.52,4.3,1.41,25
Trent Richardson,7009,HB,IND,3,41,9,3,36.5,57,0,156,2,3,9,108,65.9,4,6,14,2,21,25.4,50.8,77.9,,86.1,52.5,49.7,60.0,27,0,70,7,44,44,0,0,9,48,0,156,108,2.63,3.8,1.59,19
Donald Brown,4950,HB,SD,3,40,5,1,19.8,16,0,81,0,0,5,81,21.1,2,3,27,0,15,82.3,52.2,80.0,,78.8,61.2,49.4,60.0,16,0,37,8,34,43,0,0,9,48,0,81,81,2.03,2.0,1.09,18
Joique Bell,5797,HB,DET,3,40,2,0,0.0,0,0,120,0,1,2,74,11.8,3,7,11,2,23,24.9,52.1,0.0,,81.5,67.4,49.2,60.0,12,1,66,7,57,47,0,0,11,47,1,120,74,1.85,3.0,1.16,17
Bobby Rainey Jr.,7511,HB,TB,3,37,11,4,46.7,92,0,197,1,5,11,91,80.3,5,10,30,3,13,21.0,49.3,82.3,,32.9,30.4,58.8,60.0,31,0,102,12,54,41,0,0,13,49,0,197,91,2.46,5.3,1.89,20
Steven Jackson,1745,HB,ATL,3,37,11,1,11.2,17,0,152,0,1,11,101,84.0,4,9,2,0,20,81.0,77.2,77.7,,88.8,64.4,74.2,60.0,17,0,7,2,27,37,0,0,4,39,1,152,101,2.73,4.1,0.26,14
Lamar Miller,7097,HB,MIA,3,37,1,3,28.6,61,0,213,2,1,1,89,10.2,6,10,17,1,5,42.2,58.3,84.0,,78.2,46.2,61.5,60.0,24,0,50,10,71,41,0,0,13,47,0,213,89,2.41,5.8,0.7,32
C.J. Spiller,5534,HB,BUF,3,37,4,1,32.0,47,0,147,0,2,4,63,23.2,3,7,4,0,7,82.5,75.1,0.0,,63.2,83.6,72.3,60.1,47,0,63,7,31,41,0,0,7,44,0,147,63,1.7,4.0,2.03,28
Chris Johnson,4338,HB,NYJ,3,35,5,0,0.0,0,0,123,1,0,5,75,26.1,3,3,22,0,8,81.0,51.9,81.8,,61.7,51.1,53.4,58.8,11,0,23,6,39,43,0,0,10,41,0,123,75,2.14,3.5,0.59,26
Eddie Lacy,7842,HB,GB,3,35,11,2,28.3,32,0,113,0,3,11,88,85.9,3,4,12,1,14,36.8,61.5,81.2,,86.5,67.2,57.2,60.0,17,0,38,6,51,42,0,0,6,41,0,113,88,2.51,3.2,0.75,17
Frank Gore,2282,HB,SF,3,35,3,2,28.7,39,0,136,0,0,3,89,20.6,3,9,28,0,27,80.6,63.0,79.0,,82.4,50.1,62.3,70.4,20,0,12,2,49,47,0,0,2,37,1,136,89,2.54,3.9,0.24,8
Toby Gerhart,5576,HB,JAX,3,33,2,0,0.0,0,0,82,0,1,2,66,15.4,2,4,15,0,9,80.6,48.0,78.7,,68.6,62.6,42.5,59.6,13,0,55,6,50,37,0,0,6,39,0,82,66,2.0,2.5,1.1,23
Darren McFadden,4318,HB,OAK,3,33,1,0,0.0,0,2,107,0,1,1,53,8.0,2,5,23,0,21,81.2,63.0,2.4,,58.0,61.0,65.4,60.2,10,2,43,7,45,42,0,0,7,40,1,107,53,1.61,3.2,0.96,11
Chris Ivory,6007,HB,NYJ,3,33,12,2,46.6,88,0,189,0,4,12,128,163.3,3,7,22,1,11,34.2,75.3,78.3,,57.0,70.8,71.6,82.7,71,0,55,5,28,46,0,0,5,38,2,189,128,3.88,5.7,1.96,22
Khiry Robinson,8514,HB,NO,3,32,4,1,16.4,21,0,128,0,0,4,69,27.0,4,9,20,0,7,80.4,77.4,74.4,,80.3,52.3,75.7,60.0,21,0,0,0,11,39,0,0,1,32,1,128,69,2.16,4.0,0.0,24
Shonn Greene,4988,HB,TEN,3,30,6,2,26.4,38,0,144,0,0,6,71,47.3,5,6,31,0,7,79.9,46.2,75.0,,8.3,52.1,51.8,60.0,20,0,0,0,14,34,0,0,0,30,1,144,71,2.37,4.8,0.0,21
Justin Forsett,4547,HB,BLT,3,30,6,3,44.4,84,0,189,1,2,6,84,52.1,8,11,3,0,2,81.2,69.0,80.7,,79.4,53.7,73.1,60.0,41,0,32,13,64,33,0,0,15,43,1,189,84,2.8,6.3,0.5,22
Jonathan Stewart,4327,HB,CAR,3,29,14,2,42.0,37,0,88,0,7,14,84,169.0,3,6,5,0,16,80.2,68.1,77.9,,89.2,75.6,61.6,60.0,22,0,58,7,41,32,0,0,7,36,1,88,84,2.9,3.0,1.41,13
Bernard Pierce,7085,HB,BLT,2,28,3,1,15.0,17,0,113,1,1,3,53,26.1,4,6,3,1,4,28.3,46.3,73.3,,77.4,66.5,46.3,60.0,17,0,7,1,9,33,0,0,2,29,0,113,53,1.89,4.0,0.78,24
Reggie Bush,2947,HB,DET,3,27,5,1,25.5,26,0,102,0,1,5,56,30.4,1,3,11,0,10,80.2,68.7,81.6,,76.9,70.9,65.7,60.0,26,0,93,14,64,26,0,0,15,41,1,102,56,2.07,3.8,1.45,16
Matt Asiata,6432,HB,MIN,3,27,5,0,0.0,0,0,81,1,1,5,54,33.3,0,3,18,0,12,79.9,58.1,79.2,,89.8,59.3,51.7,68.6,8,0,89,9,37,38,0,0,14,36,0,81,54,2.0,3.0,2.41,14
