player,player_id,position,team_name,player_game_count,base_snap_counts_coverage,declined_penalties,franchise_id,man_assists,man_avg_depth_of_target,man_catch_rate,man_coverage_percent,man_coverage_snaps_per_reception,man_coverage_snaps_per_target,man_dropped_ints,man_forced_incompletes,man_forced_incompletion_rate,man_grades_coverage_defense,man_interceptions,man_longest,man_missed_tackle_rate,man_missed_tackles,man_pass_break_ups,man_qb_rating_against,man_receptions,man_snap_counts_coverage,man_snap_counts_coverage_percent,man_snap_counts_pass_play,man_stops,man_tackles,man_targets,man_touchdowns,man_yards,man_yards_after_catch,man_yards_per_coverage_snap,man_yards_per_reception,penalties,zone_assists,zone_avg_depth_of_target,zone_catch_rate,zone_coverage_percent,zone_coverage_snaps_per_reception,zone_coverage_snaps_per_target,zone_dropped_ints,zone_forced_incompletes,zone_forced_incompletion_rate,zone_grades_coverage_defense,zone_interceptions,zone_longest,zone_missed_tackle_rate,zone_missed_tackles,zone_pass_break_ups,zone_qb_rating_against,zone_receptions,zone_snap_counts_coverage,zone_snap_counts_coverage_percent,zone_snap_counts_pass_play,zone_stops,zone_tackles,zone_targets,zone_touchdowns,zone_yards,zone_yards_after_catch,zone_yards_per_coverage_snap,zone_yards_per_reception
Charles Woodson,330,S,OAK,1,37,0,23,0,,,90.9,,,0,0,,62.7,0,,,0,0,0.0,0,10,27.0,11,0,0,0,0,0,0,0.0,,0,0,7.0,0.0,100.0,,24.0,0,0,0.0,89.8,1,,0.0,0,0,0.0,0,25,67.6,25,0,1,1,0,0,0,0.0,
John Abraham,591,ED,ARZ,1,3,0,1,0,,,0.0,,,0,0,,,0,,,0,0,0.0,0,0,0.0,13,0,0,0,0,0,0,,,0,0,,,30.0,,,0,0,,60.4,0,,,0,0,0.0,0,3,100.0,10,0,0,0,0,0,0,0.0,
Dwight Freeney,1019,ED,SD,1,1,0,27,0,,,0.0,,,0,0,,,0,,,0,0,0.0,0,0,0.0,14,0,0,0,0,0,0,,,0,0,,,5.6,,,0,0,,60.0,0,,100.0,1,0,0.0,0,1,100.0,18,0,0,0,0,0,0,0.0,
Larry Foote,1126,LB,ARZ,1,26,0,1,0,3.0,100.0,47.6,10.0,10.0,0,0,0.0,67.6,0,7,0.0,0,0,95.8,1,10,38.5,21,0,1,1,0,7,4,0.7,7.0,0,0,2.5,75.0,94.1,5.3,4.0,0,0,0.0,44.5,0,9,50.0,2,0,86.5,3,16,61.5,17,0,2,4,0,21,15,1.3,7.0
Ryan Clark,1229,S,WAS,1,24,0,32,0,9.5,0.0,100.0,,4.0,0,1,50.0,64.5,0,,,0,1,39.6,0,10,41.7,10,0,0,2,0,0,0,0.0,,0,0,-5.0,100.0,85.7,12.0,12.0,0,0,0.0,65.7,0,11,0.0,0,0,112.5,1,12,50.0,14,1,2,1,0,11,16,0.9,11.0
Terence Newman,1321,CB,CIN,1,68,0,7,0,9.0,100.0,100.0,5.3,5.3,0,0,0.0,30.1,0,15,50.0,1,0,112.5,3,17,25.0,17,0,1,3,0,33,6,2.1,11.0,0,0,12.0,57.1,100.0,12.8,7.3,0,0,0.0,58.4,0,12,25.0,1,0,67.0,4,51,75.0,51,0,3,7,0,29,10,0.6,7.3
Terrell Suggs,1326,ED,BLT,1,4,0,3,0,,,0.0,,,0,0,,,0,,,0,0,0.0,0,0,0.0,6,0,0,0,0,0,0,,,0,0,,,16.7,,,0,0,,59.3,0,,0.0,0,0,0.0,0,4,100.0,24,1,1,0,0,0,0,0.0,
Troy Polamalu,1332,S,PIT,1,36,0,25,0,,,100.0,,,0,0,,63.9,0,,0.0,0,0,0.0,0,5,13.9,5,0,1,0,0,0,0,0.0,,0,0,,,96.6,,,0,0,,69.6,0,,20.0,1,0,0.0,0,28,77.8,29,1,4,0,0,0,0,0.0,
Calvin Pace,1334,ED,NYJ,1,9,0,22,0,,,22.2,,,0,0,,63.9,0,,0.0,0,0,0.0,0,2,22.2,9,0,1,0,0,0,0,0.0,,0,0,-1.5,50.0,33.3,7.0,3.5,0,0,0.0,87.7,0,4,0.0,0,0,56.3,1,7,77.8,21,1,1,2,0,4,6,0.6,4.0
Charles Tillman,1351,CB,CHI,1,26,0,6,0,5.0,100.0,100.0,4.0,4.0,0,0,0.0,51.2,0,5,0.0,0,0,87.5,1,4,15.4,4,0,1,1,0,5,0,1.3,5.0,0,0,19.0,66.7,95.7,10.5,7.0,0,0,0.0,67.4,0,16,0.0,0,0,84.0,2,22,84.6,23,2,3,3,0,19,3,0.9,9.5
