player,player_id,position,team_name,player_game_count,attempts,attempts_with_hangtime,average_hangtime,average_net_yards,average_yards_per_attempt,average_yards_per_return,blocks,declined_penalties,downeds,fair_catches,franchise_id,grades_punter,inside_twenties,long,out_of_bounds,penalties,percent_returned,return_yards,returns,snaps,total_hangtime,total_net_yards,touchbacks,yards
Shane Lechler,673,P,HST,12,57,57,4.28,38.58,46.42,12.8,0,0,7,16,13,65.4,20,71,3,0,42.1,307,24,58,244.2,2199,7,2646
Dave Zastudil,1113,P,ARZ,1,11,11,4.03,36.27,42.45,8.0,0,0,0,2,1,47.5,2,53,2,0,54.5,48,6,11,44.3,399,1,467
Mike Scifres,1458,P,SD,12,54,54,4.57,39.39,45.7,10.5,0,0,8,12,27,73.4,21,72,7,0,38.9,221,21,54,246.99,2127,6,2468
Ben Roethlisberger,1732,QB,PIT,1,0,0,0.0,0.0,0.0,,0,0,0,0,25,60.0,0,0,0,0,0.0,0,0,1,0.0,0,0,0
Andy Lee,1906,P,SF,12,55,55,4.49,40.67,47.15,10.2,0,0,2,17,28,73.0,21,71,3,0,49.1,276,27,56,246.89,2237,4,2593
Donnie Jones,1939,P,PHI,12,56,56,4.29,37.25,43.93,9.4,0,0,8,12,24,62.3,25,61,4,0,44.6,234,25,56,240.43,2086,7,2460
Dustin Colquitt,2316,P,KC,12,54,54,4.4,39.83,44.04,8.0,0,0,12,14,16,69.8,26,69,2,0,38.9,167,21,54,237.46,2151,3,2378
Michael Koenen,2682,P,TB,12,56,56,4.31,36.0,39.39,6.5,0,0,13,15,30,51.5,14,56,4,0,41.1,150,23,56,241.4,2016,2,2206
Sam Koch,3148,P,BLT,12,38,38,4.3,42.45,46.16,7.8,0,0,4,10,3,69.3,23,73,8,0,34.2,101,13,38,163.24,1613,2,1754
Jon Ryan,3493,P,SEA,12,44,44,4.55,38.41,45.07,14.8,0,0,5,15,29,79.9,20,66,5,0,29.5,193,13,45,199.99,1690,5,1983
Steve Weatherford,3552,P,NYG,12,61,61,4.12,38.97,45.74,10.4,0,0,10,12,21,65.1,18,71,4,0,49.2,313,30,61,251.6,2377,5,2790
Brandon Fields,3841,P,MIA,12,42,42,4.07,39.36,46.26,10.0,0,1,3,6,17,60.8,16,60,5,1,64.3,270,27,44,170.85,1653,1,1943
Brett Kern,4580,P,TEN,12,64,64,4.38,41.03,46.14,7.3,0,0,6,17,31,71.4,23,69,5,0,48.4,227,31,65,280.6,2626,5,2953
Kevin Huber,5066,P,CIN,12,56,56,4.33,43.88,47.34,5.2,0,0,13,12,7,67.8,24,69,5,0,39.3,114,22,56,242.64,2457,4,2651
Thomas Morstead,5088,P,NO,11,41,41,4.59,43.24,46.02,3.4,0,0,8,9,20,85.4,16,61,5,0,39.0,54,16,41,188.16,1773,3,1887
Pat McAfee,5146,P,IND,12,44,44,4.67,44.2,47.27,4.3,0,0,3,14,14,94.3,20,61,2,0,50.0,95,22,44,205.57,1945,2,2080
Britton Colquitt,5192,P,DEN,12,54,54,4.42,39.15,43.5,9.3,0,0,4,19,10,61.2,22,65,5,0,42.6,215,23,54,238.47,2114,1,2349
Tim Masthay,5510,P,GB,10,37,37,4.3,41.11,44.95,5.7,0,0,6,9,12,57.6,13,58,2,0,48.6,102,18,39,159.28,1521,2,1663
Matt Bosher,6344,P,ATL,12,52,52,4.72,40.21,45.23,10.1,0,0,2,23,2,79.0,17,66,4,0,34.6,181,18,52,245.51,2091,4,2352
Spencer Lanning,6566,P,CLV,12,64,64,4.35,38.45,43.84,7.3,0,0,4,19,8,54.3,18,63,3,0,48.4,225,31,65,278.19,2461,6,2806
Chris Jones,6798,P,DAL,12,44,44,4.52,40.5,46.25,11.2,0,0,3,12,9,72.4,17,62,5,0,43.2,213,19,45,198.83,1782,2,2035
Bryan Anger,7072,P,JAX,12,72,72,4.49,38.96,46.76,10.8,0,0,5,14,15,68.7,21,66,5,0,56.9,442,41,73,323.37,2805,6,3367
Brad Nortman,7192,P,CAR,12,58,58,4.46,37.22,44.86,14.9,0,0,12,15,5,62.3,19,65,3,0,39.7,343,23,60,258.85,2159,5,2602
Johnny Hekker,7252,P,SL,12,59,59,4.54,42.14,45.66,6.7,0,0,8,19,26,87.8,25,60,8,0,32.2,128,19,60,267.93,2486,4,2694
Drew Butler,7302,P,ARZ,11,55,55,4.47,37.0,42.51,11.7,0,0,5,23,1,57.3,21,67,3,0,34.5,223,19,57,245.89,2035,4,2338
Marquette King,7410,P,OAK,12,78,78,4.54,41.03,45.24,10.0,0,0,16,28,23,64.6,25,62,2,0,37.2,289,29,78,354.43,3200,2,3529
Ryan Quigley,7573,P,NYJ,12,61,61,4.45,41.38,45.82,9.4,0,0,6,22,22,73.0,20,69,10,0,26.2,151,16,62,271.42,2524,6,2795
