team_name,franchise_id,player_game_count,attempts,hits_allowed,hurries_allowed,pass_snaps,pbe,pressures_allowed,sacks_allowed
CLV,8,6,203,7,21,203,91.1,32,4
CIN,7,6,209,7,22,209,90.7,34,5
BLT,3,7,252,7,31,252,90.1,44,6
DEN,10,6,224,9,28,224,89.5,42,5
OAK,23,6,225,12,30,225,89.3,45,3
GB,12,7,247,7,26,247,89.3,43,10
WAS,32,7,273,11,31,273,89.0,51,9
NYG,21,7,250,8,33,250,88.6,49,8
DAL,9,7,230,5,37,230,88.3,48,6
MIA,17,6,236,12,29,236,87.5,50,9
IND,14,7,334,28,42,334,87.4,77,7
PIT,25,7,275,7,33,275,87.3,55,15
JAX,15,7,288,13,32,288,86.6,61,16
SEA,29,6,213,7,44,213,86.2,55,4
ARZ,1,6,226,13,40,226,86.1,58,5
CHI,6,7,292,6,55,292,85.8,72,11
PHI,24,6,251,16,51,251,85.5,70,3
KC,16,6,221,10,38,221,85.1,57,9
NYJ,22,7,281,16,61,281,84.9,81,4
NO,20,6,270,19,60,270,84.6,81,2
TEN,31,7,254,7,54,254,84.4,70,9
DET,11,7,287,10,46,287,84.3,73,17
ATL,2,7,304,19,61,304,84.2,88,8
CAR,5,7,290,12,52,290,83.4,80,16
TB,30,6,227,16,43,227,83.0,68,9
NE,19,7,270,20,54,270,82.6,84,10
SF,28,7,272,7,61,272,82.4,82,14
BUF,4,7,282,26,51,282,82.4,88,11
HST,13,7,220,14,56,220,82.3,74,4
SL,26,6,235,15,54,235,82.3,76,7
MIN,18,7,270,15,51,270,80.4,86,20
SD,27,7,252,14,67,252,80.0,91,10
