player,player_id,position,team_name,player_game_count,comp_pct_diff,declined_penalties,dropbacks,franchise_id,no_screen_accuracy_percent,no_screen_aimed_passes,no_screen_attempts,no_screen_avg_depth_of_target,no_screen_avg_time_to_throw,no_screen_bats,no_screen_big_time_throws,no_screen_btt_rate,no_screen_completion_percent,no_screen_completions,no_screen_def_gen_pressures,no_screen_drop_rate,no_screen_dropbacks,no_screen_dropbacks_percent,no_screen_drops,no_screen_first_downs,no_screen_grades_coverage_defense,no_screen_grades_defense,no_screen_grades_defense_penalty,no_screen_grades_hands_drop,no_screen_grades_hands_fumble,no_screen_grades_offense,no_screen_grades_offense_penalty,no_screen_grades_overall_tackle,no_screen_grades_pass,no_screen_grades_pass_route,no_screen_grades_pass_rush_defense,no_screen_grades_run,no_screen_grades_run_defense,no_screen_grades_tackle,no_screen_hit_as_threw,no_screen_interceptions,no_screen_passing_snaps,no_screen_pressure_to_sack_rate,no_screen_qb_rating,no_screen_sack_percent,no_screen_sacks,no_screen_scrambles,no_screen_spikes,no_screen_thrown_aways,no_screen_touchdowns,no_screen_turnover_worthy_plays,no_screen_twp_rate,no_screen_yards,no_screen_ypa,npa_accuracy_percent,npa_aimed_passes,npa_attempts,npa_avg_depth_of_target,npa_avg_time_to_throw,npa_bats,npa_big_time_throws,npa_btt_rate,npa_completion_percent,npa_completions,npa_def_gen_pressures,npa_drop_rate,npa_dropbacks,npa_dropbacks_percent,npa_drops,npa_first_downs,npa_grades_coverage_defense,npa_grades_defense,npa_grades_defense_penalty,npa_grades_hands_drop,npa_grades_hands_fumble,npa_grades_offense,npa_grades_offense_penalty,npa_grades_overall_tackle,npa_grades_pass,npa_grades_pass_route,npa_grades_pass_rush_defense,npa_grades_run,npa_grades_run_defense,npa_grades_tackle,npa_hit_as_threw,npa_interceptions,npa_passing_snaps,npa_pressure_to_sack_rate,npa_qb_rating,npa_sack_percent,npa_sacks,npa_scrambles,npa_spikes,npa_thrown_aways,npa_touchdowns,npa_turnover_worthy_plays,npa_twp_rate,npa_yards,npa_ypa,pa_accuracy_percent,pa_aimed_passes,pa_attempts,pa_avg_depth_of_target,pa_avg_time_to_throw,pa_bats,pa_big_time_throws,pa_btt_rate,pa_completion_percent,pa_completions,pa_def_gen_pressures,pa_drop_rate,pa_dropbacks,pa_dropbacks_percent,pa_drops,pa_first_downs,pa_grades_coverage_defense,pa_grades_defense,pa_grades_defense_penalty,pa_grades_hands_drop,pa_grades_hands_fumble,pa_grades_offense,pa_grades_offense_penalty,pa_grades_overall_tackle,pa_grades_pass,pa_grades_pass_route,pa_grades_pass_rush_defense,pa_grades_run,pa_grades_run_defense,pa_grades_tackle,pa_hit_as_threw,pa_interceptions,pa_passing_snaps,pa_pressure_to_sack_rate,pa_qb_rating,pa_sack_percent,pa_sacks,pa_scrambles,pa_spikes,pa_thrown_aways,pa_touchdowns,pa_turnover_worthy_plays,pa_twp_rate,pa_yards,pa_ypa,penalties,screen_accuracy_percent,screen_aimed_passes,screen_attempts,screen_avg_depth_of_target,screen_avg_time_to_throw,screen_bats,screen_big_time_throws,screen_btt_rate,screen_completion_percent,screen_completions,screen_def_gen_pressures,screen_drop_rate,screen_dropbacks,screen_dropbacks_percent,screen_drops,screen_first_downs,screen_grades_coverage_defense,screen_grades_defense,screen_grades_defense_penalty,screen_grades_hands_drop,screen_grades_hands_fumble,screen_grades_offense,screen_grades_offense_penalty,screen_grades_overall_tackle,screen_grades_pass,screen_grades_pass_route,screen_grades_pass_rush_defense,screen_grades_run,screen_grades_run_defense,screen_grades_tackle,screen_hit_as_threw,screen_interceptions,screen_passing_snaps,screen_pressure_to_sack_rate,screen_qb_rating,screen_sack_percent,screen_sacks,screen_scrambles,screen_spikes,screen_thrown_aways,screen_touchdowns,screen_turnover_worthy_plays,screen_twp_rate,screen_yards,screen_ypa,ypa_diff
Alex Smith,2218,QB,KC,5,-4.72,0,186,16,77.7,121,136,8.7,2.85,6,5,3.4,59.6,81,58,13.8,163,87.6,13,64,,,,,69.3,67.2,51.9,,69.2,,,49.0,,,2,4,174,22.4,80.9,8.0,13,14,0,7,5,7,4.0,952,7.0,79.4,97,106,6.6,2.76,3,4,3.4,65.1,69,44,10.4,129,69.4,8,50,,,,,64.2,65.0,47.9,,67.9,,,45.9,,,1,2,139,27.3,98.1,9.3,12,11,0,5,7,6,4.3,702,6.6,80.9,47,53,7.3,2.59,3,1,1.9,60.4,32,16,15.8,57,30.6,6,24,,,,,81.3,74.2,78.5,,72.6,,,63.5,,,1,2,58,6.3,77.9,1.8,1,3,0,2,2,1,1.7,364,6.9,0,91.3,23,23,-3.1,1.76,0,0,0.0,87.0,20,2,4.8,23,12.4,1,10,,,,,75.9,75.6,75.2,,74.3,,,,,,0,0,23,0.0,126.9,0.0,0,0,0,0,4,0,0.0,114,5.0,0.25
Ryan Fitzpatrick,2467,QB,HST,6,4.57,0,184,13,73.6,125,141,9.7,2.71,5,6,3.8,62.4,88,68,4.3,165,89.7,4,60,,,,,44.9,71.2,2.2,,70.4,,,66.1,,,6,6,183,16.2,84.4,6.7,11,13,1,4,6,6,3.3,1144,8.1,74.5,110,125,6.8,2.5,4,5,3.7,64.0,80,56,2.4,146,79.3,2,45,,,,,38.8,58.7,0.0,,57.8,,,64.3,,,6,5,157,17.9,79.1,6.8,10,11,1,4,4,6,3.8,890,7.1,82.4,34,35,11.5,2.93,1,1,2.4,68.6,24,13,14.3,38,20.7,4,20,,,,,79.9,92.8,77.7,,91.7,,,65.5,,,0,1,46,7.7,111.4,2.6,1,2,0,0,2,0,0.0,378,10.8,0,94.7,19,19,-4.3,1.56,0,0,0.0,84.2,16,1,11.1,19,10.3,2,5,,,,,75.1,68.3,74.7,,67.5,,,,,,0,0,20,0.0,93.9,0.0,0,0,0,0,0,0,0.0,124,6.5,3.68
Derek Carr,8671,QB,OAK,5,4.56,0,175,23,72.3,137,152,9.2,2.61,7,5,3.1,58.6,89,55,10.1,160,91.4,10,51,,,,,69.1,58.9,11.6,,59.8,,,55.6,,,3,5,170,5.5,78.5,1.9,3,5,0,5,7,10,5.9,946,6.2,73.1,119,133,8.6,2.44,8,5,3.5,60.2,80,46,8.0,139,79.4,7,42,,,,,66.2,58.0,6.2,,59.2,,,53.9,,,2,5,149,6.5,78.6,2.2,3,3,0,4,6,9,6.0,862,6.5,81.3,32,34,6.1,2.9,0,0,0.0,64.7,22,11,15.4,36,20.6,4,13,,,,,78.6,62.1,76.9,,61.5,,,61.2,,,1,0,37,0.0,94.5,0.0,0,2,0,1,2,1,2.7,154,4.5,0,100.0,14,15,-3.4,1.78,1,0,0.0,86.7,13,2,7.1,15,8.6,1,4,,,,,73.9,59.7,73.9,,59.5,,,,,,0,0,16,0.0,108.3,0.0,0,0,0,0,1,0,0.0,70,4.7,-1.95
Russell Wilson,7077,QB,SEA,5,-0.24,0,168,29,73.8,107,119,9.2,3.33,1,5,4.0,60.5,72,68,8.9,148,88.1,7,45,,,,64.7,35.0,63.2,52.1,,60.3,91.3,,64.6,,,1,2,157,16.2,99.0,7.4,11,18,0,10,8,8,5.1,888,7.5,79.5,78,86,7.0,2.77,1,4,4.4,66.3,57,38,8.1,103,61.3,5,32,,,,,61.7,66.5,46.1,,65.5,,,63.8,,,1,1,110,15.8,103.3,5.8,6,11,0,6,6,4,3.6,569,6.6,75.5,49,53,7.6,3.69,0,1,1.8,66.0,35,31,5.4,65,38.7,2,19,,,,64.7,27.3,59.5,79.2,,55.8,91.3,,63.2,,,0,1,68,16.1,94.0,7.7,5,7,0,4,2,4,5.9,409,7.7,0,100.0,20,20,-3.5,1.61,0,0,0.0,100.0,20,1,0.0,20,11.9,0,6,,,,,75.4,69.6,74.9,,68.8,,,,,,0,0,21,0.0,85.4,0.0,0,0,0,0,0,0,0.0,90,4.5,1.1
Blake Bortles,8638,QB,JAX,4,2.74,0,159,15,71.3,115,121,9.6,2.56,3,3,2.3,62.0,75,46,8.5,137,86.2,7,45,,,,,45.5,53.8,0.9,,51.0,,,76.6,,,2,7,146,23.9,70.8,8.0,11,5,1,0,4,8,5.5,876,7.2,75.0,108,113,7.3,2.32,2,0,0.0,67.3,76,30,6.2,124,78.0,5,39,,,,,41.3,51.2,0.0,,47.9,,,76.6,,,2,5,130,20.0,76.5,4.8,6,5,1,0,3,7,5.4,758,6.7,79.3,29,30,8.3,3.16,1,3,9.1,70.0,21,18,8.7,35,22.0,2,11,,,,,78.7,70.7,77.0,,69.7,,,,,,0,2,38,27.8,77.9,14.3,5,0,0,0,1,1,2.6,246,8.2,0,100.0,22,22,-3.4,2.12,0,0,0.0,100.0,22,2,0.0,22,13.8,0,5,,,,,75.6,70.1,75.0,,69.2,,,,,,0,0,22,0.0,90.9,0.0,0,0,0,0,0,0,0.0,128,5.8,1.49
Andy Dalton,6187,QB,CIN,5,-16.83,0,158,7,74.4,125,131,9.6,2.32,1,10,7.0,64.9,85,27,8.6,138,87.3,8,51,,,,64.7,88.8,82.6,84.8,,80.8,90.2,,59.2,,,0,2,150,7.4,99.5,1.4,2,5,0,5,6,3,2.0,1082,8.3,78.4,116,120,7.6,2.22,1,9,6.9,71.7,86,23,5.5,126,79.7,5,51,,,,64.7,88.1,87.8,84.6,,85.5,90.2,,61.7,,,0,2,136,8.7,108.4,1.6,2,4,0,3,6,1,0.7,1061,8.8,71.4,28,31,8.7,2.42,1,1,2.9,54.8,17,7,15.0,32,20.3,3,7,,,,,78.4,58.0,76.8,,59.4,,,54.5,,,0,1,36,0.0,59.6,0.0,0,1,0,2,0,2,5.6,188,6.1,0,94.7,19,20,-3.5,1.91,1,0,0.0,90.0,18,3,0.0,20,12.7,0,7,,,,,75.6,71.9,75.0,,70.8,,,,,,0,1,22,0.0,80.6,0.0,0,0,0,0,0,0,0.0,167,8.4,-2.78
Brian Hoyer,5277,QB,CLV,5,0.29,0,158,8,66.9,124,137,12.3,2.81,6,11,7.3,58.4,80,44,3.6,145,91.8,3,58,,,,,88.5,74.9,23.0,,75.3,,,43.8,,,1,1,159,13.6,101.0,4.1,6,2,0,6,7,7,4.4,1193,8.7,69.1,97,104,8.3,2.45,4,6,5.4,60.6,63,25,6.0,110,69.6,4,35,,,,,86.4,74.2,15.3,,75.2,,,43.8,,,0,1,119,16.0,82.3,3.6,4,2,0,3,2,5,4.2,682,6.6,70.0,40,46,16.7,3.22,2,5,9.8,60.9,28,19,0.0,48,30.4,0,24,,,,,80.8,69.7,78.2,,68.7,,,,,,1,0,53,10.5,138.9,4.2,2,0,0,3,5,2,3.8,550,12.0,0,92.3,13,13,-3.9,1.35,0,0,0.0,84.6,11,0,8.3,13,8.2,1,1,,,,,72.8,63.7,73.2,,63.3,,,,,,0,0,13,,79.2,0.0,0,0,0,0,0,0,0.0,39,3.0,5.4
Mike Glennon,7854,QB,TB,4,-14.43,0,152,30,68.0,128,138,12.4,2.67,0,8,5.3,58.0,80,66,8.0,148,97.4,7,45,,,,,88.4,62.0,0.0,,62.8,,,62.1,,,5,3,162,13.6,87.7,6.1,9,1,1,4,7,6,3.7,977,7.1,67.2,116,124,11.8,2.63,0,5,3.8,58.9,73,57,6.4,133,87.5,5,39,,,,,87.5,56.8,0.0,,58.0,,,62.1,,,5,2,143,14.0,86.4,6.0,8,1,1,2,5,5,3.5,848,6.8,62.5,16,18,12.4,2.92,0,3,13.6,44.4,8,11,20.0,19,12.5,2,6,,,,,75.9,76.1,75.2,,74.6,,,,,,0,1,23,9.1,85.0,5.3,1,0,0,2,2,1,4.3,138,7.7,0,25.0,4,4,-4.5,2.45,0,0,0.0,25.0,1,2,0.0,4,2.6,0,0,,,,,66.9,41.9,69.2,,43.3,,,,,,0,0,4,0.0,39.6,0.0,0,0,0,0,0,0,0.0,9,2.3,0.83
E.J. Manuel,7797,QB,BUF,4,27.35,0,147,4,64.8,108,117,9.0,2.82,1,5,4.1,53.8,63,50,10.0,133,90.5,7,36,,,,,64.5,53.5,17.7,,58.3,,,39.4,,,0,3,138,12.0,74.1,4.5,6,10,1,7,4,7,5.1,741,6.3,63.2,95,102,8.2,2.72,1,4,3.7,52.0,53,44,11.7,115,78.2,7,30,,,,,61.2,49.2,13.1,,54.1,,,39.8,,,0,3,120,9.1,72.3,3.5,4,9,1,5,4,7,5.8,638,6.3,85.2,27,29,5.4,2.82,0,1,3.3,79.3,23,9,0.0,32,21.8,0,10,,,,,77.9,72.5,76.5,,72.5,,,58.3,,,0,0,33,22.2,107.8,6.3,2,1,0,2,1,0,0.0,206,7.1,0,92.9,14,14,-3.4,1.97,0,0,0.0,92.9,13,3,0.0,14,9.5,0,4,,,,,73.5,63.2,73.7,,62.8,,,,,,0,0,15,0.0,121.1,0.0,0,0,0,0,1,0,0.0,103,7.4,0.85
Jake Locker,6160,QB,TEN,4,19.79,0,135,31,64.3,98,102,11.7,3.03,1,2,1.9,53.9,55,53,12.7,125,92.6,8,43,,,,,63.2,49.4,43.2,,48.1,,,62.7,,,2,4,131,17.0,73.1,7.2,9,14,0,1,4,7,5.3,718,7.0,65.6,93,96,11.2,3.01,1,2,2.0,55.2,53,49,13.1,118,87.4,8,40,,,,,61.8,51.7,42.0,,50.1,,,64.0,,,1,3,124,18.4,78.0,7.6,9,13,0,1,4,6,4.8,668,7.0,80.0,15,16,4.5,2.3,0,0,0.0,75.0,12,5,0.0,17,12.6,0,5,,,,,74.2,51.2,74.1,,52.7,,,58.3,,,1,1,17,0.0,63.5,0.0,0,1,0,0,0,1,5.9,96,6.0,0,100.0,10,10,-3.7,1.5,0,0,0.0,100.0,10,1,0.0,10,7.4,0,2,,,,,71.4,67.2,72.3,,66.5,,,,,,0,0,10,0.0,85.8,0.0,0,0,0,0,0,0,0.0,46,4.6,-0.96
Teddy Bridgewater,8667,QB,MIN,3,6.06,0,105,18,70.6,68,73,8.3,2.99,1,0,0.0,56.2,41,41,14.6,91,86.7,7,29,,,,,56.9,66.0,82.4,,62.7,,,69.3,,,2,3,98,24.4,63.3,11.0,10,8,0,2,0,2,2.0,552,7.6,75.8,62,66,4.7,2.86,0,0,0.0,60.6,40,37,14.9,81,77.1,7,24,,,,,53.5,64.7,82.1,,59.5,,,74.1,,,2,2,86,21.6,68.0,9.9,8,7,0,2,0,1,1.2,444,6.7,70.0,20,21,11.7,2.65,1,0,0.0,66.7,14,6,0.0,24,22.9,0,8,,,,,76.6,69.3,75.6,,71.4,,,52.3,,,0,1,26,33.3,79.7,8.3,2,1,0,0,0,1,3.8,211,10.0,0,92.9,14,14,-3.1,1.69,0,0,0.0,92.9,13,2,0.0,14,13.3,0,3,,,,,73.2,68.1,73.5,,67.3,,,,,,0,0,14,0.0,97.3,0.0,0,0,0,0,0,0,0.0,103,7.4,3.32
Chad Henne,4371,QB,JAX,3,0.0,0,97,15,66.1,62,69,10.6,2.57,4,4,5.7,52.2,36,43,12.2,88,90.7,5,20,,,,,84.3,50.4,81.7,,50.0,,,59.8,,,2,1,91,37.2,82.8,18.2,16,2,0,1,3,3,3.3,476,6.9,68.9,45,52,8.7,2.36,4,3,5.6,53.8,28,30,9.7,65,67.0,3,13,,,,,82.5,42.1,81.0,,43.2,,,51.0,,,2,1,69,36.7,81.7,16.9,11,1,0,1,2,3,4.3,374,7.2,61.5,26,26,9.3,2.86,0,1,3.8,53.8,14,14,12.5,32,33.0,2,7,,,,,77.7,61.3,76.4,,58.2,,,65.9,,,0,0,32,35.7,78.7,15.6,5,1,0,0,1,1,3.1,118,4.5,0,66.7,9,9,-2.4,2.11,0,0,0.0,66.7,6,1,0.0,9,9.3,0,0,,,,,71.4,35.0,72.3,,36.6,,,,,,0,0,10,0.0,70.1,0.0,0,0,0,0,0,1,10.0,16,1.8,-2.65
Drew Stanton,3659,QB,ARZ,3,-28.76,0,95,1,55.7,70,76,15.6,2.62,2,4,4.8,44.7,34,25,12.8,82,86.3,5,26,,,,,85.0,57.6,30.0,,57.5,,,61.4,,,1,0,92,16.0,75.1,4.9,4,2,0,3,2,3,3.3,492,6.5,67.2,64,69,11.5,2.33,2,3,3.9,55.1,38,20,11.6,75,78.9,5,23,,,,,84.5,55.4,28.0,,55.3,,,61.4,,,1,0,85,20.0,84.0,5.3,4,2,0,2,2,3,3.5,437,6.3,41.2,17,19,19.2,3.17,1,1,5.0,26.3,5,7,28.6,20,21.1,2,5,,,,,75.4,66.5,74.9,,65.8,,,,,,0,0,21,14.3,47.3,5.0,1,0,0,1,0,0,0.0,92,4.8,0,100.0,11,12,-2.3,1.78,1,0,0.0,75.0,9,2,18.2,13,13.7,2,2,,,,,73.2,61.0,73.5,,60.7,,,,,,0,0,14,50.0,77.4,7.7,1,0,0,0,0,0,0.0,37,3.1,-1.49
Carson Palmer,1317,QB,ARZ,2,2.9,0,88,1,70.8,72,76,10.0,2.78,0,5,6.1,61.8,47,33,7.8,82,93.2,4,28,,,,,51.2,65.8,0.0,,65.7,,,67.7,,,0,0,88,9.1,95.3,3.7,3,3,0,4,3,5,5.7,520,6.8,73.8,65,69,8.4,2.63,0,5,6.8,63.8,44,30,8.3,76,86.4,4,24,,,,,48.7,65.2,0.0,,65.1,,,67.7,,,0,0,81,10.0,98.7,3.9,3,3,0,4,3,5,6.2,480,7.0,66.7,12,12,13.6,2.96,0,0,0.0,66.7,8,3,0.0,12,13.6,0,6,,,,,72.8,65.7,73.2,,65.1,,,,,,0,0,13,0.0,111.1,0.0,0,0,0,0,1,0,0.0,74,6.2,0,100.0,5,5,-2.4,1.22,0,0,0.0,100.0,5,0,0.0,6,6.8,0,2,,,,,68.9,63.4,70.6,,63.0,,,,,,0,0,6,,134.6,0.0,0,0,0,0,1,0,0.0,34,6.8,-0.79
Kyle Orton,2323,QB,BUF,2,0.49,0,87,4,72.5,69,73,8.8,2.53,1,3,3.9,65.8,48,32,4.0,80,92.0,2,27,,,,,49.3,64.3,20.1,,64.3,,,60.0,,,1,2,83,21.9,91.6,8.8,7,0,0,2,3,3,3.6,569,7.8,72.3,65,68,8.4,2.44,1,3,4.2,66.2,45,29,4.3,74,85.1,2,26,,,,,47.3,66.9,18.0,,66.9,,,60.0,,,1,1,78,20.7,95.2,8.1,6,0,0,1,2,2,2.6,560,8.2,80.0,10,12,5.0,2.6,0,0,0.0,66.7,8,4,0.0,13,14.9,0,4,,,,,72.8,49.7,73.2,,50.3,,,,,,0,1,13,25.0,66.3,7.7,1,0,0,2,1,1,7.7,45,3.8,0,83.3,6,7,-1.7,1.79,0,0,0.0,71.4,5,1,0.0,7,8.0,0,3,,,,,70.3,58.9,71.5,,58.9,,,,,,0,0,8,0.0,83.0,0.0,0,0,0,1,0,0,0.0,36,5.1,-4.49
Charlie Whitehurst,3026,QB,TEN,3,-14.86,0,85,31,75.4,61,70,12.2,3.07,1,5,6.8,58.6,41,34,10.9,83,97.6,5,27,,,,,84.2,74.0,81.7,,74.4,,,55.4,,,2,1,87,23.5,94.5,9.6,8,5,0,6,3,1,1.1,593,8.5,78.4,51,59,10.3,3.01,1,4,6.6,61.0,36,29,10.0,71,83.5,4,23,,,,,83.2,69.7,81.3,,69.7,,,57.0,,,2,1,74,27.6,87.3,11.3,8,4,0,5,2,1,1.4,427,7.2,63.6,11,13,19.5,3.32,0,1,7.1,46.2,6,6,14.3,14,16.5,1,5,,,,,73.5,77.9,73.7,,78.1,,,58.3,,,0,0,15,0.0,118.3,0.0,0,1,0,2,1,0,0.0,177,13.6,0,100.0,1,2,-4.0,2.55,0,0,0.0,50.0,1,1,0.0,2,2.4,0,1,,,,,63.6,58.8,66.9,,58.9,,,,,,0,0,2,0.0,66.7,0.0,0,0,0,1,0,0,0.0,11,5.5,6.38
Matt Cassel,2447,QB,MIN,3,-1.93,0,81,18,68.3,60,66,7.1,2.7,3,0,0.0,54.5,36,33,12.2,76,93.8,5,19,,,,,27.9,47.7,81.9,,45.6,,,65.6,,,2,4,81,21.2,60.2,9.2,7,3,0,1,3,5,6.2,361,5.5,69.8,53,55,6.2,2.53,1,0,0.0,58.2,32,26,13.5,63,77.8,5,15,,,,,26.4,48.1,81.5,,47.3,,,58.7,,,1,3,67,23.1,50.5,9.5,6,2,0,0,0,4,6.0,299,5.4,75.0,12,16,7.5,2.99,2,0,0.0,56.3,9,10,0.0,18,22.2,0,7,,,,,74.8,56.6,74.5,,52.1,,,65.6,,,1,1,19,10.0,95.3,5.6,1,1,0,1,3,1,5.3,126,7.9,0,100.0,5,5,-1.8,1.68,0,0,0.0,100.0,5,3,0.0,5,6.2,0,3,,,,,68.0,65.1,69.9,,64.6,,,,,,0,0,5,0.0,118.8,0.0,0,0,0,0,0,0,0.0,64,12.8,2.44
Josh McCown,1085,QB,TB,3,-14.06,0,76,30,73.3,60,63,9.5,2.66,0,3,4.5,61.9,39,30,11.4,71,93.4,5,22,,,,,83.2,53.7,81.5,,50.4,,,70.2,,,0,4,77,16.7,64.6,7.0,5,3,1,2,2,5,6.5,406,6.4,75.4,61,64,8.7,2.58,0,3,4.5,64.1,41,29,10.9,71,93.4,5,22,,,,,83.3,59.3,81.5,,56.1,,,70.2,,,0,3,77,13.8,72.9,5.6,4,3,1,2,2,4,5.2,408,6.4,50.0,4,4,5.5,2.98,0,0,0.0,50.0,2,2,0.0,5,6.6,0,0,,,,,66.9,25.9,69.9,,27.1,,,,,,0,1,5,50.0,16.7,20.0,1,0,0,0,0,1,20.0,12,3.0,0,80.0,5,5,-3.2,1.84,0,0,0.0,80.0,4,1,0.0,5,6.6,0,0,,,,,68.0,58.2,69.9,,58.3,,,,,,0,0,5,0.0,79.2,0.0,0,0,0,0,0,0,0.0,14,2.8,-3.38
Christian Ponder,6164,QB,MIN,1,-18.18,0,53,18,57.5,40,41,10.0,2.86,0,2,4.7,48.8,20,27,13.0,50,94.3,3,14,,,,,80.8,48.7,0.0,,47.4,,,68.4,,,0,2,52,22.2,43.8,12.0,6,3,0,1,0,1,1.9,210,5.1,63.6,33,33,6.8,2.78,0,1,2.9,54.5,18,21,14.3,42,79.2,3,11,,,,,79.7,45.3,0.0,,43.5,,,68.4,,,0,1,43,28.6,55.2,14.3,6,3,0,0,0,1,2.3,161,4.9,50.0,10,11,15.8,2.9,0,1,8.3,36.4,4,6,20.0,11,20.8,1,4,,,,,72.4,65.3,72.9,,64.7,,,,,,0,1,12,0.0,17.6,0.0,0,0,0,1,0,0,0.0,61,5.5,0,100.0,3,3,-5.0,1.93,0,0,0.0,66.7,2,0,33.3,3,5.7,1,1,,,,,65.5,63.4,68.2,,63.0,,,,,,0,0,3,,74.3,0.0,0,0,0,0,0,0,0.0,12,4.0,0.67
Derek Anderson,2430,QB,CAR,3,-2.99,0,51,5,78.0,41,44,9.3,2.24,0,2,4.4,70.5,31,13,3.1,45,88.2,1,22,,,,,29.9,67.4,0.0,,72.4,,,39.4,,,1,0,46,0.0,119.2,0.0,0,1,1,1,3,2,4.3,377,8.6,79.4,34,36,8.0,2.17,0,2,5.4,72.2,26,13,3.7,38,74.5,1,17,,,,,28.6,67.4,79.5,,71.6,,,39.4,,,1,0,39,7.7,106.5,2.6,1,1,1,0,1,1,2.6,302,8.4,75.0,12,13,7.6,2.42,0,0,0.0,69.2,9,1,0.0,13,25.5,0,5,,,,,72.8,60.9,0.0,,64.5,,,,,,0,0,13,0.0,124.7,0.0,0,0,0,1,2,1,7.7,79,6.1,0,80.0,5,5,-3.8,2.23,0,0,0.0,80.0,4,1,0.0,6,11.8,0,0,,,,,68.9,56.7,70.6,,56.9,,,,,,0,0,6,100.0,79.2,16.7,1,0,0,0,0,0,0.0,4,0.8,-2.31
Robert Griffin III,7008,QB,WAS,2,14.7,0,45,32,86.7,30,35,10.4,3.15,1,4,11.1,74.3,26,22,0.0,40,88.9,0,14,,,,,26.3,69.4,79.2,,79.5,,,30.0,,,0,0,42,18.2,99.2,10.0,4,1,0,4,0,1,2.4,296,8.5,85.2,27,31,9.5,2.88,1,3,9.4,74.2,23,17,0.0,34,75.6,0,11,,,,,25.3,62.2,78.9,,73.2,,,30.0,,,0,0,36,11.8,95.1,5.9,2,1,0,3,0,1,2.8,232,7.5,100.0,8,9,4.8,3.44,0,1,11.1,88.9,8,7,0.0,11,24.4,0,3,,,,,71.9,83.9,72.6,,81.9,,,,,,0,0,11,28.6,100.5,18.2,2,0,0,1,0,0,0.0,73,8.1,0,100.0,5,5,-3.6,1.96,0,0,0.0,100.0,5,2,0.0,5,11.1,0,0,,,,,68.0,64.6,69.9,,64.1,,,,,,0,0,5,0.0,79.2,0.0,0,0,0,0,0,0,0.0,9,1.8,0.63
Michael Vick,773,QB,NYJ,3,-44.44,0,24,22,47.4,19,20,11.2,3.15,0,0,0.0,40.0,8,12,11.1,24,100.0,1,3,,,,,76.9,40.2,0.0,,44.0,,,61.5,,,0,0,25,25.0,47.9,12.5,3,1,0,1,0,1,4.0,47,2.4,52.9,17,18,10.8,3.17,0,0,0.0,44.4,8,12,11.1,22,91.7,1,3,,,,,76.3,45.6,0.0,,50.0,59.3,,61.5,,,0,0,22,25.0,51.6,13.6,3,1,0,1,0,1,4.5,47,2.6,0.0,2,2,14.0,2.95,0,0,0.0,0.0,0,0,,2,8.3,0,0,,,,,65.5,34.7,67.7,,38.5,,,,,,0,0,3,,39.6,0.0,0,0,0,0,0,0,0.0,0,0.0,0,,0,0,,,0,0,,,0,0,,0,0.0,0,0,,,,,,57.3,71.9,,,59.3,,,,,0,0,0,,0.0,,0,0,0,0,0,0,,0,,-2.61
Matt McGloin,8374,QB,OAK,1,-63.16,0,20,23,70.6,17,18,10.0,2.59,0,1,5.6,61.1,11,8,8.3,19,95.0,1,6,,,,,75.6,51.7,75.2,,53.1,,,57.1,,,0,2,19,12.5,58.1,5.3,1,0,0,1,1,2,10.5,113,6.3,72.2,18,19,9.3,2.56,0,1,5.3,63.2,12,8,7.7,20,100.0,1,7,,,,,75.8,52.2,75.3,,53.6,,,57.1,,,0,2,20,12.5,61.0,5.0,1,0,0,1,1,2,10.0,129,6.8,,0,0,,,0,0,,,0,0,,0,0.0,0,0,,,,,,,,,,,,,,,0,0,0,,0.0,,0,0,0,0,0,0,,0,,0,100.0,1,1,-3.0,1.9,0,0,0.0,100.0,1,0,0.0,1,5.0,0,1,,,,,60.4,60.6,64.6,,60.4,,,,,,0,0,1,,118.8,0.0,0,0,0,0,0,0,0.0,16,16.0,-6.79
Shaun Hill,1255,QB,SL,1,40.48,0,14,26,70.0,10,11,13.1,2.88,0,0,0.0,63.6,7,7,0.0,12,85.7,0,4,,,,,21.2,51.4,75.6,,51.0,,,60.0,,,0,1,13,14.3,46.8,8.3,1,0,0,1,0,2,15.4,78,7.1,66.7,6,7,7.7,2.83,0,0,0.0,42.9,3,6,25.0,8,57.1,1,0,,,,,18.6,27.5,74.9,,27.2,,,60.0,,,0,1,8,16.7,10.7,12.5,1,0,0,1,0,2,25.0,11,1.6,83.3,6,6,13.0,2.67,0,0,0.0,83.3,5,1,0.0,6,42.9,0,4,,,,,69.6,85.5,71.1,,83.2,,,,,,0,0,7,0.0,115.3,0.0,0,0,0,0,0,0,0.0,70,11.7,0,100.0,2,2,-3.5,2.05,0,0,0.0,50.0,1,0,50.0,2,14.3,1,0,,,,,63.6,62.3,66.9,,62.0,,,,,,0,0,2,,56.3,0.0,0,0,0,0,0,0,0.0,3,1.5,10.1
