player,player_id,position,team_name,player_game_count,declined_penalties,franchise_id,gap_grades_run_block,gap_run_block_percent,gap_snap_counts_run_block,gap_snap_counts_run_block_percent,gap_snap_counts_run_play,grades_run_block,penalties,run_block_percent,snap_counts_run_block,snap_counts_run_play,zone_grades_run_block,zone_run_block_percent,zone_snap_counts_run_block,zone_snap_counts_run_block_percent,zone_snap_counts_run_play
Jason Witten,1384,TE,DAL,8,0,9,87.2,100.0,106,40.0,106,82.1,1,100.0,265,265,63.0,100.0,140,52.8,140
Travis Frederick,7812,C,DAL,8,0,9,71.2,100.0,106,40.0,106,66.9,4,100.0,265,265,61.4,100.0,140,52.8,140
Zack Martin,8651,G,DAL,8,0,9,72.9,100.0,106,40.0,106,72.3,0,100.0,265,265,64.7,100.0,140,52.8,140
Tyron Smith,6161,T,DAL,8,1,9,78.0,100.0,106,40.0,106,66.6,2,100.0,265,265,56.7,100.0,140,52.8,140
Ron Leary,7338,G,DAL,8,0,9,78.9,100.0,105,39.8,105,74.0,2,100.0,264,264,67.0,100.0,140,53.0,140
Tony Romo,1693,QB,DAL,8,0,9,60.0,100.0,103,41.2,103,60.0,0,96.5,250,259,60.0,99.3,136,54.4,137
Chris Myers,2417,C,HST,8,2,13,61.8,100.0,50,20.7,50,74.1,2,100.0,241,241,78.1,100.0,165,68.5,165
Derek Newton,6366,T,HST,8,0,13,69.4,100.0,50,20.7,50,79.4,0,100.0,241,241,80.9,100.0,165,68.5,165
Duane Brown,4340,T,HST,8,0,13,71.0,100.0,50,20.7,50,70.5,1,100.0,241,241,69.1,100.0,165,68.5,165
Ben Jones,7099,G,HST,8,0,13,73.8,100.0,48,20.9,48,65.0,0,100.0,230,230,62.2,100.0,157,68.3,157
Rick Wagner,7950,T,BLT,8,0,3,62.4,100.0,28,12.2,28,79.7,0,100.0,230,230,81.1,100.0,178,77.4,178
Ryan Fitzpatrick,2467,QB,HST,8,0,13,60.0,100.0,50,22.2,50,60.0,0,94.9,225,237,60.0,100.0,162,72.0,162
Jeremy Zuttah,4397,C,BLT,8,0,3,71.3,100.0,28,12.5,28,73.2,0,100.0,224,224,72.1,100.0,175,78.1,175
David DeCastro,7640,G,PIT,8,0,25,69.6,100.0,108,48.4,108,69.5,0,100.0,223,223,75.3,100.0,88,39.5,88
Kelvin Beachum,7229,T,PIT,8,0,25,56.4,100.0,108,48.4,108,60.6,1,100.0,223,223,56.5,100.0,88,39.5,88
DeAndre Hopkins,7808,WR,HST,8,0,13,55.5,100.0,48,21.7,48,55.6,0,100.0,221,221,60.3,100.0,153,69.2,153
Marshal Yanda,3702,G,BLT,8,0,3,79.7,100.0,28,12.7,28,94.1,0,100.0,221,221,94.8,100.0,172,77.8,172
Joel Bitonio,8670,G,CLV,7,0,8,84.3,100.0,22,10.0,22,72.3,1,100.0,220,220,68.9,100.0,182,82.7,182
John Greco,4379,G,CLV,7,0,8,65.9,100.0,22,10.0,22,69.1,0,100.0,220,220,70.2,100.0,182,82.7,182
Mitchell Schwartz,7041,T,CLV,7,0,8,71.0,100.0,22,10.0,22,71.6,0,100.0,220,220,72.3,100.0,182,82.7,182
