player,player_id,position,team_name,player_game_count,declined_penalties,franchise_id,gap_grades_run_block,gap_run_block_percent,gap_snap_counts_run_block,gap_snap_counts_run_block_percent,gap_snap_counts_run_play,grades_run_block,penalties,run_block_percent,snap_counts_run_block,snap_counts_run_play,zone_grades_run_block,zone_run_block_percent,zone_snap_counts_run_block,zone_snap_counts_run_block_percent,zone_snap_counts_run_play
Derek Newton,6366,T,HST,14,0,13,75.5,100.0,100,22.2,100,81.9,1,100.0,450,450,80.1,100.0,302,67.1,302
Travis Frederick,7812,C,DAL,14,0,9,76.7,100.0,176,39.4,176,81.8,4,100.0,447,447,75.9,100.0,237,53.0,237
Zack Martin,8651,G,DAL,14,0,9,69.4,100.0,176,39.4,176,77.8,1,100.0,447,447,76.9,100.0,237,53.0,237
Tyron Smith,6161,T,DAL,14,1,9,77.4,100.0,176,39.4,176,73.3,2,100.0,447,447,65.9,100.0,237,53.0,237
Jason Witten,1384,TE,DAL,14,0,9,84.2,100.0,176,39.6,176,77.3,2,100.0,444,444,63.1,100.0,237,53.4,237
Chris Myers,2417,C,HST,14,2,13,83.0,100.0,100,22.5,100,76.7,2,100.0,444,444,73.9,100.0,298,67.1,298
Duane Brown,4340,T,HST,14,0,13,63.7,100.0,100,22.5,100,69.9,1,100.0,444,444,71.3,100.0,298,67.1,298
Brandon Brooks,7078,G,HST,13,0,13,65.3,100.0,95,22.2,95,78.9,2,100.0,427,427,83.3,100.0,284,66.5,284
Ben Jones,7099,G,HST,14,0,13,69.5,100.0,93,22.0,93,65.8,1,100.0,423,423,62.5,100.0,284,67.1,284
Mitchell Schwartz,7041,T,CLV,14,0,8,65.4,100.0,54,12.8,54,67.9,0,100.0,421,421,67.8,100.0,339,80.5,339
Joel Bitonio,8670,G,CLV,14,0,8,62.4,100.0,54,12.8,54,74.5,1,100.0,421,421,75.9,100.0,339,80.5,339
J.R. Sweezy,7209,G,SEA,14,0,29,58.4,100.0,25,5.9,25,79.2,1,100.0,421,421,77.0,100.0,350,83.1,350
John Greco,4379,G,CLV,14,0,8,70.5,100.0,54,12.8,54,76.6,1,100.0,421,421,76.3,100.0,339,80.5,339
Justin Britt,8699,T,SEA,14,0,29,82.3,100.0,25,5.9,25,86.8,3,100.0,421,421,86.1,100.0,350,83.1,350
Ron Leary,7338,G,DAL,13,0,9,81.4,100.0,164,39.0,164,79.1,2,100.0,421,421,72.4,100.0,224,53.2,224
Joe Thomas,3619,T,CLV,14,1,8,76.7,100.0,54,12.8,54,87.8,1,100.0,421,421,83.9,100.0,339,80.5,339
Russell Bodine,8746,C,CIN,14,0,7,68.3,100.0,183,43.9,183,64.4,1,100.0,417,417,56.0,100.0,189,45.3,189
Clint Boling,6253,G,CIN,14,0,7,64.6,100.0,183,43.9,183,69.3,1,100.0,417,417,68.7,100.0,189,45.3,189
DeAndre Hopkins,7808,WR,HST,14,0,13,78.9,100.0,96,23.4,96,70.8,0,100.0,411,411,60.0,100.0,280,68.1,280
Breno Giacomini,4464,T,NYJ,14,0,22,64.6,100.0,108,26.3,108,67.0,1,100.0,410,410,66.9,100.0,257,62.7,257
D'Brickashaw Ferguson,2949,T,NYJ,14,0,22,64.2,100.0,108,26.3,108,59.5,0,100.0,410,410,58.7,100.0,257,62.7,257
Willie Colon,3076,G,NYJ,14,0,22,68.8,100.0,108,26.5,108,63.4,4,100.0,408,408,61.2,100.0,256,62.7,256
Nick Mangold,2974,C,NYJ,14,0,22,77.8,100.0,107,26.4,107,82.5,0,100.0,406,406,79.6,100.0,254,62.6,254
Orlando Franklin,6198,G,DEN,14,0,10,64.3,100.0,107,26.4,107,71.3,3,100.0,405,405,70.0,100.0,256,63.2,256
Rick Wagner,7950,T,BLT,14,0,3,65.5,100.0,37,9.1,37,77.3,0,100.0,405,405,77.9,100.0,323,79.8,323
Manuel Ramirez,3733,C,DEN,14,0,10,84.3,100.0,107,26.6,107,68.0,4,100.0,403,403,57.7,100.0,256,63.5,256
Louis Vasquez,5001,G,DEN,14,0,10,63.3,100.0,106,26.6,106,70.8,1,100.0,399,399,70.2,100.0,253,63.4,253
Jeremy Zuttah,4397,C,BLT,14,0,3,72.3,100.0,36,9.0,36,79.0,0,100.0,398,398,77.8,100.0,320,80.4,320
Andrew Whitworth,3000,T,CIN,14,2,7,87.1,100.0,175,44.1,175,82.1,2,100.0,397,397,65.8,100.0,180,45.3,180
Marshal Yanda,3702,G,BLT,14,0,3,73.0,100.0,37,9.3,37,93.6,0,100.0,396,396,94.9,100.0,317,80.1,317
Tony Romo,1693,QB,DAL,13,0,9,60.0,100.0,161,41.1,161,60.0,0,96.1,392,408,60.0,99.5,216,55.1,217
Jason Peters,2148,T,PHI,14,0,24,78.6,100.0,124,32.0,124,84.1,1,100.0,388,388,80.2,100.0,252,64.9,252
John Jerry,5598,G,NYG,14,0,21,63.2,100.0,161,41.5,161,61.2,2,100.0,388,388,54.7,100.0,187,48.2,187
Brian Hoyer,5277,QB,CLV,13,0,8,60.0,100.0,53,13.8,53,60.0,0,96.0,384,400,60.0,99.1,318,82.8,321
Kelvin Beachum,7229,T,PIT,14,0,25,68.0,100.0,185,48.9,185,67.1,1,100.0,378,378,57.2,100.0,153,40.5,153
