player,player_id,position,team_name,player_game_count,base_targets,declined_penalties,franchise_id,penalties,screen_avg_depth_of_target,screen_avoided_tackles,screen_caught_percent,screen_contested_catch_rate,screen_contested_receptions,screen_contested_targets,screen_drop_rate,screen_drops,screen_first_downs,screen_fumbles,screen_grades_hands_drop,screen_grades_pass_route,screen_interceptions,screen_longest,screen_pass_block_rate,screen_pass_blocks,screen_pass_plays,screen_receptions,screen_route_rate,screen_routes,screen_targeted_qb_rating,screen_targets,screen_targets_percent,screen_touchdowns,screen_yards,screen_yards_after_catch,screen_yards_after_catch_per_reception,screen_yards_per_reception,screen_yprr,slot_avg_depth_of_target,slot_avoided_tackles,slot_caught_percent,slot_contested_catch_rate,slot_contested_receptions,slot_contested_targets,slot_drop_rate,slot_drops,slot_first_downs,slot_fumbles,slot_grades_hands_drop,slot_grades_pass_route,slot_interceptions,slot_longest,slot_pass_block_rate,slot_pass_blocks,slot_pass_plays,slot_receptions,slot_route_rate,slot_routes,slot_targeted_qb_rating,slot_targets,slot_targets_percent,slot_touchdowns,slot_yards,slot_yards_after_catch,slot_yards_after_catch_per_reception,slot_yards_per_reception,slot_yprr
Jeremy Maclin,4942,WR,PHI,5,55,0,24,0,-3.4,0,80.0,,0,0,0.0,0,3,0,90.2,77.4,0,50,0.0,0,22,4,95.5,21,118.8,5,9.1,0,86,100,25.0,21.5,4.1,18.0,1,63.6,,0,0,0.0,0,7,0,88.3,76.0,0,68,0.0,0,59,7,96.6,57,146.8,11,20.0,4,198,86,12.3,28.3,3.47
Julio Jones,6158,WR,ATL,5,55,0,2,0,-1.1,2,100.0,,0,0,0.0,0,1,1,91.1,46.9,0,20,0.0,0,18,7,88.9,16,98.8,7,12.7,0,54,62,8.9,7.7,3.38,13.1,0,70.0,,0,0,0.0,0,7,0,78.6,78.0,0,27,0.0,0,31,7,93.5,29,137.1,10,18.2,1,104,35,5.0,14.9,3.59
Jordy Nelson,4350,WR,GB,5,52,0,12,0,-1.0,0,100.0,,0,0,0.0,0,0,0,88.7,57.6,0,4,0.0,0,8,3,87.5,7,79.2,3,5.8,0,6,9,3.0,2.0,0.86,9.6,2,75.0,,0,0,0.0,0,4,0,43.9,79.5,0,17,0.0,0,30,6,83.3,25,103.6,8,15.4,0,75,31,5.2,12.5,3.0
Antonio Brown,5718,WR,PIT,5,50,0,25,0,-2.4,3,81.8,,0,0,18.2,2,2,0,27.5,52.4,0,41,0.0,0,32,9,96.9,31,99.6,11,22.0,0,87,109,12.1,9.7,2.81,7.9,2,88.9,,0,0,0.0,0,5,0,79.1,90.9,0,41,0.0,0,24,8,100.0,24,155.8,9,18.0,1,145,82,10.3,18.1,6.04
T.Y. Hilton,7092,WR,IND,5,49,0,14,0,-1.7,0,66.7,,0,0,0.0,0,0,0,84.5,48.3,0,6,0.0,0,16,2,93.8,15,72.9,3,6.1,0,11,13,6.5,5.5,0.73,5.3,0,73.7,,0,0,6.7,1,10,1,58.6,73.4,1,14,0.0,0,70,14,98.6,69,68.3,19,38.8,0,122,44,3.1,8.7,1.77
Steve Smith,837,WR,BLT,5,48,0,3,0,-3.0,0,100.0,,0,0,0.0,0,0,0,78.7,64.4,0,7,0.0,0,14,1,100.0,14,95.8,1,2.1,0,7,10,10.0,7.0,0.5,10.0,4,50.0,,0,0,0.0,0,1,0,55.9,68.0,0,23,0.0,0,19,2,94.7,18,70.8,4,8.3,0,26,25,12.5,13.0,1.44
Vincent Jackson,2278,WR,TB,5,48,0,30,0,,0,,,0,0,,0,0,0,,49.3,0,0,0.0,0,8,0,100.0,8,0.0,0,0.0,0,0,0,,,0.0,17.0,3,33.3,,0,0,16.7,1,3,0,35.2,68.8,0,32,0.0,0,65,5,93.8,61,48.5,15,31.3,0,67,12,2.4,13.4,1.1
Dez Bryant,5549,WR,DAL,5,46,0,9,0,-3.5,0,50.0,,0,0,50.0,1,0,0,24.1,30.6,0,3,0.0,0,12,1,83.3,10,56.3,2,4.3,0,3,7,7.0,3.0,0.3,10.8,0,100.0,,0,0,0.0,0,5,0,64.8,71.6,0,22,0.0,0,28,6,92.9,26,118.8,6,13.0,0,92,27,4.5,15.3,3.54
Jimmy Graham,5619,TE,NO,5,46,0,20,0,,0,,,0,0,,0,0,0,,42.9,0,0,31.3,5,16,0,68.8,11,0.0,0,0.0,0,0,0,,,0.0,7.5,2,73.1,,0,0,0.0,0,13,1,83.7,73.2,1,17,0.0,0,75,19,93.3,70,104.5,26,56.5,2,199,83,4.4,10.5,2.84
Kelvin Benjamin,8663,WR,CAR,5,45,0,5,0,,0,,,0,0,,0,0,0,,45.4,0,0,0.0,0,16,0,100.0,16,0.0,0,0.0,0,0,0,,,0.0,15.3,1,28.6,,0,0,50.0,2,2,1,40.4,67.1,0,18,0.0,0,30,2,96.7,29,45.5,7,15.6,0,31,0,0.0,15.5,1.07
