player,player_id,position,team_name,player_game_count,assists,batted_passes,catch_rate,declined_penalties,forced_fumbles,franchise_id,grades_coverage_defense,grades_defense,grades_defense_penalty,grades_pass_rush_defense,grades_run_defense,grades_tackle,hits,hurries,interceptions,longest,missed_tackle_rate,missed_tackles,pass_break_ups,penalties,qb_rating_against,receptions,sacks,snap_counts_box,snap_counts_corner,snap_counts_coverage,snap_counts_defense,snap_counts_dl,snap_counts_dl_a_gap,snap_counts_dl_b_gap,snap_counts_dl_outside_t,snap_counts_dl_over_t,snap_counts_fs,snap_counts_offball,snap_counts_pass_rush,snap_counts_run_defense,snap_counts_slot,stops,tackles,targets,total_pressures,touchdowns,yards,yards_after_catch,yards_per_reception
Charles Woodson,330,S,OAK,13,23,0,77.1,0,0,23,59.5,62.8,89.4,82.1,63.0,66.0,0,0,3,48,14.0,16,4,0,105.1,27,1,204,14,475,899,0,0,0,0,0,564,899,12,412,117,30,75,35,1,3,385,251,14.3
John Abraham,591,ED,ARZ,1,0,0,,0,0,1,60.4,54.7,70.5,47.9,66.7,69.9,0,0,0,,0.0,0,0,0,0.0,0,0,27,0,3,37,10,0,0,10,0,0,27,20,14,0,1,1,0,0,0,0,0,
Justin Smith,776,DI,SF,13,11,1,,0,2,28,67.0,79.2,71.9,58.8,89.6,80.6,9,17,0,,0.0,0,0,1,0.0,0,5,28,0,2,589,561,0,10,80,471,0,28,368,219,0,20,22,0,31,0,0,0,
Ryan Pickett,799,DI,HST,10,1,2,,0,0,13,,54.1,82.2,49.9,57.4,75.5,0,1,0,,13.3,2,0,0,0.0,0,0,0,0,0,253,253,66,20,9,158,0,0,118,135,0,12,12,0,1,0,0,0,
Julius Peppers,1010,ED,GB,13,7,3,33.3,1,2,12,83.2,78.2,72.7,76.2,59.2,38.2,9,24,2,5,25.0,9,1,3,2.8,1,6,38,0,33,685,644,0,0,596,48,0,41,392,260,3,20,20,3,39,0,5,8,5.0
Dwight Freeney,1019,ED,SD,13,2,0,100.0,0,0,27,60.9,65.0,46.8,67.9,57.8,28.1,7,34,0,35,50.0,5,0,3,118.8,1,2,13,0,13,496,482,2,2,295,183,0,14,350,133,1,5,3,1,43,0,35,30,35.0
Larry Foote,1126,LB,ARZ,13,14,0,83.3,0,0,1,45.4,47.2,37.3,49.8,58.9,38.3,3,10,1,33,19.8,18,1,3,107.0,45,1,833,6,407,865,22,0,0,22,0,4,843,161,297,0,35,59,54,14,2,463,332,10.3
Brett Keisel,1204,DI,PIT,12,5,4,,1,0,25,72.5,59.9,66.0,56.0,62.0,66.6,6,13,1,,10.5,2,0,1,0.0,0,1,24,0,6,442,417,3,3,57,354,0,25,289,147,1,9,12,0,20,0,0,0,
Ryan Clark,1229,S,WAS,13,17,0,63.2,0,0,32,52.8,44.8,28.7,35.6,38.4,42.8,0,3,1,13,20.2,19,1,2,70.1,12,1,140,2,460,803,0,0,0,0,0,632,803,21,322,29,17,58,19,4,1,90,55,7.5
James Harrison,1251,ED,PIT,9,2,0,100.0,0,0,25,55.5,71.6,59.8,75.3,66.1,71.3,13,8,0,13,8.7,2,0,2,135.4,4,4,11,1,43,308,278,0,0,278,0,0,30,150,115,18,18,19,4,25,1,28,20,7.0
