player,player_id,position,team_name,player_game_count,base_targets,declined_penalties,franchise_id,penalties,screen_avg_depth_of_target,screen_avoided_tackles,screen_caught_percent,screen_contested_catch_rate,screen_contested_receptions,screen_contested_targets,screen_drop_rate,screen_drops,screen_first_downs,screen_fumbles,screen_grades_hands_drop,screen_grades_pass_route,screen_interceptions,screen_longest,screen_pass_block_rate,screen_pass_blocks,screen_pass_plays,screen_receptions,screen_route_rate,screen_routes,screen_targeted_qb_rating,screen_targets,screen_targets_percent,screen_touchdowns,screen_yards,screen_yards_after_catch,screen_yards_after_catch_per_reception,screen_yards_per_reception,screen_yprr,slot_avg_depth_of_target,slot_avoided_tackles,slot_caught_percent,slot_contested_catch_rate,slot_contested_receptions,slot_contested_targets,slot_drop_rate,slot_drops,slot_first_downs,slot_fumbles,slot_grades_hands_drop,slot_grades_pass_route,slot_interceptions,slot_longest,slot_pass_block_rate,slot_pass_blocks,slot_pass_plays,slot_receptions,slot_route_rate,slot_routes,slot_targeted_qb_rating,slot_targets,slot_targets_percent,slot_touchdowns,slot_yards,slot_yards_after_catch,slot_yards_after_catch_per_reception,slot_yards_per_reception,slot_yprr
Antonio Brown,5718,WR,PIT,13,146,0,25,0,-2.5,3,78.6,,0,0,15.4,2,2,1,28.6,37.5,0,41,0.0,0,51,11,98.0,50,94.3,14,9.6,0,93,122,11.1,8.5,1.86,7.2,2,76.0,,0,0,5.0,1,12,1,91.0,91.6,0,41,0.0,0,94,19,95.7,90,122.8,25,17.1,1,264,118,6.2,13.9,2.93
Julio Jones,6158,WR,ATL,13,141,0,2,0,-1.1,4,77.8,,0,0,12.5,2,4,1,31.7,62.9,0,22,0.0,0,48,14,95.8,46,98.8,18,12.8,0,139,153,10.9,9.9,3.02,11.7,1,61.1,,0,0,8.3,1,10,0,63.2,90.0,1,27,0.0,0,62,11,96.8,60,82.6,18,12.8,1,148,61,5.5,13.5,2.47
Demaryius Thomas,5547,WR,DEN,13,137,0,10,0,0.0,2,85.7,,0,0,10.0,2,6,0,54.7,85.2,0,26,0.0,0,60,18,93.3,56,97.8,21,15.3,0,157,156,8.7,8.7,2.8,9.9,1,66.7,,0,0,5.3,1,11,0,67.9,89.2,1,32,0.0,0,99,18,94.9,94,111.3,27,19.7,5,191,75,4.2,10.6,2.03
Jeremy Maclin,4942,WR,PHI,13,122,0,24,0,-2.6,4,80.0,,0,0,5.9,1,6,0,81.2,82.9,0,50,0.0,0,54,16,96.3,52,134.2,20,16.4,2,164,207,12.9,10.3,3.15,12.4,4,68.0,,0,0,5.6,1,13,0,90.6,82.1,0,68,0.0,0,107,17,96.3,103,146.8,25,20.5,6,291,123,7.2,17.1,2.83
Emmanuel Sanders,5606,WR,DEN,13,121,0,10,0,-1.3,0,86.7,,0,0,7.1,1,3,0,75.2,69.3,0,13,0.0,0,57,13,93.0,53,87.8,15,12.4,0,76,93,7.2,5.8,1.43,9.6,3,83.8,,0,0,6.1,2,19,0,89.1,85.9,0,42,0.0,0,187,31,94.7,177,131.9,37,30.6,2,419,125,4.0,13.5,2.37
Vincent Jackson,2278,WR,TB,13,120,0,30,0,-2.0,0,50.0,,0,0,50.0,1,1,0,24.2,43.4,0,8,0.0,0,34,1,94.1,32,60.4,2,1.7,0,8,10,10.0,8.0,0.25,15.9,4,37.0,,0,0,9.1,1,7,0,58.4,72.0,2,50,0.0,0,137,10,93.4,128,28.0,27,22.5,0,168,36,3.6,16.8,1.31
Jordy Nelson,4350,WR,GB,13,119,0,12,0,-0.1,0,90.0,,0,0,0.0,0,0,0,91.6,53.1,0,9,0.0,0,29,9,96.6,28,82.1,10,8.4,0,37,39,4.3,4.1,1.32,7.5,2,61.1,,0,0,8.3,1,6,0,40.7,80.2,0,17,0.0,0,89,11,93.3,83,79.4,18,15.1,0,114,50,4.5,10.4,1.37
Dez Bryant,5549,WR,DAL,13,116,0,9,0,-3.5,0,50.0,,0,0,50.0,1,0,0,24.1,33.2,0,3,0.0,0,32,1,93.8,30,56.3,2,1.7,0,3,7,7.0,3.0,0.1,14.3,2,87.5,,0,0,0.0,0,11,0,65.8,85.8,0,44,0.0,0,67,14,94.0,63,139.6,16,13.8,1,225,68,4.9,16.1,3.57
Golden Tate,5585,WR,DET,13,115,0,11,0,-2.4,6,93.8,,0,0,0.0,0,8,0,92.7,90.2,0,24,0.0,0,54,15,94.4,51,99.5,16,13.9,0,126,161,10.7,8.4,2.47,9.2,11,70.0,,0,0,6.7,3,27,0,73.8,78.7,2,73,0.0,0,336,42,93.8,315,96.5,60,52.2,1,640,339,8.1,15.2,2.03
Julian Edelman,5156,WR,NE,13,114,0,19,0,-3.0,4,92.9,,0,0,7.1,1,3,1,68.4,68.3,0,17,0.0,0,51,13,98.0,50,90.8,14,12.3,0,81,121,9.3,6.2,1.62,7.7,1,66.7,,0,0,12.2,5,19,0,59.3,74.9,1,17,0.0,0,207,36,92.8,192,80.9,54,47.4,1,321,114,3.2,8.9,1.67
Andre Johnson,1319,WR,HST,13,114,0,13,0,-3.4,3,100.0,,0,0,0.0,0,5,0,92.8,92.5,0,23,0.0,0,35,16,97.1,34,101.0,16,14.0,0,132,187,11.7,8.3,3.88,6.5,2,68.4,,0,0,0.0,0,6,1,77.5,72.1,0,25,0.0,0,76,13,93.4,71,84.3,19,16.7,0,115,57,4.4,8.8,1.62
T.Y. Hilton,7092,WR,IND,13,113,0,14,0,-0.8,1,80.0,,0,0,0.0,0,0,0,90.2,45.8,0,6,0.0,0,34,4,97.1,33,79.2,5,4.4,0,10,11,2.8,2.5,0.3,11.0,1,68.2,,0,0,9.1,3,24,1,61.9,83.9,2,46,0.0,0,225,30,92.4,208,95.5,44,38.9,2,426,129,4.3,14.2,2.05
Kelvin Benjamin,8663,WR,CAR,13,113,0,5,0,,0,,,0,0,,0,0,0,,41.0,0,0,0.0,0,36,0,100.0,36,0.0,0,0.0,0,0,0,,,0.0,16.8,2,33.3,,0,0,42.9,3,2,1,38.4,75.7,0,18,0.0,0,59,4,96.6,57,44.8,12,10.6,0,43,7,1.8,10.8,0.75
Alshon Jeffery,7048,WR,CHI,13,108,0,6,0,-2.0,2,95.2,,0,0,0.0,0,8,0,93.1,87.7,0,25,0.0,0,63,20,98.4,62,125.6,21,19.4,2,137,177,8.9,6.9,2.21,9.1,1,66.7,,0,0,9.1,1,5,0,80.4,74.5,0,14,0.0,0,121,10,91.7,111,120.0,15,13.9,2,82,38,3.8,8.2,0.74
Rob Gronkowski,5567,TE,NE,13,108,0,19,0,-6.0,1,100.0,,0,0,0.0,0,0,0,84.5,58.2,0,10,47.6,20,42,2,52.4,22,79.2,2,1.9,0,4,16,8.0,2.0,0.18,10.2,11,61.7,,0,0,17.1,6,23,0,56.5,93.4,1,46,6.0,12,199,29,86.9,173,108.2,47,43.5,3,477,213,7.3,16.4,2.76
Sammy Watkins,8639,WR,BUF,13,106,0,4,0,-3.0,0,100.0,,0,0,0.0,0,1,0,88.7,41.9,0,5,0.0,0,46,3,95.7,44,84.7,3,2.8,0,13,22,7.3,4.3,0.3,6.1,0,55.6,,0,0,0.0,0,2,0,71.4,68.0,0,21,0.0,0,38,5,97.4,37,68.3,9,8.5,0,43,42,8.4,8.6,1.16
Martellus Bennett,4375,TE,CHI,13,106,0,6,0,-0.5,0,50.0,,0,0,50.0,1,0,0,24.6,29.7,0,3,20.3,13,64,1,78.1,50,56.3,2,1.9,0,3,3,3.0,3.0,0.06,8.1,11,68.4,,0,0,7.1,3,20,0,43.7,80.7,4,37,0.9,2,230,39,92.2,212,68.2,57,53.8,1,444,188,4.8,11.4,2.09
