player,player_id,position,team_name,player_game_count,base_targets,declined_penalties,franchise_id,penalties,screen_avg_depth_of_target,screen_avoided_tackles,screen_caught_percent,screen_contested_catch_rate,screen_contested_receptions,screen_contested_targets,screen_drop_rate,screen_drops,screen_first_downs,screen_fumbles,screen_grades_hands_drop,screen_grades_pass_route,screen_interceptions,screen_longest,screen_pass_block_rate,screen_pass_blocks,screen_pass_plays,screen_receptions,screen_route_rate,screen_routes,screen_targeted_qb_rating,screen_targets,screen_targets_percent,screen_touchdowns,screen_yards,screen_yards_after_catch,screen_yards_after_catch_per_reception,screen_yards_per_reception,screen_yprr,slot_avg_depth_of_target,slot_avoided_tackles,slot_caught_percent,slot_contested_catch_rate,slot_contested_receptions,slot_contested_targets,slot_drop_rate,slot_drops,slot_first_downs,slot_fumbles,slot_grades_hands_drop,slot_grades_pass_route,slot_interceptions,slot_longest,slot_pass_block_rate,slot_pass_blocks,slot_pass_plays,slot_receptions,slot_route_rate,slot_routes,slot_targeted_qb_rating,slot_targets,slot_targets_percent,slot_touchdowns,slot_yards,slot_yards_after_catch,slot_yards_after_catch_per_reception,slot_yards_per_reception,slot_yprr
Jordy Nelson,4350,WR,GB,2,30,0,12,0,-1.5,0,100.0,,0,0,0.0,0,0,0,84.5,58.7,0,4,0.0,0,4,2,100.0,4,79.2,2,6.7,0,2,5,2.5,1.0,0.5,13.0,0,0.0,,0,0,,0,0,0,29.7,75.5,0,0,0.0,0,6,0,66.7,4,39.6,1,3.3,0,0,0,,,0.0
Steve Smith,837,WR,BLT,2,25,0,3,0,-3.0,0,100.0,,0,0,0.0,0,0,0,78.7,84.4,0,7,0.0,0,5,1,100.0,5,95.8,1,4.0,0,7,10,10.0,7.0,1.4,4.0,4,66.7,,0,0,0.0,0,1,0,39.8,68.0,0,23,0.0,0,5,2,80.0,4,93.8,3,12.0,0,26,25,12.5,13.0,6.5
Calvin Johnson,3618,WR,DET,2,24,0,11,0,,0,,,0,0,,0,0,0,,51.2,0,0,0.0,0,2,0,100.0,2,0.0,0,0.0,0,0,0,,,0.0,15.8,0,75.0,,0,0,0.0,0,2,0,46.8,89.4,0,24,0.0,0,13,3,100.0,13,156.3,4,16.7,1,52,18,6.0,17.3,4.0
Jimmy Graham,5619,TE,NO,2,23,0,20,0,,0,,,0,0,,0,0,0,,47.6,0,0,20.0,1,5,0,80.0,4,0.0,0,0.0,0,0,0,,,0.0,7.0,1,75.0,,0,0,0.0,0,6,0,88.7,90.7,1,17,0.0,0,33,9,90.9,30,87.8,12,52.2,1,87,42,4.7,9.7,2.9
T.Y. Hilton,7092,WR,IND,2,22,0,14,0,-2.0,0,50.0,,0,0,0.0,0,0,0,78.7,48.5,0,5,0.0,0,10,1,90.0,9,56.3,2,9.1,0,5,6,6.0,5.0,0.56,4.7,0,50.0,,0,0,0.0,0,3,0,59.7,62.1,1,13,0.0,0,29,3,96.6,28,26.4,6,27.3,0,32,18,6.0,10.7,1.14
Julio Jones,6158,WR,ATL,2,21,0,2,0,-0.8,1,100.0,,0,0,0.0,0,0,1,90.2,29.0,0,20,0.0,0,8,4,87.5,7,113.5,4,19.0,0,45,48,12.0,11.3,6.43,22.3,0,50.0,,0,0,0.0,0,2,0,87.3,66.8,0,27,0.0,0,17,2,94.1,16,126.0,4,19.0,1,41,9,4.5,20.5,2.56
Jeremy Maclin,4942,WR,PHI,2,21,0,24,0,-3.5,0,50.0,,0,0,0.0,0,1,0,78.7,44.7,0,15,0.0,0,9,1,100.0,9,75.0,2,9.5,0,15,19,19.0,15.0,1.67,17.0,1,50.0,,0,0,0.0,0,3,0,78.7,64.3,0,68,0.0,0,26,3,100.0,26,135.4,6,28.6,2,84,26,8.7,28.0,3.23
Brandon Marshall,3064,WR,CHI,2,20,0,6,0,,0,,,0,0,,0,0,0,,44.7,0,0,0.0,0,8,0,100.0,8,0.0,0,0.0,0,0,0,,,0.0,9.4,0,100.0,,0,0,0.0,0,5,0,70.7,72.2,0,17,0.0,0,51,5,88.2,45,145.4,5,25.0,3,47,9,1.8,9.4,1.04
Reggie Wayne,800,WR,IND,2,19,0,14,0,-2.0,0,100.0,,0,0,0.0,0,0,0,84.5,51.8,0,3,0.0,0,10,2,90.0,9,79.2,2,10.5,0,1,5,2.5,0.5,0.11,9.2,0,61.5,,0,0,11.1,1,4,0,56.1,61.1,0,20,0.0,0,68,8,97.1,66,76.4,13,68.4,0,72,20,2.5,9.0,1.09
Greg Olsen,3647,TE,CAR,2,19,0,5,0,,0,,,0,0,,0,0,0,,43.0,0,0,25.0,2,8,0,75.0,6,0.0,0,0.0,0,0,0,,,0.0,6.8,0,60.0,,0,0,0.0,0,2,0,81.4,71.7,0,14,7.4,2,27,3,81.5,22,76.3,5,26.3,0,29,21,7.0,9.7,1.32
