player,player_id,position,team_name,player_game_count,avg_depth_of_target,avoided_tackles,caught_percent,contested_catch_rate,contested_receptions,contested_targets,declined_penalties,drop_rate,drops,first_downs,franchise_id,fumbles,grades_hands_drop,grades_hands_fumble,grades_offense,grades_pass_block,grades_pass_route,inline_rate,inline_snaps,interceptions,longest,pass_block_rate,pass_blocks,pass_plays,penalties,receptions,route_rate,routes,slot_rate,slot_snaps,targeted_qb_rating,targets,touchdowns,wide_rate,wide_snaps,yards,yards_after_catch,yards_after_catch_per_reception,yards_per_reception,yprr
Antonio Brown,5718,WR,PIT,15,10.1,15,73.9,,0,0,1,3.2,4,81,25,1,90.2,71.3,91.2,,91.2,0.3,2,2,54,0.0,0,632,5,122,94.8,599,16.8,106,122.5,165,12,81.8,517,1570,556,4.6,12.9,2.62
Demaryius Thomas,5547,WR,DEN,15,10.3,9,64.0,,0,0,0,7.2,8,64,10,0,64.8,84.0,89.8,,89.7,0.0,0,6,86,0.0,0,591,4,103,93.4,552,19.3,114,101.6,161,11,80.7,477,1504,640,6.2,14.6,2.72
Julio Jones,6158,WR,ATL,14,12.5,16,67.6,,0,0,0,7.4,8,72,2,2,66.5,33.1,90.1,,88.8,0.0,0,4,79,0.0,0,571,2,100,94.9,542,12.4,71,103.9,148,6,87.0,497,1535,546,5.5,15.4,2.83
Jordy Nelson,4350,WR,GB,15,12.3,11,66.2,,0,0,0,8.0,8,66,12,0,53.7,84.9,88.0,,86.5,0.2,1,1,80,0.0,0,578,1,92,94.3,545,20.6,119,128.4,139,13,79.2,458,1433,475,5.2,15.6,2.63
Kelvin Benjamin,8663,WR,CAR,15,15.0,9,52.6,,0,0,0,11.1,9,51,5,1,43.7,49.3,74.9,,74.6,0.0,0,3,51,0.0,0,554,7,72,94.4,523,13.0,72,89.0,137,9,87.0,482,999,177,2.5,13.9,1.91
Vincent Jackson,2278,WR,TB,15,14.9,6,50.7,,0,0,0,9.2,7,50,30,1,57.0,47.6,75.6,,75.0,0.0,0,6,50,0.0,0,611,2,69,93.1,569,24.2,148,61.2,136,2,75.8,463,991,159,2.3,14.4,1.74
Jeremy Maclin,4942,WR,PHI,15,13.8,8,61.2,,0,0,1,1.2,1,54,24,0,90.7,82.8,81.8,,81.3,0.2,1,7,72,0.0,0,615,2,82,94.5,581,21.6,133,95.6,134,10,77.4,476,1269,494,6.0,15.5,2.18
Alshon Jeffery,7048,WR,CHI,15,11.8,6,63.4,,0,0,0,5.7,5,58,6,0,65.6,56.5,76.8,70.2,77.1,1.1,7,3,74,0.2,1,625,5,83,93.1,582,20.5,128,105.7,131,10,78.1,488,1099,470,5.7,13.2,1.89
Emmanuel Sanders,5606,WR,DEN,15,13.1,7,72.5,,0,0,0,2.1,2,66,10,1,90.5,60.6,88.3,,90.0,0.0,0,2,48,0.0,0,576,4,95,93.6,539,37.7,217,121.5,131,9,62.0,357,1336,358,3.8,14.1,2.48
Golden Tate,5585,WR,DET,15,7.8,19,73.3,,0,0,0,5.9,6,55,11,1,75.2,59.1,79.1,,79.9,1.9,12,3,73,0.0,0,624,1,96,93.9,586,58.2,363,104.7,131,4,39.4,246,1286,694,7.2,13.4,2.19
Dez Bryant,5549,WR,DAL,15,12.9,14,65.1,,0,0,0,5.6,5,58,9,0,75.7,84.6,90.3,,90.4,0.0,0,5,68,0.0,0,481,1,84,95.2,458,15.8,76,115.8,129,14,84.2,405,1221,340,4.0,14.5,2.67
