player,player_id,position,team_name,player_game_count,batted_passes,declined_penalties,franchise_id,grades_pass_rush_defense,hits,hurries,pass_rush_opp,pass_rush_percent,pass_rush_win_rate,pass_rush_wins,penalties,prp,sacks,snap_counts_pass_play,snap_counts_pass_rush,total_pressures,true_pass_set_batted_passes,true_pass_set_grades_pass_rush_defense,true_pass_set_hits,true_pass_set_hurries,true_pass_set_pass_rush_opp,true_pass_set_pass_rush_percent,true_pass_set_pass_rush_win_rate,true_pass_set_pass_rush_wins,true_pass_set_prp,true_pass_set_sacks,true_pass_set_snap_counts_pass_play,true_pass_set_snap_counts_pass_rush,true_pass_set_total_pressures
Calais Campbell,4364,DI,BLT,12,1,1,3,73.0,10,17,326,99.7,12.3,40,1,4.4,1,353,352,28,0,74.1,6,13,154,100.0,16.2,25,6.2,0,164,164,19
Malcolm Jenkins,4937,S,NO,13,0,0,20,56.0,1,2,44,8.4,6.8,3,1,5.7,1,550,46,4,0,55.5,1,1,22,9.4,4.5,1,9.1,1,244,23,3
Jason McCourty,5127,S,MIA,7,0,0,17,54.5,0,0,4,2.1,0.0,0,0,0.0,0,194,4,0,0,55.5,0,0,2,2.2,0.0,0,0.0,0,93,2,0
Steve McLendon,5232,DI,TB,8,0,0,30,57.8,2,5,94,98.0,8.5,8,0,3.7,0,101,99,7,0,64.4,0,5,26,100.0,19.2,5,9.6,0,27,27,5
Ndamukong Suh,5527,DI,TB,13,1,0,30,55.5,7,18,391,98.1,8.7,34,2,4.7,6,422,414,31,0,55.6,4,11,172,98.4,12.8,22,6.7,4,188,185,19
Gerald McCoy,5528,DI,LV,1,0,0,23,55.2,0,0,5,100.0,0.0,0,0,0.0,0,5,5,0,0,60.0,0,0,1,100.0,0.0,0,0.0,0,1,1,0
Tyson Alualu,5535,DI,PIT,2,0,0,25,59.4,1,1,38,100.0,7.9,3,0,2.6,0,40,40,2,0,61.3,1,1,29,100.0,10.3,3,3.4,0,30,30,2
Brandon Graham,5538,ED,PHI,2,0,0,24,60.6,1,1,30,100.0,10.0,3,0,3.3,0,32,32,2,0,69.2,1,1,14,100.0,21.4,3,7.1,0,15,15,2
Jason Pierre-Paul,5540,ED,TB,11,4,0,30,54.3,3,18,349,88.8,6.3,22,3,3.9,3,419,372,24,1,56.7,1,11,148,93.1,8.8,13,5.4,2,174,162,14
Kareem Jackson,5545,S,DEN,12,0,0,10,61.0,0,0,2,0.5,50.0,1,0,50.0,1,438,2,1,0,56.5,0,0,2,0.9,0.0,0,0.0,0,211,2,0
Devin McCourty,5552,S,NE,13,0,0,19,52.3,0,1,6,1.3,0.0,0,0,8.3,0,468,6,1,0,54.0,0,1,2,1.0,0.0,0,25.0,0,204,2,1
Jerry Hughes,5556,ED,BUF,13,2,2,4,85.8,3,28,240,94.0,19.2,46,4,7.3,2,284,267,33,0,87.7,2,17,110,93.3,26.4,29,10.5,2,134,125,21
Linval Joseph,5571,DI,LAC,10,0,1,27,84.9,1,12,174,100.0,14.4,25,1,4.3,1,187,187,14,0,86.1,0,6,56,100.0,23.2,13,7.1,1,61,61,7
Carlos Dunlap,5579,ED,SEA,13,5,0,29,61.6,3,15,221,86.8,12.7,28,2,5.4,3,272,236,21,4,64.6,2,7,110,94.5,14.5,16,5.9,2,127,120,11
Corey Peters,5607,DI,ARZ,10,0,0,1,68.2,0,7,108,97.5,9.3,10,0,3.2,0,118,115,7,0,68.6,0,4,37,100.0,16.2,6,5.4,0,38,38,4
Everson Griffen,5624,ED,MIN,9,0,0,18,79.0,6,22,285,97.5,19.3,55,7,6.7,5,317,309,33,0,85.8,4,16,139,97.5,28.8,40,9.4,3,158,154,23
Al Woods,5646,DI,SEA,13,3,0,29,63.9,2,10,240,98.1,8.8,21,1,3.3,2,260,255,14,1,68.0,0,6,60,100.0,15.0,9,6.7,1,67,67,7
