player,player_id,position,team_name,player_game_count,attempts,avoided_tackles,breakaway_attempts,breakaway_percent,breakaway_yards,declined_penalties,designed_yards,drops,elu_recv_mtf,elu_rush_mtf,elu_yco,elusive_rating,explosive,first_downs,franchise_id,fumbles,gap_attempts,grades_hands_fumble,grades_offense,grades_offense_penalty,grades_pass,grades_pass_block,grades_pass_route,grades_run,grades_run_block,longest,penalties,rec_yards,receptions,routes,run_plays,scramble_yards,scrambles,targets,total_touches,touchdowns,yards,yards_after_contact,yco_attempt,ypa,yprr,zone_attempts
Derrick Henry,10679,HB,TEN,8,219,32,9,28.2,264,0,937,0,3,32,728,49.1,20,49,31,1,98,82.5,75.1,41.3,70.7,54.4,69.4,72.6,72.2,76,1,154,18,120,239,0,0,20,237,10,937,728,3.32,4.3,1.28,121
Joe Mixon,11803,HB,CIN,8,137,24,4,14.9,85,0,572,0,2,24,445,54.8,13,26,7,1,38,73.0,79.6,84.1,,35.4,54.9,85.2,59.3,27,0,148,17,134,151,0,0,20,154,5,572,445,3.25,4.2,1.1,99
Alvin Kamara,11822,HB,NO,7,133,23,2,7.9,38,0,480,4,3,23,338,41.0,9,18,20,0,40,90.2,62.0,86.4,,16.4,67.7,62.5,58.3,23,0,256,28,152,173,0,0,36,161,2,480,338,2.54,3.6,1.68,85
Najee Harris,57121,HB,PIT,7,128,18,4,15.9,76,1,479,5,20,18,346,62.3,12,25,25,0,61,90.1,68.6,46.5,,63.7,70.5,67.4,42.4,20,1,273,37,214,146,0,0,49,165,3,479,346,2.7,3.7,1.28,60
Jonathan Taylor,57488,HB,IND,8,121,25,7,36.2,235,0,649,3,4,25,463,78.1,17,43,14,2,47,53.5,80.7,31.3,,23.8,67.7,86.3,45.2,83,1,265,21,137,136,0,0,25,142,6,649,463,3.83,5.4,1.93,69
Ezekiel Elliott,10638,HB,DAL,7,118,12,5,21.2,121,1,571,0,3,12,364,33.5,16,30,9,0,40,89.7,71.2,43.5,,28.5,67.1,74.7,55.5,47,1,128,20,188,139,0,0,25,138,5,571,364,3.08,4.8,0.68,73
Damien Harris,35134,HB,NE,8,118,24,6,29.0,150,0,517,0,4,24,366,67.8,12,28,19,2,82,50.0,86.7,80.9,,52.3,67.0,85.4,62.8,35,0,60,10,75,132,0,0,12,128,6,517,366,3.1,4.4,0.8,25
Antonio Gibson,78050,HB,WAS,8,111,10,3,13.1,58,1,442,4,6,10,309,34.8,7,27,32,4,35,26.6,59.4,27.9,,30.3,49.9,64.3,59.1,27,1,144,17,115,129,0,0,21,128,3,442,309,2.78,4.0,1.25,74
Darrell Henderson,41193,HB,LA,7,110,14,7,24.5,124,0,507,3,4,14,273,35.5,15,28,26,0,34,88.9,70.4,88.5,,75.0,47.4,78.7,59.8,29,0,141,16,177,128,0,0,25,126,5,507,273,2.48,4.6,0.8,75
Chuba Hubbard,57373,HB,CAR,8,108,11,1,6.6,26,0,391,4,3,11,281,28.9,7,22,5,1,37,68.7,62.8,27.7,,54.5,49.5,67.4,58.4,26,1,119,18,111,129,0,0,25,126,2,391,281,2.6,3.6,1.07,68
Nick Chubb,45783,HB,CLV,6,106,29,8,34.1,199,0,584,0,1,29,427,107.9,17,28,8,1,56,67.2,70.7,81.2,,66.8,56.1,71.4,59.6,52,0,43,6,75,116,0,0,6,112,4,584,427,4.03,5.5,0.57,49
Aaron Jones,11937,HB,GB,8,104,22,4,25.1,116,0,463,1,3,22,299,52.5,10,22,12,2,25,51.4,82.1,89.0,,85.8,78.2,78.6,59.1,57,0,237,33,178,116,0,0,39,137,3,463,299,2.88,4.5,1.33,76
