player,player_id,position,team_name,player_game_count,attempts,avoided_tackles,breakaway_attempts,breakaway_percent,breakaway_yards,declined_penalties,designed_yards,drops,elu_recv_mtf,elu_rush_mtf,elu_yco,elusive_rating,explosive,first_downs,franchise_id,fumbles,gap_attempts,grades_hands_fumble,grades_offense,grades_offense_penalty,grades_pass,grades_pass_block,grades_pass_route,grades_run,grades_run_block,longest,penalties,rec_yards,receptions,routes,run_plays,scramble_yards,scrambles,targets,total_touches,touchdowns,yards,yards_after_contact,yco_attempt,ypa,yprr,zone_attempts
Jonathan Taylor,57488,HB,IND,14,270,54,18,37.8,574,0,1518,3,9,54,1010,77.0,42,92,14,4,99,55.1,90.0,57.4,,28.4,63.9,90.8,55.8,83,1,336,36,230,312,0,0,42,306,17,1518,1010,3.74,5.6,1.46,165
Joe Mixon,11803,HB,CIN,14,262,38,11,21.7,237,0,1094,0,4,38,835,46.0,24,53,7,2,90,74.4,80.3,86.7,,40.2,60.5,83.0,57.5,32,0,204,29,241,289,0,0,33,291,12,1094,835,3.19,4.2,0.85,166
Najee Harris,57121,HB,PIT,14,250,43,5,11.4,99,1,872,6,31,43,669,63.5,21,50,25,0,103,91.3,67.1,67.3,,58.8,68.3,66.9,37.8,23,1,405,62,388,289,0,0,80,312,6,872,669,2.68,3.5,1.04,136
Antonio Gibson,78050,HB,WAS,14,231,36,8,17.2,148,1,860,4,8,36,633,44.7,18,58,32,6,63,29.5,62.3,56.1,,44.2,56.2,64.6,59.5,27,1,260,39,226,269,0,0,45,270,6,860,633,2.74,3.7,1.15,163
Dalvin Cook,11796,HB,MIN,11,227,45,17,35.8,382,0,1067,5,7,45,642,57.2,34,53,18,3,51,71.6,65.7,85.8,,53.6,51.8,68.5,60.4,66,0,221,30,234,252,0,0,39,257,6,1067,642,2.83,4.7,0.94,165
Derrick Henry,10679,HB,TEN,8,219,32,9,28.2,264,0,937,0,3,32,728,49.1,20,49,31,1,98,82.5,75.1,41.3,70.7,54.4,69.4,72.6,72.2,76,1,154,18,120,239,0,0,20,237,10,937,728,3.32,4.3,1.28,121
Ezekiel Elliott,10638,HB,DAL,14,201,17,5,14.0,121,1,862,1,5,17,561,25.1,22,47,9,1,77,82.2,67.9,63.2,60.1,50.7,59.6,72.0,52.7,47,1,265,44,361,242,0,0,58,245,9,862,561,2.79,4.3,0.73,116
Nick Chubb,45783,HB,CLV,11,190,51,13,33.9,345,0,1017,0,4,51,770,108.2,33,49,8,2,115,66.2,77.7,83.2,,77.3,61.7,76.9,59.2,70,0,114,16,147,208,0,0,19,206,7,1017,770,4.05,5.4,0.78,73
James Conner,11860,HB,ARZ,14,187,36,6,18.4,129,0,700,0,11,36,532,61.3,14,48,1,2,59,66.3,80.9,90.3,,89.8,80.6,72.2,81.3,35,0,339,31,210,252,0,0,33,218,14,700,532,2.84,3.7,1.61,116
Alvin Kamara,11822,HB,NO,10,184,35,3,8.1,54,0,668,7,6,35,480,48.2,13,32,20,0,62,90.7,61.5,87.8,,12.7,63.1,63.9,57.8,23,0,348,38,216,242,0,0,53,222,4,668,480,2.61,3.6,1.61,111
