player,player_id,position,team_name,player_game_count,declined_penalties,franchise_id,gap_grades_run_block,gap_run_block_percent,gap_snap_counts_run_block,gap_snap_counts_run_block_percent,gap_snap_counts_run_play,grades_run_block,penalties,run_block_percent,snap_counts_run_block,snap_counts_run_play,zone_grades_run_block,zone_run_block_percent,zone_snap_counts_run_block,zone_snap_counts_run_block_percent,zone_snap_counts_run_play
David Andrews,9948,C,NE,13,0,19,79.6,100.0,245,64.1,245,76.1,2,100.0,382,382,57.2,100.0,58,15.2,58
David Quessenberry,7957,T,TEN,12,0,31,67.5,100.0,150,40.0,150,84.2,0,100.0,375,375,90.0,100.0,200,53.3,200
Ben Jones,7099,C,TEN,12,0,31,59.9,100.0,140,39.1,140,73.1,2,100.0,358,358,77.7,100.0,196,54.7,196
Jordan Mailata,66916,T,PHI,11,0,24,70.1,100.0,106,30.1,106,83.8,1,100.0,352,352,83.3,100.0,216,61.4,216
Laken Tomlinson,9461,G,SF,12,0,28,56.5,100.0,117,33.2,117,72.7,2,100.0,352,352,80.5,100.0,194,55.1,194
Daniel Brunskill,34807,G,SF,12,0,28,61.8,100.0,117,33.7,117,65.4,0,100.0,347,347,67.9,100.0,192,55.3,192
Alex Mack,4944,C,SF,12,0,28,59.8,100.0,117,33.7,117,67.1,1,100.0,347,347,71.2,100.0,192,55.3,192
Ryan Tannehill,7014,QB,TEN,12,0,31,60.8,99.3,142,41.4,143,60.5,0,94.0,343,365,60.1,96.5,193,56.3,200
Kevin Zeitler,7032,G,BLT,12,0,3,56.1,100.0,229,67.0,229,63.9,2,100.0,342,342,80.2,100.0,87,25.4,87
Jason Kelce,6343,C,PHI,13,0,24,83.7,100.0,102,29.8,102,91.0,0,100.0,342,342,82.9,100.0,209,61.1,209
J.C. Tretter,7904,C,CLV,12,0,8,66.0,100.0,186,54.5,186,70.2,2,100.0,341,341,69.0,100.0,123,36.1,123
Wyatt Teller,46131,G,CLV,12,0,8,80.8,100.0,186,54.5,186,90.8,2,100.0,341,341,93.2,100.0,123,36.1,123
Joel Bitonio,8670,G,CLV,12,0,8,79.0,100.0,186,54.5,186,90.3,1,100.0,341,341,86.4,100.0,123,36.1,123
D.J. Humphries,9457,T,ARZ,12,0,1,79.7,100.0,92,27.1,92,79.7,1,100.0,340,340,67.7,100.0,197,57.9,197
