player,player_id,position,team_name,player_game_count,base_targets,declined_penalties,franchise_id,penalties,screen_avg_depth_of_target,screen_avoided_tackles,screen_caught_percent,screen_contested_catch_rate,screen_contested_receptions,screen_contested_targets,screen_drop_rate,screen_drops,screen_first_downs,screen_fumbles,screen_grades_hands_drop,screen_grades_pass_route,screen_interceptions,screen_longest,screen_pass_block_rate,screen_pass_blocks,screen_pass_plays,screen_receptions,screen_route_rate,screen_routes,screen_targeted_qb_rating,screen_targets,screen_targets_percent,screen_touchdowns,screen_yards,screen_yards_after_catch,screen_yards_after_catch_per_reception,screen_yards_per_reception,screen_yprr,slot_avg_depth_of_target,slot_avoided_tackles,slot_caught_percent,slot_contested_catch_rate,slot_contested_receptions,slot_contested_targets,slot_drop_rate,slot_drops,slot_first_downs,slot_fumbles,slot_grades_hands_drop,slot_grades_pass_route,slot_interceptions,slot_longest,slot_pass_block_rate,slot_pass_blocks,slot_pass_plays,slot_receptions,slot_route_rate,slot_routes,slot_targeted_qb_rating,slot_targets,slot_targets_percent,slot_touchdowns,slot_yards,slot_yards_after_catch,slot_yards_after_catch_per_reception,slot_yards_per_reception,slot_yprr
Davante Adams,8688,WR,GB,4,45,0,12,0,-0.2,0,100.0,,0,0,0.0,0,4,0,91.6,90.5,0,10,0.0,0,22,9,100.0,22,87.5,9,20.0,0,45,47,5.2,5.0,2.05,6.2,0,71.4,66.7,2,3,0.0,0,6,0,78.7,88.4,1,22,0.0,0,57,15,89.5,51,77.3,21,46.7,1,99,51,3.4,6.6,1.94
Cooper Kupp,11824,WR,LA,4,45,0,26,0,-1.5,2,100.0,,0,0,0.0,0,3,0,90.2,92.9,0,43,0.0,0,21,4,100.0,21,118.8,4,8.9,0,76,82,20.5,19.0,3.62,9.5,3,69.2,50.0,2,4,10.0,2,9,0,69.2,87.6,0,56,0.0,0,102,18,96.1,98,128.4,26,57.8,2,268,95,5.3,14.9,2.73
Deebo Samuel,48274,WR,SF,4,42,0,28,0,-4.1,3,85.7,,0,0,14.3,1,4,0,32.0,91.1,0,19,0.0,0,19,6,100.0,19,135.4,7,16.7,1,49,69,11.5,8.2,2.58,3.8,4,75.0,50.0,1,2,7.7,1,8,0,29.1,86.9,0,76,0.0,0,39,12,94.9,37,156.3,16,38.1,2,211,150,12.5,17.6,5.7
Calvin Ridley,48262,WR,ATL,4,42,0,2,0,0.0,0,100.0,,0,0,0.0,0,1,0,78.7,72.4,0,4,0.0,0,8,1,100.0,8,83.3,1,2.4,0,4,4,4.0,4.0,0.5,7.2,1,83.3,100.0,1,1,0.0,0,1,0,81.9,68.2,0,11,0.0,0,36,5,88.9,32,88.9,6,14.3,0,32,9,1.8,6.4,1.0
D.J. Moore,48267,WR,CAR,4,42,0,5,0,-2.0,1,100.0,,0,0,0.0,0,1,0,88.7,66.3,0,12,0.0,0,14,3,100.0,14,79.2,3,7.1,0,8,14,4.7,2.7,0.57,5.0,0,83.3,0.0,0,1,0.0,0,2,0,78.2,90.4,0,20,0.0,0,21,5,100.0,21,86.1,6,14.3,0,28,11,2.2,5.6,1.33
Keenan Allen,7857,WR,LAC,4,42,0,27,0,0.0,0,100.0,,0,0,0.0,0,0,0,88.7,56.9,0,4,0.0,0,8,3,100.0,8,79.2,3,7.1,0,6,6,2.0,2.0,0.75,9.6,2,76.2,100.0,3,3,5.9,1,8,1,55.2,73.7,0,22,0.0,0,105,16,96.2,101,96.7,21,50.0,0,157,52,3.3,9.8,1.55
Stefon Diggs,9579,WR,BUF,4,41,0,4,0,-4.0,0,100.0,,0,0,0.0,0,0,1,78.7,26.3,0,1,0.0,0,13,1,100.0,13,79.2,1,2.4,0,1,5,5.0,1.0,0.08,6.4,0,80.0,,0,0,0.0,0,0,1,90.2,66.3,0,7,0.0,0,35,4,91.4,32,79.2,5,12.2,0,12,7,1.8,3.0,0.38
Jakobi Meyers,47468,WR,NE,4,40,0,19,0,-5.0,0,100.0,,0,0,0.0,0,0,0,78.7,45.6,0,-1,0.0,0,19,1,89.5,17,79.2,1,2.5,0,-1,4,4.0,-1.0,-0.06,8.3,1,63.3,75.0,3,4,9.5,2,6,0,65.6,66.5,0,27,0.8,1,132,19,94.7,125,76.0,30,75.0,0,152,58,3.1,8.0,1.22
Darren Waller,9637,TE,LV,4,39,0,23,0,-1.3,0,100.0,,0,0,0.0,0,0,0,90.2,56.5,0,9,0.0,0,10,4,90.0,9,86.5,4,10.3,0,19,24,6.0,4.8,2.11,11.0,0,72.7,50.0,1,2,0.0,0,4,0,66.3,72.8,0,24,0.0,0,48,8,100.0,48,104.7,11,28.2,0,111,27,3.4,13.9,2.31
Tyreek Hill,10799,WR,KC,4,38,0,16,0,-2.5,0,100.0,,0,0,0.0,0,1,0,84.5,45.9,0,2,0.0,0,18,2,94.4,17,79.2,2,5.3,0,-4,1,0.5,-2.0,-0.24,16.2,2,77.3,0.0,0,4,0.0,0,13,1,90.5,90.1,0,75,0.0,0,77,17,96.1,74,156.8,22,57.9,3,268,61,3.6,15.8,3.62
