player,player_id,position,team_name,player_game_count,base_dropbacks,blitz_accuracy_percent,blitz_aimed_passes,blitz_attempts,blitz_avg_depth_of_target,blitz_avg_time_to_throw,blitz_bats,blitz_big_time_throws,blitz_btt_rate,blitz_completion_percent,blitz_completions,blitz_def_gen_pressures,blitz_drop_rate,blitz_dropbacks,blitz_dropbacks_percent,blitz_drops,blitz_first_downs,blitz_grades_coverage_defense,blitz_grades_defense,blitz_grades_defense_penalty,blitz_grades_hands_drop,blitz_grades_hands_fumble,blitz_grades_offense,blitz_grades_offense_penalty,blitz_grades_overall_tackle,blitz_grades_pass,blitz_grades_pass_route,blitz_grades_run,blitz_grades_tackle,blitz_hit_as_threw,blitz_interceptions,blitz_passing_snaps,blitz_pressure_to_sack_rate,blitz_qb_rating,blitz_sack_percent,blitz_sacks,blitz_scrambles,blitz_spikes,blitz_thrown_aways,blitz_touchdowns,blitz_turnover_worthy_plays,blitz_twp_rate,blitz_yards,blitz_ypa,declined_penalties,franchise_id,grades_hands_fumble,grades_offense,grades_pass,grades_run,no_blitz_accuracy_percent,no_blitz_aimed_passes,no_blitz_attempts,no_blitz_avg_depth_of_target,no_blitz_avg_time_to_throw,no_blitz_bats,no_blitz_big_time_throws,no_blitz_btt_rate,no_blitz_completion_percent,no_blitz_completions,no_blitz_def_gen_pressures,no_blitz_drop_rate,no_blitz_dropbacks,no_blitz_dropbacks_percent,no_blitz_drops,no_blitz_first_downs,no_blitz_grades_coverage_defense,no_blitz_grades_defense,no_blitz_grades_defense_penalty,no_blitz_grades_hands_drop,no_blitz_grades_hands_fumble,no_blitz_grades_offense,no_blitz_grades_offense_penalty,no_blitz_grades_overall_tackle,no_blitz_grades_pass,no_blitz_grades_pass_route,no_blitz_grades_run,no_blitz_grades_tackle,no_blitz_hit_as_threw,no_blitz_interceptions,no_blitz_passing_snaps,no_blitz_pressure_to_sack_rate,no_blitz_qb_rating,no_blitz_sack_percent,no_blitz_sacks,no_blitz_scrambles,no_blitz_spikes,no_blitz_thrown_aways,no_blitz_touchdowns,no_blitz_turnover_worthy_plays,no_blitz_twp_rate,no_blitz_yards,no_blitz_ypa,no_pressure_accuracy_percent,no_pressure_aimed_passes,no_pressure_attempts,no_pressure_avg_depth_of_target,no_pressure_avg_time_to_throw,no_pressure_bats,no_pressure_big_time_throws,no_pressure_btt_rate,no_pressure_completion_percent,no_pressure_completions,no_pressure_def_gen_pressures,no_pressure_drop_rate,no_pressure_dropbacks,no_pressure_dropbacks_percent,no_pressure_drops,no_pressure_first_downs,no_pressure_grades_coverage_defense,no_pressure_grades_defense,no_pressure_grades_defense_penalty,no_pressure_grades_hands_drop,no_pressure_grades_hands_fumble,no_pressure_grades_offense,no_pressure_grades_offense_penalty,no_pressure_grades_overall_tackle,no_pressure_grades_pass,no_pressure_grades_pass_route,no_pressure_grades_run,no_pressure_grades_tackle,no_pressure_hit_as_threw,no_pressure_interceptions,no_pressure_passing_snaps,no_pressure_pressure_to_sack_rate,no_pressure_qb_rating,no_pressure_sack_percent,no_pressure_sacks,no_pressure_scrambles,no_pressure_spikes,no_pressure_thrown_aways,no_pressure_touchdowns,no_pressure_turnover_worthy_plays,no_pressure_twp_rate,no_pressure_yards,no_pressure_ypa,penalties,pressure_accuracy_percent,pressure_aimed_passes,pressure_attempts,pressure_avg_depth_of_target,pressure_avg_time_to_throw,pressure_bats,pressure_big_time_throws,pressure_btt_rate,pressure_completion_percent,pressure_completions,pressure_def_gen_pressures,pressure_drop_rate,pressure_dropbacks,pressure_dropbacks_percent,pressure_drops,pressure_first_downs,pressure_grades_coverage_defense,pressure_grades_defense,pressure_grades_defense_penalty,pressure_grades_hands_drop,pressure_grades_hands_fumble,pressure_grades_offense,pressure_grades_offense_penalty,pressure_grades_overall_tackle,pressure_grades_pass,pressure_grades_pass_route,pressure_grades_run,pressure_grades_tackle,pressure_hit_as_threw,pressure_interceptions,pressure_passing_snaps,pressure_pressure_to_sack_rate,pressure_qb_rating,pressure_sack_percent,pressure_sacks,pressure_scrambles,pressure_spikes,pressure_thrown_aways,pressure_touchdowns,pressure_turnover_worthy_plays,pressure_twp_rate,pressure_yards,pressure_ypa
Patrick Mahomes,11765,QB,KC,9,409,82.6,46,52,6.6,2.3,0,2,3.6,71.2,37,22,2.6,55,13.4,1,27,,,,,36.9,70.5,78.6,,68.5,,63.9,,0,1,59,9.1,101.1,3.6,2,1,0,6,2,1,1.7,436,8.4,0,16,36.3,72.4,69.7,74.4,76.8,280,310,8.4,2.85,2,10,3.0,64.2,199,111,7.4,354,86.6,16,130,,,,,49.6,72.3,59.3,,68.7,,80.1,,5,9,379,13.5,91.0,4.2,15,28,0,23,18,12,3.2,2098,6.8,83.1,249,259,6.4,2.29,2,7,2.6,74.5,193,0,6.8,276,67.5,14,118,,,,,65.2,78.7,51.6,,76.2,,73.8,,0,5,290,,104.9,0.0,0,16,0,8,15,6,2.1,1830,7.1,3,59.7,77,103,14.0,3.8,0,5,4.3,41.7,43,133,6.5,133,32.5,3,39,,,,,27.9,59.4,82.0,,54.8,,79.4,,5,5,148,12.8,61.3,12.8,17,13,0,21,5,7,4.7,704,6.8
Tom Brady,698,QB,TB,8,360,81.7,71,78,8.1,2.13,3,3,3.8,69.2,54,24,6.9,80,22.2,4,38,,,,,83.5,84.1,79.8,,82.3,58.9,,,0,3,82,8.3,114.7,2.5,2,0,0,4,8,2,2.4,688,8.8,0,30,84.3,91.5,90.2,77.6,74.5,251,265,9.2,2.42,1,20,7.3,66.8,177,54,5.3,280,77.8,10,102,,,,,79.1,90.5,84.6,,88.3,,70.1,,1,2,290,18.5,106.8,3.6,10,5,1,11,17,2,0.7,1962,7.4,78.9,266,278,8.3,2.21,4,18,6.3,71.9,200,0,4.8,282,78.3,10,120,,,,,90.6,93.4,84.6,,92.0,,73.4,,0,3,290,,114.0,0.0,0,4,1,7,19,1,0.3,2247,8.1,0,62.5,56,65,12.1,2.89,0,5,7.2,47.7,31,78,11.4,78,21.7,4,20,,,,,47.6,62.3,79.8,,62.4,58.9,58.3,,1,2,82,15.4,85.6,15.4,12,1,0,8,6,3,3.7,403,6.2
Josh Allen,46601,QB,BUF,8,355,70.4,81,93,8.5,2.55,2,4,4.1,59.1,55,39,3.5,99,27.9,2,30,,,,,85.4,62.4,80.8,,60.5,,68.0,,0,2,107,2.6,77.6,1.0,1,5,0,10,3,3,2.8,545,5.9,0,4,54.3,80.2,75.6,76.7,77.1,210,226,9.3,2.94,7,13,5.5,68.1,154,90,4.9,256,72.1,8,97,,,,64.7,77.7,85.3,84.4,,79.7,90.8,83.8,,2,3,268,12.2,105.2,4.3,11,18,0,7,14,10,3.7,1691,7.5,80.2,207,215,7.5,2.36,7,7,3.1,74.0,159,0,4.2,226,63.7,7,85,,,,64.7,90.3,81.4,83.9,,76.1,90.8,85.2,,0,3,236,,100.9,0.0,0,10,0,1,9,6,2.5,1499,7.0,2,63.1,84,104,13.0,3.64,2,10,9.1,48.1,50,129,5.7,129,36.3,3,42,,,,,63.2,72.3,81.8,,69.1,,72.1,,2,2,139,9.3,89.3,9.3,12,13,0,16,8,7,5.0,737,7.1
Justin Herbert,28237,QB,LAC,8,346,69.4,72,79,7.1,2.39,3,1,1.1,58.2,46,26,8.0,82,23.7,4,31,,,,,84.3,77.2,80.2,,74.5,,65.6,,1,1,91,7.7,89.4,2.4,2,1,0,3,4,1,1.1,515,6.5,0,27,91.2,89.0,85.5,76.0,79.9,224,240,8.0,2.63,5,11,4.3,68.8,165,67,7.8,264,76.3,14,91,,,,,90.5,88.3,84.5,,85.5,,70.7,,1,5,280,17.9,102.0,4.5,12,12,1,9,14,5,1.8,1835,7.6,80.7,238,248,7.4,2.31,8,9,3.4,70.6,175,0,8.9,253,73.1,17,99,,,,,90.5,91.0,84.4,,90.2,,58.3,,0,6,272,,104.5,0.0,0,5,1,1,15,6,2.2,1998,8.1,0,63.8,58,71,8.9,3.31,0,3,3.9,50.7,36,93,2.7,93,26.9,1,23,,,,,84.8,66.8,80.5,,61.6,,80.4,,2,0,99,15.1,79.1,15.1,14,8,0,11,3,0,0.0,352,5.0
Sam Darnold,29048,QB,CAR,9,343,79.2,77,86,6.5,2.57,1,2,2.2,68.6,59,47,3.3,99,28.9,2,36,,,,,55.8,63.8,80.7,,61.3,,71.8,,1,3,105,19.1,76.9,9.1,9,4,0,7,0,5,4.8,665,7.7,0,5,48.4,62.6,60.3,73.2,70.0,200,220,8.3,3.02,3,12,5.2,55.9,123,85,12.1,244,71.1,17,70,,,,,61.1,63.4,47.4,,59.8,,85.6,,2,8,256,14.1,69.1,4.9,12,12,0,15,7,10,3.9,1321,6.0,75.1,197,203,7.3,2.52,3,7,3.3,66.0,134,0,9.5,211,61.5,14,76,,,,,90.1,76.7,83.6,,73.2,,80.9,,0,5,220,,85.1,0.0,0,8,0,3,6,5,2.3,1386,6.8,6,66.3,80,103,9.1,3.49,1,7,6.4,46.6,48,132,9.4,132,38.5,5,30,,,,,27.3,43.1,21.6,,39.6,,79.5,,3,6,141,15.9,44.2,15.9,21,8,0,19,1,10,7.1,600,5.8
Matthew Stafford,4924,QB,LA,9,340,77.5,80,82,6.8,2.08,1,2,2.3,73.2,60,19,3.2,85,25.0,2,42,,,,,84.3,71.1,80.2,,70.0,,,,0,0,91,15.8,122.9,3.5,3,0,0,1,6,2,2.2,698,8.5,0,26,84.0,78.8,77.2,70.6,75.5,229,239,9.1,2.73,4,14,5.6,66.5,159,63,8.1,255,75.0,14,98,,,,,77.4,79.8,84.3,,77.2,,72.9,,3,6,264,14.3,106.9,3.5,9,7,0,3,17,7,2.7,2073,8.7,81.0,247,252,7.8,2.39,4,13,5.0,75.0,189,0,5.5,258,75.9,11,118,,,,,77.4,90.0,84.3,,86.4,,78.4,,0,4,265,,120.9,0.0,0,6,0,1,19,5,1.9,2287,9.1,4,56.5,62,69,11.1,3.14,1,3,3.9,43.5,30,82,14.3,82,24.1,5,22,,,,,84.2,46.7,80.1,,48.2,,55.7,,3,2,90,14.6,74.8,14.6,12,1,0,3,4,4,4.4,484,7.0
Jared Goff,10635,QB,DET,8,340,80.3,66,70,6.8,2.45,0,2,2.8,64.3,45,33,15.1,77,22.6,8,25,,,,,83.3,66.1,79.7,,66.4,60.0,56.8,,1,1,79,18.2,103.8,7.8,6,1,0,3,4,1,1.3,589,8.4,1,11,34.3,62.0,64.0,37.7,76.0,217,238,6.5,2.77,1,5,1.9,67.6,161,85,2.4,263,77.4,4,79,,,,,33.5,61.5,84.6,,62.4,,48.4,,2,5,287,18.8,79.9,6.1,16,9,3,15,4,10,3.5,1406,5.9,80.3,208,218,5.8,2.44,1,4,1.7,72.9,159,0,4.8,222,65.3,8,81,,,,,90.3,73.5,83.8,,72.7,,55.8,,0,2,236,,99.3,0.0,0,4,3,6,8,4,1.7,1465,6.7,5,68.0,75,90,8.7,3.18,0,3,2.9,52.2,47,118,7.8,118,34.7,4,23,,,,,22.8,45.5,81.6,,48.2,60.0,45.6,,3,4,130,18.6,51.6,18.6,22,6,0,12,0,7,5.4,530,5.9
Derek Carr,8671,QB,LV,8,338,68.4,79,86,11.2,2.49,1,13,14.1,60.5,52,39,3.7,93,27.5,2,38,,,,,84.7,83.9,80.5,,82.3,,58.3,,1,3,99,15.4,98.4,6.5,6,1,0,5,5,3,3.0,848,9.9,0,23,83.7,82.5,83.1,48.6,81.5,211,226,7.9,2.74,6,13,5.5,69.9,158,74,8.1,245,72.5,14,71,,,,,76.7,77.7,84.2,,78.5,,42.0,,2,4,257,16.2,96.4,4.9,12,7,2,5,8,6,2.3,1717,7.6,82.2,214,222,7.4,2.38,6,18,7.8,74.8,166,0,5.7,225,66.6,10,81,,,,,90.2,89.0,83.8,,87.7,,48.0,,0,2,235,,109.5,0.0,0,3,2,0,9,4,1.7,1883,8.5,2,65.8,76,90,12.9,3.25,1,8,8.3,48.9,44,113,12.0,113,33.4,6,28,,,,,59.0,64.2,81.3,,66.0,,46.5,,3,5,121,15.9,66.1,15.9,18,5,0,10,4,5,4.1,682,7.6
Carson Wentz,10636,QB,IND,9,333,73.7,76,86,6.3,2.59,1,2,2.2,61.6,53,41,5.4,98,29.4,3,36,,,,,85.4,67.7,80.8,,65.5,,69.9,,1,0,107,17.1,112.1,7.1,7,5,0,8,7,1,0.9,651,7.6,0,14,36.3,70.6,69.6,62.2,75.3,198,214,9.4,2.88,1,11,4.8,64.0,137,79,8.1,235,70.6,12,67,,,,,42.6,70.8,84.1,,69.6,,63.3,,8,3,255,12.7,95.3,4.3,10,11,0,7,10,8,3.1,1547,7.2,77.9,199,206,7.8,2.45,2,9,4.0,68.4,141,0,9.0,213,64.0,14,76,,,,,90.2,79.2,83.7,,76.3,,75.8,,0,2,230,,109.8,0.0,0,7,0,5,14,4,1.7,1587,7.7,3,66.7,75,94,10.4,3.4,0,4,4.0,52.1,49,120,2.0,120,36.0,1,27,,,,,26.0,53.7,81.6,,54.0,,57.2,,9,1,132,14.2,78.8,14.2,17,9,0,10,3,5,3.8,611,6.5
Daniel Jones,39395,QB,NYG,9,333,73.6,72,79,7.8,2.52,2,1,1.2,59.5,47,41,11.3,86,25.8,6,25,,,,,28.0,53.7,80.2,,57.0,,38.7,,0,2,92,14.6,69.0,7.0,6,1,0,5,0,4,4.3,529,6.7,0,21,41.2,73.3,73.0,57.0,76.4,203,214,7.6,2.75,2,6,2.6,66.8,143,68,7.7,247,74.2,12,77,,,,64.7,62.8,78.8,84.4,,77.5,94.4,57.2,,3,3,268,19.1,94.2,5.3,13,20,1,5,8,6,2.2,1530,7.1,75.5,208,212,7.6,2.48,2,5,2.2,68.9,146,0,7.0,224,67.3,11,79,,,,64.7,90.3,78.3,83.9,,74.9,94.7,67.2,,0,5,239,,91.8,0.0,0,12,1,1,7,5,2.1,1583,7.5,3,76.1,67,81,7.9,3.12,2,2,2.2,54.3,44,109,13.7,109,32.7,7,23,,,,,22.7,58.1,81.3,,63.9,60.0,36.2,,3,0,121,17.4,76.0,17.4,19,9,0,9,1,5,4.1,476,5.9
