player,player_id,position,team_name,player_game_count,assists,avg_depth_of_target,catch_rate,coverage_percent,coverage_snaps_per_reception,coverage_snaps_per_target,declined_penalties,dropped_ints,forced_incompletes,forced_incompletion_rate,franchise_id,grades_coverage_defense,grades_defense,grades_defense_penalty,grades_pass_rush_defense,grades_run_defense,grades_tackle,interceptions,longest,missed_tackle_rate,missed_tackles,pass_break_ups,penalties,qb_rating_against,receptions,snap_counts_coverage,snap_counts_pass_play,stops,tackles,targets,touchdowns,yards,yards_after_catch,yards_per_coverage_snap,yards_per_reception
Calais Campbell,4364,DI,BLT,11,0,,,0.3,,,1,0,0,,3,70.4,83.3,86.8,73.5,76.8,46.1,0,,40.0,2,0,1,0.0,0,1,348,3,3,0,0,0,0,0.0,
Malcolm Jenkins,4937,S,NO,12,4,6.2,73.7,91.5,15.1,11.2,0,0,4,10.5,20,64.8,67.9,87.5,57.2,72.0,61.1,1,31,9.3,4,4,1,99.8,28,455,497,13,35,38,2,271,121,0.6,9.7
Jason McCourty,5127,S,MIA,7,2,9.5,71.4,97.9,18.2,13.0,0,0,3,21.4,17,73.5,72.1,81.7,54.5,59.2,60.8,0,25,0.0,0,3,0,114.6,10,190,194,3,9,14,1,98,29,0.5,9.8
Steve McLendon,5232,DI,TB,8,0,,,2.0,,,0,0,0,,30,65.2,59.0,81.7,57.8,52.0,27.9,1,,0.0,0,0,0,0.0,0,2,101,1,2,0,0,0,0,0.0,
Ndamukong Suh,5527,DI,TB,12,0,3.0,100.0,1.8,7.0,7.0,0,1,0,0.0,30,57.8,52.5,58.7,56.7,52.0,54.2,0,5,25.0,1,0,2,87.5,1,7,379,7,3,1,0,5,2,0.7,5.0
Joe Haden,5532,CB,PIT,8,3,13.0,64.5,100.0,13.5,8.7,0,0,5,16.1,25,66.8,64.2,84.2,,48.3,31.3,0,50,15.8,3,5,0,102.9,20,285,285,4,13,31,1,270,84,1.0,13.5
Jason Pierre-Paul,5540,ED,TB,10,2,2.1,100.0,11.8,5.4,5.4,0,0,0,0.0,30,67.5,49.6,46.4,53.5,44.9,51.5,0,24,25.0,5,0,3,139.6,8,44,373,7,13,8,1,64,47,1.5,8.0
Kareem Jackson,5545,S,DEN,11,0,10.1,76.2,99.5,24.2,18.4,0,0,0,0.0,10,48.1,52.7,93.1,61.0,62.8,54.8,1,23,14.3,6,0,0,109.4,16,407,409,4,36,21,2,161,66,0.4,10.1
Devin McCourty,5552,S,NE,13,5,15.9,41.2,98.7,62.7,25.8,0,1,7,41.2,19,73.9,74.2,86.8,52.3,69.9,70.3,2,33,7.1,2,7,0,23.5,7,462,468,0,21,17,0,109,22,0.2,15.6
Jerry Hughes,5556,ED,BUF,12,2,7.0,33.3,5.5,13.0,4.3,2,0,0,0.0,4,52.3,74.7,28.1,89.0,53.8,25.0,0,18,0.0,0,0,4,54.9,1,14,253,3,2,3,0,18,3,1.4,18.0
Carlos Dunlap,5579,ED,SEA,12,1,0.7,100.0,11.6,9.0,9.0,0,0,0,0.0,29,54.7,66.8,54.1,63.5,76.3,80.5,0,4,0.0,0,0,2,79.2,3,29,250,2,1,3,0,8,6,0.3,2.7
Corey Peters,5607,DI,ARZ,9,0,,,2.9,,,0,0,0,,1,57.2,56.5,84.1,70.6,47.2,73.7,0,,,0,0,0,0.0,0,3,102,0,0,0,0,0,0,0.0,
Everson Griffen,5624,ED,MIN,9,1,3.0,100.0,2.5,7.0,7.0,0,0,0,0.0,18,60.9,63.7,4.7,79.0,46.0,28.0,0,5,40.0,2,0,7,87.5,1,8,317,8,2,1,0,5,2,0.7,5.0
Al Woods,5646,DI,SEA,12,2,,,1.2,,,0,0,0,,29,58.1,75.2,71.4,63.7,76.9,54.1,0,,0.0,0,0,1,0.0,0,3,243,1,0,0,0,0,0,0.0,
Andrew Sendejo,6118,S,IND,10,4,10.6,42.9,97.0,55.2,23.6,3,1,2,14.3,14,62.8,59.6,52.1,55.5,52.8,44.7,0,31,17.4,4,2,3,94.0,6,353,364,3,15,14,2,56,31,0.2,9.3
