player,player_id,position,team_name,player_game_count,attempts,avoided_tackles,breakaway_attempts,breakaway_percent,breakaway_yards,declined_penalties,designed_yards,drops,elu_recv_mtf,elu_rush_mtf,elu_yco,elusive_rating,explosive,first_downs,franchise_id,fumbles,gap_attempts,grades_hands_fumble,grades_offense,grades_offense_penalty,grades_pass,grades_pass_block,grades_pass_route,grades_run,grades_run_block,longest,penalties,rec_yards,receptions,routes,run_plays,scramble_yards,scrambles,targets,total_touches,touchdowns,yards,yards_after_contact,yco_attempt,ypa,yprr,zone_attempts
Derrick Henry,10679,HB,TEN,8,219,32,9,28.2,264,0,937,0,3,32,728,49.1,20,49,31,1,98,82.5,75.1,41.3,70.7,54.4,69.4,72.6,72.2,76,1,154,18,120,239,0,0,20,237,10,937,728,3.32,4.3,1.28,121
Joe Mixon,11803,HB,CIN,9,150,25,5,16.7,106,0,636,0,3,25,483,52.4,15,30,7,1,43,75.4,81.3,84.9,,25.6,63.4,85.9,56.9,27,0,194,22,159,169,0,0,25,172,7,636,483,3.22,4.2,1.22,107
Najee Harris,57121,HB,PIT,8,150,27,4,14.0,76,1,541,5,22,27,398,68.4,14,30,25,0,72,90.4,68.4,51.2,,65.4,69.2,67.6,44.2,20,1,289,40,238,175,0,0,52,190,4,541,398,2.65,3.6,1.21,71
Alvin Kamara,11822,HB,NO,8,146,24,2,7.2,38,0,530,5,6,24,370,42.7,10,21,20,0,42,90.3,62.1,87.0,,12.7,68.0,63.2,58.2,23,0,310,32,181,189,0,0,42,178,3,530,370,2.53,3.6,1.71,96
Jonathan Taylor,57488,HB,IND,9,140,29,9,40.7,334,0,821,3,5,29,508,75.7,22,48,14,3,53,41.8,80.8,37.1,,26.5,61.9,87.0,45.8,83,1,293,23,153,159,0,0,27,163,8,821,508,3.63,5.9,1.92,82
Damien Harris,35134,HB,NE,9,133,26,6,27.4,150,0,547,0,4,26,396,62.0,12,29,19,2,93,54.1,84.4,81.5,,53.9,66.4,82.9,66.2,35,0,63,11,79,150,0,0,13,144,7,547,396,2.98,4.1,0.8,26
Ezekiel Elliott,10638,HB,DAL,8,128,13,5,19.5,121,1,622,0,4,13,399,35.1,18,32,9,0,43,90.0,72.5,46.9,,29.5,68.0,75.8,55.5,47,1,153,23,208,150,0,0,28,151,5,622,399,3.12,4.9,0.74,80
Darrell Henderson,41193,HB,LA,8,121,16,7,22.1,124,0,562,3,4,16,307,36.2,17,30,26,0,36,89.7,71.2,88.7,,77.1,47.0,80.3,59.9,29,0,144,19,204,141,0,0,29,140,5,562,307,2.54,4.6,0.71,84
Nick Chubb,45783,HB,CLV,7,120,35,10,40.4,291,0,721,0,2,35,549,132.2,22,34,8,2,69,50.6,73.7,81.6,,69.1,61.4,73.2,59.3,70,0,69,8,85,131,0,0,8,128,6,721,549,4.58,6.0,0.81,50
Dalvin Cook,11796,HB,MIN,6,116,26,11,43.7,242,0,554,3,4,26,315,62.2,21,28,18,2,26,50.6,59.0,83.0,,49.7,46.5,62.8,60.0,66,0,85,15,128,127,0,0,20,131,2,554,315,2.72,4.8,0.66,85
Aaron Jones,11937,HB,GB,9,116,25,4,22.5,116,0,516,1,3,25,334,54.1,10,26,12,2,29,54.6,82.5,89.5,,73.7,76.3,81.0,58.8,57,0,237,33,196,131,0,0,41,149,3,516,334,2.88,4.4,1.21,84
James Conner,11860,HB,ARZ,9,115,24,4,18.9,86,0,454,0,6,24,369,77.0,8,32,1,2,36,48.3,74.4,87.3,,87.1,69.3,69.0,78.9,35,0,111,10,95,154,0,0,10,125,10,454,369,3.21,3.9,1.17,70
Antonio Gibson,78050,HB,WAS,8,111,10,3,13.1,58,1,442,4,6,10,309,34.8,7,27,32,4,35,26.6,59.4,27.9,,30.3,49.9,64.3,59.1,27,1,144,17,115,129,0,0,21,128,3,442,309,2.78,4.0,1.25,74
Chuba Hubbard,57373,HB,CAR,9,111,11,1,6.6,26,0,394,4,4,11,284,29.5,7,22,5,1,38,69.3,62.2,28.8,,54.5,52.5,65.8,58.4,26,1,152,19,118,132,0,0,27,130,2,394,284,2.56,3.5,1.29,70
Melvin Gordon III,9448,HB,DEN,9,109,22,1,14.7,70,1,477,0,4,22,297,54.9,11,26,10,1,45,65.3,73.6,32.1,,27.6,64.5,77.9,60.0,70,1,163,20,173,118,0,0,22,129,4,477,297,2.72,4.4,0.94,62
Mark Ingram II,6180,HB,NO,9,107,17,1,6.6,24,0,364,0,6,17,294,52.2,6,15,20,0,53,88.8,66.8,80.5,,81.8,72.0,63.1,59.9,24,0,70,14,63,120,0,0,16,121,1,364,294,2.75,3.4,1.11,54
Leonard Fournette,11759,HB,TB,8,101,17,4,16.6,73,0,439,4,9,17,298,58.6,10,25,30,1,57,69.1,69.8,84.8,60.0,57.5,54.8,75.8,60.0,21,0,239,30,191,114,0,0,39,131,4,439,298,2.95,4.3,1.25,43
