player,player_id,position,team_name,player_game_count,batted_passes,declined_penalties,franchise_id,grades_pass_rush_defense,hits,hurries,pass_rush_opp,pass_rush_percent,pass_rush_win_rate,pass_rush_wins,penalties,prp,sacks,snap_counts_pass_play,snap_counts_pass_rush,total_pressures,true_pass_set_batted_passes,true_pass_set_grades_pass_rush_defense,true_pass_set_hits,true_pass_set_hurries,true_pass_set_pass_rush_opp,true_pass_set_pass_rush_percent,true_pass_set_pass_rush_win_rate,true_pass_set_pass_rush_wins,true_pass_set_prp,true_pass_set_sacks,true_pass_set_snap_counts_pass_play,true_pass_set_snap_counts_pass_rush,true_pass_set_total_pressures
Calais Campbell,4364,DI,BLT,1,0,0,3,80.5,1,3,44,100.0,20.5,9,0,4.5,0,46,46,4,0,80.3,1,3,32,100.0,21.9,7,6.3,0,33,33,4
Malcolm Jenkins,4937,S,NO,1,0,0,20,56.1,0,0,2,5.6,0.0,0,1,0.0,0,36,2,0,0,58.3,0,0,1,5.9,0.0,0,0.0,0,17,1,0
Jason McCourty,5127,S,MIA,1,0,0,17,56.1,0,0,3,7.0,0.0,0,0,0.0,0,43,3,0,0,59.0,0,0,1,6.7,0.0,0,0.0,0,15,1,0
Steve McLendon,5232,DI,TB,1,0,0,30,52.9,0,0,18,100.0,0.0,0,0,0.0,0,19,19,0,0,55.7,0,0,3,100.0,0.0,0,0.0,0,4,4,0
Ndamukong Suh,5527,DI,TB,1,0,0,30,57.8,1,2,41,97.9,4.9,2,1,3.7,0,47,46,3,0,57.6,0,2,22,100.0,9.1,2,4.5,0,26,26,2
Gerald McCoy,5528,DI,LV,1,0,0,23,55.2,0,0,5,100.0,0.0,0,0,0.0,0,5,5,0,0,60.0,0,0,1,100.0,0.0,0,0.0,0,1,1,0
Tyson Alualu,5535,DI,PIT,1,0,0,25,56.5,1,0,36,100.0,5.6,2,0,1.4,0,38,38,1,0,57.9,1,0,27,100.0,7.4,2,1.9,0,28,28,1
Brandon Graham,5538,ED,PHI,1,0,0,24,66.1,1,1,21,100.0,14.3,3,0,4.8,0,23,23,2,0,74.5,1,1,10,100.0,30.0,3,10.0,0,11,11,2
Jason Pierre-Paul,5540,ED,TB,1,0,0,30,51.7,1,2,49,88.9,2.0,1,0,3.1,0,63,56,3,0,51.8,1,0,21,93.1,4.8,1,2.4,0,29,27,1
Jerry Hughes,5556,ED,BUF,1,0,0,4,84.3,0,2,17,95.0,17.6,3,0,5.9,0,20,19,2,0,90.3,0,2,8,100.0,25.0,2,12.5,0,10,10,2
Linval Joseph,5571,DI,LAC,1,0,0,27,60.7,1,0,11,100.0,9.1,1,0,4.5,0,13,13,1,0,57.9,0,0,1,100.0,0.0,0,0.0,0,2,2,0
Carlos Dunlap,5579,ED,SEA,1,0,0,29,62.8,1,2,24,89.3,16.7,4,0,10.4,1,28,25,4,0,63.7,1,1,16,94.1,18.8,3,12.5,1,17,16,3
Corey Peters,5607,DI,ARZ,1,0,0,1,67.6,0,1,6,100.0,16.7,1,0,8.3,0,6,6,1,0,57.1,0,0,3,100.0,0.0,0,0.0,0,3,3,0
Everson Griffen,5624,ED,MIN,1,0,0,18,56.2,1,1,19,100.0,21.1,4,0,5.3,0,19,19,2,0,48.1,0,1,8,100.0,12.5,1,6.3,0,8,8,1
Al Woods,5646,DI,SEA,1,0,0,29,51.4,0,0,15,100.0,0.0,0,0,0.0,0,16,16,0,0,54.3,0,0,6,100.0,0.0,0,0.0,0,6,6,0
Von Miller,6154,ED,DEN,1,0,0,10,79.5,1,2,25,87.1,28.0,7,0,14.0,2,31,27,5,0,85.1,1,2,12,92.9,41.7,5,20.8,1,14,13,4
J.J. Watt,6163,DI,ARZ,1,0,0,1,58.1,1,2,34,97.1,11.8,4,0,4.4,0,35,34,3,0,57.9,1,0,20,100.0,10.0,2,2.5,0,20,20,1
Robert Quinn,6166,ED,CHI,1,0,0,6,66.5,1,2,17,85.0,17.6,3,0,8.8,0,20,17,3,0,63.3,0,1,4,66.7,25.0,1,12.5,0,6,4,1
Ryan Kerrigan,6168,ED,PHI,1,0,0,24,67.6,0,2,18,100.0,16.7,3,0,5.6,0,21,21,2,0,66.1,0,1,8,100.0,25.0,2,6.3,0,9,9,1
Cameron Jordan,6176,ED,NO,1,0,0,20,68.6,2,2,22,100.0,13.6,3,0,9.1,0,25,25,4,0,75.0,2,1,12,100.0,25.0,3,12.5,0,14,14,3
Cameron Heyward,6183,DI,PIT,1,2,0,25,93.6,0,11,37,100.0,35.1,13,0,17.6,1,40,40,12,1,94.3,0,8,22,100.0,45.5,10,22.7,1,24,24,9
Justin Houston,6222,ED,BLT,1,0,0,3,76.6,1,1,37,95.2,21.6,8,0,5.4,1,42,40,3,0,81.4,1,1,25,93.1,32.0,8,8.0,1,29,27,3
Pernell McPhee,6317,ED,BLT,1,0,0,3,50.5,0,2,21,88.9,9.5,2,0,9.5,1,27,24,3,0,51.7,0,2,17,86.4,11.8,2,11.8,1,22,19,3
Lawrence Guy,6385,DI,NE,1,0,0,19,61.1,1,1,11,100.0,18.2,2,0,9.1,0,12,12,2,0,60.0,0,1,1,100.0,100.0,1,50.0,0,1,1,1
Malcolm Smith,6394,LB,CLV,1,0,0,8,54.4,0,0,2,15.4,0.0,0,0,0.0,0,13,2,0,0,58.1,0,0,1,16.7,0.0,0,0.0,0,6,1,0
Chris Harris Jr.,6457,CB,LAC,1,0,0,27,59.0,1,0,1,3.3,0.0,0,0,50.0,0,30,1,1,0,,0,0,0,0.0,,0,,0,11,0,0
Mario Addison,6558,ED,BUF,1,0,0,4,66.1,0,0,17,90.0,5.9,1,0,5.9,1,20,18,1,0,51.1,0,0,7,88.9,0.0,0,0.0,0,9,8,0
Fletcher Cox,7018,DI,PHI,1,0,0,24,66.9,0,4,23,100.0,17.4,4,1,8.7,0,26,26,4,0,68.3,0,2,12,100.0,25.0,3,8.3,0,13,13,2
Michael Brockers,7020,DI,DET,1,0,0,11,53.8,0,0,13,100.0,0.0,0,0,0.0,0,13,13,0,0,,0,0,0,,,0,,0,0,0,0
Melvin Ingram III,7024,ED,PIT,1,1,0,25,78.3,2,3,32,94.6,15.6,5,1,7.8,0,37,35,5,1,82.3,2,3,22,96.0,22.7,5,11.4,0,25,24,5
Chandler Jones,7027,ED,ARZ,1,0,0,1,93.1,1,1,32,100.0,21.9,7,0,18.8,5,33,33,7,0,91.8,1,0,20,100.0,25.0,5,17.5,3,21,21,4
Dont'a Hightower,7030,LB,NE,1,0,0,19,51.7,0,0,7,26.9,0.0,0,0,0.0,0,26,7,0,0,52.8,0,0,4,66.7,0.0,0,0.0,0,6,4,0
Whitney Mercilus,7031,ED,HST,1,0,0,13,61.2,0,0,31,100.0,12.9,4,0,3.2,1,34,34,1,0,63.1,0,0,14,100.0,21.4,3,7.1,1,16,16,1
Bobby Wagner,7050,LB,SEA,1,0,0,29,52.0,0,1,3,8.3,0.0,0,0,16.7,0,48,4,1,0,55.8,0,0,1,7.1,0.0,0,0.0,0,28,2,0
Lavonte David,7060,LB,TB,1,0,0,30,65.6,1,1,12,17.4,16.7,2,0,8.3,0,69,12,2,0,65.0,1,0,5,15.2,20.0,1,10.0,0,33,5,1
Demario Davis,7079,LB,NO,1,0,0,20,72.1,1,0,5,18.2,20.0,1,0,10.0,0,33,6,1,0,73.1,1,0,4,31.3,25.0,1,12.5,0,16,5,1
Akiem Hicks,7090,DI,CHI,1,0,0,6,76.4,1,1,26,100.0,19.2,5,1,7.7,1,27,27,3,0,82.2,1,1,10,100.0,40.0,4,20.0,1,10,10,3
Harrison Smith,7641,S,MIN,1,0,0,18,71.0,0,0,3,9.1,33.3,1,0,33.3,1,33,3,1,0,59.1,0,0,1,9.1,0.0,0,0.0,0,11,1,0
Malik Jackson,7647,DI,CLV,1,1,0,8,59.5,1,3,27,100.0,11.1,3,0,7.4,0,30,30,4,1,66.8,0,3,13,100.0,23.1,3,11.5,0,15,15,3
Sheldon Richardson,7794,DI,MIN,1,0,0,18,57.6,0,1,15,100.0,6.7,1,0,3.3,0,15,15,1,0,61.8,0,1,7,100.0,14.3,1,7.1,0,7,7,1
Alec Ogletree,7811,LB,CHI,1,0,0,6,51.5,0,0,5,20.8,0.0,0,1,0.0,0,24,5,0,0,55.4,0,0,2,22.2,0.0,0,0.0,0,9,2,0
