player,player_id,position,team_name,player_game_count,accuracy_percent,aimed_passes,attempts,avg_depth_of_target,avg_time_to_throw,bats,big_time_throws,btt_rate,completion_percent,completions,declined_penalties,def_gen_pressures,drop_rate,dropbacks,drops,first_downs,franchise_id,grades_hands_fumble,grades_offense,grades_pass,grades_run,hit_as_threw,interceptions,passing_snaps,penalties,pressure_to_sack_rate,qb_rating,sack_percent,sacks,scrambles,spikes,thrown_aways,touchdowns,turnover_worthy_plays,twp_rate,yards,ypa
Tom Brady,698,QB,TB,7,75.4,284,303,9.1,2.37,4,21,6.7,67.0,203,0,71,5.1,317,11,127,30,90.9,92.4,91.1,75.3,1,3,328,0,12.7,108.2,2.8,9,5,1,13,21,1,0.3,2275,7.5
Patrick Mahomes,11765,QB,KC,7,79.2,250,277,8.2,2.81,1,12,4.0,67.5,187,0,105,5.6,319,11,130,16,33.8,75.8,72.9,73.9,5,9,343,2,13.3,97.9,4.4,14,27,0,21,18,9,2.6,2093,7.6
Jared Goff,10635,QB,DET,7,76.2,252,274,6.6,2.7,1,7,2.4,66.1,181,1,101,5.7,301,11,93,11,40.2,61.5,63.8,37.7,3,6,323,5,16.8,84.7,5.6,17,10,3,15,8,10,3.1,1773,6.5
Derek Carr,8671,QB,LV,7,79.7,246,266,9.2,2.68,5,24,8.5,67.7,180,0,98,8.2,290,16,94,23,81.1,89.1,89.9,47.6,3,5,307,2,17.3,101.2,5.9,17,7,2,10,12,6,2.0,2269,8.5
Sam Darnold,29048,QB,CAR,7,73.0,233,249,8.0,2.83,0,12,4.6,61.4,153,0,106,10.0,278,17,88,5,52.0,61.8,60.1,73.3,2,8,295,5,18.9,77.5,7.2,20,9,0,14,7,12,4.1,1685,6.8
Mac Jones,60323,QB,NE,7,78.0,232,247,7.8,2.54,3,11,4.2,70.4,174,0,82,3.9,267,7,85,19,62.7,82.6,80.5,70.4,2,6,284,2,17.1,92.8,5.2,14,5,1,9,9,8,2.8,1779,7.2
Justin Herbert,28237,QB,LAC,6,76.9,229,246,7.9,2.57,6,10,3.7,65.4,161,0,71,8.5,266,15,92,27,90.7,86.8,83.5,74.8,2,4,288,0,15.5,98.8,4.1,11,9,0,9,14,6,2.1,1771,7.2
Matt Ryan,4317,QB,ATL,6,76.1,230,244,7.3,2.56,6,11,4.2,68.0,166,0,88,5.1,257,9,85,2,64.4,85.2,84.5,49.6,2,4,274,2,10.2,96.8,3.5,9,4,1,5,12,6,2.2,1668,6.8
Jalen Hurts,40291,QB,PHI,7,72.9,214,242,8.7,3.08,6,17,6.4,61.2,148,0,107,5.1,287,8,87,24,68.8,79.1,74.2,79.6,5,4,312,3,13.1,89.5,4.9,14,29,1,16,10,9,2.9,1716,7.1
Daniel Jones,39395,QB,NYG,7,74.2,225,241,8.4,2.67,4,6,2.3,63.5,153,0,85,8.4,271,14,86,21,43.6,77.0,75.9,58.7,3,4,293,2,16.5,84.8,5.2,14,16,1,8,5,7,2.4,1727,7.2
Matthew Stafford,4924,QB,LA,7,77.0,235,241,9.1,2.54,2,13,5.2,69.3,167,0,60,7.7,253,14,107,26,78.9,80.4,79.0,70.1,2,4,264,4,11.7,116.7,2.8,7,5,0,2,19,5,1.9,2172,9.0
Kirk Cousins,7102,QB,MIN,6,83.6,213,239,7.2,2.43,6,9,3.6,69.5,166,0,76,6.7,255,12,85,18,53.4,90.3,88.9,66.9,7,2,271,1,11.8,105.4,3.5,9,5,3,10,13,4,1.5,1769,7.4
