team_name,franchise_id,player_game_count,attempts,hits_allowed,hurries_allowed,pass_snaps,pbe,pressures_allowed,sacks_allowed
TB,30,12,537,13,66,537,91.2,87,8
DAL,9,12,501,17,76,501,89.1,101,8
PIT,25,12,494,21,58,494,88.8,95,16
ARZ,1,12,423,8,62,423,88.7,83,13
LA,26,12,470,13,62,470,88.6,91,16
LAC,27,12,523,24,74,523,87.6,114,16
NE,19,13,428,22,52,428,87.4,91,17
KC,16,12,552,21,90,552,87.4,125,14
PHI,24,13,449,13,91,449,86.9,111,7
SF,28,12,393,20,62,393,86.5,94,12
WAS,32,12,460,18,77,460,86.4,110,15
JAX,15,12,473,25,83,473,86.3,119,11
HST,13,12,427,13,75,427,86.2,103,15
CLV,8,12,416,11,75,416,86.1,101,15
CIN,7,12,431,21,66,431,85.7,105,18
BUF,4,12,504,22,96,504,85.5,132,14
MIN,18,12,478,25,97,478,85.4,131,9
GB,12,12,450,21,82,450,85.4,117,14
CHI,6,12,433,11,80,433,85.3,109,18
BLT,3,12,515,19,101,515,85.0,137,17
NO,20,12,432,20,85,432,84.8,118,13
ATL,2,12,468,38,76,468,84.2,131,17
NYJ,22,12,505,22,117,505,83.9,151,12
NYG,21,12,483,24,95,483,83.7,138,19
LV,23,12,492,34,99,492,83.6,147,14
DET,11,12,461,27,95,461,83.5,137,15
DEN,10,12,452,29,83,452,82.7,134,22
IND,14,13,468,37,99,468,82.1,152,16
CAR,5,12,460,28,103,460,81.8,149,18
TEN,31,12,438,31,85,438,80.8,142,26
SEA,29,12,416,23,94,416,80.6,139,22
MIA,17,13,557,26,156,557,80.1,202,20
