player,player_id,position,team_name,player_game_count,base_dropbacks,blitz_accuracy_percent,blitz_aimed_passes,blitz_attempts,blitz_avg_depth_of_target,blitz_avg_time_to_throw,blitz_bats,blitz_big_time_throws,blitz_btt_rate,blitz_completion_percent,blitz_completions,blitz_def_gen_pressures,blitz_drop_rate,blitz_dropbacks,blitz_dropbacks_percent,blitz_drops,blitz_first_downs,blitz_grades_coverage_defense,blitz_grades_defense,blitz_grades_defense_penalty,blitz_grades_hands_drop,blitz_grades_hands_fumble,blitz_grades_offense,blitz_grades_offense_penalty,blitz_grades_pass,blitz_grades_pass_route,blitz_grades_run,blitz_hit_as_threw,blitz_interceptions,blitz_passing_snaps,blitz_pressure_to_sack_rate,blitz_qb_rating,blitz_sack_percent,blitz_sacks,blitz_scrambles,blitz_spikes,blitz_thrown_aways,blitz_touchdowns,blitz_turnover_worthy_plays,blitz_twp_rate,blitz_yards,blitz_ypa,declined_penalties,franchise_id,grades_hands_fumble,grades_offense,grades_pass,grades_run,no_blitz_accuracy_percent,no_blitz_aimed_passes,no_blitz_attempts,no_blitz_avg_depth_of_target,no_blitz_avg_time_to_throw,no_blitz_bats,no_blitz_big_time_throws,no_blitz_btt_rate,no_blitz_completion_percent,no_blitz_completions,no_blitz_def_gen_pressures,no_blitz_drop_rate,no_blitz_dropbacks,no_blitz_dropbacks_percent,no_blitz_drops,no_blitz_first_downs,no_blitz_grades_coverage_defense,no_blitz_grades_defense,no_blitz_grades_defense_penalty,no_blitz_grades_hands_drop,no_blitz_grades_hands_fumble,no_blitz_grades_offense,no_blitz_grades_offense_penalty,no_blitz_grades_pass,no_blitz_grades_pass_route,no_blitz_grades_run,no_blitz_hit_as_threw,no_blitz_interceptions,no_blitz_passing_snaps,no_blitz_pressure_to_sack_rate,no_blitz_qb_rating,no_blitz_sack_percent,no_blitz_sacks,no_blitz_scrambles,no_blitz_spikes,no_blitz_thrown_aways,no_blitz_touchdowns,no_blitz_turnover_worthy_plays,no_blitz_twp_rate,no_blitz_yards,no_blitz_ypa,no_pressure_accuracy_percent,no_pressure_aimed_passes,no_pressure_attempts,no_pressure_avg_depth_of_target,no_pressure_avg_time_to_throw,no_pressure_bats,no_pressure_big_time_throws,no_pressure_btt_rate,no_pressure_completion_percent,no_pressure_completions,no_pressure_def_gen_pressures,no_pressure_drop_rate,no_pressure_dropbacks,no_pressure_dropbacks_percent,no_pressure_drops,no_pressure_first_downs,no_pressure_grades_coverage_defense,no_pressure_grades_defense,no_pressure_grades_defense_penalty,no_pressure_grades_hands_drop,no_pressure_grades_hands_fumble,no_pressure_grades_offense,no_pressure_grades_offense_penalty,no_pressure_grades_pass,no_pressure_grades_pass_route,no_pressure_grades_run,no_pressure_hit_as_threw,no_pressure_interceptions,no_pressure_passing_snaps,no_pressure_pressure_to_sack_rate,no_pressure_qb_rating,no_pressure_sack_percent,no_pressure_sacks,no_pressure_scrambles,no_pressure_spikes,no_pressure_thrown_aways,no_pressure_touchdowns,no_pressure_turnover_worthy_plays,no_pressure_twp_rate,no_pressure_yards,no_pressure_ypa,penalties,pressure_accuracy_percent,pressure_aimed_passes,pressure_attempts,pressure_avg_depth_of_target,pressure_avg_time_to_throw,pressure_bats,pressure_big_time_throws,pressure_btt_rate,pressure_completion_percent,pressure_completions,pressure_def_gen_pressures,pressure_drop_rate,pressure_dropbacks,pressure_dropbacks_percent,pressure_drops,pressure_first_downs,pressure_grades_coverage_defense,pressure_grades_defense,pressure_grades_defense_penalty,pressure_grades_hands_drop,pressure_grades_hands_fumble,pressure_grades_offense,pressure_grades_offense_penalty,pressure_grades_pass,pressure_grades_pass_route,pressure_grades_run,pressure_hit_as_threw,pressure_interceptions,pressure_passing_snaps,pressure_pressure_to_sack_rate,pressure_qb_rating,pressure_sack_percent,pressure_sacks,pressure_scrambles,pressure_spikes,pressure_thrown_aways,pressure_touchdowns,pressure_turnover_worthy_plays,pressure_twp_rate,pressure_yards,pressure_ypa
Tom Brady,698,QB,TB,6,281,87.3,55,60,7.8,2.14,2,3,4.8,75.0,45,19,6.3,62,22.1,3,32,,,,,81.8,91.9,78.9,90.9,,,0,1,64,10.5,126.9,3.2,2,0,0,3,6,0,0.0,517,8.6,0,30,90.7,92.4,91.2,75.3,74.7,194,207,9.4,2.46,1,15,7.0,66.7,138,47,4.8,219,77.9,7,83,,,,,90.2,90.2,83.7,87.6,,70.1,1,2,226,14.9,102.5,3.2,7,5,1,10,11,1,0.4,1547,7.5,80.1,201,211,8.3,2.22,3,14,6.4,73.0,154,0,4.3,215,76.5,7,96,,,,,90.1,93.1,83.6,91.8,,73.4,0,2,222,,111.0,0.0,0,4,1,6,12,0,0.0,1678,8.0,0,66.7,48,56,12.1,2.91,0,4,6.9,51.8,29,66,9.4,66,23.5,3,19,,,,,82.1,74.5,79.1,73.8,,58.3,1,1,68,13.6,96.3,13.6,9,1,0,7,5,1,1.5,386,6.9
Patrick Mahomes,11765,QB,KC,6,275,83.3,30,34,8.1,2.47,0,2,5.4,73.5,25,17,0.0,37,13.5,0,20,,,,,28.2,69.8,77.2,67.6,,63.9,0,1,40,11.8,114.0,5.4,2,1,0,4,2,1,2.5,353,10.4,0,16,52.8,78.2,74.0,81.1,79.1,191,208,8.2,2.83,1,8,3.6,68.3,142,73,6.0,238,86.5,9,99,,,,,76.8,79.7,84.2,73.7,,88.3,4,7,257,11.0,101.3,3.4,8,21,0,12,16,6,2.3,1534,7.4,84.8,165,171,6.2,2.3,1,5,2.8,77.8,133,0,5.0,185,67.3,7,88,,,,,71.1,81.2,83.1,76.0,,84.5,0,4,195,,115.3,0.0,0,13,0,5,14,3,1.5,1275,7.5,2,64.3,56,71,14.0,3.77,0,5,6.1,47.9,34,90,5.6,90,32.7,2,31,,,,,55.0,70.1,80.6,65.3,,79.7,4,4,102,11.1,73.2,11.1,10,9,0,11,4,4,3.9,612,8.6
Justin Herbert,28237,QB,LAC,6,266,71.4,56,62,7.0,2.37,2,1,1.4,58.1,36,21,10.0,64,24.1,4,23,,,,,82.7,75.9,79.3,74.4,,,1,1,72,9.5,87.9,3.1,2,0,0,3,3,1,1.4,417,6.7,0,27,90.7,86.8,83.5,74.8,78.6,173,184,8.2,2.64,4,9,4.5,67.9,125,50,8.1,202,75.9,11,69,,,,,90.1,86.7,83.5,83.0,,77.8,1,3,216,18.0,102.5,4.5,9,9,0,6,11,5,2.3,1354,7.4,80.5,185,192,7.7,2.31,6,7,3.3,70.3,135,0,9.4,195,73.3,14,76,,,,,90.1,90.3,83.4,88.4,,63.5,0,4,212,,105.7,0.0,0,3,0,1,12,6,2.8,1515,7.9,0,61.4,44,54,8.8,3.28,0,3,5.1,48.1,26,71,3.7,71,26.7,1,16,,,,,83.0,65.5,79.5,60.3,,79.2,2,0,76,15.5,74.3,15.5,11,6,0,8,2,0,0.0,256,4.7
Jared Goff,10635,QB,DET,6,262,79.2,48,50,6.9,2.34,0,1,2.0,64.0,32,22,15.8,54,20.6,6,17,,,,,81.0,62.8,78.4,63.6,60.0,56.8,0,0,55,13.6,107.0,5.6,3,1,0,2,3,0,0.0,379,7.6,1,11,33.6,60.9,63.0,38.0,75.3,174,188,7.0,2.79,1,5,2.4,67.6,127,70,3.1,208,79.4,4,66,,,,,37.2,61.4,83.7,62.3,,49.4,2,4,228,17.1,81.6,5.8,12,8,1,10,4,9,3.9,1126,6.0,80.1,161,166,6.0,2.45,1,3,1.7,74.1,123,0,4.7,170,64.9,6,64,,,,,89.3,67.7,82.8,67.4,,55.8,0,1,182,,102.5,0.0,0,4,1,3,7,4,2.2,1080,6.5,4,65.6,61,72,9.4,3.15,0,3,3.7,50.0,36,92,10.0,92,35.1,4,19,,,,,23.5,52.5,80.6,55.0,60.0,46.5,2,3,101,16.3,51.0,16.3,15,5,0,9,0,5,5.0,425,5.9
Derek Carr,8671,QB,LV,6,255,65.5,58,65,12.8,2.6,1,11,15.7,55.4,36,33,5.3,72,28.2,2,25,,,,,83.0,90.8,79.6,90.0,,58.3,1,1,77,18.2,101.9,8.3,6,1,0,5,3,1,1.3,697,10.7,0,23,78.6,86.3,87.2,48.1,81.9,155,167,8.7,2.79,4,12,6.9,67.7,113,56,11.0,183,71.8,14,53,,,,,70.9,79.1,83.0,79.6,,44.9,1,3,193,19.6,96.1,6.0,11,5,2,5,7,5,2.6,1249,7.5,81.0,158,164,8.6,2.45,4,17,9.8,72.0,118,0,7.8,166,65.1,10,58,,,,,89.1,90.7,82.7,90.1,,52.3,0,1,176,,108.1,0.0,0,2,2,0,6,3,1.7,1434,8.7,2,67.3,55,68,13.4,3.28,1,6,8.5,45.6,31,89,16.2,89,34.9,6,20,,,,,51.9,69.2,80.3,71.0,,47.5,2,3,94,19.1,72.7,19.1,17,4,0,10,4,3,3.2,512,7.5
Kirk Cousins,7102,QB,MIN,6,255,83.1,65,74,6.3,2.22,3,5,6.5,63.5,47,28,13.0,78,30.6,7,22,,,,,83.5,91.2,79.8,90.3,58.9,,3,0,81,14.3,97.6,5.1,4,0,0,3,3,0,0.0,516,7.0,0,18,53.4,90.3,88.9,66.9,83.8,148,165,7.6,2.53,3,4,2.3,72.1,119,48,4.0,177,69.4,5,63,,,,,38.3,83.9,35.9,81.7,,71.4,4,2,190,10.4,109.0,2.8,5,5,3,7,10,4,2.1,1253,7.6,86.2,167,175,7.0,2.28,3,7,3.9,78.3,137,0,4.9,179,70.2,7,69,,,,,89.3,94.6,82.8,93.3,,69.7,0,2,182,,118.9,0.0,0,3,3,2,11,2,1.1,1515,8.7,1,73.9,46,64,7.8,2.8,3,2,2.7,45.3,29,76,14.7,76,29.8,5,16,,,,,24.5,56.5,0.0,57.0,58.9,64.1,7,0,89,11.8,66.8,11.8,9,2,0,8,2,2,2.2,254,4.0
Josh Allen,46601,QB,BUF,6,255,67.4,43,51,10.7,2.72,1,4,7.3,54.9,28,22,3.4,54,21.2,1,17,,,,,81.4,65.6,78.6,64.3,,64.3,0,1,59,0.0,74.7,0.0,0,3,0,7,1,2,3.4,349,6.8,0,4,66.8,83.9,79.5,75.5,76.6,167,179,9.9,2.92,5,13,7.0,67.6,121,73,5.5,201,78.8,7,76,,,,64.7,72.7,85.2,83.4,81.9,90.6,68.5,1,2,209,11.0,111.8,4.0,8,13,0,6,14,8,3.8,1374,7.7,77.7,148,152,8.5,2.4,4,7,4.4,72.4,110,0,4.3,160,62.7,5,60,,,,64.7,88.7,79.4,82.5,75.4,90.6,72.7,0,2,167,,107.3,0.0,0,7,0,0,9,5,3.0,1120,7.4,1,67.7,62,78,13.9,3.68,2,10,12.2,50.0,39,95,7.1,95,37.3,3,33,,,,,54.7,79.1,80.6,78.5,,62.1,1,1,101,8.4,96.3,8.4,8,9,0,13,6,5,5.0,603,7.7
Sam Darnold,29048,QB,CAR,6,250,76.7,60,65,7.1,2.41,0,2,2.9,67.7,44,31,4.3,74,29.6,2,26,,,,,83.4,62.9,79.7,61.4,,66.5,1,3,80,25.8,71.9,10.8,8,1,0,4,0,4,5.0,509,7.8,0,5,48.1,65.1,63.0,73.3,71.8,149,159,8.9,3.01,0,10,6.0,58.5,93,63,13.1,176,70.4,14,56,,,,,50.2,68.5,82.9,63.2,,90.6,1,4,186,14.3,82.9,5.1,9,8,0,9,7,7,3.8,1064,6.7,75.2,149,152,7.7,2.5,0,5,3.1,65.8,100,0,10.7,156,62.4,12,58,,,,,88.5,74.2,82.4,70.7,,83.0,0,3,164,,91.1,0.0,0,4,0,3,6,4,2.4,1067,7.0,4,68.3,60,72,10.1,3.38,0,7,9.1,51.4,37,94,9.8,94,37.6,4,24,,,,,28.8,54.4,80.6,49.1,,83.4,2,4,102,18.1,55.7,18.1,17,5,0,10,1,7,6.9,506,7.0
Ben Roethlisberger,1732,QB,PIT,6,249,69.0,42,44,6.4,1.88,1,0,0.0,59.1,26,9,10.3,46,18.5,3,13,,,,,30.0,58.5,77.9,58.4,,,0,1,49,22.2,73.0,4.3,2,0,0,1,1,1,2.0,249,5.7,0,25,27.5,57.9,56.8,62.5,76.1,184,191,7.4,2.39,4,10,5.0,66.5,127,46,9.3,203,81.5,13,64,,,,,27.6,57.0,83.4,56.8,,61.2,2,3,214,21.7,89.0,4.9,10,2,0,1,6,11,5.1,1266,6.6,78.4,185,192,6.5,2.07,5,7,3.5,69.3,133,0,8.3,194,77.9,12,66,,,,,68.2,72.8,83.2,71.8,,58.3,0,1,203,,96.5,0.5,1,1,0,2,6,4,2.0,1312,6.8,0,58.5,41,43,10.4,3.07,0,3,6.3,46.5,20,55,16.7,55,22.1,4,11,,,,,17.0,26.9,78.6,27.4,,62.6,2,3,60,20.0,39.2,20.0,11,1,0,0,1,8,13.3,203,4.7
Jalen Hurts,40291,QB,PHI,6,247,64.9,57,64,10.5,2.97,2,5,6.9,56.3,36,36,2.7,74,30.0,1,27,,,,,47.6,66.5,79.8,63.0,,75.3,0,0,82,11.1,112.0,5.4,4,5,0,5,5,3,3.7,569,8.9,0,24,80.3,79.0,73.2,82.5,76.7,129,144,7.2,3.04,3,10,6.3,65.3,94,53,5.1,173,70.0,5,45,,,,,89.6,80.4,83.0,76.2,60.0,77.2,3,4,189,15.1,78.2,4.6,8,20,1,8,3,6,3.2,911,6.3,82.2,135,143,5.8,2.49,5,5,3.2,73.4,105,0,5.4,158,64.0,6,52,,,,,88.7,76.1,82.5,72.1,,77.8,0,4,169,,90.5,0.0,0,13,1,2,4,7,4.1,1015,7.1,2,49.0,51,65,14.7,3.97,0,10,13.2,38.5,25,89,0.0,89,36.0,0,20,,,,,54.7,74.1,80.6,70.0,60.0,74.5,3,0,102,13.5,84.5,13.5,12,12,0,11,4,2,2.0,465,7.2
