player,player_id,position,team_name,player_game_count,base_dropbacks,blitz_accuracy_percent,blitz_aimed_passes,blitz_attempts,blitz_avg_depth_of_target,blitz_avg_time_to_throw,blitz_bats,blitz_big_time_throws,blitz_btt_rate,blitz_completion_percent,blitz_completions,blitz_def_gen_pressures,blitz_drop_rate,blitz_dropbacks,blitz_dropbacks_percent,blitz_drops,blitz_first_downs,blitz_grades_coverage_defense,blitz_grades_defense,blitz_grades_defense_penalty,blitz_grades_hands_drop,blitz_grades_hands_fumble,blitz_grades_offense,blitz_grades_offense_penalty,blitz_grades_pass,blitz_grades_pass_route,blitz_grades_run,blitz_hit_as_threw,blitz_interceptions,blitz_passing_snaps,blitz_pressure_to_sack_rate,blitz_qb_rating,blitz_sack_percent,blitz_sacks,blitz_scrambles,blitz_spikes,blitz_thrown_aways,blitz_touchdowns,blitz_turnover_worthy_plays,blitz_twp_rate,blitz_yards,blitz_ypa,declined_penalties,franchise_id,grades_hands_fumble,grades_offense,grades_pass,grades_run,no_blitz_accuracy_percent,no_blitz_aimed_passes,no_blitz_attempts,no_blitz_avg_depth_of_target,no_blitz_avg_time_to_throw,no_blitz_bats,no_blitz_big_time_throws,no_blitz_btt_rate,no_blitz_completion_percent,no_blitz_completions,no_blitz_def_gen_pressures,no_blitz_drop_rate,no_blitz_dropbacks,no_blitz_dropbacks_percent,no_blitz_drops,no_blitz_first_downs,no_blitz_grades_coverage_defense,no_blitz_grades_defense,no_blitz_grades_defense_penalty,no_blitz_grades_hands_drop,no_blitz_grades_hands_fumble,no_blitz_grades_offense,no_blitz_grades_offense_penalty,no_blitz_grades_pass,no_blitz_grades_pass_route,no_blitz_grades_run,no_blitz_hit_as_threw,no_blitz_interceptions,no_blitz_passing_snaps,no_blitz_pressure_to_sack_rate,no_blitz_qb_rating,no_blitz_sack_percent,no_blitz_sacks,no_blitz_scrambles,no_blitz_spikes,no_blitz_thrown_aways,no_blitz_touchdowns,no_blitz_turnover_worthy_plays,no_blitz_twp_rate,no_blitz_yards,no_blitz_ypa,no_pressure_accuracy_percent,no_pressure_aimed_passes,no_pressure_attempts,no_pressure_avg_depth_of_target,no_pressure_avg_time_to_throw,no_pressure_bats,no_pressure_big_time_throws,no_pressure_btt_rate,no_pressure_completion_percent,no_pressure_completions,no_pressure_def_gen_pressures,no_pressure_drop_rate,no_pressure_dropbacks,no_pressure_dropbacks_percent,no_pressure_drops,no_pressure_first_downs,no_pressure_grades_coverage_defense,no_pressure_grades_defense,no_pressure_grades_defense_penalty,no_pressure_grades_hands_drop,no_pressure_grades_hands_fumble,no_pressure_grades_offense,no_pressure_grades_offense_penalty,no_pressure_grades_pass,no_pressure_grades_pass_route,no_pressure_grades_run,no_pressure_hit_as_threw,no_pressure_interceptions,no_pressure_passing_snaps,no_pressure_pressure_to_sack_rate,no_pressure_qb_rating,no_pressure_sack_percent,no_pressure_sacks,no_pressure_scrambles,no_pressure_spikes,no_pressure_thrown_aways,no_pressure_touchdowns,no_pressure_turnover_worthy_plays,no_pressure_twp_rate,no_pressure_yards,no_pressure_ypa,penalties,pressure_accuracy_percent,pressure_aimed_passes,pressure_attempts,pressure_avg_depth_of_target,pressure_avg_time_to_throw,pressure_bats,pressure_big_time_throws,pressure_btt_rate,pressure_completion_percent,pressure_completions,pressure_def_gen_pressures,pressure_drop_rate,pressure_dropbacks,pressure_dropbacks_percent,pressure_drops,pressure_first_downs,pressure_grades_coverage_defense,pressure_grades_defense,pressure_grades_defense_penalty,pressure_grades_hands_drop,pressure_grades_hands_fumble,pressure_grades_offense,pressure_grades_offense_penalty,pressure_grades_pass,pressure_grades_pass_route,pressure_grades_run,pressure_hit_as_threw,pressure_interceptions,pressure_passing_snaps,pressure_pressure_to_sack_rate,pressure_qb_rating,pressure_sack_percent,pressure_sacks,pressure_scrambles,pressure_spikes,pressure_thrown_aways,pressure_touchdowns,pressure_turnover_worthy_plays,pressure_twp_rate,pressure_yards,pressure_ypa
Trevor Lawrence,77632,QB,JAX,6,238,57.1,49,56,11.3,2.63,2,3,5.1,44.6,25,27,10.7,62,26.1,3,18,,,,,39.9,48.8,78.9,48.7,,62.9,0,2,65,14.8,64.4,6.5,4,2,0,5,3,4,6.2,297,5.3,0,15,78.2,57.1,54.5,67.7,75.0,148,160,8.3,2.88,0,7,4.0,65.0,104,57,6.3,176,73.9,7,51,,,,,89.7,58.9,83.0,58.3,,62.2,5,6,192,10.5,79.4,3.4,6,9,1,6,4,8,4.2,1168,7.3,73.8,141,146,8.4,2.48,2,6,3.8,66.4,97,0,6.7,154,64.7,7,49,,,,,88.5,62.6,82.4,62.5,,57.7,0,4,164,,87.8,0.6,1,6,1,2,5,7,4.3,1063,7.3,0,62.5,56,70,10.5,3.43,0,4,5.1,45.7,32,84,8.6,84,35.3,3,20,,,,,51.9,44.9,80.3,43.8,,67.8,5,4,93,10.7,49.8,10.7,9,5,0,9,2,5,5.4,402,5.7
Daniel Jones,39395,QB,NYG,6,236,70.2,47,51,9.4,2.52,2,1,1.8,58.8,30,27,9.1,58,24.6,3,18,,,,,24.7,54.5,78.8,59.5,,43.9,0,2,63,22.2,64.7,10.3,6,1,0,2,0,3,4.8,366,7.2,0,21,35.2,74.0,74.7,55.4,73.6,148,157,8.7,2.77,2,5,3.0,63.7,100,49,8.3,178,75.4,9,58,,,,,70.5,79.3,83.0,78.5,,61.2,2,2,190,12.2,89.1,3.4,6,15,1,4,4,4,2.1,1158,7.4,72.1,147,151,8.5,2.52,2,4,2.5,65.6,99,0,6.6,160,67.8,7,60,,,,,88.8,75.0,82.6,72.6,,70.2,0,4,170,,84.8,0.0,0,9,1,1,3,4,2.4,1178,7.8,1,75.0,48,57,9.8,3.1,2,2,3.1,54.4,31,76,13.9,76,32.2,5,16,,,,,22.7,66.2,79.9,72.7,,32.1,2,0,83,15.8,78.5,15.8,12,7,0,5,1,3,3.6,346,6.1
Dak Prescott,10769,QB,DAL,6,236,67.1,79,84,10.3,2.31,3,11,11.5,60.7,51,30,3.8,89,37.7,2,39,,,,,84.9,79.9,80.6,77.7,,63.1,0,4,101,10.0,104.7,3.4,3,1,0,2,12,3,3.0,650,7.7,0,9,35.0,82.9,87.7,29.4,86.5,126,132,6.9,2.77,0,4,2.8,81.1,107,36,1.8,147,62.3,2,57,,,,,66.3,88.6,82.3,88.1,58.4,56.8,3,0,159,16.7,113.5,4.1,6,8,0,3,4,3,1.9,1163,8.8,82.3,164,165,7.9,2.41,1,10,5.6,80.0,132,0,2.2,170,72.0,3,78,,,,,89.3,90.4,82.8,90.1,58.4,47.6,0,3,182,,126.6,0.0,0,4,0,0,15,4,2.2,1474,8.9,1,65.9,41,51,9.3,3.08,2,5,8.1,51.0,26,66,3.7,66,28.0,1,18,,,,,46.3,73.3,79.6,70.6,,69.8,3,1,78,13.6,70.6,13.6,9,5,0,5,1,2,2.6,339,6.6
Lamar Jackson,46416,QB,BLT,6,234,77.3,66,71,10.0,2.69,2,1,1.4,67.6,48,33,5.9,83,35.5,3,31,,,,,42.8,65.8,80.0,62.2,,77.0,1,3,86,21.2,88.3,8.4,7,5,0,2,3,4,4.7,569,8.0,0,3,33.3,86.1,84.6,71.3,79.3,111,123,10.9,3.35,1,12,9.2,67.5,83,50,5.7,151,64.5,5,60,,,,,44.7,91.9,82.3,91.3,,68.6,5,2,159,18.0,105.6,6.0,9,19,2,4,6,4,2.5,1117,9.1,80.6,134,140,9.7,2.7,3,8,5.5,74.3,104,0,3.7,151,64.5,4,66,,,,,66.0,90.9,82.2,90.4,,62.7,0,4,156,,102.7,0.0,0,11,2,1,5,4,2.6,1302,9.3,1,72.1,43,54,13.3,3.87,0,5,8.6,50.0,27,83,12.9,83,35.5,4,25,,,,,26.6,69.2,80.1,62.8,,78.1,6,1,89,19.3,90.4,19.3,16,13,0,5,4,4,4.5,384,7.1
Ryan Tannehill,7014,QB,TEN,6,231,76.2,42,48,11.5,2.52,3,3,5.5,62.5,30,29,6.3,61,26.4,2,22,,,,,82.2,73.7,79.1,70.8,,70.4,2,0,68,31.0,94.4,14.8,9,4,0,1,1,1,1.5,384,8.0,0,31,62.0,86.3,82.2,81.8,77.1,140,154,7.7,2.6,2,6,3.7,63.6,98,51,9.3,170,73.6,10,59,,,,,69.0,88.3,82.7,83.2,,90.0,5,4,178,21.6,84.4,6.5,11,5,0,7,5,3,1.7,1083,7.0,80.4,138,144,7.9,2.39,5,6,3.9,70.8,102,0,8.1,151,65.4,9,64,,,,,88.3,94.2,82.3,92.2,,87.9,1,3,159,,93.2,0.0,0,7,0,0,3,1,0.6,1170,8.1,2,65.9,44,58,10.5,2.94,0,3,4.6,44.8,26,80,10.3,80,34.6,3,17,,,,,49.5,50.1,80.0,48.9,,68.8,6,1,87,25.0,70.8,25.0,20,2,0,8,3,3,3.4,297,5.1
Mac Jones,60323,QB,NE,6,228,75.7,74,77,9.4,2.33,2,3,3.6,68.8,53,35,5.4,82,36.0,3,26,,,,,43.6,73.0,80.1,71.8,,,1,3,89,14.3,80.3,6.1,5,0,0,0,2,2,2.2,526,6.8,0,19,57.6,79.7,78.3,65.0,80.8,125,134,6.9,2.65,1,7,4.9,72.4,97,39,4.0,146,64.0,4,45,,,,,65.7,79.2,26.8,78.2,,63.1,0,3,154,20.5,94.9,5.5,8,3,1,7,5,6,3.9,946,7.1,84.0,144,151,6.9,2.35,3,7,4.4,75.5,114,0,5.8,154,67.5,7,53,,,,,88.4,88.9,82.4,87.2,,54.2,0,3,161,,97.0,0.0,0,2,1,3,4,2,1.2,1141,7.6,2,65.5,55,60,10.1,2.93,0,3,4.5,60.0,36,74,0.0,74,32.5,0,18,,,,,25.8,56.8,0.0,56.4,,65.6,1,3,82,17.6,70.9,17.6,13,1,0,4,3,6,7.3,331,5.5
Teddy Bridgewater,8667,QB,DEN,6,224,88.0,50,52,8.5,2.63,1,1,1.9,80.8,42,29,4.5,58,25.9,2,32,,,,,81.6,83.6,78.7,81.5,,,0,0,61,20.7,146.4,10.3,6,0,0,1,7,0,0.0,501,9.6,0,10,75.5,74.4,73.9,58.5,74.8,135,146,10.5,2.97,4,5,3.3,66.4,97,58,4.0,166,74.1,4,47,,,,,68.3,66.5,82.6,67.3,,52.2,2,4,172,17.2,81.8,6.0,10,10,0,5,3,8,4.7,1013,6.9,78.3,129,134,10.3,2.5,4,5,3.6,73.1,98,0,3.0,137,61.2,3,54,,,,,87.3,79.6,81.8,78.1,,60.3,0,4,140,,100.4,0.0,0,3,0,1,6,5,3.6,1123,8.4,1,78.6,56,64,9.1,3.48,1,1,1.4,64.1,41,87,6.8,87,38.8,3,25,,,,,52.3,60.1,80.3,62.0,,50.4,2,0,93,18.4,101.8,18.4,16,7,0,5,4,3,3.2,391,6.1
Taylor Heinicke,9896,QB,WAS,6,224,65.2,46,50,7.7,2.67,1,1,1.8,58.0,29,24,3.3,55,24.6,1,18,,,,,37.6,61.1,78.6,62.6,,53.2,0,0,60,0.0,90.5,0.0,0,5,1,2,2,2,3.3,321,6.4,0,32,76.1,57.4,56.6,61.1,73.9,142,148,8.8,3.07,2,6,3.8,65.5,97,39,7.6,169,75.4,8,50,,,,,89.3,55.1,34.0,54.6,,63.7,1,6,182,12.8,85.7,3.0,5,16,0,3,7,8,4.4,1069,7.2,74.7,146,149,8.2,2.6,2,6,3.8,69.1,103,0,5.5,161,71.9,6,53,,,,,88.8,66.4,31.2,65.7,,65.0,0,4,171,,94.2,0.0,0,12,1,0,7,5,2.9,1074,7.2,1,61.9,42,49,9.9,3.92,1,1,1.8,46.9,23,63,11.5,63,28.1,3,15,,,,,43.6,39.3,79.3,40.1,,54.7,1,2,71,7.9,64.7,7.9,5,9,0,5,2,5,7.0,316,6.4
Kyler Murray,38334,QB,ARZ,6,219,86.5,37,42,7.9,2.73,1,6,13.3,76.2,32,19,0.0,51,23.3,0,25,,,,,80.9,93.3,78.3,91.2,,79.9,0,0,54,31.6,156.3,11.8,6,3,0,4,6,0,0.0,515,12.3,0,1,33.2,82.4,87.7,44.9,81.0,142,153,8.3,2.83,1,13,8.1,73.2,112,41,2.6,168,76.7,3,56,,,,,89.1,81.2,82.7,80.3,,58.3,0,4,177,14.6,103.0,3.6,6,7,0,10,8,4,2.3,1226,8.0,83.1,148,153,6.9,2.36,2,12,7.5,78.4,120,0,2.4,159,72.6,3,63,,,,,88.6,87.2,82.5,84.8,,65.9,0,3,166,,119.3,0.0,0,4,0,3,11,3,1.8,1351,8.8,1,77.4,31,42,14.4,3.98,0,7,15.2,57.1,24,60,0.0,60,27.4,0,18,,,,,82.0,84.4,78.9,82.0,,68.1,0,1,65,20.0,102.3,20.0,12,6,0,11,3,1,1.5,390,9.3
Carson Wentz,10636,QB,IND,6,217,68.1,47,54,7.0,2.5,1,2,3.4,57.4,31,31,3.1,62,28.6,1,23,,,,,82.3,66.4,79.1,62.3,,78.2,1,0,68,19.4,108.1,9.7,6,2,0,5,4,0,0.0,434,8.0,0,14,60.4,80.6,79.6,60.6,82.3,124,139,8.2,2.92,1,8,5.4,66.9,93,60,8.8,155,71.4,9,45,,,,,67.5,85.5,82.5,84.2,,61.3,7,1,166,13.3,100.1,5.2,8,8,0,7,5,1,0.6,1111,8.0,82.8,116,123,7.2,2.43,2,7,5.3,70.7,87,0,9.4,126,58.1,9,48,,,,,87.1,89.4,81.7,87.0,,63.6,0,1,135,,116.5,0.0,0,3,0,5,8,0,0.0,1097,8.9,1,69.1,55,70,9.3,3.31,0,3,4.1,52.9,37,91,2.6,91,41.9,1,20,,,,,54.1,64.3,80.5,61.4,,71.2,8,0,99,15.4,77.6,15.4,14,7,0,7,1,1,1.0,448,6.4
