team_name,franchise_id,player_game_count,attempts,hits_allowed,hurries_allowed,pass_snaps,pbe,pressures_allowed,sacks_allowed
SF,28,2,60,2,5,60,94.2,7,0
TB,30,2,90,1,12,90,91.7,14,1
WAS,32,2,75,3,9,75,90.7,13,1
CLV,8,2,60,1,5,60,90.0,9,3
LA,26,2,59,2,6,59,89.8,10,2
ARZ,1,2,77,1,9,77,89.6,13,3
MIN,18,2,87,5,10,87,89.1,17,2
CAR,5,2,77,6,9,77,89.0,16,1
KC,16,2,73,2,10,73,89.0,14,2
DAL,9,2,92,4,16,92,88.0,21,1
LAC,27,2,94,5,14,94,87.8,21,2
PHI,24,2,69,1,16,69,87.7,17,0
PIT,25,2,77,6,10,77,87.0,18,2
JAX,15,2,88,3,18,88,86.9,22,1
SEA,29,2,65,3,10,65,86.9,15,2
HST,13,2,68,3,15,68,86.8,18,0
CHI,6,2,78,0,13,78,86.5,17,4
LV,23,2,99,6,15,99,86.4,24,3
CIN,7,2,66,4,8,66,84.8,16,4
NE,19,2,73,7,12,73,84.2,21,2
GB,12,2,70,6,11,70,83.6,20,3
NYG,21,2,80,2,22,80,82.5,26,2
BLT,3,2,66,4,15,66,81.1,22,3
DEN,10,2,79,7,17,79,81.0,27,3
ATL,2,2,89,7,19,89,80.9,30,4
BUF,4,2,92,6,26,92,80.4,34,2
NYJ,22,2,82,2,23,82,79.9,29,4
NO,20,2,54,4,14,54,79.6,20,2
MIA,17,2,82,4,30,82,79.3,34,0
TEN,31,2,88,6,15,88,79.0,29,8
IND,14,2,88,7,21,88,78.4,33,5
DET,11,2,102,9,33,102,77.5,44,2
