player,player_id,position,team_name,player_game_count,avg_depth_of_target,avoided_tackles,caught_percent,contested_catch_rate,contested_receptions,contested_targets,declined_penalties,drop_rate,drops,first_downs,franchise_id,fumbles,grades_hands_drop,grades_hands_fumble,grades_offense,grades_pass_block,grades_pass_route,inline_rate,inline_snaps,interceptions,longest,pass_block_rate,pass_blocks,pass_plays,penalties,receptions,route_rate,routes,slot_rate,slot_snaps,targeted_qb_rating,targets,touchdowns,wide_rate,wide_snaps,yards,yards_after_catch,yards_after_catch_per_reception,yards_per_reception,yprr
Cooper Kupp,11824,WR,LA,6,9.2,6,69.7,57.1,4,7,0,8.0,4,29,26,0,61.9,81.1,87.7,,88.2,0.0,0,3,56,0.0,0,211,0,46,96.7,204,70.1,148,117.8,66,7,29.4,62,653,275,6.0,14.2,3.2
Davante Adams,8688,WR,GB,6,12.0,4,69.7,50.0,5,10,0,2.1,1,31,12,0,84.7,78.8,92.4,,92.4,0.0,0,2,59,0.0,0,204,0,46,94.1,192,33.3,68,99.8,66,2,66.7,136,668,222,4.8,14.5,3.48
Tyreek Hill,10799,WR,KC,6,11.0,7,73.0,0.0,0,7,1,6.1,3,31,16,1,69.8,37.4,83.9,,82.9,0.4,1,2,75,0.0,0,243,2,46,92.6,225,56.0,136,115.3,63,5,43.6,106,592,198,4.3,12.9,2.63
D.J. Moore,48267,WR,CAR,6,11.3,5,64.5,55.6,5,9,0,11.1,5,27,5,1,50.6,36.2,76.1,,75.6,0.0,0,3,39,0.0,0,248,0,40,94.4,234,12.5,31,86.3,62,3,85.9,213,513,213,5.3,12.8,2.19
Justin Jefferson,61398,WR,MIN,6,11.2,5,70.7,40.0,4,10,0,8.9,4,26,18,1,59.3,30.2,82.6,,80.9,0.0,0,0,37,0.0,0,262,0,41,93.9,246,30.2,79,117.2,58,3,69.8,183,542,198,4.8,13.2,2.2
Terry McLaurin,48229,WR,WAS,6,13.5,3,57.9,53.6,15,28,0,2.9,1,21,32,0,79.4,77.1,77.0,,76.6,0.0,0,2,37,0.0,0,244,2,33,92.2,225,27.0,66,84.5,57,3,73.0,178,428,110,3.3,13.0,1.9
Keenan Allen,7857,WR,LAC,6,8.7,3,69.6,54.5,6,11,0,11.4,5,23,27,1,52.2,30.4,73.9,,74.0,0.8,2,2,42,0.0,0,263,3,39,93.2,245,58.2,153,82.4,56,1,39.9,105,419,142,3.6,10.7,1.71
Brandin Cooks,8655,WR,HST,6,13.2,2,71.4,57.1,8,14,1,2.4,1,21,13,0,82.2,78.2,77.1,,77.5,0.0,0,2,52,0.0,0,210,1,40,91.4,192,28.1,59,88.5,56,1,71.0,149,481,90,2.3,12.0,2.51
Stefon Diggs,9579,WR,BUF,6,12.5,3,66.1,35.7,5,14,0,2.6,1,25,4,1,81.8,29.3,77.6,67.2,77.8,0.4,1,2,61,0.4,1,235,1,37,94.5,222,20.9,49,88.6,56,2,77.9,183,463,91,2.5,12.5,2.09
Mike Williams,11762,WR,LAC,6,12.4,3,62.3,50.0,8,16,0,13.2,5,23,27,0,46.6,77.4,77.9,,78.9,0.0,0,0,72,0.0,0,218,0,33,93.1,203,15.1,33,130.9,53,6,84.9,185,498,179,5.4,15.1,2.45
