player,player_id,position,team_name,player_game_count,batted_passes,declined_penalties,franchise_id,grades_pass_rush_defense,hits,hurries,pass_rush_opp,pass_rush_percent,pass_rush_win_rate,pass_rush_wins,penalties,prp,sacks,snap_counts_pass_play,snap_counts_pass_rush,total_pressures,true_pass_set_batted_passes,true_pass_set_grades_pass_rush_defense,true_pass_set_hits,true_pass_set_hurries,true_pass_set_pass_rush_opp,true_pass_set_pass_rush_percent,true_pass_set_pass_rush_win_rate,true_pass_set_pass_rush_wins,true_pass_set_prp,true_pass_set_sacks,true_pass_set_snap_counts_pass_play,true_pass_set_snap_counts_pass_rush,true_pass_set_total_pressures
Calais Campbell,4364,DI,BLT,8,0,1,3,73.2,7,14,238,100.0,13.0,31,1,4.4,0,253,253,21,0,76.9,4,11,117,100.0,17.9,21,6.4,0,125,125,15
Malcolm Jenkins,4937,S,NO,8,0,0,20,60.1,0,1,32,9.5,9.4,3,1,4.7,1,349,33,2,0,57.6,0,1,19,11.9,5.3,1,7.9,1,160,19,2
Jason McCourty,5127,S,MIA,7,0,0,17,54.5,0,0,4,2.1,0.0,0,0,0.0,0,194,4,0,0,55.5,0,0,2,2.2,0.0,0,0.0,0,93,2,0
Steve McLendon,5232,DI,TB,6,0,0,30,55.5,1,2,64,98.5,6.3,4,0,2.3,0,68,67,3,0,62.0,0,2,15,100.0,13.3,2,6.7,0,16,16,2
Ndamukong Suh,5527,DI,TB,8,1,0,30,53.8,5,11,234,97.7,7.3,17,1,4.3,2,256,250,18,0,55.6,3,9,106,98.3,12.3,13,6.6,1,118,116,13
Gerald McCoy,5528,DI,LV,1,0,0,23,55.2,0,0,5,100.0,0.0,0,0,0.0,0,5,5,0,0,60.0,0,0,1,100.0,0.0,0,0.0,0,1,1,0
Tyson Alualu,5535,DI,PIT,2,0,0,25,59.4,1,1,38,100.0,7.9,3,0,2.6,0,40,40,2,0,61.3,1,1,29,100.0,10.3,3,3.4,0,30,30,2
Brandon Graham,5538,ED,PHI,2,0,0,24,60.6,1,1,30,100.0,10.0,3,0,3.3,0,32,32,2,0,69.2,1,1,14,100.0,21.4,3,7.1,0,15,15,2
Jason Pierre-Paul,5540,ED,TB,6,3,0,30,58.8,2,9,203,87.6,5.9,12,2,4.2,3,249,218,14,0,60.5,1,5,85,92.3,8.2,7,5.9,2,104,96,8
Kareem Jackson,5545,S,DEN,9,0,0,10,61.0,0,0,2,0.6,50.0,1,0,50.0,1,349,2,1,0,56.5,0,0,2,1.2,0.0,0,0.0,0,168,2,0
Devin McCourty,5552,S,NE,9,0,0,19,52.4,0,0,5,1.5,0.0,0,0,0.0,0,330,5,0,0,54.0,0,0,2,1.4,0.0,0,0.0,0,141,2,0
Jerry Hughes,5556,ED,BUF,8,2,1,4,87.5,3,20,168,94.9,19.6,33,3,8.0,2,196,186,25,0,90.2,2,14,75,92.5,29.3,22,13.3,2,93,86,18
Linval Joseph,5571,DI,LAC,8,0,1,27,83.6,1,9,148,100.0,14.2,21,1,4.1,1,159,159,11,0,84.0,0,5,50,100.0,22.0,11,7.0,1,55,55,6
Carlos Dunlap,5579,ED,SEA,8,4,0,29,64.6,3,15,180,90.9,15.0,27,0,6.1,2,208,189,20,3,65.1,2,7,94,94.3,16.0,15,5.9,1,105,99,10
Corey Peters,5607,DI,ARZ,6,0,0,1,70.0,0,4,60,95.3,10.0,6,0,3.3,0,64,61,4,0,68.9,0,3,24,100.0,16.7,4,6.3,0,24,24,3
Everson Griffen,5624,ED,MIN,7,0,0,18,81.9,5,20,224,97.2,21.0,47,4,7.8,5,250,243,30,0,89.6,3,14,106,97.5,32.1,34,10.8,3,120,117,20
Al Woods,5646,DI,SEA,8,3,0,29,69.4,2,5,149,100.0,9.4,14,1,3.0,1,160,160,8,1,74.7,0,5,44,100.0,18.2,8,8.0,1,49,49,6
Andrew Sendejo,6118,S,IND,6,0,0,14,61.6,0,1,6,2.9,0.0,0,0,8.3,0,210,6,1,0,56.1,0,0,2,1.9,0.0,0,0.0,0,108,2,0
Von Miller,6154,ED,LA,7,0,1,26,78.2,4,19,177,92.5,19.8,35,3,9.3,5,201,186,28,0,86.3,3,15,87,95.7,29.9,26,14.9,4,94,90,22
J.J. Watt,6163,DI,ARZ,7,2,0,1,83.1,11,16,208,98.2,18.3,38,1,7.0,1,221,217,28,1,81.9,5,10,88,100.0,22.7,20,9.7,1,92,92,16
Robert Quinn,6166,ED,CHI,8,0,2,6,72.1,2,15,196,89.4,14.8,29,5,7.4,6,236,211,23,0,72.9,1,11,95,94.5,18.9,18,11.6,5,109,103,17
Ryan Kerrigan,6168,ED,PHI,9,0,0,24,65.9,1,10,110,98.3,13.6,15,0,5.0,0,119,117,11,0,71.9,1,6,38,97.7,26.3,10,9.2,0,43,42,7
Cameron Jordan,6176,ED,NO,8,1,0,20,67.9,8,19,273,98.6,13.9,38,0,6.0,3,294,290,30,0,65.6,4,10,130,100.0,15.4,20,6.2,1,139,139,15
