team_name,franchise_id,player_game_count,attempts,hits_allowed,hurries_allowed,pass_snaps,pbe,pressures_allowed,sacks_allowed
TB,30,10,450,11,58,450,90.8,76,7
LAC,27,10,432,17,59,432,88.7,87,11
ARZ,1,11,402,8,57,402,88.7,78,13
PIT,25,10,418,19,46,418,88.6,80,15
LA,26,10,390,13,48,390,88.6,75,14
DAL,9,10,410,14,64,410,88.5,86,8
SF,28,10,334,14,50,334,87.4,74,10
NE,19,11,390,21,49,390,87.2,85,15
HST,13,10,360,10,67,360,86.8,86,9
KC,16,11,520,20,89,520,86.8,123,14
PHI,24,11,386,11,80,386,86.4,98,7
CIN,7,10,356,18,51,356,86.4,83,14
WAS,32,10,389,14,68,389,86.1,95,13
GB,12,11,404,18,66,404,86.1,98,14
CLV,8,11,375,11,66,375,85.7,92,15
NO,20,10,353,15,65,353,85.6,91,11
JAX,15,10,396,22,75,396,85.5,106,9
BUF,4,10,433,21,85,433,85.2,117,11
BLT,3,10,430,16,84,430,84.7,116,16
MIN,18,10,398,23,87,398,84.4,117,7
CHI,6,10,344,8,65,344,84.4,90,17
ATL,2,10,390,32,66,390,83.8,112,14
NYJ,22,10,438,20,102,438,83.8,132,10
LV,23,10,407,27,88,407,83.4,125,10
NYG,21,10,404,20,81,404,83.3,118,17
DET,11,10,392,24,86,392,82.9,122,12
CAR,5,11,424,23,94,424,82.7,132,15
DEN,10,10,382,25,69,382,82.5,114,20
SEA,29,10,338,14,74,338,81.7,106,18
IND,14,11,395,36,84,395,81.5,133,13
TEN,31,11,412,28,80,412,81.1,132,24
MIA,17,11,479,26,144,479,78.5,188,18
