team_name,franchise_id,player_game_count,attempts,hits_allowed,hurries_allowed,pass_snaps,pbe,pressures_allowed,sacks_allowed
TB,30,14,640,16,81,640,90.4,110,13
DAL,9,14,587,22,89,587,88.7,122,11
PIT,25,14,567,22,68,567,88.4,111,21
LAC,27,14,600,27,88,600,87.7,131,16
ARZ,1,14,534,9,90,534,87.5,116,17
NE,19,14,475,23,61,475,87.4,102,18
LA,26,14,536,16,73,536,87.4,112,23
KC,16,14,632,23,106,632,87.1,146,17
CLV,8,14,480,12,84,480,86.9,111,15
HST,13,14,510,15,87,510,86.9,118,16
JAX,15,14,558,26,94,558,86.6,135,15
GB,12,14,526,21,87,526,86.5,125,17
PHI,24,14,481,13,98,481,86.4,121,10
SF,28,14,464,22,75,464,86.3,112,15
BLT,3,14,615,19,113,615,86.2,151,19
BUF,4,14,605,28,112,605,86.0,155,15
NYG,21,14,558,28,102,558,84.8,150,20
MIN,18,14,540,31,107,540,84.8,151,13
WAS,32,14,535,24,100,535,84.5,145,21
NO,20,14,490,20,103,490,84.4,138,15
NYJ,22,14,588,25,130,588,84.3,170,15
DET,11,14,531,31,104,531,84.1,152,17
CIN,7,14,500,26,91,500,83.9,139,22
DEN,10,14,516,31,90,516,83.4,146,25
CHI,6,14,522,14,119,522,83.4,153,20
ATL,2,14,535,46,101,535,82.7,166,19
LV,23,14,582,38,126,582,82.6,183,19
CAR,5,14,542,32,120,542,81.9,174,22
IND,14,14,482,37,104,482,81.8,158,17
SEA,29,14,480,26,109,480,81.4,157,22
MIA,17,14,588,28,160,588,80.6,208,20
TEN,31,14,513,36,98,513,80.5,167,33
