player,player_id,position,team_name,player_game_count,accuracy_percent,aimed_passes,attempts,avg_depth_of_target,avg_time_to_throw,bats,big_time_throws,btt_rate,completion_percent,completions,declined_penalties,def_gen_pressures,drop_rate,dropbacks,drops,first_downs,franchise_id,grades_hands_fumble,grades_offense,grades_pass,grades_run,hit_as_threw,interceptions,passing_snaps,penalties,pressure_to_sack_rate,qb_rating,sack_percent,sacks,scrambles,spikes,thrown_aways,touchdowns,turnover_worthy_plays,twp_rate,yards,ypa
Tom Brady,698,QB,TB,6,77.5,249,267,9.0,2.39,3,18,6.5,68.5,183,0,66,5.2,281,10,115,30,90.7,92.4,91.2,75.3,1,3,290,0,13.6,108.0,3.2,9,5,1,13,17,1,0.3,2064,7.7
Justin Herbert,28237,QB,LAC,6,76.9,229,246,7.9,2.57,6,10,3.7,65.4,161,0,71,8.5,266,15,92,27,90.7,86.8,83.5,74.8,2,4,288,0,15.5,98.8,4.1,11,9,0,9,14,6,2.1,1771,7.2
Patrick Mahomes,11765,QB,KC,6,79.6,221,242,8.2,2.78,1,10,3.8,69.0,167,0,90,5.1,275,9,119,16,52.8,78.2,74.0,81.1,4,8,297,2,11.1,103.1,3.6,10,22,0,16,18,7,2.4,1887,7.8
Kirk Cousins,7102,QB,MIN,6,83.6,213,239,7.2,2.43,6,9,3.6,69.5,166,0,76,6.7,255,12,85,18,53.4,90.3,88.9,66.9,7,2,271,1,11.8,105.4,3.5,9,5,3,10,13,4,1.5,1769,7.4
Jared Goff,10635,QB,DET,6,76.1,222,238,6.9,2.7,1,6,2.3,66.8,159,1,92,5.9,262,10,83,11,33.6,60.9,63.0,38.0,2,4,283,4,16.3,86.9,5.7,15,9,1,12,7,9,3.2,1505,6.3
Ben Roethlisberger,1732,QB,PIT,6,74.8,226,235,7.2,2.29,5,10,4.0,65.1,153,0,55,9.5,249,16,77,25,27.5,57.9,56.8,62.5,2,4,263,0,21.8,86.0,4.8,12,2,0,2,7,12,4.6,1515,6.4
Derek Carr,8671,QB,LV,6,77.5,213,232,9.8,2.74,5,23,9.4,64.2,149,0,89,9.7,255,16,78,23,78.6,86.3,87.2,48.1,2,4,270,2,19.1,97.7,6.7,17,6,2,10,10,6,2.2,1946,8.4
Josh Allen,46601,QB,BUF,6,74.8,210,230,10.1,2.88,6,17,7.1,64.8,149,0,95,5.1,255,8,93,4,66.8,83.9,79.5,75.5,1,3,268,1,8.4,103.6,3.1,8,16,0,13,15,10,3.7,1723,7.5
Sam Darnold,29048,QB,CAR,6,73.2,209,224,8.4,2.83,0,12,5.1,61.2,137,0,94,10.5,250,16,82,5,48.1,65.1,63.0,73.3,2,7,266,4,18.1,79.7,6.8,17,9,0,13,7,11,4.1,1573,7.0
Dak Prescott,10769,QB,DAL,6,79.0,205,216,8.2,2.6,3,15,6.3,73.1,158,0,66,2.5,236,4,96,9,35.0,82.9,87.7,29.4,3,4,260,1,13.6,115.0,3.8,9,9,0,5,16,6,2.3,1813,8.4
Trevor Lawrence,77632,QB,JAX,6,70.6,197,216,9.0,2.82,2,10,4.3,59.7,129,0,84,7.2,238,10,69,15,78.2,57.1,54.5,67.7,5,8,257,0,11.9,75.5,4.2,10,11,1,11,7,12,4.7,1465,6.8
Mac Jones,60323,QB,NE,6,78.9,199,211,7.8,2.54,3,10,4.4,71.1,150,0,74,4.5,228,7,71,19,57.6,79.7,78.3,65.0,1,6,243,2,17.6,89.6,5.7,13,3,1,7,7,8,3.3,1472,7.0
Daniel Jones,39395,QB,NYG,6,72.8,195,208,8.8,2.71,4,6,2.7,62.5,130,0,76,8.5,236,12,76,21,35.2,74.0,74.7,55.4,2,4,253,1,15.8,83.1,5.1,12,16,1,6,4,7,2.8,1524,7.3
Jalen Hurts,40291,QB,PHI,6,73.1,186,208,8.2,3.02,5,15,6.5,62.5,130,0,89,4.4,247,6,72,24,80.3,79.0,73.2,82.5,3,4,271,2,13.5,88.6,4.9,12,25,1,13,8,9,3.3,1480,7.1
Matt Ryan,4317,QB,ATL,5,76.7,193,204,6.9,2.53,5,7,3.2,69.1,141,0,70,4.7,215,7,70,2,75.3,82.1,79.6,70.1,2,3,232,2,11.4,97.1,3.7,8,3,1,3,10,5,2.2,1332,6.5
Ryan Tannehill,7014,QB,TEN,6,76.9,182,202,8.6,2.58,5,9,4.1,63.4,128,0,80,8.6,231,12,81,31,62.0,86.3,82.2,81.8,7,4,246,2,25.0,86.8,8.7,20,9,0,8,6,4,1.6,1467,7.3
Matthew Stafford,4924,QB,LA,6,78.4,194,200,9.1,2.58,2,9,4.3,69.5,139,0,51,8.6,211,13,90,26,75.2,77.5,76.3,70.2,2,4,218,4,11.8,116.6,2.8,6,5,0,2,16,5,2.3,1838,9.2
Teddy Bridgewater,8667,QB,DEN,6,78.4,185,198,10.0,2.88,5,6,2.9,70.2,139,0,87,4.1,224,6,79,10,75.5,74.4,73.9,58.5,2,4,233,1,18.4,100.9,7.1,16,10,0,6,10,8,3.4,1514,7.6
Taylor Heinicke,9896,QB,WAS,6,71.8,188,198,8.5,2.97,3,7,3.3,63.6,126,0,63,6.7,224,9,68,32,76.1,57.4,56.6,61.1,1,6,242,1,7.9,86.9,2.2,5,21,1,5,9,10,4.1,1390,7.0
Kyler Murray,38334,QB,ARZ,6,82.1,179,195,8.2,2.8,2,19,9.3,73.8,144,0,60,2.0,219,3,81,1,33.2,82.4,87.7,44.9,0,4,231,1,20.0,116.2,5.5,12,10,0,14,14,4,1.7,1741,8.9
Lamar Jackson,46416,QB,BLT,6,78.5,177,194,10.6,3.12,3,13,6.4,67.5,131,0,83,5.8,234,8,91,3,33.3,86.1,84.6,71.3,6,5,245,1,19.3,99.3,6.8,16,24,2,6,9,8,3.3,1686,8.7
