player,player_id,position,team_name,player_game_count,base_snap_counts_coverage,declined_penalties,franchise_id,man_assists,man_avg_depth_of_target,man_catch_rate,man_coverage_percent,man_coverage_snaps_per_reception,man_coverage_snaps_per_target,man_dropped_ints,man_forced_incompletes,man_forced_incompletion_rate,man_grades_coverage_defense,man_interceptions,man_longest,man_missed_tackle_rate,man_missed_tackles,man_pass_break_ups,man_qb_rating_against,man_receptions,man_snap_counts_coverage,man_snap_counts_coverage_percent,man_snap_counts_pass_play,man_stops,man_tackles,man_targets,man_touchdowns,man_yards,man_yards_after_catch,man_yards_per_coverage_snap,man_yards_per_reception,penalties,zone_assists,zone_avg_depth_of_target,zone_catch_rate,zone_coverage_percent,zone_coverage_snaps_per_reception,zone_coverage_snaps_per_target,zone_dropped_ints,zone_forced_incompletes,zone_forced_incompletion_rate,zone_grades_coverage_defense,zone_interceptions,zone_longest,zone_missed_tackle_rate,zone_missed_tackles,zone_pass_break_ups,zone_qb_rating_against,zone_receptions,zone_snap_counts_coverage,zone_snap_counts_coverage_percent,zone_snap_counts_pass_play,zone_stops,zone_tackles,zone_targets,zone_touchdowns,zone_yards,zone_yards_after_catch,zone_yards_per_coverage_snap,zone_yards_per_reception
Malcolm Jenkins,4937,S,NO,14,558,0,20,2,9.0,47.6,88.7,17.6,8.4,0,2,9.5,50.7,1,31,16.7,2,2,48.5,10,189,33.9,213,1,8,21,0,134,73,0.8,13.4,0,3,5.5,85.7,95.0,12.8,11.0,0,2,7.1,61.1,0,26,3.0,1,2,121.6,24,326,58.4,343,14,29,28,2,209,86,0.7,8.7
Jason McCourty,5127,S,MIA,7,190,0,17,0,8.1,62.5,97.0,18.6,11.6,0,3,37.5,78.9,0,23,0.0,0,3,75.5,5,98,51.6,101,2,5,8,0,41,19,0.4,8.2,0,2,12.3,100.0,98.8,26.0,26.0,0,0,0.0,63.2,0,25,0.0,0,0,118.8,3,80,42.1,81,0,3,3,0,45,8,0.6,15.0
Steve McLendon,5232,DI,TB,9,2,0,30,0,,,0.0,,,0,0,,,0,,,0,0,0.0,0,0,0.0,19,0,0,0,0,0,0,,,0,0,,,1.3,,,0,0,,65.6,1,,0.0,0,0,0.0,0,1,50.0,77,0,1,0,0,0,0,0.0,
Ndamukong Suh,5527,DI,TB,14,8,0,30,1,,,0.0,,,0,0,,60.0,0,,33.3,1,0,0.0,0,0,0.0,112,1,1,0,0,0,0,,,0,0,3.0,100.0,1.5,4.0,4.0,1,0,0.0,57.3,0,5,0.0,0,0,87.5,1,4,50.0,271,6,2,1,0,5,2,1.3,5.0
Joe Haden,5532,CB,PIT,9,301,0,25,2,13.1,90.0,100.0,7.0,6.3,0,1,10.0,48.9,0,37,0.0,0,1,152.1,9,69,22.9,69,1,6,10,1,131,32,2.1,14.6,0,1,12.5,47.1,100.0,22.5,10.6,0,3,17.6,76.7,0,14,30.0,3,3,56.7,8,188,62.5,188,3,6,17,0,63,25,0.4,7.9
Jason Pierre-Paul,5540,ED,TB,12,49,0,30,0,,,1.0,,,0,0,,52.8,0,,25.0,1,0,0.0,0,1,2.0,102,3,3,0,0,0,0,0.0,,0,2,3.2,100.0,14.0,4.3,4.3,0,0,0.0,65.4,0,24,21.1,4,0,140.7,9,40,81.6,285,5,13,9,1,80,51,2.1,8.9
Kareem Jackson,5545,S,DEN,13,467,0,10,0,8.3,66.7,98.9,44.0,29.3,0,1,16.7,58.7,0,8,25.0,5,1,70.1,4,183,39.2,185,2,15,6,0,17,15,0.1,4.3,0,0,6.7,78.6,100.0,12.0,9.4,0,0,0.0,50.7,1,17,5.0,1,0,69.9,11,140,30.0,140,3,19,14,0,111,67,0.8,10.1
Devin McCourty,5552,S,NE,14,476,0,19,0,8.8,50.0,99.1,67.3,33.7,1,1,16.7,63.7,1,13,7.7,1,1,23.6,3,212,44.5,214,0,12,6,0,28,7,0.1,9.3,0,5,17.6,41.7,98.3,43.6,18.2,0,4,33.3,73.6,2,33,6.3,1,4,27.8,5,229,48.1,233,0,10,12,0,88,17,0.4,17.6
Jerry Hughes,5556,ED,BUF,14,18,0,4,0,14.0,0.0,5.0,,5.0,0,0,0.0,72.9,0,,0.0,0,0,39.6,0,5,27.8,101,1,1,1,0,0,0,0.0,,0,2,0.0,66.7,6.9,5.0,3.3,0,0,0.0,46.3,0,18,0.0,0,0,84.0,2,11,61.1,160,1,0,3,0,19,11,1.9,9.5
Carlos Dunlap,5579,ED,SEA,14,36,0,29,1,,,1.8,,,0,0,,60.6,0,,0.0,0,0,0.0,0,1,2.8,56,2,1,0,0,0,0,,,0,0,1.5,100.0,16.3,13.0,13.0,0,0,0.0,56.9,0,4,0.0,0,0,79.2,2,28,77.8,172,3,2,2,0,5,2,0.2,2.5
