player,player_id,position,team_name,player_game_count,attempts,attempts_with_hangtime,average_hangtime,average_net_yards,average_yards_per_attempt,average_yards_per_return,blocks,declined_penalties,downeds,fair_catches,franchise_id,grades_punter,inside_twenties,long,out_of_bounds,penalties,percent_returned,return_yards,returns,snaps,total_hangtime,total_net_yards,touchbacks,yards
Andy Lee,1906,P,ARZ,13,42,42,4.14,42.57,49.86,8.6,0,0,4,7,1,44.6,10,62,2,0,57.1,206,24,42,173.96,1788,5,2094
Dustin Colquitt,2316,P,CLV,7,28,28,4.22,41.07,46.14,10.2,1,0,3,8,8,63.1,9,66,5,0,35.7,102,10,29,118.2,1150,2,1292
Sam Koch,3148,P,BLT,13,57,57,4.26,40.74,45.04,6.3,0,0,7,11,3,67.1,22,60,9,0,45.6,165,26,57,242.68,2322,4,2567
Brett Kern,4580,P,TEN,10,31,31,4.1,40.74,43.81,10.6,0,0,3,9,31,67.4,12,59,10,0,29.0,95,9,31,127.24,1263,0,1358
Kevin Huber,5066,P,CIN,13,49,49,4.22,40.86,46.27,8.3,0,0,6,13,7,52.4,19,61,5,0,40.8,165,20,49,206.86,2002,5,2267
Thomas Morstead,5088,P,ATL,10,35,35,4.31,42.34,47.34,11.1,0,0,3,15,2,70.9,17,64,2,0,40.0,155,14,35,150.89,1482,1,1657
Bryan Anger,7072,P,DAL,13,52,52,4.46,44.15,48.65,7.3,0,0,5,17,9,71.0,19,63,5,0,40.4,154,21,52,231.85,2296,4,2530
Johnny Hekker,7252,P,LA,13,40,40,4.16,41.8,43.1,5.3,0,0,7,18,26,62.7,17,58,8,0,15.0,32,6,40,166.56,1672,1,1724
Sam Martin,7947,P,DEN,13,50,50,4.12,42.26,45.38,6.8,0,0,7,19,10,68.3,23,68,5,0,34.0,116,17,50,205.83,2113,2,2269
Tress Way,8358,P,WAS,12,43,43,4.27,43.49,49.02,8.5,0,0,4,10,32,62.7,16,66,5,1,48.8,178,21,43,183.56,1870,3,2108
