player,player_id,position,team_name,player_game_count,declined_penalties,franchise_id,gap_grades_run_block,gap_run_block_percent,gap_snap_counts_run_block,gap_snap_counts_run_block_percent,gap_snap_counts_run_play,grades_run_block,penalties,run_block_percent,snap_counts_run_block,snap_counts_run_play,zone_grades_run_block,zone_run_block_percent,zone_snap_counts_run_block,zone_snap_counts_run_block_percent,zone_snap_counts_run_play
David Quessenberry,7957,T,TEN,15,0,31,72.1,100.0,181,38.3,181,89.6,0,100.0,473,473,91.7,100.0,257,54.3,257
Ben Jones,7099,C,TEN,15,0,31,60.1,100.0,171,37.7,171,79.8,2,100.0,453,453,86.4,100.0,253,55.8,253
Ryan Tannehill,7014,QB,TEN,15,0,31,60.7,99.4,173,40.1,174,60.4,0,93.7,431,460,60.1,95.7,246,57.1,257
Laken Tomlinson,9461,G,SF,15,0,28,59.0,100.0,143,33.5,143,73.1,2,100.0,427,427,79.9,100.0,238,55.7,238
David Andrews,9948,C,NE,15,0,19,80.6,100.0,272,64.0,272,75.5,2,100.0,425,425,55.8,100.0,64,15.1,64
Daniel Brunskill,34807,G,SF,15,0,28,60.4,100.0,143,33.9,143,61.4,0,100.0,422,422,67.1,100.0,236,55.9,236
Alex Mack,4944,C,SF,15,0,28,66.8,100.0,143,33.9,143,69.9,1,100.0,422,422,70.4,100.0,236,55.9,236
Jordan Mailata,66916,T,PHI,13,0,24,71.9,100.0,120,28.5,120,87.1,2,100.0,421,421,87.1,100.0,268,63.7,268
Wyatt Teller,46131,G,CLV,15,0,8,75.8,100.0,230,55.2,230,85.3,4,100.0,417,417,90.8,100.0,146,35.0,146
Joel Bitonio,8670,G,CLV,15,0,8,82.0,100.0,230,55.2,230,92.5,1,100.0,417,417,92.6,100.0,146,35.0,146
Brian O'Neill,46854,T,MIN,15,0,18,58.5,100.0,86,20.7,86,62.9,1,100.0,415,415,63.7,100.0,297,71.6,297
Ezra Cleveland,41973,G,MIN,15,0,18,64.0,100.0,86,20.7,86,72.8,1,100.0,415,415,69.5,100.0,297,71.6,297
Cesar Ruiz,59857,G,NO,15,0,20,55.0,100.0,167,40.4,167,55.2,0,100.0,413,413,53.2,100.0,198,47.9,198
Jason Kelce,6343,C,PHI,15,0,24,83.2,100.0,116,28.7,116,90.2,0,100.0,404,404,80.9,100.0,254,62.9,254
Kirk Cousins,7102,QB,MIN,15,0,18,60.0,100.0,86,21.3,86,60.0,0,97.1,403,415,60.0,99.3,295,73.2,297
Tyler Biadasz,41178,C,DAL,15,0,9,61.2,100.0,150,37.4,150,67.8,3,100.0,401,401,68.7,100.0,210,52.4,210
D.J. Humphries,9457,T,ARZ,15,0,1,70.5,100.0,107,26.9,107,73.5,1,100.0,398,398,63.6,100.0,228,57.3,228
Carson Wentz,10636,QB,IND,15,0,14,60.3,98.5,135,34.1,137,60.4,0,93.2,396,425,60.4,98.3,238,60.1,242
Trent Williams,5529,T,SF,14,0,28,79.7,100.0,135,34.3,135,98.0,0,100.0,394,394,98.9,100.0,218,55.3,218
J.C. Tretter,7904,C,CLV,14,0,8,70.6,100.0,218,55.5,218,74.8,2,100.0,393,393,71.5,100.0,139,35.4,139
Kevin Zeitler,7032,G,BLT,15,0,3,59.8,100.0,251,64.2,251,67.5,2,100.0,391,391,82.5,100.0,106,27.1,106
