player,player_id,position,team_name,player_game_count,base_targets,declined_penalties,franchise_id,man_avg_depth_of_target,man_avoided_tackles,man_caught_percent,man_contested_catch_rate,man_contested_receptions,man_contested_targets,man_drop_rate,man_drops,man_first_downs,man_fumbles,man_grades_hands_drop,man_grades_pass_route,man_interceptions,man_longest,man_pass_block_rate,man_pass_blocks,man_pass_plays,man_receptions,man_route_rate,man_routes,man_targeted_qb_rating,man_targets,man_targets_percent,man_touchdowns,man_yards,man_yards_after_catch,man_yards_after_catch_per_reception,man_yards_per_reception,man_yprr,penalties,zone_avg_depth_of_target,zone_avoided_tackles,zone_caught_percent,zone_contested_catch_rate,zone_contested_receptions,zone_contested_targets,zone_drop_rate,zone_drops,zone_first_downs,zone_fumbles,zone_grades_hands_drop,zone_grades_pass_route,zone_interceptions,zone_longest,zone_pass_block_rate,zone_pass_blocks,zone_pass_plays,zone_receptions,zone_route_rate,zone_routes,zone_targeted_qb_rating,zone_targets,zone_targets_percent,zone_touchdowns,zone_yards,zone_yards_after_catch,zone_yards_after_catch_per_reception,zone_yards_per_reception,zone_yprr
Cooper Kupp,11824,WR,LA,13,150,0,26,10.4,5,70.3,80.0,4,5,3.7,1,24,0,74.9,91.9,1,59,0.9,1,116,26,94.8,110,133.2,37,24.7,5,393,123,4.7,15.1,3.57,0,8.1,9,77.2,44.4,4,9,6.2,4,32,0,71.3,84.1,3,52,1.0,3,289,61,93.4,270,95.9,79,52.7,1,778,391,6.4,12.8,2.88
Tyreek Hill,10799,WR,KC,13,129,0,16,10.8,0,61.9,14.3,1,7,16.1,5,20,1,38.8,77.1,2,44,0.0,0,141,26,90.8,128,72.2,42,32.6,1,307,95,3.7,11.8,2.4,0,11.9,9,70.8,0.0,0,3,6.1,3,30,0,70.5,79.5,0,75,0.0,0,279,46,93.9,262,102.4,65,50.4,1,565,216,4.7,12.3,2.16
Diontae Johnson,33441,WR,PIT,12,127,0,25,8.3,2,69.0,50.0,4,8,0.0,0,17,1,78.0,79.3,0,50,0.0,0,151,29,92.7,140,115.5,42,33.1,2,403,235,8.1,13.9,2.88,0,10.3,7,61.4,42.9,3,7,2.8,1,22,0,81.3,73.8,2,45,0.0,0,219,35,93.2,204,71.2,57,44.9,1,365,113,3.2,10.4,1.79
Davante Adams,8688,WR,GB,12,126,0,12,10.0,5,68.1,57.1,4,7,0.0,0,24,0,88.7,91.2,1,50,0.0,0,140,32,92.1,129,115.3,47,37.3,4,417,132,4.1,13.0,3.23,0,11.2,4,71.9,41.7,5,12,2.1,1,31,0,84.8,91.2,2,59,0.0,0,234,46,95.3,223,102.5,64,50.8,2,663,277,6.0,14.4,2.97
Justin Jefferson,61398,WR,MIN,13,124,0,18,13.4,0,71.4,60.0,3,5,6.3,2,26,0,77.3,92.0,0,43,0.0,0,144,30,93.1,134,140.1,42,33.9,4,471,133,4.4,15.7,3.51,0,12.9,7,71.4,35.7,5,14,6.3,3,26,1,69.3,80.1,1,56,0.0,0,294,45,93.9,276,106.4,63,50.8,1,698,266,5.9,15.5,2.53
Keenan Allen,7857,WR,LAC,12,120,0,27,8.7,1,69.6,50.0,6,12,8.6,3,21,1,51.6,76.4,1,42,0.0,0,163,32,86.5,141,83.9,46,38.3,0,363,93,2.9,11.3,2.57,0,8.4,2,71.9,44.4,4,9,6.1,3,25,0,70.9,75.1,2,41,0.0,0,300,46,96.3,289,86.2,64,53.3,1,492,201,4.4,10.7,1.7
D.J. Moore,48267,WR,CAR,13,119,0,5,8.9,0,54.5,40.0,4,10,0.0,0,12,0,82.7,72.0,3,64,0.0,0,131,18,94.7,124,49.1,33,27.7,1,232,120,6.7,12.9,1.87,0,12.5,5,61.4,33.3,3,9,10.4,5,29,1,47.6,71.8,1,29,0.0,0,299,43,95.3,285,87.0,70,58.8,1,587,180,4.2,13.7,2.06
Stefon Diggs,9579,WR,BUF,13,118,0,4,12.0,2,55.6,33.3,4,12,3.8,1,16,0,74.9,79.5,2,37,0.6,1,161,25,91.9,148,79.3,45,38.1,3,294,55,2.2,11.8,1.99,0,12.2,9,72.1,66.7,6,9,0.0,0,27,0,90.3,77.8,2,57,0.0,0,299,44,95.0,284,92.2,61,51.7,1,559,156,3.5,12.7,1.97
Chris Godwin,11839,WR,TB,13,117,0,30,8.3,3,65.9,50.0,2,4,3.3,1,22,1,77.8,81.6,2,44,0.0,0,190,29,92.6,176,96.4,44,37.6,3,376,207,7.1,13.0,2.14,0,6.8,12,90.2,100.0,3,3,8.0,4,22,1,62.0,69.6,0,36,0.4,1,275,46,97.1,267,105.8,51,43.6,0,479,252,5.5,10.4,1.79
Jaylen Waddle,84088,WR,MIA,13,112,0,17,7.1,5,76.2,87.5,7,8,8.6,3,23,0,59.7,79.1,1,36,0.0,0,169,32,92.3,156,110.6,42,37.5,3,314,123,3.8,9.8,2.01,0,6.7,4,76.2,60.0,3,5,5.9,3,24,1,71.4,75.0,5,57,0.0,0,293,48,95.2,279,63.6,63,56.3,0,470,228,4.8,9.8,1.68
