player,player_id,position,team_name,player_game_count,base_dropbacks,blitz_accuracy_percent,blitz_aimed_passes,blitz_attempts,blitz_avg_depth_of_target,blitz_avg_time_to_throw,blitz_bats,blitz_big_time_throws,blitz_btt_rate,blitz_completion_percent,blitz_completions,blitz_def_gen_pressures,blitz_drop_rate,blitz_dropbacks,blitz_dropbacks_percent,blitz_drops,blitz_first_downs,blitz_grades_coverage_defense,blitz_grades_defense,blitz_grades_defense_penalty,blitz_grades_hands_drop,blitz_grades_hands_fumble,blitz_grades_offense,blitz_grades_offense_penalty,blitz_grades_overall_tackle,blitz_grades_pass,blitz_grades_pass_route,blitz_grades_run,blitz_grades_tackle,blitz_hit_as_threw,blitz_interceptions,blitz_passing_snaps,blitz_pressure_to_sack_rate,blitz_qb_rating,blitz_sack_percent,blitz_sacks,blitz_scrambles,blitz_spikes,blitz_thrown_aways,blitz_touchdowns,blitz_turnover_worthy_plays,blitz_twp_rate,blitz_yards,blitz_ypa,declined_penalties,franchise_id,grades_hands_fumble,grades_offense,grades_pass,grades_run,no_blitz_accuracy_percent,no_blitz_aimed_passes,no_blitz_attempts,no_blitz_avg_depth_of_target,no_blitz_avg_time_to_throw,no_blitz_bats,no_blitz_big_time_throws,no_blitz_btt_rate,no_blitz_completion_percent,no_blitz_completions,no_blitz_def_gen_pressures,no_blitz_drop_rate,no_blitz_dropbacks,no_blitz_dropbacks_percent,no_blitz_drops,no_blitz_first_downs,no_blitz_grades_coverage_defense,no_blitz_grades_defense,no_blitz_grades_defense_penalty,no_blitz_grades_hands_drop,no_blitz_grades_hands_fumble,no_blitz_grades_offense,no_blitz_grades_offense_penalty,no_blitz_grades_overall_tackle,no_blitz_grades_pass,no_blitz_grades_pass_route,no_blitz_grades_run,no_blitz_grades_tackle,no_blitz_hit_as_threw,no_blitz_interceptions,no_blitz_passing_snaps,no_blitz_pressure_to_sack_rate,no_blitz_qb_rating,no_blitz_sack_percent,no_blitz_sacks,no_blitz_scrambles,no_blitz_spikes,no_blitz_thrown_aways,no_blitz_touchdowns,no_blitz_turnover_worthy_plays,no_blitz_twp_rate,no_blitz_yards,no_blitz_ypa,no_pressure_accuracy_percent,no_pressure_aimed_passes,no_pressure_attempts,no_pressure_avg_depth_of_target,no_pressure_avg_time_to_throw,no_pressure_bats,no_pressure_big_time_throws,no_pressure_btt_rate,no_pressure_completion_percent,no_pressure_completions,no_pressure_def_gen_pressures,no_pressure_drop_rate,no_pressure_dropbacks,no_pressure_dropbacks_percent,no_pressure_drops,no_pressure_first_downs,no_pressure_grades_coverage_defense,no_pressure_grades_defense,no_pressure_grades_defense_penalty,no_pressure_grades_hands_drop,no_pressure_grades_hands_fumble,no_pressure_grades_offense,no_pressure_grades_offense_penalty,no_pressure_grades_overall_tackle,no_pressure_grades_pass,no_pressure_grades_pass_route,no_pressure_grades_run,no_pressure_grades_tackle,no_pressure_hit_as_threw,no_pressure_interceptions,no_pressure_passing_snaps,no_pressure_pressure_to_sack_rate,no_pressure_qb_rating,no_pressure_sack_percent,no_pressure_sacks,no_pressure_scrambles,no_pressure_spikes,no_pressure_thrown_aways,no_pressure_touchdowns,no_pressure_turnover_worthy_plays,no_pressure_twp_rate,no_pressure_yards,no_pressure_ypa,penalties,pressure_accuracy_percent,pressure_aimed_passes,pressure_attempts,pressure_avg_depth_of_target,pressure_avg_time_to_throw,pressure_bats,pressure_big_time_throws,pressure_btt_rate,pressure_completion_percent,pressure_completions,pressure_def_gen_pressures,pressure_drop_rate,pressure_dropbacks,pressure_dropbacks_percent,pressure_drops,pressure_first_downs,pressure_grades_coverage_defense,pressure_grades_defense,pressure_grades_defense_penalty,pressure_grades_hands_drop,pressure_grades_hands_fumble,pressure_grades_offense,pressure_grades_offense_penalty,pressure_grades_overall_tackle,pressure_grades_pass,pressure_grades_pass_route,pressure_grades_run,pressure_grades_tackle,pressure_hit_as_threw,pressure_interceptions,pressure_passing_snaps,pressure_pressure_to_sack_rate,pressure_qb_rating,pressure_sack_percent,pressure_sacks,pressure_scrambles,pressure_spikes,pressure_thrown_aways,pressure_touchdowns,pressure_turnover_worthy_plays,pressure_twp_rate,pressure_yards,pressure_ypa
Patrick Mahomes,11765,QB,KC,11,503,83.9,56,64,6.3,2.27,0,2,2.9,70.3,45,27,4.3,68,13.5,2,36,,,,,44.1,75.7,79.3,,73.0,,69.6,,1,1,72,7.4,104.2,2.9,2,2,0,7,3,1,1.4,529,8.3,0,16,37.9,73.7,71.1,73.8,77.6,348,385,8.3,2.83,3,13,3.2,64.7,249,143,7.8,435,86.5,21,158,,,,,47.7,72.7,64.1,,69.2,,80.0,,5,10,461,12.6,93.1,4.1,18,31,0,29,22,15,3.3,2671,6.9,84.2,303,313,6.2,2.3,2,8,2.4,75.4,236,0,7.5,333,66.2,19,144,,,,,70.3,82.0,57.0,,79.7,,72.0,,0,6,348,,107.0,0.0,0,19,0,8,18,6,1.7,2319,7.4,3,61.4,101,136,13.3,3.66,1,7,4.7,42.6,58,170,6.5,170,33.8,4,50,,,,,26.7,57.4,82.9,,52.8,,82.8,,6,5,185,11.8,66.5,11.8,20,14,0,28,7,10,5.4,881,6.5
Tom Brady,698,QB,TB,10,441,83.1,89,99,8.0,2.18,3,4,3.8,68.7,68,28,8.1,101,22.9,6,45,,,,,85.3,84.9,80.8,,82.9,58.9,,,0,3,106,7.1,115.6,2.0,2,0,0,7,10,2,1.9,838,8.5,0,30,87.9,91.6,90.2,81.1,74.4,308,324,8.8,2.43,3,22,6.6,66.7,216,65,5.7,340,77.1,13,120,,,,,82.7,90.5,85.4,,88.1,,72.8,,1,5,351,15.4,100.8,2.9,10,6,1,11,19,3,0.9,2339,7.2,79.9,329,343,8.0,2.23,6,20,5.7,72.3,248,0,5.7,348,78.9,15,144,,,,,91.0,94.1,85.5,,92.7,,76.1,,0,5,358,,111.6,0.0,0,5,1,7,23,1,0.3,2719,7.9,0,58.8,68,80,11.7,2.92,0,6,7.0,45.0,36,93,10.0,93,21.1,4,21,,,,,53.5,56.6,80.5,,57.1,58.9,58.3,,1,3,99,12.9,72.8,12.9,12,1,0,11,6,4,4.0,458,5.7
Justin Herbert,28237,QB,LAC,10,433,71.6,95,104,7.2,2.45,4,1,0.9,59.6,62,34,8.8,111,25.6,6,45,,,,,86.4,76.4,81.3,,73.4,,74.7,,2,1,124,11.8,93.8,3.6,4,3,0,3,5,1,0.8,750,7.2,0,27,91.6,89.0,84.6,82.2,80.7,270,290,7.4,2.64,6,13,4.2,68.6,199,78,8.7,322,74.4,19,113,,,,,90.9,88.9,85.3,,85.2,,77.6,,1,7,342,17.9,100.0,4.3,14,17,1,12,17,6,1.8,2177,7.5,81.9,298,311,7.1,2.35,10,10,3.0,70.7,220,0,9.8,321,74.1,24,131,,,,,90.9,91.3,85.3,,90.2,,71.1,,0,8,346,,104.4,0.0,0,10,1,2,19,7,2.0,2514,8.1,1,62.7,67,83,8.7,3.27,0,4,4.5,49.4,41,112,2.4,112,25.9,1,27,,,,,86.1,64.0,81.2,,58.6,,81.7,,3,0,120,16.1,76.0,16.1,18,10,0,13,3,0,0.0,413,5.0
Josh Allen,46601,QB,BUF,10,423,70.1,97,109,9.1,2.58,2,6,5.2,59.6,65,43,4.4,118,27.9,3,39,,,,,86.8,62.8,81.5,,59.2,,75.9,,0,3,130,7.0,78.2,2.5,3,6,0,10,4,4,3.1,670,6.1,0,4,51.4,80.7,75.8,79.0,78.0,255,273,9.5,2.93,8,19,6.7,68.1,186,100,6.5,305,72.1,13,116,,,,64.7,68.0,85.7,85.0,,80.7,90.8,82.2,,2,5,319,12.0,104.7,3.9,12,19,0,8,17,14,4.4,2141,7.8,79.9,259,268,8.1,2.42,8,13,4.7,72.8,195,0,5.8,280,66.2,12,110,,,,64.7,90.6,84.3,84.7,,78.8,90.8,88.0,,0,5,292,,101.2,0.0,0,11,0,1,12,9,3.1,2016,7.5,2,64.5,93,114,12.8,3.63,2,12,9.8,49.1,56,143,6.7,143,33.8,4,45,,,,,44.2,68.0,82.2,,64.6,,72.6,,2,3,157,10.5,87.4,10.5,15,14,0,17,9,9,5.7,795,7.0
Ryan Tannehill,7014,QB,TEN,11,411,76.7,86,92,9.1,2.34,3,4,3.9,68.5,63,48,4.5,108,26.3,3,43,,,,,86.1,69.5,81.2,,67.3,,70.4,,2,4,119,25.0,96.3,11.1,12,4,0,1,5,5,4.2,821,8.9,0,31,67.8,83.0,79.3,84.4,77.3,256,276,7.5,2.54,3,10,3.4,65.9,182,89,8.1,303,73.7,16,100,,,,,67.7,85.3,85.0,,81.2,59.1,87.8,,7,8,318,21.3,82.7,6.3,19,8,1,9,8,10,3.1,1860,6.7,79.7,256,264,7.5,2.35,6,10,3.6,72.0,190,0,6.9,274,66.7,14,114,,,,,90.6,93.4,84.6,,91.7,59.1,86.5,,1,6,288,,98.8,0.0,0,10,1,0,10,6,2.1,2131,8.1,5,69.8,86,104,9.0,2.77,0,4,3.4,52.9,55,137,8.3,137,33.3,5,29,,,,,41.5,43.8,82.1,,43.6,,68.8,,8,6,149,22.6,53.8,22.6,31,2,0,10,3,9,6.0,550,5.3
Derek Carr,8671,QB,LV,10,408,71.6,88,96,10.7,2.5,1,15,14.6,63.5,61,43,3.2,103,25.2,2,42,,,,,85.5,85.3,80.9,,83.6,,58.3,,2,3,110,14.0,101.2,5.8,6,1,0,5,5,4,3.6,964,10.0,0,23,76.6,79.9,80.2,50.2,80.6,258,278,8.0,2.75,8,15,5.2,69.4,193,96,7.2,305,74.8,15,86,,,,,67.8,73.8,85.0,,74.4,,45.6,,2,6,319,16.7,95.3,5.2,16,10,2,8,11,9,2.8,2077,7.5,82.0,255,265,7.4,2.38,8,21,7.6,75.1,199,0,4.8,269,65.9,10,96,,,,,90.6,88.9,84.5,,87.4,,48.0,,0,3,280,,109.5,0.0,0,3,2,0,11,5,1.8,2274,8.6,2,68.1,91,109,12.3,3.28,1,9,7.7,50.5,55,139,11.3,139,34.1,7,32,,,,,41.3,58.4,82.0,,60.0,,49.8,,4,6,149,15.8,65.8,15.8,22,8,0,13,5,8,5.4,767,7.0
Kirk Cousins,7102,QB,MIN,10,399,77.3,97,110,7.3,2.26,3,8,6.8,61.8,68,48,9.3,117,29.3,7,39,,,,,60.3,90.7,81.4,,89.4,58.9,,,5,0,124,12.5,107.2,5.1,6,0,0,5,7,2,1.6,855,7.8,0,18,48.5,90.2,88.3,69.2,82.8,238,264,7.6,2.64,3,10,3.5,70.8,187,90,5.1,282,70.7,10,90,,,,,43.2,83.7,52.9,,81.7,60.0,70.0,,8,2,302,8.9,105.9,2.8,8,8,3,12,14,9,3.0,1920,7.3,83.7,245,254,7.4,2.34,3,14,5.3,76.8,195,0,4.9,261,65.4,10,98,,,,,90.5,94.6,84.3,,93.2,,71.4,,0,2,269,,119.2,0.0,0,5,3,3,16,6,2.2,2160,8.5,3,74.4,90,120,7.9,2.88,3,4,2.9,50.0,60,138,10.4,138,34.6,7,31,,,,,23.3,59.2,27.7,,59.7,57.7,61.3,,13,0,157,10.1,79.0,10.1,14,3,0,14,5,5,3.2,615,5.1
Trevor Lawrence,77632,QB,JAX,10,395,59.5,84,95,10.5,2.67,3,6,6.0,46.3,44,48,12.0,106,26.8,6,28,,,,,29.8,46.7,81.0,,47.0,,60.6,,1,3,112,14.6,58.5,6.6,7,4,0,7,3,6,5.4,466,4.9,0,15,76.8,58.9,57.2,67.0,75.2,238,261,7.7,2.91,3,10,3.6,62.8,164,94,8.4,289,73.2,15,78,,,,,90.7,63.7,84.9,,62.7,,64.5,,10,6,308,12.8,78.0,4.2,12,15,1,9,5,9,2.9,1675,6.4,74.8,234,243,7.5,2.43,5,9,3.5,66.7,162,0,7.4,253,64.1,13,79,,,,,90.5,68.4,84.3,,67.8,,58.5,,0,5,265,,83.8,0.4,1,8,1,3,5,7,2.6,1624,6.7,2,61.4,88,113,10.9,3.59,1,7,5.6,40.7,46,142,14.8,142,35.9,8,27,,,,,43.2,42.5,82.2,,41.2,,67.0,,11,4,155,12.7,49.2,12.7,18,11,0,13,3,8,5.2,517,4.6
Carson Wentz,10636,QB,IND,11,390,71.0,100,112,6.2,2.65,1,3,2.5,60.7,68,57,4.2,126,32.3,3,45,,,,,87.2,66.8,81.7,,63.9,,75.4,,2,0,137,14.0,103.0,6.3,8,6,0,9,7,1,0.7,793,7.1,0,14,44.2,69.5,68.5,62.5,75.0,224,242,8.9,2.84,3,11,4.2,64.0,155,88,7.7,264,67.7,13,74,,,,,47.5,70.2,84.6,,69.2,,61.7,,8,3,285,11.4,94.6,3.8,10,12,0,7,11,9,3.2,1691,7.0,78.3,230,238,7.4,2.42,3,9,3.5,69.7,166,0,7.8,245,62.8,14,85,,,,,90.4,77.5,84.2,,74.8,,75.8,,0,2,263,,108.7,0.0,0,7,0,5,15,5,1.9,1768,7.4,4,62.8,94,116,9.8,3.38,1,5,4.1,49.1,57,145,3.4,145,37.2,2,34,,,,,27.8,55.3,82.3,,54.9,,60.7,,10,1,159,12.4,73.8,12.4,18,11,0,11,3,5,3.1,716,6.2
Jalen Hurts,40291,QB,PHI,11,384,70.0,90,99,9.9,3.1,2,7,6.5,61.6,61,55,3.2,116,30.2,2,51,,,,,60.1,76.1,81.4,,69.0,,90.0,,1,1,125,9.1,111.6,4.3,5,11,0,6,7,4,3.2,923,9.3,0,24,78.1,82.2,75.6,84.1,75.4,195,221,8.9,3.28,6,12,5.1,61.5,136,84,7.5,268,69.8,11,75,,,,,90.6,81.8,84.6,,75.9,60.0,84.9,,6,4,286,16.7,80.9,5.2,14,32,1,13,6,7,2.4,1383,6.3,80.9,209,221,7.1,2.74,8,8,3.4,71.5,158,0,6.5,245,63.8,11,89,,,,,90.4,83.8,84.2,,77.2,,90.3,,0,4,257,,95.9,0.0,0,22,1,3,7,8,3.1,1657,7.5,3,53.9,76,99,15.1,4.09,0,11,9.9,39.4,39,139,4.9,139,36.2,2,37,,,,,65.4,73.4,82.2,,67.3,60.0,80.8,,7,1,154,13.7,78.2,13.7,19,21,0,16,6,3,1.9,649,6.6
