player,player_id,position,team_name,player_game_count,comp_pct_diff,declined_penalties,dropbacks,franchise_id,no_screen_accuracy_percent,no_screen_aimed_passes,no_screen_attempts,no_screen_avg_depth_of_target,no_screen_avg_time_to_throw,no_screen_bats,no_screen_big_time_throws,no_screen_btt_rate,no_screen_completion_percent,no_screen_completions,no_screen_def_gen_pressures,no_screen_drop_rate,no_screen_dropbacks,no_screen_dropbacks_percent,no_screen_drops,no_screen_first_downs,no_screen_grades_coverage_defense,no_screen_grades_defense,no_screen_grades_defense_penalty,no_screen_grades_hands_drop,no_screen_grades_hands_fumble,no_screen_grades_offense,no_screen_grades_offense_penalty,no_screen_grades_pass,no_screen_grades_pass_route,no_screen_grades_run,no_screen_grades_run_defense,no_screen_hit_as_threw,no_screen_interceptions,no_screen_passing_snaps,no_screen_pressure_to_sack_rate,no_screen_qb_rating,no_screen_sack_percent,no_screen_sacks,no_screen_scrambles,no_screen_spikes,no_screen_thrown_aways,no_screen_touchdowns,no_screen_turnover_worthy_plays,no_screen_twp_rate,no_screen_yards,no_screen_ypa,npa_accuracy_percent,npa_aimed_passes,npa_attempts,npa_avg_depth_of_target,npa_avg_time_to_throw,npa_bats,npa_big_time_throws,npa_btt_rate,npa_completion_percent,npa_completions,npa_def_gen_pressures,npa_drop_rate,npa_dropbacks,npa_dropbacks_percent,npa_drops,npa_first_downs,npa_grades_coverage_defense,npa_grades_defense,npa_grades_defense_penalty,npa_grades_hands_drop,npa_grades_hands_fumble,npa_grades_offense,npa_grades_offense_penalty,npa_grades_pass,npa_grades_pass_route,npa_grades_run,npa_grades_run_defense,npa_hit_as_threw,npa_interceptions,npa_passing_snaps,npa_pressure_to_sack_rate,npa_qb_rating,npa_sack_percent,npa_sacks,npa_scrambles,npa_spikes,npa_thrown_aways,npa_touchdowns,npa_turnover_worthy_plays,npa_twp_rate,npa_yards,npa_ypa,pa_accuracy_percent,pa_aimed_passes,pa_attempts,pa_avg_depth_of_target,pa_avg_time_to_throw,pa_bats,pa_big_time_throws,pa_btt_rate,pa_completion_percent,pa_completions,pa_def_gen_pressures,pa_drop_rate,pa_dropbacks,pa_dropbacks_percent,pa_drops,pa_first_downs,pa_grades_coverage_defense,pa_grades_defense,pa_grades_defense_penalty,pa_grades_hands_drop,pa_grades_hands_fumble,pa_grades_offense,pa_grades_offense_penalty,pa_grades_pass,pa_grades_pass_route,pa_grades_run,pa_grades_run_defense,pa_hit_as_threw,pa_interceptions,pa_passing_snaps,pa_pressure_to_sack_rate,pa_qb_rating,pa_sack_percent,pa_sacks,pa_scrambles,pa_spikes,pa_thrown_aways,pa_touchdowns,pa_turnover_worthy_plays,pa_twp_rate,pa_yards,pa_ypa,penalties,screen_accuracy_percent,screen_aimed_passes,screen_attempts,screen_avg_depth_of_target,screen_avg_time_to_throw,screen_bats,screen_big_time_throws,screen_btt_rate,screen_completion_percent,screen_completions,screen_def_gen_pressures,screen_drop_rate,screen_dropbacks,screen_dropbacks_percent,screen_drops,screen_first_downs,screen_grades_coverage_defense,screen_grades_defense,screen_grades_defense_penalty,screen_grades_hands_drop,screen_grades_hands_fumble,screen_grades_offense,screen_grades_offense_penalty,screen_grades_pass,screen_grades_pass_route,screen_grades_run,screen_grades_run_defense,screen_hit_as_threw,screen_interceptions,screen_passing_snaps,screen_pressure_to_sack_rate,screen_qb_rating,screen_sack_percent,screen_sacks,screen_scrambles,screen_spikes,screen_thrown_aways,screen_touchdowns,screen_turnover_worthy_plays,screen_twp_rate,screen_yards,screen_ypa,ypa_diff
Daniel Jones,39395,QB,NYG,5,1.08,0,180,21,71.6,134,142,11.0,2.82,3,6,3.9,60.6,86,59,10.4,165,91.7,10,57,,,,,35.2,85.6,84.5,86.5,,59.1,,1,1,179,13.6,93.9,4.8,8,15,1,3,4,4,2.2,1190,8.4,74.1,108,114,9.4,2.62,2,5,4.0,64.0,73,45,8.8,126,70.0,7,40,,,,,44.8,85.3,83.9,84.5,,64.0,,1,1,137,13.3,93.2,4.8,6,6,1,2,3,3,2.2,894,7.8,75.6,41,43,9.8,3.01,1,1,2.2,65.1,28,14,9.7,54,30.0,3,21,,,,,36.3,75.8,78.6,79.1,,52.5,,0,0,58,14.3,101.7,3.7,2,9,0,1,1,1,1.7,388,9.0,0,100.0,15,15,-3.9,1.84,0,0,0.0,100.0,15,0,0.0,15,8.3,0,4,,,,,73.9,69.2,74.1,68.3,,,,0,0,16,,92.2,0.0,0,0,0,0,0,0,0.0,92,6.1,1.18
Matthew Stafford,4924,QB,LA,5,12.34,0,179,26,72.1,140,146,11.6,2.76,2,7,4.6,63.0,92,45,8.9,153,85.5,9,66,,,,,89.2,78.5,51.3,76.5,,69.6,,2,3,160,8.9,110.9,2.6,4,3,0,2,11,3,1.9,1394,9.5,73.3,131,136,9.1,2.46,2,5,3.5,65.4,89,33,7.3,139,77.7,7,54,,,,,88.5,71.4,49.6,69.1,,71.8,,2,2,145,3.0,108.0,0.7,1,2,0,1,9,2,1.4,1158,8.5,88.6,35,36,10.3,2.96,0,2,5.4,77.8,28,12,9.7,40,22.3,3,20,,,,,79.2,90.5,77.3,89.9,,58.3,,0,1,41,25.0,132.5,7.5,3,1,0,1,3,1,2.4,429,11.9,0,100.0,26,26,-2.4,1.47,0,0,0.0,96.2,25,0,3.8,26,14.5,1,8,,,,,76.6,70.8,75.6,69.9,,,,0,0,26,,110.4,0.0,0,0,0,0,1,0,0.0,193,7.4,3.41
Aaron Rodgers,2241,QB,GB,5,-1.01,0,177,12,67.7,124,137,11.8,2.81,1,9,6.2,59.1,81,47,3.6,150,84.7,3,53,,,,,88.5,70.3,50.4,69.7,,59.6,,1,3,160,21.3,96.2,6.7,10,3,3,8,9,5,3.1,1056,7.7,72.6,117,126,9.5,2.45,1,9,6.7,65.9,83,35,2.4,135,76.3,2,47,,,,,87.8,71.9,48.6,70.9,,62.0,,1,3,145,20.0,96.5,5.2,7,2,3,4,7,4,2.8,935,7.4,75.8,33,37,10.2,3.17,0,1,2.7,64.9,24,14,4.0,42,23.7,1,18,,,,,79.3,68.5,77.3,69.9,,52.3,,0,0,42,21.4,117.6,7.1,3,2,0,4,3,1,2.4,306,8.3,0,100.0,26,26,-1.0,1.57,0,1,3.8,100.0,26,2,0.0,27,15.3,0,12,,,,,76.8,76.7,75.8,78.3,,56.8,,0,0,27,0.0,109.1,0.0,0,1,0,0,1,0,0.0,185,7.1,0.85
Baker Mayfield,46518,QB,CLV,5,13.72,0,171,8,71.1,114,124,12.2,3.06,3,8,6.1,62.1,77,47,4.9,150,87.7,4,48,,,,,67.7,70.7,55.3,70.9,60.0,56.7,,0,2,159,27.7,87.5,8.7,13,13,2,5,3,3,1.9,963,7.8,73.2,97,106,10.2,2.71,3,5,4.5,63.2,67,37,5.6,123,71.9,4,39,,,,,87.1,72.2,52.4,68.1,,75.4,,0,2,130,24.3,90.8,7.3,9,8,2,4,4,2,1.5,796,7.5,78.9,38,39,9.0,3.48,0,3,7.1,76.9,30,10,0.0,48,28.1,0,22,,,,,31.7,64.7,78.1,73.9,60.0,29.9,,0,0,51,40.0,113.6,8.3,4,5,0,1,0,1,2.0,444,11.4,0,95.2,21,21,-3.0,1.97,0,0,0.0,95.2,20,0,0.0,21,12.3,0,13,,,,,75.6,68.8,75.0,68.0,,,,0,0,22,,134.6,0.0,0,0,0,0,1,0,0.0,277,13.2,3.87
Teddy Bridgewater,8667,QB,DEN,5,-5.44,0,168,10,78.0,132,142,10.4,2.92,4,5,3.4,69.7,99,65,3.9,161,95.8,4,60,,,,,89.0,79.1,51.9,77.1,,70.1,,1,1,167,16.9,107.9,6.8,11,8,0,5,7,3,1.8,1165,8.2,77.5,102,108,9.7,2.76,3,4,3.7,71.3,77,42,2.5,120,71.4,2,45,,,,,86.7,82.7,46.3,81.1,,68.8,,1,1,122,14.3,105.1,5.0,6,6,0,2,4,3,2.5,910,8.4,81.1,37,41,9.9,3.18,1,1,2.2,65.9,27,25,10.0,48,28.6,3,15,,,,,80.6,63.1,78.1,61.8,,64.1,,0,0,52,20.0,108.8,10.4,5,2,0,3,3,0,0.0,270,6.6,0,85.7,7,7,-3.3,1.86,0,0,0.0,71.4,5,2,16.7,7,4.2,1,0,,,,,69.6,66.0,71.1,65.4,,,,0,0,7,0.0,74.1,0.0,0,0,0,0,0,0,0.0,15,2.1,-1.84
Joe Burrow,28022,QB,CIN,5,-14.39,0,161,7,79.2,125,131,9.7,2.59,3,8,5.9,70.2,92,43,7.1,146,90.7,7,55,,,,,88.7,86.1,84.6,84.3,,64.7,,0,6,154,30.2,107.5,8.9,13,2,1,2,11,7,4.5,1194,9.1,82.2,107,112,7.8,2.43,2,6,5.2,75.0,84,34,4.5,124,77.0,4,47,,,,,87.6,89.2,84.2,87.6,,64.7,,0,3,130,29.4,117.7,8.1,10,2,1,2,9,4,3.1,1007,9.0,71.9,32,33,10.8,2.81,1,2,5.9,60.6,20,12,13.0,37,23.0,3,10,,,,,78.9,63.2,77.1,62.8,,,,0,3,39,33.3,68.0,10.8,4,0,0,0,2,3,7.7,262,7.9,0,85.7,14,14,-2.1,1.75,0,0,0.0,85.7,12,3,0.0,15,9.3,0,2,,,,,73.5,62.8,73.7,62.4,,,,0,0,15,33.3,89.0,6.7,1,0,0,0,0,0,0.0,75,5.4,-1.05
Russell Wilson,7077,QB,SEA,5,19.82,0,149,29,76.0,96,104,11.8,3.0,1,13,11.6,68.3,71,56,2.7,127,85.2,2,49,,,,,87.5,90.9,44.8,90.5,,69.7,,1,1,135,23.2,130.6,10.2,13,10,0,6,10,0,0.0,1088,10.5,73.5,83,89,9.1,2.58,1,7,7.3,66.3,59,39,3.3,105,70.5,2,31,,,,,86.2,70.2,41.0,68.6,,67.8,,1,1,112,28.2,115.7,10.5,11,5,0,4,8,0,0.0,706,7.9,96.9,32,36,9.9,3.34,0,6,15.4,86.1,31,19,0.0,44,29.5,0,21,,,,,80.0,98.8,77.7,98.0,,66.2,,0,0,47,15.8,137.3,6.8,3,5,0,4,2,0,0.0,490,13.6,0,100.0,19,21,-3.5,1.7,0,0,0.0,90.5,19,2,0.0,22,14.8,0,3,,,,,76.1,63.7,75.3,63.2,,,,0,0,24,50.0,88.1,4.5,1,0,0,2,0,0,0.0,108,5.1,5.68
Jameis Winston,9434,QB,NO,5,13.07,0,135,20,70.0,90,102,12.1,3.23,2,9,8.6,56.9,58,61,7.9,119,88.1,5,43,,,,,63.0,72.4,49.2,66.6,,82.8,,5,3,122,13.1,105.6,6.7,8,9,0,5,11,5,4.1,793,7.8,71.8,78,89,9.2,2.98,2,5,5.4,57.3,51,49,8.9,101,74.8,5,34,,,,,59.3,61.3,46.8,54.6,,81.7,,4,3,104,8.2,92.9,4.0,4,7,0,5,8,5,4.8,579,6.5,80.0,25,27,12.4,3.21,0,4,14.3,70.4,19,14,5.0,34,25.2,1,15,,,,,78.3,90.8,76.7,88.9,,66.4,,1,0,35,28.6,148.6,11.8,4,2,0,1,4,0,0.0,313,11.6,0,100.0,13,14,-4.5,1.63,0,0,0.0,85.7,12,2,7.7,16,11.9,1,6,,,,,74.2,60.3,74.1,60.1,,,,0,0,17,0.0,119.9,0.0,0,0,0,1,1,0,0.0,99,7.1,5.08
Jimmy Garoppolo,8697,QB,SF,4,3.42,0,128,28,73.1,93,99,9.0,2.64,0,0,0.0,63.6,63,34,7.4,108,84.4,5,40,,,,,86.6,62.8,83.3,60.1,,68.3,,2,2,113,14.7,98.3,4.6,5,4,1,3,5,6,5.3,826,8.3,73.7,76,80,6.2,2.23,0,0,0.0,65.0,52,20,7.1,84,65.6,4,29,,,,,85.1,56.3,82.8,53.1,,68.5,,2,1,89,10.0,98.7,2.4,2,2,1,1,4,4,4.5,595,7.4,82.9,35,38,8.5,3.04,0,0,0.0,68.4,26,16,10.3,44,34.4,3,17,,,,,27.0,69.0,77.5,68.1,,61.2,,0,1,44,25.0,93.1,9.1,4,2,0,3,1,3,6.8,330,8.7,0,94.4,18,19,-3.9,1.78,0,0,0.0,78.9,15,2,11.8,20,15.6,2,6,,,,,21.2,49.9,74.7,50.3,,,,0,0,20,50.0,88.4,5.0,1,0,0,1,0,1,5.0,99,5.2,1.24
Davis Mills,52269,QB,HST,4,-34.62,0,108,13,68.9,74,83,11.3,2.81,1,3,3.3,57.8,48,32,5.9,95,88.0,3,28,,,,,29.0,50.9,82.9,52.3,,47.9,,1,5,108,34.4,75.7,11.6,11,1,1,6,5,6,5.6,606,7.3,78.9,71,78,7.2,2.59,1,2,2.4,67.9,53,28,5.4,88,81.5,3,24,,,,,55.3,57.2,82.6,58.1,,50.0,,1,3,95,32.1,86.7,10.2,9,1,1,4,3,4,4.2,584,7.5,40.0,15,18,19.2,2.91,1,1,4.3,33.3,6,4,0.0,20,18.5,0,5,,,,,23.3,43.1,75.8,45.3,,54.5,,0,2,27,50.0,47.0,10.0,2,0,0,2,2,2,7.4,85,4.7,0,91.7,12,13,-3.6,1.43,1,0,0.0,84.6,11,0,0.0,13,12.0,0,1,,,,,73.2,62.2,73.5,61.9,,,,0,0,14,,86.9,0.0,0,0,0,0,0,0,0.0,63,4.8,-2.77
Justin Fields,82118,QB,CHI,5,13.93,0,93,6,53.2,62,66,11.4,2.9,0,7,9.6,48.5,32,36,3.0,87,93.5,1,18,,,,,26.6,54.4,0.0,54.9,,59.2,,2,2,94,38.9,62.1,16.1,14,6,1,1,1,3,3.2,430,6.5,51.1,47,49,8.9,2.76,0,4,7.3,46.9,23,25,4.2,64,68.8,1,12,,,,,51.2,59.3,0.0,60.5,,59.2,,1,2,70,36.0,49.2,14.1,9,6,1,0,0,2,2.9,294,6.0,66.7,21,23,12.4,3.03,0,3,12.0,60.9,14,12,0.0,29,31.2,0,7,,,,,21.0,47.4,76.3,48.2,,,,1,0,31,41.7,97.0,17.2,5,0,0,1,1,1,3.2,164,7.1,0,83.3,6,6,-4.7,2.02,0,0,0.0,83.3,5,1,0.0,6,6.5,0,1,,,,,69.6,59.7,71.1,59.6,,,,0,0,7,0.0,86.1,0.0,0,0,0,0,0,0,0.0,28,4.7,1.13
Trey Lance,91399,QB,SF,4,-17.58,0,60,28,65.7,35,43,11.3,3.55,4,2,4.3,48.8,21,21,8.7,55,91.7,2,18,,,,,84.4,58.3,80.9,57.5,,59.6,,2,1,61,9.5,79.2,3.6,2,10,0,2,2,2,3.3,316,7.3,75.9,29,33,7.6,2.92,2,1,2.9,57.6,19,13,13.6,42,70.0,3,14,,,,,83.2,60.5,80.3,60.2,,59.8,,1,0,46,15.4,84.7,4.8,2,7,0,1,1,1,2.2,194,5.9,54.5,11,15,14.2,4.43,2,1,5.9,40.0,6,8,0.0,18,30.0,0,7,,,,,75.1,56.1,74.7,56.2,,59.3,,1,1,20,0.0,91.7,0.0,0,3,0,1,2,1,5.0,160,10.7,0,100.0,5,5,-3.8,1.5,0,0,0.0,80.0,4,0,20.0,5,8.3,1,3,,,,,68.0,65.5,69.9,64.9,,,,0,0,5,,137.9,0.0,0,0,0,0,1,0,0.0,38,7.6,4.79
Andy Dalton,6187,QB,CHI,3,1.19,0,58,6,83.3,42,46,5.3,2.6,2,1,2.1,71.7,33,14,5.7,54,93.1,2,20,,,,,81.0,80.0,80.1,71.8,,89.0,,0,1,56,28.6,84.7,7.4,4,4,0,2,1,1,1.8,272,5.9,82.5,40,42,4.9,2.27,2,1,2.3,73.8,31,11,6.1,48,82.8,2,14,,,,,80.1,78.3,79.7,71.6,,83.1,,0,1,49,27.3,83.1,6.3,3,3,0,0,1,1,2.0,217,5.2,100.0,6,8,2.5,3.48,0,0,0.0,75.0,6,3,0.0,10,17.2,0,6,,,,,71.9,73.8,72.6,66.4,,65.6,,0,0,11,33.3,92.2,10.0,1,1,0,2,0,0,0.0,53,6.6,0,100.0,4,4,-2.8,0.83,0,0,0.0,100.0,4,0,0.0,4,6.9,0,0,,,,,66.9,64.7,69.2,64.2,,,,0,0,4,,79.2,0.0,0,0,0,0,0,0,0.0,-2,-0.5,1.46
Tyrod Taylor,6332,QB,HST,2,14.48,0,49,13,69.4,36,37,10.7,3.01,0,3,7.3,67.6,25,22,0.0,42,85.7,0,18,,,,,79.9,75.6,80.5,72.0,,71.3,,0,0,46,4.5,118.1,2.4,1,4,0,1,2,1,2.2,370,10.0,69.0,29,29,8.3,2.77,0,1,3.2,65.5,19,15,5.0,32,65.3,1,13,,,,,78.2,68.2,80.0,62.8,,74.9,,0,0,34,0.0,114.3,0.0,0,3,0,0,2,1,2.9,241,8.3,85.7,14,15,8.7,2.86,0,2,11.8,80.0,12,7,0.0,17,34.7,0,7,,,,,74.8,81.9,74.5,82.1,,58.3,,0,0,19,14.3,137.5,5.9,1,1,0,1,1,0,0.0,175,11.7,0,100.0,7,7,-2.9,1.57,0,0,0.0,85.7,6,0,14.3,7,14.3,1,2,,,,,69.6,65.8,71.1,65.2,,,,0,0,7,,133.6,0.0,0,0,0,0,1,0,0.0,46,6.6,3.36
Tua Tagovailoa,60326,QB,MIA,2,-21.49,0,35,17,62.5,24,26,11.7,2.6,0,1,3.6,50.0,13,12,13.3,30,85.7,2,8,,,,,78.9,56.2,78.5,52.9,,68.5,,1,1,32,33.3,69.6,13.3,4,0,0,1,1,2,6.3,181,7.0,77.8,18,19,10.3,2.55,0,1,5.3,63.2,12,8,14.3,22,62.9,2,5,,,,,77.2,60.3,77.8,55.9,,68.5,,1,1,22,37.5,66.8,13.6,3,0,0,0,0,2,9.1,155,8.2,45.5,11,12,6.9,2.39,0,0,0.0,41.7,5,4,0.0,13,37.1,0,4,,,,,73.5,51.7,73.7,52.3,,,,0,0,15,25.0,85.4,7.7,1,0,0,1,1,0,0.0,60,5.0,0,80.0,5,5,-3.8,1.88,0,0,0.0,80.0,4,0,0.0,5,14.3,0,1,,,,,68.0,57.6,69.9,57.7,,,,0,0,5,,95.0,0.0,0,0,0,0,0,0,0.0,34,6.8,-3.16
Mike Glennon,7854,QB,NYG,1,-5.0,0,26,21,64.7,17,20,13.2,2.98,0,1,4.5,55.0,11,10,0.0,21,80.8,0,9,,,,,24.7,51.3,0.0,59.5,,43.3,,0,2,24,0.0,59.2,0.0,0,1,0,3,1,2,8.3,164,8.2,76.5,17,20,7.0,2.63,0,1,5.0,65.0,13,9,0.0,21,80.8,0,8,,,,,24.2,55.2,0.0,64.9,,43.3,,0,1,22,0.0,80.2,0.0,0,1,0,3,1,1,4.5,135,6.8,60.0,5,5,18.6,2.86,0,0,0.0,60.0,3,2,0.0,5,19.2,0,3,,,,,69.6,53.1,71.1,53.6,,,,0,1,7,0.0,63.3,0.0,0,0,0,0,0,1,14.3,61,12.2,0,100.0,5,5,-2.4,1.38,0,0,0.0,100.0,5,1,0.0,5,19.2,0,2,,,,,68.0,65.6,69.9,65.0,,,,0,0,5,0.0,93.3,0.0,0,0,0,0,0,0,0.0,32,6.4,5.45
Drew Lock,39517,QB,DEN,1,3.75,0,24,10,52.6,19,19,11.2,2.65,0,1,5.0,52.6,10,12,0.0,22,91.7,0,4,,,,,75.9,49.7,75.9,50.1,,,,0,1,23,25.0,46.4,13.6,3,0,0,0,0,1,4.3,102,5.4,56.3,16,16,8.1,2.49,0,1,5.9,56.3,9,8,0.0,17,70.8,0,2,,,,,74.5,49.3,75.2,49.7,,,,0,1,18,12.5,38.8,5.9,1,0,0,0,0,1,5.6,61,3.8,60.0,5,5,14.4,2.87,0,0,0.0,60.0,3,4,0.0,7,29.2,0,2,,,,,69.6,58.5,71.1,58.6,,,,0,0,7,50.0,95.4,28.6,2,0,0,0,0,0,0.0,52,10.4,0,100.0,2,2,-5.5,2.1,0,0,0.0,100.0,2,0,0.0,2,8.3,0,0,,,,,63.6,62.3,66.9,62.0,,,,0,0,2,,89.6,0.0,0,0,0,0,0,0,0.0,11,5.5,6.59
Geno Smith,7820,QB,SEA,1,-58.82,0,19,29,69.2,13,16,10.0,3.28,0,0,0.0,56.3,9,9,0.0,18,94.7,0,6,,,,,75.2,64.6,0.0,68.3,,58.8,,1,1,19,0.0,72.7,0.0,0,2,0,2,1,0,0.0,111,6.9,71.4,14,17,8.9,3.21,0,0,0.0,58.8,10,9,0.0,19,100.0,0,7,,,,,75.5,64.9,0.0,68.4,,58.8,,1,1,20,0.0,78.3,0.0,0,2,0,2,1,0,0.0,131,7.7,,0,0,,,0,0,,,0,0,,0,0.0,0,0,,,,,,,,,,,,0,0,0,,0.0,,0,0,0,0,0,0,,0,,0,100.0,1,1,-6.0,1.9,0,0,0.0,100.0,1,0,0.0,1,5.3,0,1,,,,,60.4,60.2,64.6,60.0,,,,0,0,1,,118.8,0.0,0,0,0,0,0,0,0.0,20,20.0,-7.71
Ryan Fitzpatrick,2467,QB,WAS,1,0.0,0,8,32,75.0,4,5,4.5,2.77,0,0,0.0,40.0,2,5,33.3,7,87.5,1,0,,,,,69.6,37.0,73.7,40.7,,55.7,,1,0,8,20.0,47.9,14.3,1,1,0,0,0,1,12.5,8,1.6,75.0,4,4,4.3,2.58,0,0,0.0,50.0,2,3,33.3,6,75.0,1,0,,,,,68.0,34.7,73.2,38.6,,55.7,,0,0,6,33.3,56.3,16.7,1,1,0,0,0,1,16.7,11,2.8,100.0,1,2,2.0,2.6,0,0,0.0,50.0,1,2,0.0,2,25.0,0,0,,,,,65.5,58.5,68.2,58.5,,,,1,0,3,0.0,56.3,0.0,0,0,0,0,0,0,0.0,2,1.0,0,100.0,1,1,1.0,1.3,0,0,0.0,100.0,1,0,0.0,1,12.5,0,0,,,,,60.4,60.3,64.6,60.1,,,,0,0,1,,87.5,0.0,0,0,0,0,0,0,0.0,5,5.0,-1.75
Jordan Love,40306,QB,GB,1,33.33,0,8,12,66.7,6,6,15.3,2.73,0,1,16.7,66.7,4,1,0.0,7,87.5,0,3,,,,,19.6,76.2,74.1,75.5,,60.5,,0,0,7,100.0,100.0,14.3,1,0,0,0,0,1,14.3,61,10.2,66.7,6,6,10.3,2.3,0,0,0.0,66.7,4,1,0.0,7,87.5,0,2,,,,,19.6,63.1,74.1,62.2,,60.5,,0,0,7,100.0,82.6,14.3,1,0,0,0,0,1,14.3,36,6.0,100.0,1,1,29.0,4.1,0,1,100.0,100.0,1,0,0.0,1,12.5,0,1,,,,,60.4,88.8,64.6,85.8,,,,0,0,1,,118.8,0.0,0,0,0,0,0,0,0.0,32,32.0,0,100.0,1,1,-1.0,1.1,0,0,0.0,100.0,1,0,0.0,1,12.5,0,0,,,,,60.4,60.3,64.6,60.1,,,,0,0,1,,95.8,0.0,0,0,0,0,0,0,0.0,7,7.0,26.0
Taysom Hill,12112,QB,NO,4,75.0,0,6,20,75.0,4,4,11.5,3.63,0,0,0.0,75.0,3,5,0.0,6,100.0,0,4,,,,70.5,77.5,79.4,82.1,40.2,72.1,90.7,,0,1,7,0.0,37.5,0.0,0,2,0,0,0,1,16.7,12,3.0,,0,0,,4.4,0,0,,,0,2,,1,16.7,0,1,,,,64.7,76.2,76.5,81.8,60.0,58.4,90.3,,0,0,2,0.0,0.0,0.0,0,1,0,0,0,0,0.0,0,,75.0,4,4,11.5,3.48,0,0,0.0,75.0,3,3,0.0,5,83.3,0,3,,,,68.3,69.6,65.1,73.4,41.0,89.2,64.4,,0,1,5,0.0,37.5,0.0,0,1,0,0,0,1,20.0,12,3.0,0,,0,0,,,0,0,,,0,0,,0,0.0,0,0,,,,,,46.9,69.7,,54.8,,,0,0,0,,0.0,,0,0,0,0,0,0,,0,,3.0
Jacob Eason,46444,QB,IND,1,-40.0,0,5,14,40.0,5,5,12.4,2.9,0,0,0.0,40.0,2,1,0.0,5,100.0,0,2,,,,,68.0,29.6,69.9,31.5,,,,0,1,5,0.0,16.7,0.0,0,0,0,0,0,1,20.0,25,5.0,40.0,5,5,12.4,2.9,0,0,0.0,40.0,2,1,0.0,5,100.0,0,2,,,,,68.0,29.6,69.9,31.5,,,,0,1,5,0.0,16.7,0.0,0,0,0,0,0,1,20.0,25,5.0,,0,0,,,0,0,,,0,0,,0,0.0,0,0,,,,,,,,,,,,0,0,0,,0.0,,0,0,0,0,0,0,,0,,0,,0,0,,,0,0,,,0,0,,0,0.0,0,0,,,,,,,,,,,,0,0,0,,0.0,,0,0,0,0,0,0,,0,,-5.0
Mitchell Trubisky,11757,QB,BUF,2,100.0,0,4,4,100.0,2,2,0.5,3.3,0,0,0.0,100.0,2,1,0.0,4,100.0,0,2,,,,,73.7,81.5,74.5,62.1,,78.2,,0,0,4,0.0,85.4,0.0,0,2,0,0,0,0,0.0,9,4.5,,0,0,,4.6,0,0,,,0,1,,1,25.0,0,1,,,,,72.5,77.5,73.9,,,73.8,,0,0,1,0.0,0.0,0.0,0,1,0,0,0,0,0.0,0,,100.0,2,2,0.5,2.87,0,0,0.0,100.0,2,0,0.0,3,75.0,0,1,,,,,65.5,72.0,68.2,62.1,,64.4,,0,0,3,,85.4,0.0,0,1,0,0,0,0,0.0,9,4.5,0,,0,0,,,0,0,,,0,0,,0,0.0,0,0,,,,,,,,,,,,0,0,0,,0.0,,0,0,0,0,0,0,,0,,4.5
Blaine Gabbert,6162,QB,TB,1,0.0,0,3,30,100.0,2,2,15.0,1.95,0,1,50.0,100.0,2,0,0.0,2,66.7,0,2,,,,,71.7,89.6,72.9,91.1,,61.6,,0,0,2,,118.8,0.0,0,0,0,0,0,0,0.0,37,18.5,100.0,2,2,8.5,1.4,0,1,33.3,100.0,2,0,0.0,2,66.7,0,1,,,,,19.5,73.0,73.2,73.2,,61.6,,0,0,3,,118.8,0.0,0,0,0,0,0,1,33.3,27,13.5,100.0,1,1,9.0,1.8,0,0,0.0,100.0,1,0,0.0,1,33.3,0,1,,,,,63.6,72.7,66.9,71.4,,,,0,0,2,,118.8,0.0,0,0,0,0,0,0,0.0,14,14.0,0,100.0,1,1,-4.0,0.7,0,0,0.0,100.0,1,0,0.0,1,33.3,0,0,,,,,13.5,48.3,68.2,49.3,,,,0,0,3,,83.3,0.0,0,0,0,0,0,1,33.3,4,4.0,0.5
Jakobi Meyers,47468,WR,NE,1,100.0,0,2,19,100.0,1,1,19.0,3.8,0,1,100.0,100.0,1,1,0.0,1,50.0,0,1,,,,57.0,76.5,69.0,83.5,77.6,67.5,,,0,0,1,0.0,118.8,0.0,0,0,0,0,0,0,0.0,30,30.0,,0,0,,,0,0,,,0,0,,0,0.0,0,0,,,,55.1,75.9,64.5,82.9,,64.8,,,0,0,0,,0.0,,0,0,0,0,0,0,,0,,100.0,2,2,5.0,3.75,0,1,50.0,100.0,2,1,0.0,2,100.0,0,1,,,,72.1,68.8,70.6,79.0,78.1,64.7,,,0,0,2,0.0,118.8,0.0,0,0,0,0,0,0,0.0,45,22.5,0,100.0,1,1,-9.0,3.7,0,0,0.0,100.0,1,0,0.0,1,50.0,0,0,,,,68.3,65.7,52.9,76.4,60.3,52.9,,,0,0,1,,118.8,0.0,0,0,0,0,0,0,0.0,15,15.0,22.5
Josh Rosen,35460,QB,ATL,1,0.0,0,2,2,0.0,2,2,7.5,2.25,0,0,0.0,0.0,0,2,,2,100.0,0,0,,,,,63.6,50.4,71.5,50.5,,,,0,0,2,0.0,39.6,0.0,0,0,0,0,0,0,0.0,0,0.0,0.0,1,1,15.0,2.0,0,0,0.0,0.0,0,1,,1,50.0,0,0,,,,,60.4,48.7,71.1,49.5,,,,0,0,1,0.0,39.6,0.0,0,0,0,0,0,0,0.0,0,0.0,0.0,1,1,0.0,2.5,0,0,0.0,0.0,0,1,,1,50.0,0,0,,,,,60.4,60.2,64.6,60.0,,,,0,0,1,0.0,39.6,0.0,0,0,0,0,0,0,0.0,0,0.0,0,,0,0,,,0,0,,,0,0,,0,0.0,0,0,,,,,,,,,,,,0,0,0,,0.0,,0,0,0,0,0,0,,0,,0.0
