player,player_id,position,team_name,player_game_count,base_dropbacks,blitz_accuracy_percent,blitz_aimed_passes,blitz_attempts,blitz_avg_depth_of_target,blitz_avg_time_to_throw,blitz_bats,blitz_big_time_throws,blitz_btt_rate,blitz_completion_percent,blitz_completions,blitz_def_gen_pressures,blitz_drop_rate,blitz_dropbacks,blitz_dropbacks_percent,blitz_drops,blitz_first_downs,blitz_grades_coverage_defense,blitz_grades_defense,blitz_grades_defense_penalty,blitz_grades_hands_drop,blitz_grades_hands_fumble,blitz_grades_offense,blitz_grades_offense_penalty,blitz_grades_pass,blitz_grades_pass_route,blitz_grades_run,blitz_hit_as_threw,blitz_interceptions,blitz_passing_snaps,blitz_pressure_to_sack_rate,blitz_qb_rating,blitz_sack_percent,blitz_sacks,blitz_scrambles,blitz_spikes,blitz_thrown_aways,blitz_touchdowns,blitz_turnover_worthy_plays,blitz_twp_rate,blitz_yards,blitz_ypa,declined_penalties,franchise_id,grades_hands_fumble,grades_offense,grades_pass,grades_run,no_blitz_accuracy_percent,no_blitz_aimed_passes,no_blitz_attempts,no_blitz_avg_depth_of_target,no_blitz_avg_time_to_throw,no_blitz_bats,no_blitz_big_time_throws,no_blitz_btt_rate,no_blitz_completion_percent,no_blitz_completions,no_blitz_def_gen_pressures,no_blitz_drop_rate,no_blitz_dropbacks,no_blitz_dropbacks_percent,no_blitz_drops,no_blitz_first_downs,no_blitz_grades_coverage_defense,no_blitz_grades_defense,no_blitz_grades_defense_penalty,no_blitz_grades_hands_drop,no_blitz_grades_hands_fumble,no_blitz_grades_offense,no_blitz_grades_offense_penalty,no_blitz_grades_pass,no_blitz_grades_pass_route,no_blitz_grades_run,no_blitz_hit_as_threw,no_blitz_interceptions,no_blitz_passing_snaps,no_blitz_pressure_to_sack_rate,no_blitz_qb_rating,no_blitz_sack_percent,no_blitz_sacks,no_blitz_scrambles,no_blitz_spikes,no_blitz_thrown_aways,no_blitz_touchdowns,no_blitz_turnover_worthy_plays,no_blitz_twp_rate,no_blitz_yards,no_blitz_ypa,no_pressure_accuracy_percent,no_pressure_aimed_passes,no_pressure_attempts,no_pressure_avg_depth_of_target,no_pressure_avg_time_to_throw,no_pressure_bats,no_pressure_big_time_throws,no_pressure_btt_rate,no_pressure_completion_percent,no_pressure_completions,no_pressure_def_gen_pressures,no_pressure_drop_rate,no_pressure_dropbacks,no_pressure_dropbacks_percent,no_pressure_drops,no_pressure_first_downs,no_pressure_grades_coverage_defense,no_pressure_grades_defense,no_pressure_grades_defense_penalty,no_pressure_grades_hands_drop,no_pressure_grades_hands_fumble,no_pressure_grades_offense,no_pressure_grades_offense_penalty,no_pressure_grades_pass,no_pressure_grades_pass_route,no_pressure_grades_run,no_pressure_hit_as_threw,no_pressure_interceptions,no_pressure_passing_snaps,no_pressure_pressure_to_sack_rate,no_pressure_qb_rating,no_pressure_sack_percent,no_pressure_sacks,no_pressure_scrambles,no_pressure_spikes,no_pressure_thrown_aways,no_pressure_touchdowns,no_pressure_turnover_worthy_plays,no_pressure_twp_rate,no_pressure_yards,no_pressure_ypa,penalties,pressure_accuracy_percent,pressure_aimed_passes,pressure_attempts,pressure_avg_depth_of_target,pressure_avg_time_to_throw,pressure_bats,pressure_big_time_throws,pressure_btt_rate,pressure_completion_percent,pressure_completions,pressure_def_gen_pressures,pressure_drop_rate,pressure_dropbacks,pressure_dropbacks_percent,pressure_drops,pressure_first_downs,pressure_grades_coverage_defense,pressure_grades_defense,pressure_grades_defense_penalty,pressure_grades_hands_drop,pressure_grades_hands_fumble,pressure_grades_offense,pressure_grades_offense_penalty,pressure_grades_pass,pressure_grades_pass_route,pressure_grades_run,pressure_hit_as_threw,pressure_interceptions,pressure_passing_snaps,pressure_pressure_to_sack_rate,pressure_qb_rating,pressure_sack_percent,pressure_sacks,pressure_scrambles,pressure_spikes,pressure_thrown_aways,pressure_touchdowns,pressure_turnover_worthy_plays,pressure_twp_rate,pressure_yards,pressure_ypa
Tom Brady,698,QB,TB,5,239,88.9,45,50,8.2,2.13,2,3,5.9,74.0,37,18,7.5,52,21.8,3,29,,,,,80.6,94.0,78.2,92.8,,,0,1,53,11.1,126.6,3.8,2,0,0,3,5,0,0.0,454,9.1,0,30,90.4,93.3,92.1,73.2,73.0,163,175,10.1,2.49,1,15,8.2,64.0,112,39,5.9,187,78.2,7,69,,,,,89.8,90.6,83.1,88.7,,70.1,0,1,194,17.9,103.3,3.7,7,5,1,10,10,0,0.0,1313,7.5,78.6,168,178,9.1,2.25,3,14,7.6,70.2,125,0,5.3,182,76.2,7,80,,,,,89.6,93.5,82.9,92.1,,73.4,0,2,188,,108.3,0.0,0,4,1,6,10,0,0.0,1438,8.1,0,67.5,40,47,12.3,2.93,0,4,8.2,51.1,24,57,11.1,57,23.8,3,18,,,,,81.2,80.1,78.6,79.1,,58.3,0,0,59,15.8,109.3,15.8,9,1,0,7,5,0,0.0,329,7.0
Derek Carr,8671,QB,LV,5,226,62.7,51,56,12.4,2.62,1,10,16.4,55.4,31,29,3.1,63,27.9,1,21,,,,,82.1,89.4,79.1,87.6,,58.3,0,1,68,20.7,101.5,9.5,6,1,0,4,3,1,1.5,576,10.3,0,23,76.3,82.0,82.8,50.0,81.9,138,149,8.6,2.78,4,9,5.8,67.1,100,48,11.5,163,72.1,13,46,,,,,68.3,74.0,82.6,75.0,,44.9,1,3,172,18.8,89.6,5.5,9,5,2,4,5,5,2.9,1029,6.9,81.6,141,147,8.2,2.47,4,14,8.9,71.4,105,0,8.7,149,65.9,10,50,,,,,88.3,87.8,82.3,86.4,,52.3,0,1,159,,103.8,0.0,0,2,2,0,5,3,1.9,1190,8.1,2,62.5,48,58,13.6,3.25,1,5,8.3,44.8,26,77,13.3,77,34.1,4,17,,,,,47.2,64.6,79.7,66.9,,47.5,1,3,81,19.5,64.9,19.5,15,4,0,8,3,3,3.7,415,7.2
Justin Herbert,28237,QB,LAC,5,224,77.3,44,49,7.3,2.4,1,0,0.0,61.2,30,15,11.8,50,22.3,4,19,,,,,81.2,78.0,78.5,76.4,,,1,1,57,6.7,88.7,2.0,1,0,0,3,2,1,1.8,359,7.3,0,27,90.4,90.0,87.6,69.0,79.2,149,158,8.2,2.64,3,9,5.3,69.0,109,45,7.6,174,77.7,9,61,,,,,89.5,90.2,82.9,87.1,,73.2,1,2,186,17.8,109.6,4.6,8,8,0,5,11,3,1.6,1217,7.7,81.4,156,161,7.6,2.31,4,6,3.4,71.4,115,0,9.4,164,73.2,12,65,,,,,89.2,91.3,82.8,90.3,,63.5,0,3,179,,111.0,0.0,0,3,0,1,11,4,2.2,1328,8.2,0,67.6,37,46,9.7,3.36,0,3,6.0,52.2,24,60,4.0,60,26.8,1,15,,,,,81.8,70.7,78.9,66.7,,73.7,2,0,64,15.0,82.5,15.0,9,5,0,7,2,0,0.0,248,5.4
Patrick Mahomes,11765,QB,KC,5,222,83.3,24,26,8.3,2.36,0,2,6.9,76.9,20,12,0.0,28,12.6,0,16,,,,,77.6,88.2,76.3,84.7,,63.9,0,0,31,8.3,137.2,3.6,1,1,0,2,2,0,0.0,283,10.9,0,16,60.1,79.2,75.1,80.2,80.4,153,169,8.3,2.85,1,4,2.2,68.0,115,57,6.5,194,87.4,8,80,,,,,72.6,76.7,83.4,70.4,,88.1,3,6,209,10.5,101.4,3.1,6,18,0,12,14,5,2.4,1207,7.1,85.8,134,140,6.1,2.33,1,3,2.0,77.9,109,0,5.2,153,68.9,6,72,,,,,66.8,81.8,82.4,76.5,,82.9,0,3,161,,116.3,0.0,0,12,0,5,12,2,1.2,1006,7.2,2,65.1,43,55,14.9,3.82,0,3,4.7,47.3,26,69,7.1,69,31.1,2,24,,,,,83.3,72.2,79.7,66.8,,81.0,3,3,79,10.1,79.7,10.1,7,7,0,9,4,3,3.8,484,8.8
Jared Goff,10635,QB,DET,5,218,76.7,43,44,7.3,2.36,0,1,2.3,61.4,27,20,18.2,48,22.0,6,16,,,,,80.1,62.7,77.9,63.7,60.0,56.8,0,0,48,15.0,108.0,6.3,3,1,0,1,3,0,0.0,338,7.7,1,11,28.8,62.7,65.0,38.5,74.6,142,152,7.0,2.8,1,4,2.3,68.4,104,57,1.9,170,78.0,2,55,,,,,29.6,63.9,83.0,64.6,,50.7,1,3,189,19.3,86.1,6.5,11,7,0,8,4,8,4.2,965,6.3,79.7,133,137,6.1,2.5,1,3,2.0,73.7,101,0,4.7,141,64.7,5,55,,,,,87.9,71.2,82.1,70.8,,55.8,0,1,151,,105.4,0.0,0,4,0,3,7,3,2.0,918,6.7,4,63.5,52,59,9.5,3.08,0,2,2.9,50.8,30,77,9.1,77,35.3,3,16,,,,,22.2,51.8,80.0,54.2,60.0,47.9,1,2,86,18.2,57.5,18.2,14,4,0,6,0,5,5.8,385,6.5
Matt Ryan,4317,QB,ATL,5,215,69.8,53,56,7.4,2.39,2,2,3.2,66.1,37,28,0.0,57,26.5,0,23,,,,,81.8,70.7,78.8,69.6,,,0,3,63,3.6,92.7,1.8,1,0,0,1,5,3,4.8,378,6.8,0,2,75.3,82.1,79.6,70.1,79.3,140,148,6.8,2.58,3,5,3.2,70.3,104,42,6.3,158,73.5,7,47,,,,,67.9,83.8,82.6,80.7,58.9,75.4,2,0,169,16.7,98.8,4.4,7,3,1,2,5,2,1.2,954,6.4,79.3,140,144,6.3,2.35,3,2,1.3,73.6,106,0,4.5,145,67.4,5,52,,,,,88.0,91.0,82.1,88.3,,71.4,0,2,153,,99.9,0.0,0,1,1,0,6,1,0.7,980,6.8,2,69.8,53,60,8.7,2.9,2,5,7.4,58.3,35,70,5.4,70,32.6,2,18,,,,,47.2,56.7,79.7,56.9,58.9,58.7,2,1,79,11.4,90.4,11.4,8,2,0,3,4,4,5.1,352,5.9
Jalen Hurts,40291,QB,PHI,5,214,68.0,50,56,10.4,2.9,2,4,6.6,58.9,33,31,2.9,66,30.8,1,24,,,,,42.6,72.4,79.3,68.4,,75.3,0,0,71,12.9,113.4,6.1,4,5,0,4,4,2,2.8,516,9.2,0,24,77.2,82.1,77.7,79.4,80.4,112,126,6.6,2.92,3,8,5.8,67.5,85,40,5.6,148,69.2,5,41,,,,,88.4,82.7,82.4,78.9,60.0,75.6,3,3,162,15.0,84.4,4.1,6,15,1,7,3,4,2.5,849,6.7,84.4,122,130,5.5,2.42,5,5,3.6,74.6,97,0,5.8,143,66.8,6,47,,,,,87.9,83.1,82.1,79.7,,74.2,0,3,152,,93.0,0.0,0,11,1,2,3,4,2.6,957,7.4,2,52.5,40,52,14.7,3.9,0,7,11.7,40.4,21,71,0.0,71,33.2,0,18,,,,,47.6,72.3,79.8,67.4,60.0,76.1,3,0,81,14.1,94.1,14.1,10,9,0,9,4,2,2.5,408,7.8
Ben Roethlisberger,1732,QB,PIT,5,208,64.7,34,35,5.9,1.88,1,0,0.0,54.3,19,8,13.6,37,17.8,3,8,,,,,28.0,52.6,77.1,53.0,,,0,1,39,25.0,58.5,5.4,2,0,0,0,0,1,2.6,194,5.5,0,25,28.7,57.4,56.5,62.1,75.3,154,160,7.5,2.4,3,8,4.8,65.6,105,40,9.5,171,82.2,11,55,,,,,30.0,58.5,82.8,58.2,,61.2,2,3,179,22.5,89.9,5.3,9,2,0,1,6,9,5.0,1092,6.8,77.9,154,159,6.4,2.06,4,6,3.6,68.6,109,0,9.2,160,76.9,11,54,,,,,88.7,76.3,82.5,75.2,,58.3,0,1,167,,96.3,0.0,0,1,0,1,5,2,1.2,1115,7.0,0,52.9,34,36,10.9,3.12,0,2,5.1,41.7,15,48,16.7,48,23.1,3,9,,,,,15.7,24.0,78.0,24.7,,62.6,2,3,51,22.9,31.1,22.9,11,1,0,0,1,8,15.7,171,4.8
Mac Jones,60323,QB,NE,5,205,77.3,66,68,9.3,2.37,2,2,2.8,72.1,49,30,3.9,72,35.1,2,24,,,,,38.6,68.1,79.6,67.2,,,0,2,77,13.3,88.4,5.6,4,0,0,0,2,2,2.6,468,6.9,0,19,53.6,73.5,71.8,64.9,78.9,114,122,6.9,2.68,1,5,3.9,70.5,86,36,4.4,133,64.9,4,38,,,,,63.4,72.6,22.0,71.9,,63.1,0,3,140,19.4,85.2,5.3,7,3,1,6,3,6,4.3,775,6.4,84.6,130,136,6.7,2.37,3,5,3.5,76.5,104,0,5.5,139,67.8,6,47,,,,,87.5,84.9,81.9,83.6,,54.2,0,2,144,,94.5,0.0,0,2,1,2,2,2,1.4,975,7.2,1,62.0,50,54,10.3,2.99,0,2,3.3,57.4,31,66,0.0,66,32.2,0,15,,,,,24.9,47.9,0.0,48.1,,65.6,0,3,73,16.7,66.0,16.7,11,1,0,4,3,6,8.2,268,5.0
Kirk Cousins,7102,QB,MIN,5,204,84.0,50,57,6.3,2.27,3,4,6.8,61.4,35,26,16.7,61,29.9,7,19,,,,,81.8,91.5,78.9,90.6,58.9,,3,0,63,15.4,99.3,6.6,4,0,0,1,3,0,0.0,390,6.8,0,18,56.6,90.1,88.9,62.2,85.8,120,134,7.3,2.58,2,3,2.1,73.1,98,41,4.9,143,70.1,5,50,,,,,43.7,82.8,26.5,81.2,,66.5,4,2,155,12.2,105.5,3.5,5,4,2,6,7,4,2.6,1006,7.5,87.6,129,134,7.1,2.31,3,5,3.6,79.1,106,0,6.2,137,67.2,7,55,,,,,87.3,94.4,81.8,93.0,,69.7,0,2,140,,118.8,0.0,0,3,2,0,9,2,1.4,1158,8.6,1,78.0,41,57,6.8,2.84,2,2,3.0,47.4,27,67,15.6,67,32.8,5,14,,,,,26.5,59.3,0.0,60.9,58.9,58.3,7,0,78,13.4,64.8,13.4,9,1,0,7,1,2,2.6,238,4.2
