player,player_id,position,team_name,player_game_count,attempts,avoided_tackles,breakaway_attempts,breakaway_percent,breakaway_yards,declined_penalties,designed_yards,drops,elu_recv_mtf,elu_rush_mtf,elu_yco,elusive_rating,explosive,first_downs,franchise_id,fumbles,gap_attempts,grades_hands_fumble,grades_offense,grades_offense_penalty,grades_pass,grades_pass_block,grades_pass_route,grades_run,grades_run_block,longest,penalties,rec_yards,receptions,routes,run_plays,scramble_yards,scrambles,targets,total_touches,touchdowns,yards,yards_after_contact,yco_attempt,ypa,yprr,zone_attempts
Lamar Jackson,46416,QB,BLT,6,40,16,2,9.2,36,0,173,0,0,8,95,47.5,11,24,3,5,34,33.3,86.3,86.1,84.6,,,71.9,60.0,31,1,0,0,0,167,219,24,0,40,2,392,218,3.41,6.1,,0
Mike Davis,9559,HB,ATL,5,62,13,1,8.3,17,0,204,1,12,13,176,88.7,6,10,2,1,15,57.7,64.2,83.2,,63.6,62.4,64.2,58.7,17,0,88,18,126,71,0,0,23,80,1,204,176,2.84,3.3,0.7,47
Tony Pollard,27126,HB,DAL,6,61,13,5,27.9,102,1,366,0,4,13,208,76.3,10,18,9,1,30,59.5,90.3,81.8,,31.6,70.3,90.8,60.0,28,1,115,15,53,72,0,0,15,76,1,366,208,3.41,6.0,2.17,28
Devin Singletary,40485,HB,BUF,6,60,15,4,32.5,101,0,311,2,4,15,167,72.4,6,12,4,4,17,22.0,54.6,84.6,,26.2,28.8,72.4,73.1,46,0,38,13,124,72,0,0,17,73,1,311,167,2.78,5.2,0.31,41
Latavius Murray,7962,HB,BLT,6,59,4,0,0.0,0,0,212,1,0,4,153,16.5,2,18,3,0,30,84.1,64.1,81.7,,42.5,42.2,70.6,63.2,14,0,25,4,62,85,0,0,5,63,4,212,153,2.59,3.6,0.4,29
Jamaal Williams,11889,HB,DET,6,59,10,1,7.8,20,0,255,2,3,10,165,48.5,6,19,11,0,27,84.7,73.8,80.8,,49.1,58.9,77.3,60.0,20,0,99,16,66,63,0,0,18,75,2,255,165,2.8,4.3,1.5,28
Miles Sanders,40555,HB,PHI,6,57,8,5,39.3,106,0,270,0,10,8,150,63.2,8,14,24,0,21,84.7,68.0,26.6,,50.0,70.2,67.9,72.6,24,1,121,18,138,82,0,0,21,75,0,270,150,2.63,4.7,0.88,35
Zack Moss,40341,HB,BUF,5,54,9,1,8.2,17,0,208,1,4,9,127,47.8,2,13,4,2,19,27.7,64.2,81.9,,24.9,40.8,76.4,53.1,17,0,109,10,85,80,0,0,14,64,3,208,127,2.35,3.9,1.28,29
Josh Jacobs,45953,HB,LV,4,54,10,1,8.6,15,0,175,1,4,10,132,52.6,4,10,23,0,17,84.4,73.1,82.2,,54.6,59.7,76.8,59.2,15,0,71,11,78,66,0,0,13,65,4,175,132,2.44,3.2,0.91,36
Chris Carson,12004,HB,SEA,4,54,10,2,27.2,63,0,232,0,6,10,165,81.5,2,11,29,1,21,49.1,70.7,2.5,,35.0,58.1,75.0,59.4,33,1,29,6,55,61,0,0,6,60,3,232,165,3.06,4.3,0.53,31
Sony Michel,27589,HB,LA,6,54,11,3,22.0,45,0,205,0,0,11,143,50.2,6,12,26,1,16,47.7,60.3,82.0,,40.4,51.6,64.2,60.0,15,0,20,4,43,59,0,0,5,58,1,205,143,2.65,3.8,0.47,38
Saquon Barkley,45791,HB,NYG,5,54,10,3,37.4,73,0,195,2,2,10,139,45.4,3,9,21,1,29,52.6,62.8,83.3,,80.2,51.7,66.2,59.6,41,0,130,14,113,68,0,0,20,68,2,195,139,2.57,3.6,1.15,23
Chase Edmonds,45851,HB,ARZ,6,53,6,4,40.8,129,0,316,0,3,6,161,34.6,8,15,1,1,14,55.4,63.8,87.4,,72.8,54.5,68.3,58.2,54,0,163,26,133,79,0,0,30,79,0,316,161,3.04,6.0,1.23,35
Jalen Hurts,40291,QB,PHI,6,28,7,0,0.0,0,0,117,0,0,4,51,26.0,10,21,24,4,3,80.3,79.0,60.1,73.2,,60.0,82.5,60.0,27,2,0,0,1,108,183,25,1,28,5,300,119,2.25,5.7,0.0,16
Christian McCaffrey,11763,HB,CAR,3,52,10,3,24.4,49,0,201,0,7,10,140,67.3,5,7,5,0,24,84.1,77.8,80.7,,64.6,92.7,66.1,59.5,18,0,163,16,56,60,0,0,17,68,1,201,140,2.69,3.9,2.91,28
A.J. Dillon,57165,HB,GB,6,49,11,3,34.7,78,0,225,1,2,11,165,75.5,3,12,12,0,21,83.4,77.5,2.9,,51.0,64.8,80.5,60.1,36,1,88,9,55,59,0,0,10,58,0,225,165,3.37,4.6,1.6,28
Alex Collins,10805,HB,SEA,5,48,7,2,20.4,46,0,225,0,2,7,124,43.9,6,13,29,0,8,82.9,70.0,3.0,,66.5,60.3,72.5,60.0,25,1,56,5,59,55,0,0,5,53,2,225,124,2.58,4.7,0.95,40
Darrel Williams,13014,HB,KC,6,47,3,0,0.0,0,0,161,1,4,3,100,26.1,2,14,16,0,18,83.2,60.4,84.1,,46.9,52.1,63.4,71.4,11,0,72,10,97,53,0,0,14,57,4,161,100,2.13,3.4,0.74,28
Michael Carter,57337,HB,NYJ,5,47,11,0,0.0,0,0,165,2,5,11,122,74.2,4,10,22,0,9,83.0,61.8,0.0,,67.4,51.9,67.4,60.0,14,2,64,9,63,53,0,0,13,56,2,165,122,2.6,3.5,1.02,38
Elijah Mitchell,57272,HB,SF,3,45,9,1,20.1,38,0,189,0,1,9,155,70.3,6,10,28,0,16,82.6,64.7,78.9,,53.8,59.0,65.9,57.5,38,0,30,4,38,65,0,0,4,49,1,189,155,3.44,4.2,0.79,29
Josh Allen,46601,QB,BUF,6,28,6,3,24.8,53,0,137,0,0,3,49,18.8,7,17,4,3,7,66.8,83.7,86.2,79.5,,90.6,74.8,60.0,22,1,0,0,0,147,77,16,0,28,2,214,79,1.8,4.9,,5
Cordarrelle Patterson,7810,HB,ATL,5,41,6,0,0.0,0,0,173,0,6,6,130,57.6,8,8,2,1,10,84.6,84.8,84.0,60.0,56.0,92.4,65.1,59.6,14,0,295,25,75,49,0,0,28,66,1,173,130,3.17,4.2,3.93,31
Khalil Herbert,41668,HB,CHI,5,40,6,1,14.0,25,0,179,1,3,6,115,61.6,4,11,6,0,8,83.5,73.4,78.9,,84.8,46.2,75.3,61.7,25,0,15,2,38,48,0,0,3,42,1,179,115,2.88,4.5,0.39,30
Myles Gaskin,45914,HB,MIA,6,39,8,4,35.8,63,0,176,1,4,8,94,45.9,6,6,17,1,19,48.3,63.1,83.4,,30.2,69.9,64.2,60.0,18,0,136,24,109,40,0,0,31,63,0,176,94,2.41,4.5,1.25,20
Kyler Murray,38334,QB,ARZ,6,27,1,0,0.0,0,0,38,0,0,1,17,2.3,4,10,1,6,3,33.2,82.4,61.3,87.7,,,44.9,60.6,18,1,0,0,0,170,78,10,0,27,3,116,19,0.51,3.1,,11
Peyton Barber,10927,HB,LV,3,37,8,2,32.2,46,0,143,1,0,8,147,79.5,5,9,23,1,21,36.6,69.3,75.4,,84.1,44.0,70.7,60.0,27,0,31,3,20,42,0,0,5,40,1,143,147,3.97,3.9,1.55,16
Phillip Lindsay,12660,HB,HST,6,36,0,1,39.3,35,0,89,1,0,0,76,0.0,2,5,13,0,18,80.9,55.2,78.8,,80.8,49.6,57.2,44.7,35,0,37,3,22,44,0,0,4,39,1,89,76,2.11,2.5,1.68,16
Devontae Booker,10770,HB,NYG,5,35,4,0,0.0,0,0,105,1,1,4,79,25.1,2,4,21,0,19,81.6,51.9,83.4,,27.9,62.3,51.0,57.9,14,0,58,10,84,45,0,0,11,45,1,105,79,2.26,3.0,0.69,15
Daniel Jones,39395,QB,NYG,6,17,2,2,30.3,61,0,93,0,0,1,19,6.6,6,12,21,5,1,35.2,74.0,85.7,74.7,72.2,,55.4,60.0,46,1,0,0,0,113,108,16,0,17,2,201,50,1.52,6.1,,7
Damien Williams,9205,HB,CHI,5,32,6,1,16.8,23,0,137,0,4,6,85,63.2,3,9,6,0,7,80.8,76.6,83.5,,62.7,75.1,74.9,58.0,23,0,61,10,50,39,0,0,13,42,2,137,85,2.66,4.3,1.22,22
Ronald Jones,34001,HB,TB,6,31,2,0,0.0,0,0,118,0,0,2,75,14.2,1,6,30,1,23,31.2,60.7,77.3,,17.9,65.3,62.2,60.0,10,0,33,3,35,37,0,0,4,34,1,118,75,2.42,3.8,0.94,8
Trey Sermon,57372,HB,SF,4,31,7,2,23.0,31,0,135,1,0,7,92,63.0,2,7,28,0,16,79.9,65.3,78.6,,39.6,39.3,73.2,57.6,16,0,3,2,34,38,0,0,3,33,1,135,92,2.97,4.4,0.09,15
Ty'Son Williams,38287,HB,BLT,4,31,6,3,41.8,71,0,170,0,0,6,103,52.5,6,7,3,1,24,33.6,62.0,80.9,,85.4,62.5,60.3,57.0,35,0,60,7,59,43,0,0,9,38,1,170,103,3.32,5.5,1.02,7
Malcolm Brown,9902,HB,MIA,6,30,4,2,34.8,40,0,115,0,0,4,83,34.6,3,6,17,0,11,79.8,62.7,1.3,,91.7,52.9,58.8,60.0,24,1,11,2,36,38,0,0,3,32,1,115,83,2.77,3.8,0.31,19
Trey Lance,91399,QB,SF,4,18,0,0,0.0,0,0,52,0,0,0,31,0.0,4,6,28,0,12,84.8,59.0,81.0,58.4,,,59.6,60.0,15,0,0,0,0,45,81,10,0,18,1,133,109,3.89,4.8,,2
Kenyan Drake,10707,HB,LV,6,28,5,1,19.8,18,0,91,1,4,5,77,57.6,1,4,23,0,11,81.9,65.5,83.3,,43.2,67.7,69.0,38.9,18,0,177,15,103,38,0,0,18,43,1,91,77,2.75,3.3,1.72,16
Sam Darnold,29048,QB,CAR,6,18,2,0,0.0,0,0,12,0,0,0,3,0.0,4,13,5,5,1,48.1,65.1,16.5,63.0,,,73.3,60.0,30,4,0,0,0,162,91,9,0,18,5,103,47,1.74,3.8,,2
Ty Johnson,45769,HB,NYJ,5,26,5,1,17.9,17,0,95,2,1,5,60,43.3,3,7,22,0,8,30.3,55.5,83.3,,37.9,50.6,61.3,60.0,17,0,51,6,77,30,0,0,13,32,1,95,60,2.31,3.7,0.66,17
Nyheim Hines,48103,HB,IND,6,26,10,0,0.0,0,0,101,1,5,10,66,92.9,1,8,14,0,9,84.1,61.9,84.7,,36.2,57.7,68.0,57.7,11,0,133,15,87,39,0,0,19,41,1,101,66,2.54,3.9,1.53,15
Patrick Mahomes,11765,QB,KC,6,4,0,0,0.0,0,0,-3,0,0,0,0,0.0,9,14,16,2,0,52.8,78.2,63.0,74.0,,,81.1,60.1,23,2,0,0,0,133,187,22,0,4,1,184,35,1.35,7.1,,0
Justin Fields,82118,QB,CHI,6,15,4,0,0.0,0,0,12,0,0,3,18,24.0,4,7,6,3,1,30.7,56.0,0.0,55.9,,,62.7,60.5,16,4,0,0,0,131,90,11,0,15,1,102,105,4.04,3.9,,5
Trevor Lawrence,77632,QB,JAX,6,15,4,0,0.0,0,0,43,0,0,2,24,21.3,5,8,15,3,1,78.2,56.8,85.9,54.5,,,66.3,60.0,12,0,0,0,0,132,78,11,0,15,2,121,52,2.0,4.7,,12
Taylor Heinicke,9896,QB,WAS,6,4,2,0,0.0,0,0,0,0,0,0,0,0.0,4,7,32,0,0,76.1,57.4,59.3,56.6,,,61.1,60.0,20,1,-2,1,0,131,127,21,1,5,1,127,30,1.2,5.1,,0
Marlon Mack,11898,HB,IND,4,25,3,1,22.7,22,0,97,0,0,3,82,36.4,4,6,14,0,10,78.7,58.4,76.9,,82.2,58.1,57.5,60.0,22,0,8,2,20,28,0,0,4,27,0,97,82,3.28,3.9,0.4,15
J.D. McKissic,11047,HB,WAS,6,25,0,0,0.0,0,0,100,1,2,0,45,7.8,3,8,32,0,9,80.8,65.2,84.3,,51.5,68.5,62.8,59.1,11,1,215,21,112,37,0,0,26,46,1,100,45,1.8,4.0,1.92,16
Carlos Hyde,8692,HB,JAX,5,24,4,1,16.7,18,0,108,0,0,4,65,41.7,2,8,15,0,11,78.7,70.0,81.5,,59.8,52.6,75.3,60.0,18,0,14,2,46,27,0,0,4,26,0,108,65,2.71,4.5,0.3,9
Larry Rountree III,57308,HB,LAC,4,24,2,0,0.0,0,0,60,1,0,2,50,16.7,1,4,27,0,8,80.7,41.4,76.5,,35.7,33.6,47.6,60.0,13,0,-1,1,24,29,0,0,2,25,0,60,50,2.08,2.5,-0.04,15
Dak Prescott,10769,QB,DAL,6,13,1,0,0.0,0,0,2,0,0,0,5,0.0,3,1,9,6,1,35.0,82.9,63.9,87.7,,58.4,29.4,60.2,21,1,0,0,1,184,68,9,0,13,0,70,70,3.18,3.2,0.0,2
Justin Herbert,28237,QB,LAC,6,12,0,0,0.0,0,0,3,0,0,0,5,0.0,3,9,27,1,1,90.7,86.8,86.3,83.5,,,74.8,60.0,11,0,0,0,0,136,69,9,0,12,1,72,71,3.38,3.4,,0
Salvon Ahmed,57472,HB,MIA,6,21,1,0,0.0,0,0,49,2,3,1,45,30.6,0,0,17,0,4,78.6,57.7,80.8,,79.1,55.5,57.8,60.0,8,0,67,7,46,23,0,0,12,28,0,49,45,2.14,2.3,1.46,16
Tevin Coleman,9506,HB,NYJ,4,21,2,1,23.3,17,0,73,0,0,2,68,28.2,1,5,22,0,8,78.4,59.4,75.3,,67.6,77.4,56.2,60.0,17,0,17,2,11,22,0,0,2,23,0,73,68,3.24,3.5,1.55,13
Kenneth Gainwell,77737,HB,PHI,6,21,1,0,0.0,0,0,100,2,2,1,49,19.4,3,6,24,0,2,79.6,78.7,83.9,,68.3,86.8,71.7,59.7,13,0,123,15,74,27,0,0,20,36,2,100,49,2.33,4.8,1.66,18
Samaje Perine,11869,HB,CIN,5,20,5,0,0.0,0,0,87,1,0,5,75,69.4,3,3,7,0,5,78.6,63.2,81.0,,34.6,60.6,66.2,60.0,13,0,54,7,46,26,0,0,9,27,0,87,75,3.75,4.4,1.17,15
Baker Mayfield,46518,QB,CLV,6,4,3,0,0.0,0,0,2,0,0,0,1,0.0,2,4,8,4,0,40.3,70.1,61.0,71.0,,60.0,52.4,60.0,12,2,11,0,1,182,73,16,0,4,1,75,26,1.3,3.8,11.0,1
Jameis Winston,9434,QB,NO,5,11,5,0,0.0,0,0,4,0,0,0,4,0.0,6,9,20,1,0,65.8,71.8,51.2,66.2,,,82.8,61.3,15,4,0,0,0,137,82,9,0,11,1,86,89,4.45,4.3,,0
David Johnson,9519,HB,HST,6,20,2,0,0.0,0,0,79,0,4,2,54,47.6,1,2,13,1,5,29.1,57.1,85.6,,24.6,70.7,51.2,54.9,10,0,127,14,96,30,0,0,17,34,0,79,54,2.7,4.0,1.32,11
Ryan Tannehill,7014,QB,TEN,6,10,3,0,0.0,0,0,17,0,0,0,10,0.0,5,11,31,4,0,62.0,86.3,63.4,82.2,,,81.8,60.4,28,2,0,0,0,191,116,9,0,10,2,133,48,2.53,7.0,,3
Tony Jones Jr.,40498,HB,NO,4,19,3,0,0.0,0,0,77,0,0,3,40,27.5,0,4,20,0,5,77.7,78.0,77.6,,80.5,58.7,79.5,60.0,9,0,10,4,24,25,0,0,5,23,0,77,40,2.11,4.1,0.42,13
Matthew Stafford,4924,QB,LA,6,13,0,0,0.0,0,0,-3,0,0,0,0,0.0,0,4,26,1,0,75.2,77.5,5.5,76.3,,,70.2,60.0,9,4,0,0,0,149,29,5,0,13,0,26,2,0.11,1.4,,2
Carson Wentz,10636,QB,IND,6,8,2,0,0.0,0,0,8,0,0,0,1,0.0,3,4,14,2,0,60.4,80.6,85.9,79.6,,,60.6,60.0,14,1,0,0,0,152,66,10,0,8,0,74,24,1.33,4.1,,1
Derek Carr,8671,QB,LV,6,12,0,0,0.0,0,0,5,0,0,0,3,0.0,0,4,23,5,0,78.6,86.3,62.3,87.2,,,48.1,60.2,8,2,0,0,0,140,23,6,0,12,0,28,13,0.72,1.6,,2
Rhamondre Stevenson,98689,HB,NE,3,17,3,0,0.0,0,0,48,0,2,3,47,65.8,1,2,19,1,13,26.0,58.6,75.8,,21.2,45.3,64.3,58.8,11,0,48,4,17,22,0,0,4,21,1,48,47,2.76,2.8,2.82,2
Joe Burrow,28022,QB,CIN,6,10,1,0,0.0,0,1,12,0,0,0,7,0.0,0,5,7,0,0,90.1,86.4,85.5,84.7,,,64.4,60.0,9,2,0,0,0,148,32,7,0,10,0,44,27,1.59,2.6,,0
Devonta Freeman,8738,HB,BLT,5,16,4,2,49.5,47,0,95,0,1,4,39,64.1,2,4,3,0,8,76.4,68.7,79.8,,14.2,61.2,76.0,48.5,31,0,34,3,37,26,0,0,3,19,1,95,39,2.44,5.9,0.92,7
Jacoby Brissett,10725,QB,MIA,6,5,1,0,0.0,0,0,3,0,0,0,2,0.0,2,7,17,4,0,54.2,75.6,84.2,73.6,,,67.1,60.6,19,2,0,0,0,59,54,11,0,5,1,57,13,0.81,3.6,,0
Taysom Hill,12112,QB,NO,5,14,9,0,0.0,0,0,63,0,1,7,47,158.0,1,8,20,0,13,77.5,75.6,82.2,40.2,43.6,68.5,90.7,48.2,14,0,37,3,32,66,14,2,4,17,3,77,55,3.44,4.8,1.16,0
Russell Wilson,7077,QB,SEA,5,6,0,0,0.0,0,0,-3,0,0,0,0,0.0,4,6,29,1,1,88.6,90.3,48.2,89.5,,,69.7,60.0,16,1,0,0,0,98,74,10,0,6,1,71,12,0.75,4.4,,0
Teddy Bridgewater,8667,QB,DEN,6,5,2,0,0.0,0,0,0,0,0,0,0,0.0,3,6,10,1,0,75.5,74.4,59.5,73.9,,,58.5,60.0,13,1,0,0,0,141,66,10,0,5,0,66,48,3.2,4.4,,0
Jimmy Garoppolo,8697,QB,SF,4,11,1,0,0.0,0,0,10,0,0,1,10,8.3,0,5,28,3,0,59.6,60.8,83.7,58.3,,,68.3,60.0,7,1,0,0,0,92,16,4,0,11,1,26,25,1.67,1.7,,3
Aaron Rodgers,2241,QB,GB,6,8,0,0,0.0,0,0,-6,0,0,0,1,0.0,1,4,12,0,0,90.2,77.2,58.4,75.3,,,68.9,60.0,16,1,-4,1,0,145,33,6,1,9,2,27,1,0.07,1.9,,0
Tom Brady,698,QB,TB,6,8,2,0,0.0,0,0,-1,0,0,0,0,0.0,1,5,30,2,0,90.7,92.6,86.2,91.3,,,75.3,60.0,13,0,0,0,0,122,38,5,0,8,1,37,15,1.15,2.8,,0
Royce Freeman,45747,HB,CAR,5,12,2,0,0.0,0,0,34,0,0,2,24,28.6,1,3,5,0,7,74.8,57.5,79.0,,53.5,53.0,61.1,60.0,13,0,14,2,36,14,0,0,3,14,0,34,24,2.0,2.8,0.39,5
Le'Veon Bell,7829,HB,BLT,2,12,1,0,0.0,0,0,29,0,0,1,16,11.1,0,1,3,0,10,75.1,64.8,77.8,,42.4,52.2,67.4,77.1,7,0,0,0,19,15,0,0,1,12,1,29,16,1.33,2.4,0.0,2
Jared Goff,10635,QB,DET,6,3,0,1,23.3,17,1,17,0,0,0,2,0.0,3,3,11,6,0,33.6,60.9,62.1,63.0,,60.0,38.0,60.0,26,4,0,0,1,130,56,9,0,3,0,73,16,1.33,6.1,0.0,1
James White,8765,HB,NE,3,10,1,0,0.0,0,0,38,0,1,1,14,12.7,1,4,19,0,6,76.4,78.1,78.0,,70.2,82.2,76.6,60.0,10,0,94,12,38,11,0,0,14,22,1,38,14,1.4,3.8,2.47,1
Mitchell Trubisky,11757,QB,BUF,3,8,0,0,0.0,0,0,-3,0,0,0,0,0.0,1,3,4,0,0,73.7,81.5,74.5,62.1,,,78.2,60.0,22,0,0,0,0,15,30,2,0,8,1,27,0,0.0,2.7,,0
Mac Jones,60323,QB,NE,6,7,0,0,0.0,0,0,5,0,0,0,2,0.0,1,5,19,3,0,57.6,79.7,34.1,78.3,72.6,,65.0,61.0,12,2,0,0,0,137,21,3,0,7,0,26,5,0.5,2.6,,0
Justin Jackson,29539,HB,LAC,5,10,1,0,0.0,0,0,22,0,0,1,27,15.9,0,2,27,0,5,75.5,62.7,78.1,,25.3,65.0,66.4,60.0,7,0,34,7,29,14,0,0,7,17,0,22,27,2.7,2.2,1.17,5
Jaret Patterson,77745,HB,WAS,4,9,2,0,0.0,0,0,28,0,0,2,17,34.3,0,2,32,0,4,73.9,74.7,72.1,,76.8,79.0,69.9,,9,0,9,2,3,10,0,0,2,11,0,28,17,1.89,3.1,3.0,5
DeeJay Dallas,55632,HB,SEA,4,9,0,0,0.0,0,0,29,0,1,0,19,12.4,1,4,29,1,4,28.6,59.8,79.9,,,52.7,63.5,60.0,10,0,70,8,26,12,0,0,8,17,0,29,19,2.11,3.2,2.69,5
Rondale Moore,62890,WR,ARZ,6,9,2,1,43.3,26,0,60,0,9,2,59,218.5,2,2,1,1,6,45.8,77.3,83.2,,,77.9,65.3,48.6,26,1,286,24,105,66,0,0,28,33,0,60,59,6.56,6.7,2.72,0
