player,player_id,position,team_name,player_game_count,base_targets,declined_penalties,franchise_id,man_avg_depth_of_target,man_avoided_tackles,man_caught_percent,man_contested_catch_rate,man_contested_receptions,man_contested_targets,man_drop_rate,man_drops,man_first_downs,man_fumbles,man_grades_hands_drop,man_grades_pass_route,man_interceptions,man_longest,man_pass_block_rate,man_pass_blocks,man_pass_plays,man_receptions,man_route_rate,man_routes,man_targeted_qb_rating,man_targets,man_targets_percent,man_touchdowns,man_yards,man_yards_after_catch,man_yards_after_catch_per_reception,man_yards_per_reception,man_yprr,penalties,zone_avg_depth_of_target,zone_avoided_tackles,zone_caught_percent,zone_contested_catch_rate,zone_contested_receptions,zone_contested_targets,zone_drop_rate,zone_drops,zone_first_downs,zone_fumbles,zone_grades_hands_drop,zone_grades_pass_route,zone_interceptions,zone_longest,zone_pass_block_rate,zone_pass_blocks,zone_pass_plays,zone_receptions,zone_route_rate,zone_routes,zone_targeted_qb_rating,zone_targets,zone_targets_percent,zone_touchdowns,zone_yards,zone_yards_after_catch,zone_yards_after_catch_per_reception,zone_yards_per_reception,zone_yprr
Tyreek Hill,10799,WR,KC,8,88,0,16,11.7,0,66.7,20.0,1,5,11.1,2,12,1,54.3,77.4,1,44,0.0,0,87,16,88.5,77,86.3,24,27.3,1,185,36,2.3,11.6,2.4,0,10.2,6,72.3,0.0,0,3,8.1,3,22,0,61.3,76.1,0,75,0.0,0,190,34,95.3,181,105.9,47,53.4,1,411,172,5.1,12.1,2.27
Cooper Kupp,11824,WR,LA,8,87,0,26,12.6,5,75.0,66.7,2,3,0.0,0,17,0,82.7,93.7,0,59,0.0,0,69,18,94.2,65,156.3,24,27.6,4,311,94,5.2,17.3,4.78,0,7.5,4,69.8,66.7,2,3,11.8,4,15,0,48.7,75.1,3,52,1.3,2,160,30,94.4,151,70.0,43,49.4,0,401,217,7.2,13.4,2.66
D.J. Moore,48267,WR,CAR,8,79,0,5,8.2,0,62.5,50.0,4,8,0.0,0,10,0,81.1,74.1,1,39,0.0,0,96,15,93.8,90,78.5,24,30.4,1,160,92,6.1,10.7,1.78,0,13.9,4,62.5,66.7,2,3,10.7,3,18,1,54.9,71.8,1,29,0.0,0,181,25,95.6,173,83.0,40,50.6,0,377,120,4.8,15.1,2.18
Terry McLaurin,48229,WR,WAS,8,74,0,32,15.0,0,44.0,50.0,8,16,0.0,0,7,0,79.4,72.7,1,40,0.0,0,102,11,93.1,95,88.7,25,33.8,3,162,12,1.1,14.7,1.71,0,11.6,6,70.0,69.2,9,13,3.4,1,18,0,76.1,77.0,1,37,0.0,0,183,28,92.9,170,97.7,40,54.1,1,378,141,5.0,13.5,2.22
Davante Adams,8688,WR,GB,7,72,0,12,10.6,1,59.1,50.0,2,4,0.0,0,10,0,80.0,83.2,1,50,0.0,0,74,13,93.2,69,83.1,22,30.6,1,188,40,3.1,14.5,2.72,0,12.4,3,78.6,50.0,3,6,0.0,0,21,0,88.7,92.7,1,59,0.0,0,128,33,95.3,122,111.6,42,58.3,1,473,174,5.3,14.3,3.88
Travis Kelce,7844,TE,KC,8,70,0,16,10.9,1,47.6,100.0,2,2,0.0,0,7,0,78.7,76.9,2,28,3.3,3,90,10,84.4,76,39.9,21,30.0,1,110,45,4.5,11.0,1.45,0,7.0,9,73.7,50.0,1,2,0.0,0,18,1,76.7,76.6,2,46,2.8,6,216,28,91.2,197,89.7,38,54.3,1,359,209,7.5,12.8,1.82
Brandin Cooks,8655,WR,HST,8,69,0,13,10.0,1,68.2,66.7,4,6,11.8,2,7,0,51.2,63.7,0,40,0.0,0,89,15,92.1,82,102.1,22,31.9,1,148,34,2.3,9.9,1.8,0,13.2,1,78.0,42.9,3,7,0.0,0,15,0,88.3,75.9,0,52,0.0,0,164,32,92.1,151,113.9,41,59.4,1,385,82,2.6,12.0,2.55
Deebo Samuel,48274,WR,SF,7,67,0,28,13.9,0,33.3,40.0,2,5,40.0,2,3,0,26.5,56.6,0,79,0.0,0,46,3,89.1,41,117.4,9,13.4,1,109,62,20.7,36.3,2.66,0,7.1,5,76.6,71.4,5,7,7.7,3,23,2,65.0,90.5,1,83,0.0,0,147,36,95.9,141,123.3,47,70.1,2,612,335,9.3,17.0,4.34
Keenan Allen,7857,WR,LAC,7,66,0,27,9.6,1,65.2,42.9,3,7,16.7,3,12,1,39.8,74.5,1,42,0.0,0,86,15,90.7,78,74.9,23,34.8,0,202,51,3.4,13.5,2.59,0,8.7,2,70.3,33.3,2,6,10.3,3,12,0,56.8,68.7,0,41,0.0,0,191,26,95.8,183,91.4,37,56.1,0,273,119,4.6,10.5,1.49
Jakobi Meyers,47468,WR,NE,8,66,0,19,10.7,0,59.4,42.9,3,7,5.0,1,13,0,72.3,79.8,0,27,0.8,1,124,19,91.1,113,79.4,32,48.5,0,214,68,3.6,11.3,1.89,0,6.7,2,80.0,88.9,8,9,4.0,1,7,0,62.3,63.4,0,24,1.9,3,158,24,94.9,150,93.5,30,45.5,0,193,45,1.9,8.0,1.29
