team_name,franchise_id,player_game_count,attempts,hits_allowed,hurries_allowed,pass_snaps,pbe,pressures_allowed,sacks_allowed
TB,30,7,322,9,41,322,91.3,53,3
DAL,9,6,237,8,31,237,90.9,41,2
PIT,25,6,249,13,28,249,89.8,46,5
SF,28,6,216,13,26,216,89.6,42,3
LA,26,7,255,11,34,255,88.8,51,6
ARZ,1,7,253,3,40,253,88.3,51,8
LAC,27,6,266,14,36,266,88.0,57,7
HST,13,7,236,10,37,236,87.9,52,5
WAS,32,7,277,11,48,277,87.5,64,5
CLV,8,7,245,4,45,245,87.1,56,7
CIN,7,7,235,11,34,235,87.0,53,8
KC,16,7,336,15,54,336,86.8,79,10
NE,19,7,273,18,40,273,86.1,67,9
MIN,18,6,253,15,46,253,86.0,66,5
JAX,15,6,237,11,46,237,85.9,62,5
ATL,2,6,259,17,45,259,85.3,69,7
GB,12,7,250,11,38,250,85.0,62,13
CHI,6,7,230,4,40,230,84.8,57,13
PHI,24,7,287,10,68,287,84.7,83,5
NYG,21,7,299,16,54,299,84.6,81,11
LV,23,7,289,19,58,289,84.3,84,7
BUF,4,6,259,15,61,259,83.8,80,4
NYJ,22,6,238,9,55,238,83.6,71,7
BLT,3,7,285,11,64,285,83.3,85,10
SEA,29,7,232,12,45,232,83.0,68,11
DET,11,7,299,17,75,299,81.9,100,8
DEN,10,7,283,19,51,283,81.6,87,17
MIA,17,7,312,12,89,312,80.9,110,9
TEN,31,7,261,21,50,261,80.7,86,15
NO,20,6,183,9,46,183,80.6,63,8
CAR,5,7,296,16,75,296,80.2,104,13
IND,14,7,251,27,54,251,79.5,92,11
