player,player_id,position,team_name,player_game_count,attempts,attempts_with_hangtime,average_hangtime,average_net_yards,average_yards_per_attempt,average_yards_per_return,blocks,declined_penalties,downeds,fair_catches,franchise_id,grades_punter,inside_twenties,long,out_of_bounds,penalties,percent_returned,return_yards,returns,snaps,total_hangtime,total_net_yards,touchbacks,yards
Andy Lee,1906,P,ARZ,8,27,27,4.18,43.85,51.0,8.3,0,0,3,4,1,48.3,6,62,1,0,59.3,133,16,27,112.82,1184,3,1377
Dustin Colquitt,2316,P,ATL,3,9,9,4.18,39.56,41.33,8.0,0,0,0,5,2,53.7,4,55,2,0,22.2,16,2,9,37.61,356,0,372
Sam Koch,3148,P,BLT,7,28,28,4.23,41.0,46.21,8.2,0,0,2,8,3,65.1,10,57,3,0,46.4,106,13,28,118.48,1148,2,1294
Brett Kern,4580,P,TEN,5,12,12,4.04,43.17,47.42,12.8,0,0,1,2,31,69.5,5,59,5,0,33.3,51,4,12,48.46,518,0,569
Kevin Huber,5066,P,CIN,8,33,33,4.26,41.06,46.91,11.3,0,0,5,10,7,55.9,15,61,4,0,30.3,113,10,33,140.47,1355,4,1548
Thomas Morstead,5088,P,NYJ,6,20,20,4.32,42.15,47.6,12.1,0,0,1,9,22,70.6,7,59,1,0,45.0,109,9,20,86.3,843,0,952
Bryan Anger,7072,P,DAL,7,18,18,4.43,44.11,48.67,6.9,0,0,1,6,9,68.7,9,63,1,0,50.0,62,9,18,79.81,794,1,876
Johnny Hekker,7252,P,LA,8,22,22,4.27,41.14,42.09,5.3,0,0,2,10,26,68.2,14,54,6,0,18.2,21,4,22,93.83,905,0,926
Sam Martin,7947,P,DEN,8,34,34,4.15,41.47,45.53,9.8,0,0,6,13,10,68.9,19,68,3,0,29.4,98,10,34,141.02,1410,2,1548
Tress Way,8358,P,WAS,7,22,22,4.22,43.0,50.41,10.2,0,0,1,4,32,61.0,6,66,2,1,63.6,143,14,22,92.87,946,1,1109
Pat O'Donnell,8826,P,CHI,8,30,30,4.33,37.27,46.7,14.3,0,0,1,8,6,66.9,9,63,2,0,56.7,243,17,30,129.95,1118,2,1401
