player,player_id,position,team_name,player_game_count,assists,franchise_id,hits,hurries,lhs_assists,lhs_hits,lhs_hurries,lhs_misses,lhs_pass_rush_percent,lhs_pass_rush_snaps,lhs_pressures,lhs_prp,lhs_sacks,lhs_stops,lhs_tackles,misses,pass_rush_percent,pass_rush_snaps,pass_snaps,pressures,prp,rhs_assists,rhs_hits,rhs_hurries,rhs_misses,rhs_pass_rush_percent,rhs_pass_rush_snaps,rhs_pressures,rhs_prp,rhs_sacks,rhs_stops,rhs_tackles,sacks,stops,tackles
Amen Ogbongbemiga,42449,LB,LAC,3,0,27,1,0,0,1,0,0,100.0,1,1,50.0,0,0,0,0,8.7,2,23,2,75.0,0,0,0,0,0.0,0,0,,0,0,0,1,1,0
Myles Bryant,43336,CB,NE,6,0,19,1,0,0,1,0,0,100.0,2,2,75.0,1,1,0,0,1.4,2,142,2,75.0,0,0,0,0,0.0,0,0,,0,0,0,1,1,0
Denzel Ward,49558,CB,CLV,9,0,8,1,0,0,0,0,0,50.0,1,1,100.0,1,1,0,0,0.7,2,271,2,75.0,0,1,0,0,50.0,1,1,50.0,0,0,0,1,1,0
Jarrod Wilson,10902,S,NYJ,4,0,22,1,1,0,1,1,0,100.0,3,3,66.7,1,1,0,0,3.0,3,101,3,66.7,0,0,0,0,0.0,0,0,,0,0,0,1,1,0
Kevin King,11788,CB,GB,5,0,12,1,0,0,0,0,0,0.0,0,0,,0,0,0,0,0.7,1,146,1,50.0,0,1,0,0,100.0,1,1,50.0,0,0,0,0,0,0
Tashaun Gipson Sr.,7288,S,CHI,6,0,6,0,0,0,0,0,0,100.0,2,1,50.0,1,1,0,0,1.1,2,175,1,50.0,0,0,0,0,0.0,0,0,,0,0,0,1,1,0
Chapelle Russell,38876,LB,JAX,2,0,15,0,1,0,0,1,0,100.0,1,1,50.0,0,0,0,0,11.1,1,9,1,50.0,0,0,0,0,0.0,0,0,,0,0,0,0,0,0
Andre Chachere,51194,S,PHI,2,0,24,0,1,0,0,1,0,100.0,1,1,50.0,0,0,0,0,4.5,1,22,1,50.0,0,0,0,0,0.0,0,0,,0,0,0,0,0,0
Steven Nelson,9531,CB,PHI,10,0,24,1,0,0,0,0,0,0.0,0,0,,0,0,0,0,0.3,1,364,1,50.0,0,1,0,0,100.0,1,1,50.0,0,0,0,0,0,0
Kyle Fuller,8649,CB,DEN,9,0,10,0,2,0,0,2,0,100.0,2,2,50.0,0,0,0,0,0.8,2,248,2,50.0,0,0,0,0,0.0,0,0,,0,0,0,0,0,0
Khaleke Hudson,49073,LB,WAS,3,0,32,1,1,0,1,0,0,50.0,1,1,50.0,0,0,0,0,40.0,2,5,2,50.0,0,0,1,0,50.0,1,1,50.0,0,0,0,0,0,0
Caden Sterns,76725,S,DEN,9,0,10,0,1,0,0,1,0,80.0,4,2,37.5,1,1,0,0,5.0,5,100,3,50.0,0,0,0,0,20.0,1,1,100.0,1,1,0,2,2,0
Jahlani Tavai,51055,LB,NE,5,0,19,0,1,0,0,1,1,100.0,1,1,50.0,0,0,0,1,9.1,1,11,1,50.0,0,0,0,0,0.0,0,0,,0,0,0,0,0,0
