player,player_id,position,team_name,player_game_count,base_dropbacks,blitz_accuracy_percent,blitz_aimed_passes,blitz_attempts,blitz_avg_depth_of_target,blitz_avg_time_to_throw,blitz_bats,blitz_big_time_throws,blitz_btt_rate,blitz_completion_percent,blitz_completions,blitz_def_gen_pressures,blitz_drop_rate,blitz_dropbacks,blitz_dropbacks_percent,blitz_drops,blitz_first_downs,blitz_grades_coverage_defense,blitz_grades_defense,blitz_grades_defense_penalty,blitz_grades_hands_drop,blitz_grades_hands_fumble,blitz_grades_offense,blitz_grades_offense_penalty,blitz_grades_overall_tackle,blitz_grades_pass,blitz_grades_pass_route,blitz_grades_run,blitz_grades_tackle,blitz_hit_as_threw,blitz_interceptions,blitz_passing_snaps,blitz_pressure_to_sack_rate,blitz_qb_rating,blitz_sack_percent,blitz_sacks,blitz_scrambles,blitz_spikes,blitz_thrown_aways,blitz_touchdowns,blitz_turnover_worthy_plays,blitz_twp_rate,blitz_yards,blitz_ypa,declined_penalties,franchise_id,grades_hands_fumble,grades_offense,grades_pass,grades_run,no_blitz_accuracy_percent,no_blitz_aimed_passes,no_blitz_attempts,no_blitz_avg_depth_of_target,no_blitz_avg_time_to_throw,no_blitz_bats,no_blitz_big_time_throws,no_blitz_btt_rate,no_blitz_completion_percent,no_blitz_completions,no_blitz_def_gen_pressures,no_blitz_drop_rate,no_blitz_dropbacks,no_blitz_dropbacks_percent,no_blitz_drops,no_blitz_first_downs,no_blitz_grades_coverage_defense,no_blitz_grades_defense,no_blitz_grades_defense_penalty,no_blitz_grades_hands_drop,no_blitz_grades_hands_fumble,no_blitz_grades_offense,no_blitz_grades_offense_penalty,no_blitz_grades_overall_tackle,no_blitz_grades_pass,no_blitz_grades_pass_route,no_blitz_grades_run,no_blitz_grades_tackle,no_blitz_hit_as_threw,no_blitz_interceptions,no_blitz_passing_snaps,no_blitz_pressure_to_sack_rate,no_blitz_qb_rating,no_blitz_sack_percent,no_blitz_sacks,no_blitz_scrambles,no_blitz_spikes,no_blitz_thrown_aways,no_blitz_touchdowns,no_blitz_turnover_worthy_plays,no_blitz_twp_rate,no_blitz_yards,no_blitz_ypa,no_pressure_accuracy_percent,no_pressure_aimed_passes,no_pressure_attempts,no_pressure_avg_depth_of_target,no_pressure_avg_time_to_throw,no_pressure_bats,no_pressure_big_time_throws,no_pressure_btt_rate,no_pressure_completion_percent,no_pressure_completions,no_pressure_def_gen_pressures,no_pressure_drop_rate,no_pressure_dropbacks,no_pressure_dropbacks_percent,no_pressure_drops,no_pressure_first_downs,no_pressure_grades_coverage_defense,no_pressure_grades_defense,no_pressure_grades_defense_penalty,no_pressure_grades_hands_drop,no_pressure_grades_hands_fumble,no_pressure_grades_offense,no_pressure_grades_offense_penalty,no_pressure_grades_overall_tackle,no_pressure_grades_pass,no_pressure_grades_pass_route,no_pressure_grades_run,no_pressure_grades_tackle,no_pressure_hit_as_threw,no_pressure_interceptions,no_pressure_passing_snaps,no_pressure_pressure_to_sack_rate,no_pressure_qb_rating,no_pressure_sack_percent,no_pressure_sacks,no_pressure_scrambles,no_pressure_spikes,no_pressure_thrown_aways,no_pressure_touchdowns,no_pressure_turnover_worthy_plays,no_pressure_twp_rate,no_pressure_yards,no_pressure_ypa,penalties,pressure_accuracy_percent,pressure_aimed_passes,pressure_attempts,pressure_avg_depth_of_target,pressure_avg_time_to_throw,pressure_bats,pressure_big_time_throws,pressure_btt_rate,pressure_completion_percent,pressure_completions,pressure_def_gen_pressures,pressure_drop_rate,pressure_dropbacks,pressure_dropbacks_percent,pressure_drops,pressure_first_downs,pressure_grades_coverage_defense,pressure_grades_defense,pressure_grades_defense_penalty,pressure_grades_hands_drop,pressure_grades_hands_fumble,pressure_grades_offense,pressure_grades_offense_penalty,pressure_grades_overall_tackle,pressure_grades_pass,pressure_grades_pass_route,pressure_grades_run,pressure_grades_tackle,pressure_hit_as_threw,pressure_interceptions,pressure_passing_snaps,pressure_pressure_to_sack_rate,pressure_qb_rating,pressure_sack_percent,pressure_sacks,pressure_scrambles,pressure_spikes,pressure_thrown_aways,pressure_touchdowns,pressure_turnover_worthy_plays,pressure_twp_rate,pressure_yards,pressure_ypa
Patrick Mahomes,11765,QB,KC,10,459,83.3,48,55,6.6,2.33,0,2,3.4,70.9,39,24,2.5,58,12.6,1,29,,,,,38.8,71.9,78.8,,69.8,,63.9,,1,1,62,8.3,105.6,3.4,2,1,0,6,3,1,1.6,447,8.1,0,16,41.9,73.7,71.1,74.4,77.4,323,357,8.5,2.83,3,12,3.2,65.0,232,129,7.2,401,87.4,18,150,,,,,54.5,73.5,62.3,,70.0,,80.1,,5,9,426,11.6,95.4,3.7,15,28,0,26,22,14,3.3,2493,7.0,83.5,279,289,6.5,2.3,2,8,2.6,75.4,218,0,6.4,306,66.7,15,132,,,,,68.0,80.4,54.6,,77.9,,73.8,,0,5,320,,109.3,0.0,0,16,0,8,18,6,1.9,2136,7.4,3,62.0,92,123,13.6,3.71,1,6,4.4,43.1,53,153,7.0,153,33.3,4,47,,,,,29.2,59.6,82.5,,55.5,,79.4,,6,5,168,11.1,67.3,11.1,17,13,0,24,7,9,5.4,804,6.5
Tom Brady,698,QB,TB,9,394,82.7,81,90,7.8,2.14,3,3,3.2,68.9,62,26,7.5,92,23.4,5,41,,,,,84.5,83.0,80.4,,81.2,58.9,,,0,3,95,7.7,114.6,2.2,2,0,0,6,9,2,2.1,771,8.6,0,30,85.9,91.1,89.2,79.6,74.7,273,287,9.0,2.41,1,21,7.1,66.9,192,59,5.9,302,76.6,12,107,,,,,80.5,90.0,84.9,,87.2,,70.1,,1,4,312,16.9,103.4,3.3,10,5,1,11,18,3,1.0,2099,7.3,79.9,293,305,8.0,2.21,4,19,6.1,72.5,221,0,5.6,309,78.4,13,128,,,,,90.8,93.6,85.0,,92.3,,73.4,,0,4,317,,113.5,0.0,0,4,1,7,21,1,0.3,2458,8.1,0,60.7,61,72,11.7,2.87,0,5,6.5,45.8,33,85,10.8,85,21.6,4,20,,,,,50.6,55.9,80.2,,56.4,58.9,58.3,,1,3,90,14.1,74.5,14.1,12,1,0,10,6,4,4.4,412,5.7
Josh Allen,46601,QB,BUF,9,386,70.0,90,102,9.2,2.55,2,6,5.6,59.8,61,42,3.2,110,28.5,2,35,,,,,86.2,65.8,81.2,,63.5,,69.9,,0,2,120,7.1,83.0,2.7,3,5,0,10,4,3,2.5,641,6.3,0,4,57.6,85.0,80.9,76.5,77.7,229,245,9.6,2.93,7,19,7.4,69.0,169,93,5.1,276,71.5,9,107,,,,64.7,79.2,90.2,84.7,,85.2,90.8,82.2,,2,4,290,11.8,106.5,4.0,11,19,0,7,15,11,3.8,1961,8.0,80.2,232,240,8.0,2.37,7,13,5.2,74.2,178,0,4.3,251,65.0,8,98,,,,64.7,90.4,86.6,84.3,,81.2,90.8,85.9,,0,4,263,,102.7,0.0,0,10,0,1,10,7,2.7,1834,7.6,2,63.2,87,107,13.4,3.65,2,12,10.4,48.6,52,135,5.5,135,35.0,3,44,,,,,64.6,75.2,82.0,,72.5,,70.5,,2,2,147,10.4,92.7,10.4,14,14,0,16,9,7,4.8,768,7.2
Matthew Stafford,4924,QB,LA,10,384,78.6,84,86,6.7,2.11,1,3,3.3,74.4,64,19,3.0,89,23.2,2,44,,,,,84.6,73.4,80.3,,72.2,,,,0,0,95,15.8,123.7,3.4,3,0,0,1,6,2,2.1,751,8.7,0,26,86.0,77.7,76.7,67.5,75.8,265,276,9.1,2.74,4,15,5.2,65.6,181,71,10.0,295,76.8,20,107,,,,,80.2,77.1,53.2,,75.5,,68.1,,4,8,306,15.5,100.6,3.7,11,8,0,3,18,11,3.6,2263,8.2,80.9,283,288,8.0,2.42,4,15,5.1,73.6,212,0,7.4,294,76.6,17,129,,,,,79.9,89.8,84.8,,86.2,,78.4,,0,6,302,,114.4,0.0,0,6,0,1,20,8,2.6,2522,8.8,5,57.6,66,74,10.7,3.17,1,3,3.6,44.6,33,90,13.2,90,23.4,5,22,,,,,84.9,42.4,0.3,,45.8,,47.6,,4,2,99,15.6,73.7,15.6,14,2,0,3,4,5,5.1,492,6.6
Justin Herbert,28237,QB,LAC,9,383,69.5,82,91,7.1,2.43,4,1,1.0,57.1,52,31,8.8,96,25.1,5,37,,,,,85.4,73.7,80.8,,71.4,,65.6,,2,1,107,12.9,87.1,4.2,4,1,0,3,4,1,0.9,597,6.6,0,27,91.4,87.2,83.9,75.6,79.6,245,262,7.7,2.64,5,12,4.3,68.3,179,72,8.2,287,74.9,16,98,,,,,90.7,87.6,84.8,,85.0,,68.9,,1,6,305,16.7,99.5,4.2,12,13,1,10,15,6,2.0,1948,7.4,80.7,264,275,7.2,2.31,9,9,3.0,70.2,193,0,9.4,280,73.1,20,110,,,,,90.7,90.5,84.8,,89.1,,58.3,,0,7,303,,102.0,0.0,0,5,1,1,16,7,2.3,2157,7.8,1,61.9,63,78,9.0,3.33,0,4,4.8,48.7,38,103,2.6,103,26.9,1,25,,,,,85.5,64.3,80.9,,59.9,,77.6,,3,0,109,15.5,76.2,15.5,16,9,0,12,3,0,0.0,388,5.0
Lamar Jackson,46416,QB,BLT,9,379,74.1,108,118,8.9,2.5,5,3,2.5,64.4,76,57,5.0,138,36.4,4,42,,,,,59.2,60.6,81.9,,58.4,,73.3,,3,4,144,24.6,79.5,10.1,14,6,0,2,3,4,2.8,833,7.1,0,3,46.5,78.0,75.8,73.3,74.7,174,191,11.5,3.34,2,16,7.9,64.4,123,80,5.4,241,63.6,7,89,,,,,61.3,85.5,84.1,,83.5,,70.3,,5,4,255,17.5,101.4,5.8,14,36,4,6,11,8,3.1,1614,8.5,78.2,211,221,9.5,2.63,4,13,5.7,71.5,158,0,4.2,242,63.9,7,96,,,,,76.4,89.8,84.1,,88.0,,66.1,,0,5,251,,101.2,0.0,0,21,4,2,9,6,2.4,1875,8.5,4,63.4,71,88,13.4,3.74,3,6,6.3,46.6,41,137,8.9,137,36.1,4,35,,,,,37.0,53.5,82.0,,47.7,,74.6,,8,3,148,20.4,72.7,20.4,28,21,0,6,5,6,4.1,572,6.5
Derek Carr,8671,QB,LV,9,378,69.9,83,91,11.0,2.5,1,14,14.3,61.5,56,41,3.4,98,25.9,2,39,,,,,85.1,83.2,80.7,,81.7,,58.3,,2,3,105,14.6,98.4,6.1,6,1,0,5,5,4,3.8,884,9.7,0,23,85.6,81.5,81.9,50.2,81.1,238,256,7.9,2.76,8,14,5.2,69.9,179,86,7.3,280,74.1,14,81,,,,,79.4,76.8,84.7,,77.5,,45.6,,2,5,294,16.3,96.8,5.0,14,10,2,6,10,7,2.4,1942,7.6,82.4,238,248,7.3,2.4,8,20,7.7,75.0,186,0,5.1,251,66.4,10,90,,,,,90.4,90.1,84.2,,88.8,,48.0,,0,2,262,,110.2,0.0,0,3,2,0,10,4,1.5,2113,8.5,2,66.3,83,99,12.8,3.26,1,8,7.5,49.5,49,127,10.9,127,33.6,6,30,,,,,62.3,59.8,81.7,,61.5,,49.8,,4,6,137,15.7,64.9,15.7,20,8,0,11,5,7,5.1,713,7.2
Carson Wentz,10636,QB,IND,10,369,72.8,92,104,6.4,2.65,1,3,2.7,61.5,64,51,4.5,117,31.7,3,42,,,,,86.6,67.1,81.4,,65.0,,69.9,,2,0,126,15.7,106.3,6.8,8,5,0,9,7,1,0.8,762,7.3,0,14,41.5,69.1,68.1,61.5,75.1,213,230,9.0,2.87,2,11,4.5,64.3,148,85,7.5,252,68.3,12,70,,,,,45.5,68.9,84.4,,68.0,,61.7,,8,3,272,11.8,94.0,4.0,10,12,0,7,10,9,3.3,1616,7.0,78.5,219,226,7.5,2.44,2,9,3.7,69.9,158,0,8.1,233,63.1,14,82,,,,,90.4,78.2,84.1,,75.3,,75.8,,0,2,250,,108.8,0.0,0,7,0,5,14,5,2.0,1706,7.5,3,64.0,86,108,10.2,3.4,1,5,4.4,50.0,54,136,1.8,136,36.9,1,30,,,,,27.1,52.1,82.0,,52.8,,55.8,,10,1,148,13.2,75.1,13.2,18,10,0,11,3,5,3.4,672,6.2
Jared Goff,10635,QB,DET,9,369,79.7,74,78,6.3,2.43,0,2,2.5,62.8,49,37,16.9,87,23.6,10,27,,,,,84.2,63.1,80.2,,63.5,60.0,56.8,,1,1,90,21.6,99.7,9.2,8,1,0,3,4,2,2.2,627,8.0,1,11,38.7,59.5,61.3,37.7,75.5,233,255,6.5,2.75,1,5,1.8,67.1,171,89,2.8,282,76.4,5,82,,,,,37.1,59.3,84.9,,60.2,,48.4,,2,5,308,20.2,79.2,6.4,18,9,3,16,4,10,3.2,1482,5.8,79.8,228,239,5.9,2.42,1,4,1.6,72.4,173,0,4.9,243,65.9,9,86,,,,,90.4,70.0,84.2,,69.4,,55.8,,0,2,259,,97.6,0.0,0,4,3,7,8,5,1.9,1579,6.6,6,67.1,79,94,8.2,3.17,0,3,2.8,50.0,47,126,11.3,126,34.1,6,23,,,,,23.4,44.3,81.8,,46.9,60.0,45.6,,3,4,139,20.6,49.5,20.6,26,6,0,12,0,7,5.0,530,5.6
Trevor Lawrence,77632,QB,JAX,9,365,58.2,79,90,10.7,2.68,3,6,6.3,44.4,40,48,13.0,100,27.4,6,24,,,,,29.3,46.9,80.8,,47.8,,56.9,,1,3,106,14.6,55.8,7.0,7,3,0,7,3,6,5.7,421,4.7,0,15,74.9,57.1,55.7,65.7,75.0,220,241,7.7,2.89,3,9,3.5,63.1,152,85,7.9,265,72.6,13,73,,,,,90.6,61.7,84.5,,60.5,,66.2,,9,6,283,10.6,78.2,3.4,9,14,1,8,5,9,3.2,1562,6.5,74.1,216,224,7.6,2.42,5,8,3.4,66.1,148,0,7.5,232,63.6,12,71,,,,,90.3,66.8,84.0,,66.3,,57.7,,0,5,244,,83.0,0.4,1,6,1,2,5,7,2.9,1488,6.6,2,61.4,83,107,10.9,3.56,1,7,6.0,41.1,44,133,13.7,133,36.4,7,26,,,,,40.4,41.7,81.9,,40.2,,67.0,,10,4,145,11.3,49.4,11.3,15,11,0,13,3,8,5.5,495,4.6
