player,player_id,position,team_name,player_game_count,base_dropbacks,blitz_accuracy_percent,blitz_aimed_passes,blitz_attempts,blitz_avg_depth_of_target,blitz_avg_time_to_throw,blitz_bats,blitz_big_time_throws,blitz_btt_rate,blitz_completion_percent,blitz_completions,blitz_def_gen_pressures,blitz_drop_rate,blitz_dropbacks,blitz_dropbacks_percent,blitz_drops,blitz_first_downs,blitz_grades_coverage_defense,blitz_grades_defense,blitz_grades_defense_penalty,blitz_grades_hands_drop,blitz_grades_hands_fumble,blitz_grades_offense,blitz_grades_offense_penalty,blitz_grades_overall_tackle,blitz_grades_pass,blitz_grades_pass_route,blitz_grades_run,blitz_grades_tackle,blitz_hit_as_threw,blitz_interceptions,blitz_passing_snaps,blitz_pressure_to_sack_rate,blitz_qb_rating,blitz_sack_percent,blitz_sacks,blitz_scrambles,blitz_spikes,blitz_thrown_aways,blitz_touchdowns,blitz_turnover_worthy_plays,blitz_twp_rate,blitz_yards,blitz_ypa,declined_penalties,franchise_id,grades_hands_fumble,grades_offense,grades_pass,grades_run,no_blitz_accuracy_percent,no_blitz_aimed_passes,no_blitz_attempts,no_blitz_avg_depth_of_target,no_blitz_avg_time_to_throw,no_blitz_bats,no_blitz_big_time_throws,no_blitz_btt_rate,no_blitz_completion_percent,no_blitz_completions,no_blitz_def_gen_pressures,no_blitz_drop_rate,no_blitz_dropbacks,no_blitz_dropbacks_percent,no_blitz_drops,no_blitz_first_downs,no_blitz_grades_coverage_defense,no_blitz_grades_defense,no_blitz_grades_defense_penalty,no_blitz_grades_hands_drop,no_blitz_grades_hands_fumble,no_blitz_grades_offense,no_blitz_grades_offense_penalty,no_blitz_grades_overall_tackle,no_blitz_grades_pass,no_blitz_grades_pass_route,no_blitz_grades_run,no_blitz_grades_tackle,no_blitz_hit_as_threw,no_blitz_interceptions,no_blitz_passing_snaps,no_blitz_pressure_to_sack_rate,no_blitz_qb_rating,no_blitz_sack_percent,no_blitz_sacks,no_blitz_scrambles,no_blitz_spikes,no_blitz_thrown_aways,no_blitz_touchdowns,no_blitz_turnover_worthy_plays,no_blitz_twp_rate,no_blitz_yards,no_blitz_ypa,no_pressure_accuracy_percent,no_pressure_aimed_passes,no_pressure_attempts,no_pressure_avg_depth_of_target,no_pressure_avg_time_to_throw,no_pressure_bats,no_pressure_big_time_throws,no_pressure_btt_rate,no_pressure_completion_percent,no_pressure_completions,no_pressure_def_gen_pressures,no_pressure_drop_rate,no_pressure_dropbacks,no_pressure_dropbacks_percent,no_pressure_drops,no_pressure_first_downs,no_pressure_grades_coverage_defense,no_pressure_grades_defense,no_pressure_grades_defense_penalty,no_pressure_grades_hands_drop,no_pressure_grades_hands_fumble,no_pressure_grades_offense,no_pressure_grades_offense_penalty,no_pressure_grades_overall_tackle,no_pressure_grades_pass,no_pressure_grades_pass_route,no_pressure_grades_run,no_pressure_grades_tackle,no_pressure_hit_as_threw,no_pressure_interceptions,no_pressure_passing_snaps,no_pressure_pressure_to_sack_rate,no_pressure_qb_rating,no_pressure_sack_percent,no_pressure_sacks,no_pressure_scrambles,no_pressure_spikes,no_pressure_thrown_aways,no_pressure_touchdowns,no_pressure_turnover_worthy_plays,no_pressure_twp_rate,no_pressure_yards,no_pressure_ypa,penalties,pressure_accuracy_percent,pressure_aimed_passes,pressure_attempts,pressure_avg_depth_of_target,pressure_avg_time_to_throw,pressure_bats,pressure_big_time_throws,pressure_btt_rate,pressure_completion_percent,pressure_completions,pressure_def_gen_pressures,pressure_drop_rate,pressure_dropbacks,pressure_dropbacks_percent,pressure_drops,pressure_first_downs,pressure_grades_coverage_defense,pressure_grades_defense,pressure_grades_defense_penalty,pressure_grades_hands_drop,pressure_grades_hands_fumble,pressure_grades_offense,pressure_grades_offense_penalty,pressure_grades_overall_tackle,pressure_grades_pass,pressure_grades_pass_route,pressure_grades_run,pressure_grades_tackle,pressure_hit_as_threw,pressure_interceptions,pressure_passing_snaps,pressure_pressure_to_sack_rate,pressure_qb_rating,pressure_sack_percent,pressure_sacks,pressure_scrambles,pressure_spikes,pressure_thrown_aways,pressure_touchdowns,pressure_turnover_worthy_plays,pressure_twp_rate,pressure_yards,pressure_ypa
Patrick Mahomes,11765,QB,KC,12,535,80.0,60,69,6.4,2.3,0,2,2.7,66.7,46,28,4.2,73,13.6,2,37,,,,,46.7,72.6,79.6,,70.1,,69.6,,1,1,78,7.1,99.8,2.7,2,2,0,8,3,1,1.3,558,8.1,0,16,41.5,73.2,70.1,76.6,77.8,370,409,8.1,2.83,4,13,3.0,64.3,263,147,8.7,462,86.4,25,166,,,,,50.5,72.7,65.5,,68.8,,82.8,,5,11,490,12.9,91.2,4.1,19,33,0,30,22,15,3.1,2826,6.9,83.7,326,339,6.2,2.32,3,8,2.3,73.7,250,0,8.4,360,67.3,23,151,,,,,72.3,80.7,59.0,,78.6,,70.5,,0,7,375,,103.3,0.0,0,20,0,10,18,6,1.6,2494,7.4,4,60.6,104,139,13.2,3.67,1,7,4.5,42.4,59,175,6.3,175,32.7,4,52,,,,,27.1,58.0,83.0,,51.9,,88.8,,6,5,193,12.0,65.9,12.0,21,15,0,28,7,10,5.2,890,6.4
Tom Brady,698,QB,TB,12,528,80.7,109,119,7.6,2.18,3,4,3.2,68.1,81,33,8.0,121,22.9,7,53,,,,,86.5,80.2,81.4,,78.5,58.9,,,0,4,126,6.1,106.3,1.7,2,0,0,7,10,3,2.4,957,8.0,0,30,90.2,92.0,90.6,80.3,75.5,372,389,8.4,2.4,4,26,6.4,68.4,266,73,5.3,407,77.1,15,145,,,,,86.0,91.7,86.1,,90.5,,72.8,,1,6,422,16.4,103.3,2.9,12,6,1,11,24,4,0.9,2814,7.2,79.9,402,417,7.7,2.22,7,24,5.6,73.1,305,0,5.0,422,79.9,16,174,,,,,91.3,94.4,86.2,,93.0,,76.1,,0,7,434,,110.9,0.0,0,5,1,7,28,3,0.7,3250,7.8,0,60.8,79,91,11.0,2.87,0,6,6.1,46.2,42,106,12.5,106,20.1,6,24,,,,,57.6,56.8,81.1,,57.2,58.9,58.3,,1,3,114,13.2,72.6,13.2,14,1,0,11,6,4,3.5,521,5.7
Justin Herbert,28237,QB,LAC,12,524,72.9,107,117,7.1,2.49,4,1,0.8,60.7,71,40,9.0,124,23.7,7,48,,,,,87.3,77.3,81.8,,74.4,,74.7,,2,1,139,10.0,92.4,3.2,4,3,0,4,5,1,0.7,816,7.0,0,27,91.9,86.0,80.6,86.3,78.9,336,356,7.7,2.7,6,15,3.9,68.5,244,104,7.9,400,76.3,21,141,,,,64.7,91.3,84.3,86.2,,79.5,90.6,83.2,,1,10,427,20.2,100.1,5.3,21,22,1,12,22,9,2.1,2731,7.7,81.3,353,366,7.3,2.39,10,12,3.0,71.3,261,0,9.1,380,72.5,26,156,,,,64.7,91.2,91.8,86.0,,90.3,90.6,75.9,,0,10,409,,105.0,0.0,0,14,1,2,23,8,2.0,2981,8.1,1,62.2,90,107,8.6,3.34,0,4,3.4,50.5,54,144,3.6,144,27.5,2,33,,,,,88.1,52.9,82.2,,47.5,,85.4,,3,1,157,17.4,74.7,17.4,25,11,0,14,4,2,1.3,566,5.3
Josh Allen,46601,QB,BUF,12,494,69.1,110,122,9.3,2.6,2,6,4.6,59.0,72,48,5.3,132,26.7,4,46,,,,,87.6,65.0,81.9,,61.1,,78.0,,0,3,145,6.3,81.7,2.3,3,7,0,10,5,4,2.8,792,6.5,0,4,57.9,82.3,76.4,84.7,77.4,297,318,9.4,2.93,9,22,6.6,68.2,217,119,5.7,362,73.3,13,133,,,,64.7,72.7,87.1,85.7,,80.6,90.8,90.3,,2,7,380,13.4,103.6,4.4,16,27,0,10,21,15,3.9,2424,7.6,80.2,303,312,8.1,2.43,8,16,4.9,73.7,230,0,5.3,327,66.2,13,130,,,,64.7,90.9,87.6,85.3,,81.4,90.8,90.9,,0,6,341,,104.3,0.0,0,14,0,1,16,10,2.9,2372,7.6,3,60.6,104,128,12.8,3.66,3,12,8.6,46.1,59,167,6.3,167,33.8,4,49,,,,,50.2,67.2,82.9,,61.7,,80.0,,2,4,184,11.4,81.0,11.4,19,20,0,19,10,9,4.9,844,6.6
Derek Carr,8671,QB,LV,12,493,69.4,108,116,10.9,2.55,1,16,12.8,62.9,73,48,2.7,125,25.4,2,52,,,,,86.9,85.9,81.6,,83.3,,66.0,,2,3,134,14.6,99.2,5.6,7,2,0,5,5,4,3.0,1143,9.9,0,23,81.3,80.4,79.7,56.3,80.1,311,335,8.3,2.77,8,18,5.1,69.6,233,117,6.4,368,74.6,16,106,,,,,73.1,74.0,85.8,,74.0,,50.0,,2,6,389,17.1,95.9,5.4,20,12,2,12,12,10,2.6,2520,7.5,79.8,312,322,8.0,2.43,8,24,7.0,74.2,239,0,4.0,328,66.5,10,117,,,,,90.9,87.8,85.3,,85.4,,64.1,,0,3,347,,108.1,0.0,0,5,2,0,12,6,1.7,2751,8.5,2,70.1,107,129,11.6,3.3,1,10,7.2,51.9,67,165,10.7,165,33.5,8,41,,,,,47.7,60.2,82.7,,61.7,,48.8,,4,6,176,16.4,68.4,16.4,27,9,0,17,5,8,4.5,912,7.1
Kirk Cousins,7102,QB,MIN,12,477,75.9,112,125,7.9,2.32,3,8,6.0,62.4,78,54,8.2,134,28.1,7,48,,,,,63.8,89.2,81.9,,87.0,55.2,,,5,0,142,14.8,108.4,6.0,8,0,0,5,8,3,2.1,990,7.9,0,18,56.0,89.6,87.4,67.5,81.2,293,321,7.6,2.65,4,13,3.8,70.7,227,102,4.6,343,71.9,11,111,,,,,51.5,83.8,58.5,,81.9,57.7,67.7,,8,3,366,9.8,105.4,2.9,10,9,3,13,17,10,2.7,2363,7.4,82.1,301,312,7.5,2.39,4,15,4.7,76.0,237,0,4.0,321,67.3,10,123,,,,,90.9,93.7,85.2,,92.6,58.4,68.5,,0,3,331,,116.6,0.0,0,6,3,4,19,8,2.4,2617,8.4,3,73.1,104,134,8.4,2.91,3,6,3.9,50.7,68,156,10.5,156,32.7,8,36,,,,,24.3,59.6,33.5,,60.0,52.8,61.3,,13,0,177,11.5,82.2,11.5,18,3,0,14,6,5,2.8,736,5.5
Trevor Lawrence,77632,QB,JAX,12,472,56.7,97,108,10.2,2.69,3,6,5.2,45.4,49,53,10.9,121,25.6,6,30,,,,,35.6,44.7,81.5,,45.4,,58.4,,1,3,129,15.1,57.1,6.6,8,5,0,7,3,6,4.7,506,4.7,0,15,63.5,59.6,57.4,69.0,74.1,290,318,7.6,2.89,3,11,3.3,62.3,198,111,7.9,351,74.4,17,97,,,,,84.0,65.1,85.6,,63.4,,68.9,,11,7,372,12.6,77.4,4.0,14,18,1,13,6,11,3.0,2008,6.3,73.8,286,296,7.4,2.43,5,10,3.2,66.2,196,0,7.1,308,65.3,15,95,,,,,90.8,69.9,85.0,,68.8,,62.3,,0,6,321,,82.7,0.3,1,10,1,4,6,8,2.5,1928,6.5,2,58.4,101,130,10.6,3.6,1,7,4.9,39.2,51,164,13.6,164,34.7,8,32,,,,,29.9,40.5,82.8,,39.0,,67.8,,12,4,180,12.8,48.4,12.8,21,13,0,16,3,9,5.0,586,4.5
Lamar Jackson,46416,QB,BLT,11,464,71.9,128,139,8.6,2.63,5,3,2.1,63.3,88,73,4.3,167,36.0,4,51,,,,,64.3,54.7,82.6,,50.5,,85.6,,3,5,174,26.0,77.8,11.4,19,9,0,3,4,5,2.9,945,6.8,0,3,47.9,70.0,65.5,76.1,75.2,218,239,11.0,3.31,5,16,6.3,64.4,154,98,6.1,297,64.0,10,102,,,,,54.2,76.8,85.0,,73.9,,72.1,,5,8,314,18.4,92.0,6.1,18,40,4,7,12,13,4.1,1920,8.0,76.5,255,269,9.2,2.63,7,13,4.7,68.8,185,0,5.1,293,63.1,10,105,,,,,80.0,81.6,84.8,,79.9,,66.2,,0,9,303,,90.2,0.0,0,24,4,3,10,9,3.0,2091,7.8,5,67.0,91,109,12.6,3.81,3,6,5.0,52.3,57,171,6.6,171,36.9,4,48,,,,,29.4,47.7,82.9,,39.0,,83.8,,8,4,185,21.6,78.3,21.6,37,25,0,7,6,9,4.9,774,7.1
Carson Wentz,10636,QB,IND,13,463,72.8,125,139,6.9,2.61,2,4,2.7,61.9,86,66,5.5,156,33.7,5,55,,,,,67.8,72.9,82.5,,71.4,,64.7,,2,1,169,16.7,104.2,7.1,11,6,0,10,10,2,1.2,987,7.1,0,14,42.8,73.0,71.7,64.3,73.8,263,281,8.9,2.84,3,13,4.4,64.1,180,100,7.2,307,66.3,14,88,,,,,53.3,70.8,85.1,,69.2,,66.5,,8,4,329,11.0,92.8,3.6,11,15,0,7,12,9,2.7,1961,7.0,77.5,280,289,7.8,2.43,4,10,3.3,69.6,201,0,7.4,297,64.1,16,106,,,,,80.8,79.6,85.0,,77.2,,70.5,,0,4,316,,106.2,0.0,0,8,0,5,18,6,1.9,2161,7.5,4,63.0,108,131,9.4,3.36,1,7,5.0,49.6,65,166,4.4,166,35.9,3,37,,,,,29.2,58.2,82.8,,57.5,,61.8,,10,1,182,13.3,75.5,13.3,22,13,0,12,4,5,2.7,787,6.0
Matthew Stafford,4924,QB,LA,12,463,79.8,99,103,7.6,2.2,2,5,4.6,72.8,75,23,5.1,107,23.1,4,52,,,,,85.8,80.0,81.0,,78.2,,,,0,0,113,17.4,128.9,3.7,4,0,0,2,9,2,1.8,914,8.9,0,26,79.9,78.4,77.0,69.5,74.2,322,335,9.2,2.75,4,18,5.2,64.8,217,90,9.2,356,76.9,22,124,,,,,72.0,74.8,58.7,,73.3,58.9,68.1,,5,9,370,14.4,99.3,3.7,13,8,0,4,21,13,3.5,2697,8.1,79.6,339,344,8.3,2.44,4,18,5.1,72.4,249,0,7.8,350,75.6,21,149,,,,,83.2,90.3,85.5,,87.4,,78.4,,0,6,360,,113.6,0.0,0,6,0,1,24,8,2.2,2910,8.5,5,58.5,82,94,10.9,3.17,2,5,4.8,45.7,43,113,10.4,113,24.4,5,27,,,,,60.1,41.0,14.5,,44.2,58.9,47.6,,5,3,123,15.0,79.3,15.0,17,2,0,5,6,7,5.7,701,7.5
