player,player_id,position,team_name,player_game_count,base_targets,declined_penalties,franchise_id,penalties,screen_avg_depth_of_target,screen_avoided_tackles,screen_caught_percent,screen_contested_catch_rate,screen_contested_receptions,screen_contested_targets,screen_drop_rate,screen_drops,screen_first_downs,screen_fumbles,screen_grades_hands_drop,screen_grades_pass_route,screen_interceptions,screen_longest,screen_pass_block_rate,screen_pass_blocks,screen_pass_plays,screen_receptions,screen_route_rate,screen_routes,screen_targeted_qb_rating,screen_targets,screen_targets_percent,screen_touchdowns,screen_yards,screen_yards_after_catch,screen_yards_after_catch_per_reception,screen_yards_per_reception,screen_yprr,slot_avg_depth_of_target,slot_avoided_tackles,slot_caught_percent,slot_contested_catch_rate,slot_contested_receptions,slot_contested_targets,slot_drop_rate,slot_drops,slot_first_downs,slot_fumbles,slot_grades_hands_drop,slot_grades_pass_route,slot_interceptions,slot_longest,slot_pass_block_rate,slot_pass_blocks,slot_pass_plays,slot_receptions,slot_route_rate,slot_routes,slot_targeted_qb_rating,slot_targets,slot_targets_percent,slot_touchdowns,slot_yards,slot_yards_after_catch,slot_yards_after_catch_per_reception,slot_yards_per_reception,slot_yprr
Davante Adams,8688,WR,GB,5,61,0,12,0,-0.2,0,100.0,,0,0,0.0,0,4,0,91.6,88.8,0,10,0.0,0,25,9,100.0,25,87.5,9,14.8,0,45,47,5.2,5.0,1.8,7.1,0,64.0,66.7,2,3,0.0,0,7,0,83.5,91.2,1,22,0.0,0,62,16,90.3,56,69.9,25,41.0,1,107,54,3.4,6.7,1.91
Cooper Kupp,11824,WR,LA,5,54,0,26,0,-1.5,2,100.0,,0,0,0.0,0,3,0,90.2,91.4,0,43,0.0,0,25,4,100.0,25,118.8,4,7.4,0,76,82,20.5,19.0,3.04,10.4,3,71.4,60.0,3,5,7.4,2,13,0,76.3,90.5,0,56,0.0,0,126,25,96.8,122,123.5,35,64.8,2,360,111,4.4,14.4,2.95
Tyreek Hill,10799,WR,KC,5,51,0,16,0,-2.3,1,100.0,,0,0,0.0,0,2,0,88.7,57.1,0,7,0.0,0,22,3,95.5,21,79.2,3,5.9,0,3,10,3.3,1.0,0.14,14.4,2,69.0,0.0,0,6,4.8,1,14,1,72.1,81.7,0,75,0.0,0,110,20,95.5,105,136.9,29,56.9,3,298,81,4.1,14.9,2.84
Keenan Allen,7857,WR,LAC,5,51,0,27,0,-0.8,0,100.0,,0,0,0.0,0,0,0,90.2,55.9,0,4,0.0,0,12,4,100.0,12,79.2,4,7.8,0,5,8,2.0,1.3,0.42,10.7,2,78.3,100.0,3,3,5.3,1,10,1,46.8,72.4,0,37,0.0,0,132,18,95.5,126,104.0,23,45.1,0,206,56,3.1,11.4,1.63
Terry McLaurin,48229,WR,WAS,5,49,0,32,0,-1.7,0,100.0,,0,0,0.0,0,1,0,88.7,61.5,0,9,0.0,0,19,3,94.7,18,94.4,3,6.1,0,20,25,8.3,6.7,1.11,9.1,0,53.8,25.0,1,4,0.0,0,2,0,90.6,83.6,1,18,0.0,0,57,7,93.0,53,38.0,13,26.5,0,72,32,4.6,10.3,1.36
D.J. Moore,48267,WR,CAR,5,49,0,5,0,-1.5,1,100.0,,0,0,0.0,0,1,0,90.2,63.8,0,12,0.0,0,18,4,100.0,18,82.3,4,8.2,0,15,21,5.3,3.8,0.83,5.4,0,85.7,0.0,0,1,0.0,0,3,0,80.0,86.2,0,20,0.0,0,25,6,100.0,25,91.7,7,14.3,0,42,17,2.8,7.0,1.68
Deebo Samuel,48274,WR,SF,5,48,0,28,0,-4.0,3,77.8,,0,0,22.2,2,4,0,26.3,80.7,0,19,0.0,0,21,7,100.0,21,129.2,9,18.8,1,55,79,11.3,7.9,2.62,3.8,4,75.0,50.0,1,2,7.7,1,8,0,27.7,80.5,0,76,0.0,0,46,12,95.7,44,156.3,16,33.3,2,211,150,12.5,17.6,4.8
Mike Williams,11762,WR,LAC,5,48,0,27,0,,0,,,0,0,,0,0,0,,44.3,0,0,0.0,0,11,0,100.0,11,0.0,0,0.0,0,0,0,,,0.0,12.3,0,66.7,50.0,1,2,0.0,0,3,0,43.3,81.8,0,42,0.0,0,30,4,90.0,27,149.3,6,12.5,1,77,22,5.5,19.3,2.85
Darren Waller,9637,TE,LV,5,47,0,23,0,-1.6,0,100.0,,0,0,0.0,0,0,0,90.6,55.7,0,9,0.0,0,13,5,92.3,12,85.0,5,10.6,0,22,30,6.0,4.4,1.83,11.1,0,66.7,50.0,1,2,11.1,1,4,0,39.7,64.9,0,24,0.0,0,57,8,98.2,56,96.2,12,25.5,0,111,27,3.4,13.9,1.98
Stefon Diggs,9579,WR,BUF,5,46,0,4,0,-4.0,0,100.0,,0,0,0.0,0,0,1,78.7,27.1,0,1,0.0,0,17,1,100.0,17,79.2,1,2.2,0,1,5,5.0,1.0,0.06,13.3,0,83.3,,0,0,0.0,0,1,1,77.8,68.4,0,61,0.0,0,40,5,90.0,36,117.4,6,13.0,0,73,20,4.0,14.6,2.03
