player,player_id,position,team_name,player_game_count,declined_penalties,franchise_id,grades_pass_block,hits_allowed,hurries_allowed,non_spike_pass_block,non_spike_pass_block_percentage,pass_block_percent,pbe,penalties,pressures_allowed,sacks_allowed,snap_counts_pass_block,snap_counts_pass_play,true_pass_set_grades_pass_block,true_pass_set_hits_allowed,true_pass_set_hurries_allowed,true_pass_set_non_spike_pass_block,true_pass_set_non_spike_pass_block_percentage,true_pass_set_pass_block_percent,true_pass_set_pbe,true_pass_set_pressures_allowed,true_pass_set_sacks_allowed,true_pass_set_snap_counts_pass_block,true_pass_set_snap_counts_pass_play
Penei Sewell,81788,T,DET,1,0,11,67.5,2,4,63,100.0,100.0,95.2,0,6,0,71,71,59.7,1,4,36,100.0,100.0,93.1,5,0,40,40
Jonah Jackson,37070,G,DET,1,0,11,31.4,2,6,63,100.0,100.0,92.1,1,9,1,71,71,25.6,1,5,36,100.0,100.0,91.7,6,0,40,40
Frank Ragnow,39137,C,DET,1,0,11,81.0,1,1,63,100.0,100.0,98.4,0,2,0,71,71,80.3,1,1,36,100.0,100.0,97.2,2,0,40,40
Matt Nelson,48584,T,DET,1,1,11,44.3,0,5,63,100.0,100.0,94.4,1,6,1,71,71,48.8,0,4,36,100.0,100.0,94.4,4,0,40,40
Halapoulivaati Vaitai,10798,G,DET,1,0,11,49.5,0,5,63,100.0,100.0,96.0,0,5,0,71,71,32.2,0,4,36,100.0,100.0,94.4,4,0,40,40
Connor Williams,46216,G,DAL,1,0,9,55.9,0,0,62,100.0,100.0,100.0,2,0,0,69,69,37.7,0,0,27,100.0,100.0,100.0,0,0,33,33
Tyler Biadasz,41178,C,DAL,1,0,9,27.9,2,5,62,100.0,100.0,94.4,0,7,0,69,69,22.8,2,4,27,100.0,100.0,88.9,6,0,33,33
La'el Collins,9719,T,DAL,1,0,9,68.8,0,3,62,100.0,100.0,97.6,0,3,0,69,69,59.0,0,3,27,100.0,100.0,94.4,3,0,33,33
Connor McGovern,41714,G,DAL,1,0,9,76.3,0,3,62,100.0,100.0,97.6,0,3,0,69,69,66.0,0,3,27,100.0,100.0,94.4,3,0,33,33
Tyron Smith,6161,T,DAL,1,0,9,88.5,0,0,62,100.0,100.0,100.0,1,0,0,69,69,84.2,0,0,27,100.0,100.0,100.0,0,0,33,33
Alex Leatherwood,58468,G,LV,1,0,23,34.1,1,2,59,100.0,100.0,94.1,0,5,2,65,65,31.5,1,2,41,100.0,100.0,93.9,4,1,44,44
Kolton Miller,47013,T,LV,1,0,23,87.5,0,2,59,100.0,100.0,98.3,0,2,0,65,65,87.5,0,1,41,100.0,100.0,98.8,1,0,44,44
John Simpson,41715,G,LV,1,0,23,46.2,1,3,59,100.0,100.0,96.6,0,4,0,65,65,31.1,1,3,41,100.0,100.0,95.1,4,0,44,44
Andre James,47058,C,LV,1,0,23,61.7,1,1,59,100.0,100.0,98.3,0,2,0,65,65,52.0,1,1,41,100.0,100.0,97.6,2,0,44,44
Mitch Morse,9482,C,BUF,1,0,4,66.3,0,3,56,100.0,100.0,97.3,1,3,0,62,62,67.0,0,1,35,100.0,100.0,98.6,1,0,39,39
Daryl Williams,9535,G,BUF,1,0,4,46.9,3,2,56,100.0,100.0,95.5,1,5,0,62,62,39.3,3,2,35,100.0,100.0,92.9,5,0,39,39
Jon Feliciano,9561,G,BUF,1,1,4,30.9,0,8,56,100.0,100.0,92.9,1,8,0,62,62,21.1,0,7,35,100.0,100.0,90.0,7,0,39,39
Oli Udoh,28394,G,MIN,1,0,18,59.8,0,1,52,100.0,100.0,99.0,1,1,0,61,61,50.7,0,1,20,100.0,100.0,97.5,1,0,21,21
Dion Dawkins,11818,T,BUF,1,1,4,51.5,2,3,56,100.0,100.0,95.5,3,5,0,61,61,52.8,2,2,35,100.0,100.0,94.3,4,0,39,39
Ezra Cleveland,41973,G,MIN,1,0,18,49.6,1,1,52,100.0,100.0,96.2,1,3,1,61,61,29.9,1,1,20,100.0,100.0,90.0,3,1,21,21
Rashod Hill,11369,T,MIN,1,1,18,47.5,0,2,52,100.0,100.0,98.1,3,2,0,61,61,36.8,0,2,20,100.0,100.0,95.0,2,0,21,21
Brian O'Neill,46854,T,MIN,1,0,18,79.6,0,0,52,100.0,100.0,100.0,0,0,0,61,61,77.9,0,0,20,100.0,100.0,100.0,0,0,21,21
Garrett Bradbury,46013,C,MIN,1,1,18,27.4,1,2,52,100.0,100.0,95.2,2,4,1,61,61,51.7,0,1,20,100.0,100.0,97.5,1,0,21,21
Brandon Linder,8728,C,JAX,1,0,15,75.7,0,0,52,100.0,100.0,100.0,0,0,0,56,56,69.0,0,0,28,100.0,100.0,100.0,0,0,31,31
A.J. Cann,9500,G,JAX,1,0,15,3.4,1,7,52,100.0,100.0,92.3,0,8,0,56,56,9.2,0,6,28,100.0,100.0,89.3,6,0,31,31
Jawaan Taylor,41665,T,JAX,1,0,15,61.6,0,2,52,100.0,100.0,98.1,2,2,0,56,56,54.0,0,1,28,100.0,100.0,98.2,1,0,31,31
Cam Robinson,11789,T,JAX,1,1,15,54.0,0,3,52,100.0,100.0,97.1,1,3,0,56,56,52.5,0,3,28,100.0,100.0,94.6,3,0,31,31
Andrew Norwell,9126,G,JAX,1,0,15,77.7,0,0,52,100.0,100.0,100.0,0,0,0,56,56,70.8,0,0,28,100.0,100.0,100.0,0,0,31,31
Cody Ford,39805,G,BUF,1,0,4,61.2,1,0,49,100.0,100.0,96.9,0,2,1,55,55,51.7,1,0,33,100.0,100.0,95.5,2,1,37,37
Jermaine Eluemunor,11914,G,LV,1,0,23,61.4,1,0,47,100.0,100.0,98.9,0,1,0,53,53,51.4,1,0,33,100.0,100.0,98.5,1,0,36,36
Corey Linsley,8796,C,LAC,1,0,27,55.1,0,0,49,100.0,100.0,100.0,0,0,0,52,52,42.7,0,0,17,100.0,100.0,100.0,0,0,20,20
Matt Feiler,9289,G,LAC,1,0,27,16.5,1,1,49,100.0,100.0,95.9,0,3,1,52,52,0.0,1,1,17,100.0,100.0,94.1,2,0,20,20
Rashawn Slater,59971,T,LAC,1,0,27,79.9,0,0,49,100.0,100.0,100.0,0,0,0,52,52,77.5,0,0,17,100.0,100.0,100.0,0,0,20,20
Oday Aboushi,7923,G,LAC,1,0,27,73.8,0,0,49,100.0,100.0,100.0,1,0,0,52,52,73.0,0,0,17,100.0,100.0,100.0,0,0,20,20
Ali Marpet,9494,G,TB,1,0,30,69.2,0,2,50,100.0,100.0,98.0,0,2,0,50,50,67.7,0,2,24,100.0,100.0,95.8,2,0,24,24
Tristan Wirfs,64818,T,TB,1,1,30,66.0,0,3,50,100.0,100.0,97.0,1,3,0,50,50,70.7,0,2,24,100.0,100.0,95.8,2,0,24,24
Alex Cappa,66578,G,TB,1,0,30,80.2,0,1,50,100.0,100.0,99.0,0,1,0,50,50,70.8,0,1,24,100.0,100.0,97.9,1,0,24,24
Ryan Jensen,7985,C,TB,1,1,30,70.6,0,0,50,100.0,100.0,100.0,1,0,0,50,50,74.9,0,0,24,100.0,100.0,100.0,0,0,24,24
Donovan Smith,9467,T,TB,1,0,30,79.4,0,4,50,100.0,100.0,96.0,0,4,0,50,50,67.7,0,4,24,100.0,100.0,91.7,4,0,24,24
Ryan Kelly,10652,C,IND,1,0,14,76.6,1,0,44,100.0,100.0,98.9,1,1,0,48,48,70.2,1,0,26,100.0,100.0,98.1,1,0,28,28
Julie'n Davenport,11885,T,IND,1,0,14,35.5,1,3,44,100.0,100.0,90.9,0,6,2,48,48,19.0,1,3,26,100.0,100.0,84.6,6,2,28,28
Mark Glowinski,9567,G,IND,1,0,14,63.6,1,2,44,100.0,100.0,96.6,0,3,0,48,48,68.6,1,1,26,100.0,100.0,96.2,2,0,28,28
Braden Smith,46794,T,IND,1,0,14,40.6,2,3,44,100.0,100.0,92.0,0,6,1,48,48,39.7,1,2,26,100.0,100.0,90.4,4,1,28,28
Quenton Nelson,12954,G,IND,1,0,14,80.2,0,0,44,100.0,100.0,100.0,0,0,0,48,48,74.0,0,0,26,100.0,100.0,100.0,0,0,28,28
Greg Van Roten,7746,G,NYJ,1,0,22,58.0,0,2,43,100.0,100.0,97.7,0,2,0,46,46,37.5,0,2,19,100.0,100.0,94.7,2,0,20,20
Alijah Vera-Tucker,57107,G,NYJ,1,0,22,40.6,0,5,43,100.0,100.0,91.9,0,6,1,46,46,17.5,0,4,19,100.0,100.0,84.2,5,1,20,20
George Fant,11282,T,NYJ,1,0,22,48.9,0,1,43,100.0,100.0,98.8,0,1,0,46,46,66.3,0,0,19,100.0,100.0,100.0,0,0,20,20
Connor McGovern,10778,C,NYJ,1,0,22,49.3,0,1,43,100.0,100.0,96.5,0,2,1,46,46,27.0,0,1,19,100.0,100.0,92.1,2,1,20,20
Andrew Thomas,59701,T,NYG,1,0,21,80.4,0,2,42,100.0,100.0,97.6,0,2,0,45,45,87.6,0,0,20,100.0,100.0,100.0,0,0,21,21
Nick Gates,29476,C,NYG,1,0,21,63.4,0,0,42,100.0,100.0,100.0,0,0,0,45,45,81.3,0,0,20,100.0,100.0,100.0,0,0,21,21
Will Hernandez,46180,G,NYG,1,1,21,65.5,0,2,42,100.0,100.0,97.6,1,2,0,45,45,64.1,0,1,20,100.0,100.0,97.5,1,0,21,21
Lucas Niang,47004,T,KC,1,0,16,59.5,1,3,41,100.0,100.0,92.7,0,5,1,45,45,39.2,1,3,15,100.0,100.0,80.0,5,1,17,17
Creed Humphrey,59996,C,KC,1,1,16,79.8,0,0,41,100.0,100.0,100.0,1,0,0,45,45,72.1,0,0,15,100.0,100.0,100.0,0,0,17,17
Sam Mustipher,13026,C,CHI,1,0,6,65.7,0,0,45,100.0,100.0,100.0,0,0,0,45,45,71.7,0,0,18,100.0,100.0,100.0,0,0,18,18
Orlando Brown Jr.,46227,T,KC,1,0,16,43.5,1,3,41,100.0,100.0,92.7,0,5,1,45,45,24.2,1,3,15,100.0,100.0,80.0,5,1,17,17
Trey Smith,62960,G,KC,1,0,16,76.2,0,1,41,100.0,100.0,98.8,0,1,0,45,45,77.8,0,1,15,100.0,100.0,96.7,1,0,17,17
Joe Thuney,10712,G,KC,1,1,16,63.9,0,1,41,100.0,100.0,98.8,2,1,0,45,45,57.4,0,1,15,100.0,100.0,96.7,1,0,17,17
Cody Whitehair,10690,G,CHI,1,0,6,14.6,0,3,45,100.0,100.0,94.4,0,4,1,45,45,1.1,0,2,18,100.0,100.0,88.9,3,1,18,18
Germain Ifedi,10665,T,CHI,1,0,6,69.0,0,1,45,100.0,100.0,98.9,0,1,0,45,45,64.4,0,1,18,100.0,100.0,97.2,1,0,18,18
James Daniels,45576,G,CHI,1,0,6,36.0,0,5,45,100.0,100.0,94.4,0,5,0,45,45,16.8,0,4,18,100.0,100.0,88.9,4,0,18,18
Michael Onwenu,27357,G,NE,1,0,19,65.0,1,1,40,100.0,100.0,97.5,0,2,0,44,44,35.6,1,1,15,100.0,100.0,93.3,2,0,16,16
Isaiah Wynn,46048,T,NE,1,0,19,60.0,3,1,40,100.0,100.0,95.0,0,4,0,44,44,49.1,3,0,15,100.0,100.0,90.0,3,0,16,16
Rodger Saffold,5558,G,TEN,1,0,31,80.2,0,1,43,100.0,100.0,96.5,0,2,1,44,44,75.2,0,1,25,100.0,100.0,94.0,2,1,26,26
Jake Matthews,8641,T,ATL,1,0,2,80.9,0,0,39,100.0,100.0,100.0,0,0,0,44,44,71.1,0,0,18,100.0,100.0,100.0,0,0,20,20
Ben Jones,7099,C,TEN,1,0,31,56.2,0,1,43,100.0,100.0,96.5,0,2,1,44,44,58.3,0,0,25,100.0,100.0,96.0,1,1,26,26
David Andrews,9948,C,NE,1,0,19,76.1,1,1,40,100.0,100.0,97.5,0,2,0,44,44,72.1,1,0,15,100.0,100.0,96.7,1,0,16,16
Chris Lindstrom,46692,G,ATL,1,0,2,73.7,0,2,39,100.0,100.0,97.4,0,2,0,44,44,60.3,0,2,18,100.0,100.0,94.4,2,0,20,20
David Quessenberry,7957,T,TEN,1,0,31,62.7,0,2,43,100.0,100.0,97.7,0,2,0,44,44,56.5,0,2,25,100.0,100.0,96.0,2,0,26,26
Nate Davis,46808,G,TEN,1,0,31,1.6,1,3,43,100.0,100.0,93.0,0,5,1,44,44,3.7,1,2,25,100.0,100.0,90.0,4,1,26,26
Kaleb McGary,46912,T,ATL,1,0,2,44.6,2,3,39,100.0,100.0,93.6,0,5,0,44,44,39.7,1,2,18,100.0,100.0,91.7,3,0,20,20
Shaq Mason,9564,G,NE,1,0,19,44.0,2,1,40,100.0,100.0,96.2,1,3,0,44,44,8.6,2,0,15,100.0,100.0,93.3,2,0,16,16
Matt Hennessy,41141,C,ATL,1,0,2,20.0,0,2,39,100.0,100.0,94.9,0,3,1,44,44,26.2,0,1,18,100.0,100.0,91.7,2,1,20,20
